locus_id	5.FC
YOR059C	5.95847222894942e-07
YOR065W	8.22702402721159e-07
YCR042C	1.30056572781881e-05
YOR058C	2.40911952138262e-05
YOR086C	0.0003743664952531
YCR038C	0.0006075486340302
YOL066C	0.0025675311138541
YPR156C	0.003662244833676
YNL211C	0.0033824973727668
YPR145W	0.0052646945867944
YOL070C	0.0064438800853358
YPR155C	0.0071762979153262
YIL053W	0.0092927396757669
YIL056W	0.010622534222031
YPR159W	0.0117677269344236
YNL206C	0.0117715593623282
YPR148C	0.0127007975318758
YIL048W	0.0149022535437673
YOL067C	0.0151886770642322
tN(GUU)O2	0.0179658378128581
YPR151C	0.0178344201317699
YDR080W	0.0190377294110384
YPR146C	0.0195171916595859
YPR162C	0.0206162694326345
YPR154W	0.0229737558672382
YIL054W	0.0232093985474223
YIL046W	0.0233858738874486
YOL080C	0.0251032421582601
YIL052C	0.0264561625474051
YPR152C	0.028265649511675
YLL029W	0.0317955229410655
YOL064C	0.0326879567672255
YIL051C	0.0349108656673336
YOL072W	0.0493720210881122
YNL215W	0.0364067582444832
YGR189C	0.0360030511132852
YDR077W	0.0442114488397242
YIL055C	0.0376331808879831
YIL063C	0.0397405782613266
YNL216W	0.0416293973634594
YNL217W	0.0430725829629775
