locus_id	Fluconazole
YGL014W	9.07583993102993e-10
YGL013C	1.7975907123174e-08
SUT153	2.61306905322467e-08
YGL015C	8.69509945400907e-08
YGL017W	5.95282300186824e-07
YGL016W	7.72985055358039e-07
YCR042C	1.01707954863433e-06
YHR007C	1.3648545051332e-06
YHR006W	2.25956556387488e-06
CUT173	6.7991518541419e-05
YHR013C	6.80656677676143e-05
YCR045C	8.57130941254629e-05
YHR004C	8.32112255258761e-05
YHRCdelta4	9.2934159701912e-05
YHR009C	9.17621109142953e-05
YHR002W	0.0001083857268013
YHL003C	0.0001424931431554
YHR005C	0.0001397462178128
YCR044C	0.0001631882695482
YGL019W	0.0001829450282112
YHR015W	0.0001793961253318
YHL015W-A	0.0002920093529667
YOL072W	0.0002779095070002
YOL067C	0.000346848453068
YOR059C	0.000482061134835
YHL001W	0.0005149603640412
YHL016C	0.0005372113474196
YOL070C	0.000570248190579
YGL009C	0.0006816452581966
YOL066C	0.0007899306209122
YHR003C	0.0009834087967527
YOL076W	0.0019998327551443
YHL004W	0.0023889211818767
YOL082W	0.0020765727505588
YPR159W	0.0026400666637767
YER059W	0.0028386790492805
YER064C	0.0032706389982556
YER061C	0.0032508881499906
YDR047W	0.0050500395290601
YFR018C	0.0050515090644249
YFL055W	0.0050138936076437
XUT_5F-129	0.0059242484805165
YIL063C	0.0053096337494118
YHL013C	0.0065513474109561
YGL008C	0.0059152611954469
YER056C	0.0075718105646164
YER060W	0.0074487888118938
YPR163C	0.0088822831705905
YER058W	0.0092767183785392
YDR338C	0.0095659454013476
YPR164W	0.0110122993463077
YPR162C	0.0107900162936027
YNL222W	0.0113875450529556
YFR015C	0.0117636603775499
YOL080C	0.0147377689636211
YOL078W	0.0207770524139674
YHL007C	0.0128792232410735
YHR017W	0.0133104868997947
YAL069W	0.0034733462454149
YFR014C	0.0126779749131737
YPR158W	0.0133953072366436
YHL010C	0.013132232529891
YNL228W	0.0139273926838243
YFR017C	0.0157553448084926
YER060W-A	0.0162204733901832
YIL061C	0.0163500922421358
YBR148W	0.013846614526949
YIL115C	0.0171561269127256
YCR030C	0.0188065345174586
YER049W	0.0182223518796474
YHL012W	0.0178344201317699
YFL053W	0.0184133851562604
YERWdelta9	0.0188594863636333
CUT325	0.0192729073429823
YIL062C	0.0202967925888135
YNL216W	0.021265974956136
YGL021W	0.0302065846119612
YDL235C	0.0405728360078098
YJL214W	0.0221967233418965
YMR232W	0.0236408876243448
YPL086C	0.0250771610199265
snR65	0.0268449426169494
YOL081W	0.023459997918366
snR47	0.0239908941237669
YNL217W	0.0277186398633964
YMR258C	0.0286788682444171
YOR058C	0.0284767686634551
YIL054W	0.0287278732559352
YNL219C	0.0295248985635674
YNL224C	0.0286381540161833
YFL054C	0.0309530661549275
YHL017W	0.0321247487403564
YHL011C	0.0323132775429817
YDR311W	0.0325001193992023
YJL216C	0.0341810591566524
YFR016C	0.0358325761443257
YFR009W	0.036335116931092
YER066W	0.0370538570161675
YDR314C	0.0398809066166749
YHL024W	0.0121269832681418
YPR160W	0.0402411797899542
YJL213W	0.0428875547076144
