locus_id	Trifluoperazine
YOR059C	7.96045372083875e-06
YCR042C	3.3342896667324e-05
YOR065W	4.9367964733731e-05
YCR038C	0.0002945582026503
YOR058C	0.0003091184484395
YIL056W	0.0022320150763247
YMR109W	0.0034231208821989
YPR145W	0.006366826242989
YGR225W	0.0100298643670459
YPR146C	0.0125650348390692
YPR148C	0.0169523187372934
YIL053W	0.0165082143919562
YPR162C	0.0183206529797724
YMR113W	0.0193672964559874
YBL058W	0.0288979452399381
YMR116C	0.0287168599402187
YOR054C	0.0300958894635433
YPR151C	0.0292758735407768
YML086C	0.037051911234475
YPR156C	0.0342240858102549
YGR223C	0.0361263250334161
YCR033W	0.0296819976207133
YBR150C	0.0484030358145118
YIL055C	0.0417358987687709
YOL080C	0.0436154250388685
