SNP,Chr,Pos,Effect,SE,ALO1_HYR1_noMTX_Trifluoperazine_avg_logratio_Fitness_minus_ref.GLM
8,1,27243,0.0771869832905507,0.0686922142801709,0.261919076561996
9,1,27272,0.0265931094141405,0.0677667305149157,0.694983776159342
16,1,27843,-0.0239839272806665,0.0661654626347352,0.717207236012947
17,1,27848,-0.0239839272806665,0.0661654626347352,0.717207236012947
18,1,28495,0.0213650075797849,0.0661690767376771,0.746973445340161
19,1,28975,-0.0203348989372567,0.0657275689671308,0.757213818390753
26,1,31435,0.00437122521438263,0.0655618995048586,0.946879572027775
29,1,36146,-0.00337029190670113,0.0652239987477081,0.95881881807973
31,1,37409,0.0285484825077996,0.065559297391318,0.663494363666359
32,1,37478,0.0340360840793423,0.0656082708901526,0.604241078898402
33,1,39144,-0.04082611416692,0.0652976294396157,0.532223303659736
34,1,41499,-0.000149734612167191,0.0651525530364789,0.998167589093104
37,1,51248,-0.0450310970907309,0.0653859603391082,0.491466506301403
38,1,51462,-0.047585110114185,0.0654696258920081,0.467813478000365
39,1,52124,-0.0732536879094473,0.0653136039444464,0.262808262951597
40,1,52667,-0.096787198002835,0.0651215765689509,0.138104536839684
42,1,59265,-0.00333385968117728,0.0652918167392223,0.959305863834104
43,1,60165,-0.0110287094612641,0.0652400780528706,0.865855654357728
44,1,62308,-0.0398723512930327,0.0651364039110277,0.540841723350966
45,1,62869,-0.0510092398712577,0.0651061982717103,0.433872119481494
49,1,66841,-0.0869140922855543,0.0650291604865086,0.182233552867361
50,1,66948,-0.0748624335546416,0.065472458411024,0.253639619716634
51,1,68621,-0.0876282999470588,0.0652494201824064,0.180143105731556
52,1,69417,-0.0859758880215563,0.0650820425113418,0.187344189474131
56,1,74327,-0.0321889551486678,0.0655790429992183,0.623843122657855
57,1,74572,-0.0668735649712864,0.065329878361742,0.306711456870562
58,1,75211,-0.0420262187824064,0.065269181519763,0.520064435207104
59,1,76030,-0.0372537980082248,0.065277391881242,0.568566220333942
60,1,80108,-0.0549526976334996,0.0652265141504939,0.400084079233583
61,1,81262,-0.100033196704346,0.0650498480281545,0.124995097768621
62,1,81999,-0.116472843460544,0.0651324143053392,0.0745936949984292
63,1,82431,-0.0936656826873782,0.0655471685511216,0.153893874528161
64,1,83284,-0.14557469205667,0.0647965194905602,0.0252803725930136
65,1,83613,-0.11561883468719,0.0649601072257534,0.0759617219030875
66,1,84112,-0.125948609507801,0.0649129038138036,0.0531428236683459
68,1,84858,-0.0935701192780764,0.0652525277194304,0.152466233840091
69,1,85751,-0.0908673881065914,0.0655330668837431,0.166442365483072
70,1,87445,-0.0650175580032926,0.0657592064739556,0.323476515161013
71,1,87467,-0.104899275119912,0.0659590471163872,0.112646616579834
72,1,89070,-0.0311166749394298,0.0657597809704283,0.636372224474251
73,1,89616,-0.0859898425202373,0.0652664912355526,0.188519189189841
74,1,89679,-0.0507915115321935,0.0653791849757103,0.437752273055645
75,1,89880,-0.0373605368120929,0.0654214178393819,0.568312178537652
76,1,91472,-0.030259234237298,0.0659177927827783,0.646484369197052
77,1,93789,-0.0525540184696796,0.0651981499494931,0.420747414111641
78,1,94351,-0.0672278110189884,0.0653319596048918,0.304175419355895
79,1,99148,-0.0791927238809775,0.0651218600240227,0.224770914348664
82,1,106800,0.00118999596823248,0.0653461201786513,0.985481087121813
83,1,107970,-0.0899560288548022,0.0649763916443329,0.167097745142851
84,1,109000,-0.072955634297123,0.0651517626626422,0.263568882183835
85,1,112549,-0.0672810508498126,0.0650950665556255,0.302039464993462
86,1,112742,-0.0664032742895229,0.0653519863547825,0.310284080923076
87,1,113050,-0.0273801816146868,0.0653211298357875,0.675352173679787
88,1,113135,-0.0876594389533052,0.0650037429858137,0.17835281003924
89,1,114076,-0.035611360830561,0.0651433976918478,0.584956962461067
90,1,114628,-0.0278881077974589,0.0653189739559754,0.669674112654633
91,1,116283,0.0165895869535978,0.0656932946131674,0.800777711608858
