SNP,Chr,Pos,Effect,SE,ERG11_ERV25_noMTX_5.FC_avg_logratio_Fitness_minus_ref.GLM
8,1,27243,-0.0524391205964638,0.108002434106753,0.627597064114357
9,1,27272,-0.113392472804938,0.106244719033033,0.286576436381929
16,1,27843,0.0408318897612872,0.103875426664127,0.694493858592557
17,1,27848,0.0408318897612872,0.103875426664127,0.694493858592557
18,1,28495,0.0651756566747102,0.103841914932996,0.530643588431477
19,1,28975,0.00889726712777758,0.103204243361109,0.931348133470626
26,1,31435,0.0939140264735365,0.102810449651898,0.361620078527586
29,1,36146,0.0436912982050798,0.102374721643683,0.669801058140771
31,1,37409,0.0978861992280982,0.102822890531152,0.341754237580394
32,1,37478,0.088397043614113,0.102935834640157,0.391056403661465
33,1,39144,-0.0430408644080544,0.102547504851353,0.674948006839352
34,1,41499,-0.0615041903251409,0.102236179571623,0.547833711514698
37,1,51248,0.0428362956305406,0.102698657415959,0.676853927284853
38,1,51462,0.0564959190071279,0.102819296183175,0.583031711950228
39,1,52124,-0.0343217149998346,0.102707717988873,0.73845062527517
40,1,52667,-0.10157761086588,0.102416733567332,0.321971140523948
42,1,59265,-0.128508107008233,0.102279147754568,0.209785565253267
43,1,60165,-0.0372057801791878,0.102410988749818,0.716599215830417
44,1,62308,0.0899390482487063,0.102205440026384,0.379467202581824
45,1,62869,0.0506562303100855,0.102269097289564,0.620680367138371
49,1,66841,0.13312592422153,0.102107295144034,0.193156608397777
50,1,66948,0.126055947717196,0.102762208319272,0.220761899348029
51,1,68621,0.178474213873575,0.102261770172669,0.081808329655499
52,1,69417,0.105492802422795,0.102276125808905,0.303035584492328
56,1,74327,-0.0230578674222366,0.102985973726245,0.822969866992083
57,1,74572,0.0153598080236299,0.102715831550743,0.881215384676008
58,1,75211,-0.0408668615425862,0.102508762818874,0.690379620937382
59,1,76030,-0.0712476847946358,0.102461687253789,0.487287663589619
60,1,80108,-0.135079543348427,0.102255156967622,0.187355467903553
61,1,81262,-0.0940015338491046,0.102346624235065,0.359003926474875
62,1,81999,-0.129015481605294,0.102489303985124,0.208927562735149
63,1,82431,-0.108202807958012,0.103044521414777,0.294409415567372
64,1,83284,-0.153249365881428,0.102129119253738,0.134367089402724
65,1,83613,-0.117260398752959,0.102252739271188,0.2522532888531
66,1,84112,-0.110319711595221,0.102285925833962,0.281528183867239
68,1,84858,-0.0981585819541315,0.10261056166353,0.339417371133652
69,1,85751,-0.0927920829658486,0.103047495358969,0.368479419905367
70,1,87445,-0.197122468495599,0.102850116547401,0.0560960140734793
71,1,87467,-0.190921357239952,0.103427089264969,0.0657364057076841
72,1,89070,-0.155393275489657,0.102942936344332,0.132063325119974
73,1,89616,-0.147800899735276,0.102417411788315,0.149872670123834
74,1,89679,-0.128485712858006,0.102504225756803,0.210865182585812
75,1,89880,-0.135527222265335,0.102504628039075,0.186971906003204
76,1,91472,-0.0997942373383645,0.103384520614809,0.335069142612984
77,1,93789,-0.159908303977458,0.102100194127877,0.118200110265892
78,1,94351,-0.154724483508099,0.102393332978837,0.131662793261335
79,1,99148,-0.104391108797287,0.102303551611625,0.308234985196432
82,1,106800,-0.0364164255534794,0.102574208470173,0.722782757835437
83,1,107970,-0.117897691173292,0.10209591604474,0.248964173817368
84,1,109000,-0.139458867486516,0.102199646714847,0.173256552337064
85,1,112549,-0.0146681219381569,0.102349868765709,0.886124335589886
86,1,112742,-0.0046896044060363,0.102751309845524,0.963622726199322
87,1,113050,0.0565403528517605,0.102534603589081,0.581689841549114
88,1,113135,0.025284270264833,0.102308631331181,0.804945703087487
89,1,114076,0.0095547621084494,0.102316217947997,0.925650979886531
90,1,114628,0.0660816901567004,0.102516010217732,0.519605916028854
91,1,116283,0.0801621114542714,0.103058565782719,0.437189856531623
93,1,127853,0.100076905172363,0.10281691623941,0.331045594838914
94,1,128302,0.16370892386572,0.102188523791317,0.110043747291522
95,1,128704,0.117039827533905,0.10247225184921,0.254161156072218
96,1,128911,0.127315890424306,0.102448924292709,0.214793855370922
97,1,130267,-0.0396358124861493,0.102602431585083,0.699503677205977
98,1,130271,-0.0329927623080944,0.102730911146187,0.748281394468722
99,1,130613,-0.0276531937928683,0.103695628633972,0.789873912735832
100,1,132012,0.0357674169757102,0.10346843557157,0.729785876833137
101,1,133231,-0.000238695142864925,0.10275161222557,0.998147803611539
102,1,137074,0.0179249513207194,0.102601043465197,0.861411320357427
103,1,137304,0.0199007331441107,0.102635677675901,0.846368188828486
104,1,139686,-0.0289004731427429,0.102764517776965,0.77869871115258
105,1,149562,-0.0459200038297805,0.102981497629278,0.655938964349281
106,1,150447,-0.0643034474808565,0.104096867144574,0.537153593554291
108,1,154084,-0.0487946857076904,0.104442609673337,0.640651213474314
110,1,157269,-0.0343426818319901,0.102562468397097,0.737939772758848
111,1,160054,-0.086427424439021,0.103451113790439,0.404033881097965
112,1,166222,-0.0968802816541035,0.102658010259812,0.345958874455661
113,1,166416,-0.0806479138334868,0.102488906148807,0.431871841090824
114,1,167326,-0.0928717779252691,0.103043170144806,0.368048660610938
115,1,168836,-0.015665127735247,0.102669400086022,0.878817971440047
116,1,171200,-0.00090635835720454,0.102826533919529,0.992972164377207
117,1,171431,-0.0362913241097882,0.103450465797844,0.725941125511272
118,1,173339,0.0040720645214973,0.102663629000228,0.968383314356009
119,1,173845,-0.0162502299488722,0.10257510898211,0.874214285323681
120,1,175121,0.0339428278291236,0.102359428512898,0.740384846364044
121,1,175281,0.0071214734769007,0.102461685848254,0.944627986916491
122,1,175315,0.0258951857240162,0.102420859479312,0.800545844681972
123,1,175523,0.0241333053738394,0.103002487604621,0.814889255683643
124,1,175541,0.0165576810955496,0.102586304872918,0.871868771819709
125,1,175653,-0.00409217484323637,0.102914488203054,0.968304661392411
128,1,175856,-0.0147201409502874,0.104610781626769,0.888176602361279
129,1,175876,-0.0139025887181057,0.103007838617435,0.892715428305518
130,1,175989,-0.0217646055969851,0.10329790700426,0.833244935402267
131,1,176001,-0.0162146677497344,0.103839102020718,0.876002591513695
133,1,177692,0.0314650331414573,0.102416441025202,0.75885222674824
134,1,178191,0.0230941466190586,0.102524468982592,0.821911270618261
135,1,178224,0.0314650331414573,0.102416441025202,0.75885222674824
136,1,178960,0.0340142666360475,0.103232352824784,0.741979023866672
140,1,183802,-0.134250491091036,0.102193528783227,0.189804099825796
141,1,183954,-0.149684795571391,0.102880834192713,0.146576249577444
142,1,184450,-0.156880149791136,0.101943980051493,0.124728035803934
144,1,184718,-0.140224761415305,0.102595413128225,0.172565935313285
145,1,185296,-0.145854536275765,0.102135532796215,0.154161892579781
146,1,185438,-0.144402576915717,0.10214622712413,0.158335701837432
147,1,185469,-0.150965822185775,0.102267632497935,0.140786019714208
148,1,185503,-0.193772446576224,0.101796362812661,0.0577844889320056
149,1,185705,-0.186164575194981,0.102985454193086,0.0715076612301633
150,1,185749,-0.187360657929403,0.102979309311279,0.0696972571649738
151,1,185806,-0.151861399275352,0.103283381905826,0.142361201287697
152,1,185879,-0.204261255803756,0.103530519441034,0.0492803034261292
153,1,185916,-0.198218699423669,0.103516196190975,0.0563187242448236
154,1,185941,-0.181792096121091,0.104056806572233,0.0814989017704624
155,1,185954,-0.178774994631496,0.104378085007443,0.087634121428489
