SNP,Chr,Pos,Effect,SE,ERG11_ERG5_noMTX_5.FC_avg_logratio_Fitness_minus_ref.GLM
8,1,27243,-0.0502864907660752,0.0669642082063159,0.453185573981595
9,1,27272,-0.0735984431770158,0.0658948897252343,0.264793858375202
16,1,27843,0.0557463942076277,0.0643810376975773,0.387142877363884
17,1,27848,0.0557463942076277,0.0643810376975773,0.387142877363884
18,1,28495,0.121534340335669,0.0641249799347058,0.0588729901431734
19,1,28975,0.0748489053175725,0.0638955295433027,0.242217534599731
26,1,31435,0.0867396468892736,0.063682859455724,0.17404859634281
29,1,36146,0.0225789797794745,0.0635093768183827,0.722410923666042
31,1,37409,0.0554104059562588,0.0637960614900737,0.385680541686853
32,1,37478,0.039147309189668,0.0638851247911989,0.540418631633403
33,1,39144,-0.00803472045155027,0.0636259776505678,0.89958178336347
34,1,41499,0.000221317432570187,0.0634509253775005,0.997218946984381
37,1,51248,0.0565390158935268,0.0636499060186475,0.374994363203453
38,1,51462,0.050376804458326,0.0637510484420776,0.429934844408912
39,1,52124,0.0123891100444888,0.0637175910964618,0.845944921851497
40,1,52667,-0.0436385528744244,0.0635764689873933,0.492914835826103
42,1,59265,-0.0633362596245021,0.0634973664546057,0.31922317624141
43,1,60165,-0.0572784073603682,0.0634655574306154,0.367400524502585
44,1,62308,-0.0366412857232831,0.0634388886228368,0.563913240068271
45,1,62869,-0.0488821231785106,0.063407531985771,0.44127014169186
49,1,66841,-0.0251985050355716,0.0634766279545437,0.691627295995567
50,1,66948,-0.0371793843954644,0.0638497882023629,0.560740008810942
51,1,68621,0.0162195780433494,0.0637015427332461,0.799166193341328
52,1,69417,-0.0127099048563671,0.0635351355603361,0.841560350669433
56,1,74327,-0.0980030208993841,0.0636747733474672,0.124671250679777
57,1,74572,-0.0811323636293491,0.0635714832098026,0.202710315799594
58,1,75211,-0.0890811075636045,0.0634248546543788,0.161045066842574
59,1,76030,-0.0383712298100274,0.0635690272985954,0.54648718905255
60,1,80108,-0.0807471657740038,0.0634413821266185,0.203932396498211
61,1,81262,-0.0908845374480763,0.0633784155478999,0.152457965600221
62,1,81999,-0.07593122817144,0.0635896820824154,0.233248079506588
63,1,82431,-0.0537618416857519,0.0639556211770418,0.401134537454718
64,1,83284,-0.101789868274483,0.0633223989095443,0.108841836921339
65,1,83613,-0.0774576440408257,0.0634128661115839,0.222718884973015
66,1,84112,-0.0800577785955482,0.0634107362423893,0.207592554260486
68,1,84858,-0.0355955356796575,0.0637049435892912,0.576682350665911
69,1,85751,-0.0799594105975086,0.0638534017166976,0.211313574268531
70,1,87445,-0.077419035891316,0.0639978315128092,0.227198379184342
71,1,87467,-0.0856461205943562,0.0643047050093901,0.183759079679697
72,1,89070,-0.079889149875762,0.0639213336893282,0.212199055643291
73,1,89616,-0.0762253009796292,0.0635886853987466,0.231439275832023
74,1,89679,-0.0682428343506194,0.063622449776779,0.284173512354648
75,1,89880,-0.0687276960660303,0.0636371446080813,0.280882451639467
76,1,91472,-0.0610638541976652,0.0641330368687386,0.341675694807549
77,1,93789,-0.0935806846454683,0.0633582641728992,0.140564959442605
78,1,94351,-0.0579044526591141,0.0636464284797157,0.363557611965251
79,1,99148,-0.0617529592302041,0.0634686936084672,0.331235821847875
82,1,106800,-0.0609300727994917,0.0635567848773059,0.338380439120726
83,1,107970,-0.0314404633210784,0.063428856043507,0.620428111392752
84,1,109000,-0.0720883234589257,0.0634468390350743,0.256643469724734
85,1,112549,-0.013713071814226,0.0634865997543599,0.829112920510545
86,1,112742,0.0225049682065453,0.0637268991026641,0.724188971136398
87,1,113050,0.0476903259551678,0.0635802816726478,0.453705886927552
88,1,113135,0.00825395190766424,0.0634673376384802,0.896600636095213
89,1,114076,0.0351882238249714,0.0634412189600595,0.579479382240216
90,1,114628,0.0503143704339397,0.0635730445577668,0.429217637028022
91,1,116283,0.00700121986404223,0.0639822383147348,0.912928036406455
93,1,127853,0.0388259493706285,0.0638307513955581,0.543403545972002
94,1,128302,0.0314249702733867,0.0635968911222281,0.621523501064834
95,1,128704,0.0412254450628323,0.0636443968330989,0.517569878681304
96,1,128911,0.0523069134552776,0.0636283803385546,0.41159258717709
97,1,130267,-0.00706849038909502,0.063657956129964,0.911648842492718
98,1,130271,-0.00315648949165304,0.0637344013833485,0.960528383540248
99,1,130613,-0.0223312686144944,0.0643192384295853,0.728652303888686
100,1,132012,-0.00239017181913764,0.0641935462079332,0.970319608931544
101,1,133231,0.0125429626125069,0.0637346589867768,0.844097532180749
102,1,137074,-0.00894667299375786,0.063645725166726,0.888289907965108
103,1,137304,0.00905458895985969,0.0636678054414516,0.886990424416262
104,1,139686,-0.0593906900226976,0.0636748865759098,0.351603281886434
105,1,149562,-0.0262531233258723,0.0638834641932931,0.681356100710206
106,1,150447,-0.030479669419103,0.0645871548573525,0.637278786739394
108,1,154084,-0.0140701109677241,0.0648028020036292,0.828238740412129
110,1,157269,-0.011749276729636,0.063627856479462,0.853604760335091
111,1,160054,-0.0436793017682265,0.0641933912269569,0.49667636407464
112,1,166222,-0.0443081469953063,0.0637167453588794,0.487266872748417
113,1,166416,-0.0365803585739015,0.0636011357480222,0.565554503935512
114,1,167326,-0.0387718534616801,0.0639592326891355,0.544773985726945
115,1,168836,0.00436775426538516,0.0636888332977151,0.945363092563444
116,1,171200,0.0136755831047918,0.0637804834906217,0.830346142039848
117,1,171431,0.0234561113113158,0.0641707047546999,0.714937146551519
118,1,173339,-0.00968192345209315,0.0636816346175548,0.879245119973605
119,1,173845,-0.0175817736993344,0.0636240480743346,0.782449810322731
120,1,175121,0.00124713913951136,0.0635047322030301,0.984342828311909
121,1,175281,-0.00394488302451174,0.0635583977974436,0.950544554352095
122,1,175315,-0.00237591814228308,0.0635386109757158,0.970192554483392
123,1,175523,-0.00856320408874109,0.063897118489769,0.893466692304911
124,1,175541,-0.00316903351412873,0.0636377370285056,0.960311506241553
125,1,175653,-0.0103279078050603,0.0638369651595484,0.871567178520208
128,1,175856,-0.0138100920854904,0.0648890785687549,0.831585424124367
129,1,175876,0.00100300425741551,0.0638987216675554,0.987485162640038
130,1,175989,-0.0103808951899028,0.0640786755585461,0.871396701103889
131,1,176001,-0.0177125835279566,0.0644080642494077,0.783472762124933
133,1,177692,0.00573537437413857,0.0635380035142841,0.928126371369766
134,1,178191,0.0098811258409747,0.0635996510035137,0.876622796527336
135,1,178224,0.00573537437413857,0.0635380035142841,0.928126371369766
136,1,178960,0.00648091263306175,0.0640452819303018,0.919454972184218
140,1,183802,0.0163409057628089,0.0635407855045435,0.797195897057372
141,1,183954,-0.000212434003014988,0.064009375217915,0.997353864171916
142,1,184450,0.0065679426147855,0.0634479719943633,0.917611456320425
144,1,184718,0.029857997042028,0.0637896422357254,0.640023627757805
145,1,185296,0.0321991821684534,0.0635156201383399,0.612507103997293
146,1,185438,0.00722998437875778,0.0635405715407368,0.90947266067814
147,1,185469,0.00795650343565513,0.0636320311425072,0.900563629234362
148,1,185503,0.0108592726745624,0.0634662263060585,0.864240676148724
149,1,185705,0.0051374548776877,0.0641776279797971,0.936242408680561
150,1,185749,0.0145007125762648,0.0641735695942313,0.821362664261291
151,1,185806,0.0245216358603154,0.0642506513046798,0.702946295174626
152,1,185879,0.00755319563919354,0.0645731856237881,0.906949487323953
153,1,185916,-0.0023191075478313,0.0645449498273908,0.971358391148591
154,1,185941,0.0219519285240556,0.0648157055368845,0.73505048270285
155,1,185954,0.0168160095013496,0.0650093953485703,0.796040282610986
156,1,186055,-0.00275941044482126,0.0637178083728426,0.965481505684159
157,1,186896,0.00827044390753007,0.0647611167290692,0.898453618497794
