SNP,Chr,Pos,Effect,SE,HNM1_ERG11_noMTX_Fluconazole_avg_logratio_Fitness_minus_ref.GLM
8,1,27243,0.0403936220300617,0.0970493054825797,0.677503773617289
9,1,27272,-0.0430387290497829,0.0955878542870772,0.65280433379511
16,1,27843,0.0279856122482429,0.093341122286358,0.764490297806564
17,1,27848,0.0279856122482429,0.093341122286358,0.764490297806564
18,1,28495,0.0698156099776256,0.0932805339986403,0.454688475123783
19,1,28975,0.0838791646197534,0.0926229655941614,0.365766397810527
26,1,31435,0.0644701127656622,0.0924211309682354,0.485905982755601
29,1,36146,0.0271110959545375,0.0919966026725936,0.768398809113638
31,1,37409,0.108917054561092,0.0923235702044104,0.238901324210295
32,1,37478,0.114948346397434,0.0923825487983479,0.214227683704297
33,1,39144,0.10327635169634,0.0919983549868627,0.262374992712811
34,1,41499,0.176391999138624,0.0914260110487078,0.0544897150862645
37,1,51248,0.184367911417014,0.091774859189939,0.0453071255950009
38,1,51462,0.155711789582981,0.0920508074624082,0.0916076154693663
39,1,52124,0.184960927446771,0.0917714788589728,0.0446148761394406
40,1,52667,0.208783975060743,0.091477581789157,0.0230629676178414
42,1,59265,0.20383535442051,0.0914623795195377,0.026468051615381
43,1,60165,0.241954991724172,0.0911285416462551,0.00828781497110674
44,1,62308,0.112914035633116,0.0917361143348908,0.219195850677417
45,1,62869,0.124341111439229,0.0916826676753194,0.175898632758352
49,1,66841,0.193797635452898,0.0913842468786542,0.0346447539094589
50,1,66948,0.186010309957519,0.0919977549007399,0.0439405859434323
51,1,68621,0.112870193680164,0.0920825138606866,0.221109679360677
52,1,69417,0.103944374481734,0.0918675438938193,0.258629945307231
56,1,74327,0.0485757292008427,0.0925038503191207,0.599828620166334
57,1,74572,0.0541218499431634,0.0922486378581234,0.557783311004259
58,1,75211,0.0155783028719527,0.0921216285099768,0.865810272194602
59,1,76030,0.056109552788122,0.0920769421864532,0.542666711411809
60,1,80108,0.143635278279339,0.0917857503849966,0.11850296785752
61,1,81262,0.0386556678895962,0.0920457666667631,0.674769155808827
62,1,81999,0.0312967783524727,0.0922785694370466,0.734694310091506
63,1,82431,0.0585774443847875,0.0926780692105006,0.527761428574751
64,1,83284,0.00347009548396391,0.0920555255277598,0.969951630083312
65,1,83613,-0.00723250938096879,0.0920447618912586,0.937414398057542
66,1,84112,0.0235948779597779,0.0920471443701443,0.797841719351344
68,1,84858,0.0148367615195031,0.0923121427261926,0.872402854602126
69,1,85751,-0.00125096365625995,0.0926949372915482,0.989240107179203
70,1,87445,0.00379815675501357,0.0928906919153332,0.967407938435447
71,1,87467,0.00544560680572172,0.0933767502280063,0.953527803997855
72,1,89070,0.00597390198390668,0.0927922366236979,0.948704629739229
73,1,89616,-0.0594288578389012,0.0922393845569326,0.519806210906222
74,1,89679,-0.0170933089296455,0.0923008065854905,0.853185327681504
75,1,89880,-0.0300751945196475,0.0923148008721555,0.744776644839842
76,1,91472,-0.0265632687497472,0.0930032682443275,0.775339378427914
77,1,93789,-0.0366207143708222,0.0920350737929397,0.690944753756517
78,1,94351,-0.0694557486249888,0.0922239234023771,0.451879341338789
79,1,99148,-0.0547536466501774,0.0920095706031432,0.55216697538548
82,1,106800,-0.0560502106303052,0.0921315966177737,0.543332549283548
83,1,107970,-0.0551830508827458,0.091859844257907,0.548404711192486
84,1,109000,0.0123565855480161,0.0920664089573809,0.893309975604866
85,1,112549,0.025589491185998,0.0919544496384467,0.78095696350145
86,1,112742,0.0174540691505359,0.092318155578343,0.850151061432333
87,1,113050,0.0219456294675261,0.0921601144802789,0.811922288914644
88,1,113135,0.0152131887624931,0.0919291946092729,0.868654539954262
89,1,114076,-0.0254190303225083,0.0919228049705944,0.782306055548667
