SNP,Chr,Pos,Effect,SE,HUG1_PGM2_MTX_5.FC_avg_logratio_Fitness_minus_ref.GLM
8,1,27243,-0.116233410361384,0.190798757375826,0.542787887589482
9,1,27272,-0.0447747499212153,0.188017053918173,0.811909163213101
16,1,27843,0.0245925878667015,0.183578582126978,0.893508818556623
17,1,27848,0.0245925878667015,0.183578582126978,0.893508818556623
18,1,28495,0.0101356807112235,0.183585428401243,0.956002703270124
19,1,28975,0.0230129501477968,0.182354938657041,0.899646513524409
26,1,31435,-0.0332507828835283,0.181867285855247,0.855036422847211
29,1,36146,-0.150912922583332,0.180759693437034,0.404349104388578
31,1,37409,-0.0694933288706815,0.181878768592233,0.702627502891722
32,1,37478,-0.0796003570557379,0.182023457859205,0.662155237942013
33,1,39144,-0.0741085927124579,0.181198986156249,0.682794943684146
34,1,41499,-0.160498904320391,0.180537197827888,0.374604506319984
37,1,51248,-0.215658947969844,0.181145195386642,0.234637784319303
38,1,51462,-0.24203748758549,0.181297513794782,0.182727090302927
39,1,52124,-0.150626758214771,0.181331358538517,0.406720800319433
40,1,52667,-0.219965240903362,0.180839026538186,0.224660760559113
42,1,59265,-0.026284286117732,0.181120782984548,0.884698785408712
43,1,60165,-0.0115554970282868,0.180988269506935,0.949128460942963
44,1,62308,-0.0763196216156944,0.180744625541639,0.673098788313549
45,1,62869,-0.061848615581186,0.180737583297421,0.732403140705336
49,1,66841,0.0249568256490754,0.180847874999319,0.890319892251899
50,1,66948,-0.0150367473188787,0.181960907905499,0.934186826907621
51,1,68621,-0.150806847605979,0.181292125702114,0.406059111746378
52,1,69417,-0.128781424655177,0.180859475679693,0.476902654175759
56,1,74327,-0.0875481205410167,0.181924714349155,0.630649286179549
57,1,74572,-0.033347751775644,0.181491200950491,0.854320512125518
58,1,75211,0.0245533454059451,0.181164308236328,0.892269457138676
59,1,76030,-0.0126654430641293,0.181167767518377,0.944304860669615
60,1,80108,-0.00101294995871476,0.181126177686332,0.995541004988918
61,1,81262,0.0255292564311453,0.18105261259912,0.887946715050282
62,1,81999,-0.0180039549085447,0.181497350171321,0.921038328981851
63,1,82431,-0.0921202664485784,0.182293126193798,0.613634426523324
64,1,83284,0.0408039950278188,0.181019025937249,0.82178864106068
65,1,83613,0.0458056023298898,0.180995685917091,0.800357063774714
66,1,84112,0.039036847575316,0.181020129933419,0.829385743927925
68,1,84858,0.166886790857122,0.181325551296655,0.358007409433895
69,1,85751,0.0657104842254233,0.182255616613618,0.718658811048772
70,1,87445,0.0537786028068675,0.182652090585289,0.768600954788439
71,1,87467,-0.0232658152744024,0.183626651278082,0.899248610448775
72,1,89070,0.04241833438168,0.182467571810832,0.816307289706976
73,1,89616,0.114513354454123,0.181397514281149,0.52826337378117
74,1,89679,0.0546723136924531,0.181499538291266,0.763419800218344
75,1,89880,0.0710255293736665,0.181529499569701,0.695839908808025
76,1,91472,0.14556325082474,0.182752453506973,0.426273894253399
77,1,93789,0.130746519121243,0.180898252041964,0.470304230015615
78,1,94351,0.098058437285832,0.181433446418836,0.589217188925627
79,1,99148,0.132314484792663,0.180895022374349,0.464993581166471
82,1,106800,0.0502105089076915,0.181256544665723,0.781931883658513
83,1,107970,0.153604713625509,0.1805541866942,0.395490352447962
84,1,109000,0.100050089649813,0.18097938509015,0.580732539213277
85,1,112549,-0.0753574560902596,0.180808271990698,0.67709190933312
86,1,112742,-0.0479096103298604,0.1815394475398,0.792005241433296
87,1,113050,-0.0545794499607622,0.181228643287792,0.763467149724076
88,1,113135,-0.0230828134861865,0.180786091253449,0.898474723272271
89,1,114076,0.103511071116143,0.18070630142721,0.567135415244829
90,1,114628,0.173690901873776,0.18101171596693,0.337935420405197
91,1,116283,0.146111656614165,0.182089724165284,0.422852405163945
93,1,127853,0.271905649535601,0.181339808755598,0.134656895912203
94,1,128302,0.280911749095461,0.180599766349067,0.120737839912993
95,1,128704,0.237369084075813,0.180957501860177,0.190460530087393
96,1,128911,0.335705818972759,0.180536028511651,0.0637887996969379
97,1,130267,0.238065545800668,0.18088882992763,0.188998619879615
98,1,130271,0.231668445583137,0.181128074336322,0.201726243388083
99,1,130613,0.328449674466096,0.182408057149182,0.0726144696296628
100,1,132012,-0.0717873977444272,0.182814966274341,0.694794400742802
