SNP,Chr,Pos,Effect,SE,ERG11_PIS1_noMTX_Trifluoperazine_avg_logratio_Fitness_minus_ref.GLM
8,1,27243,-0.00111635762783269,0.0607628579631127,0.985352175140021
9,1,27272,-0.0128608449339452,0.0598464517711429,0.82997143283119
16,1,27843,0.0529270712084787,0.0583663436944343,0.365126881213581
17,1,27848,0.0529270712084787,0.0583663436944343,0.365126881213581
18,1,28495,0.0736091552205873,0.0583037474138646,0.207598167211423
19,1,28975,0.0406538337197512,0.0580042806188729,0.483841858715654
26,1,31435,0.0608968349580864,0.0578000313766726,0.292796831780815
29,1,36146,0.0260364584884971,0.0575756533965663,0.651393306601163
31,1,37409,0.0287712601728836,0.0578834689848358,0.619459785563578
32,1,37478,0.0168521641479542,0.0579465565310052,0.771357844142049
33,1,39144,-0.0116030704057764,0.0576857357835038,0.840702764860088
34,1,41499,0.00277530268446309,0.0575288352330769,0.961550707088616
37,1,51248,0.0295486265857074,0.0577524850014928,0.609221128459221
38,1,51462,0.0295141107043463,0.0578309058050114,0.610123944635909
39,1,52124,0.0321164802413637,0.057748601271908,0.578465445931326
40,1,52667,-0.0147794649388141,0.0576759405412306,0.797907002161451
42,1,59265,0.103462654192573,0.0573886086759367,0.0722655964291764
43,1,60165,0.100377442531464,0.0573603741308,0.0809968505950538
44,1,62308,0.0387190612669199,0.0575083703089193,0.501211651341936
45,1,62869,0.0532789527213147,0.0574681331507134,0.354505822895708
49,1,66841,0.0515092491442205,0.0574998516154057,0.370961851301115
50,1,66948,0.0434791627263684,0.0578722065937836,0.45297504727525
51,1,68621,0.0737365426273801,0.0576280719851247,0.201552686314999
52,1,69417,0.0227071197517464,0.0575959609993411,0.693635664025728
56,1,74327,-0.0261913856126062,0.0579085911404615,0.651339021481614
57,1,74572,-0.0381007118137453,0.0577355492308196,0.509736968775065
58,1,75211,-0.0344088892620814,0.0576367514582731,0.550892996953561
59,1,76030,-0.00663717518067579,0.0576647583239561,0.908431831854826
60,1,80108,-0.0581360513155417,0.0575691090934614,0.313259798263803
61,1,81262,-0.0806673286776449,0.057470254591997,0.16130629314439
62,1,81999,-0.0587261063398165,0.0576865336320098,0.309365154239218
63,1,82431,-0.0863890531780317,0.0578622216950591,0.136326986440409
64,1,83284,-0.0866604817436912,0.057437340262315,0.13224873557016
65,1,83613,-0.056934320682422,0.0575361492480944,0.323076798410366
66,1,84112,-0.052795458061895,0.0575536858039665,0.359598448278597
68,1,84858,-0.049661267421531,0.0577243867555107,0.390198281668099
69,1,85751,-0.0445407243267305,0.0579739319535287,0.442829267684931
70,1,87445,-0.0325474278464783,0.0581192259821903,0.575826872190421
71,1,87467,-0.0348282787762765,0.0584200265878236,0.551443619293046
72,1,89070,-0.0316920138185559,0.0580591145380277,0.585508550700191
73,1,89616,-0.0324672753756534,0.0577453012926293,0.574302786841913
74,1,89679,-0.0130583830430014,0.0577742872829952,0.82131346385378
75,1,89880,-0.0289445900251037,0.0577725707507644,0.616676900086121
76,1,91472,-0.0171365073410048,0.0582149485172769,0.768651190837147
77,1,93789,-0.035986297142463,0.057590401639347,0.532462547772094
78,1,94351,-0.040354500044465,0.0577339560529382,0.485028916280096
79,1,99148,-0.0515774963034487,0.0575568142738835,0.370802286859526
82,1,106800,-0.00264882175089901,0.0576997970750501,0.963410372885038
83,1,107970,0.0201771893793989,0.0575190002634095,0.725953854503898
84,1,109000,0.0215468361017318,0.0576189986577253,0.708663290698069
85,1,112549,0.00824806226138637,0.0575634985892472,0.886145810514773
86,1,112742,0.00256673695416276,0.0577892850227332,0.964598362283785
87,1,113050,-0.0165606343364607,0.0576854943539433,0.774215756028984
88,1,113135,-0.0282389969102892,0.0575256511864328,0.623806450472879
89,1,114076,-0.00554107723031994,0.0575445271513603,0.923343312926034
90,1,114628,-0.00772568815030056,0.0576893968968142,0.89354319116774
91,1,116283,-0.00067811672938356,0.0580117217809002,0.990680099562686
93,1,127853,0.00544993412099358,0.0579029951031033,0.925065804117139
94,1,128302,-0.0111366040870803,0.0576782590221558,0.847006192435899
95,1,128704,0.00245204494882331,0.0577385746271166,0.966149588037762
96,1,128911,-0.0122279851751549,0.0577414446506378,0.832407616669545
97,1,130267,-0.057509533581994,0.0576365187594402,0.319061379249128
98,1,130271,-0.0583087726629666,0.057702846387326,0.312947549468426
99,1,130613,-0.0904761529249943,0.058127120912082,0.120480033939049
100,1,132012,-0.0305243196464502,0.0581797705390388,0.600152214950749
101,1,133231,-0.0523279676682161,0.0577222932697373,0.365264822480929
102,1,137074,-0.0765024944603544,0.0575634253019369,0.184702306451181
103,1,137304,-0.0698220387854134,0.0576075732700193,0.226311972465725
104,1,139686,-0.0634876465528476,0.0577043249123834,0.271984526492268
105,1,149562,-0.0612753866094267,0.0578431780483792,0.290170892312575
106,1,150447,-0.0684480215410673,0.0584642798473524,0.242482367269577
108,1,154084,-0.0615858263555836,0.0586671519471841,0.294551340060897
110,1,157269,-0.040274002785891,0.0576523919409443,0.485283230677967
111,1,160054,-0.0691328930142221,0.0581239988460826,0.235080297195407
112,1,166222,-0.0770672021667645,0.0576638828756803,0.182249963057258
113,1,166416,-0.0738207021518609,0.0575582793192077,0.200495388228072
114,1,167326,-0.0826738982654831,0.0578529653581202,0.153878540215745
115,1,168836,-0.083940847557825,0.0575720199698578,0.145725600480932
116,1,171200,-0.0871983407061234,0.057645060282487,0.131256536605675
117,1,171431,-0.0905399851869129,0.0579927625166163,0.119365752135337
118,1,173339,-0.106648538964171,0.057460398819633,0.0642816570694614
119,1,173845,-0.116809659539503,0.0573562570194824,0.0424396651577529
120,1,175121,-0.0863125813137265,0.0573942791129409,0.133513249903599
121,1,175281,-0.112668651406869,0.0573139148016925,0.0501032370797566
122,1,175315,-0.102007841594753,0.0573522254552586,0.0761625562762011
123,1,175523,-0.106530495675543,0.0576569188452215,0.0654877081669711
124,1,175541,-0.107638180194593,0.0574134768158869,0.0616472066561067
125,1,175653,-0.0934533018213619,0.0576670631582557,0.106003578726099
128,1,175856,-0.102516570366977,0.0585831733350703,0.0809989226671564
129,1,175876,-0.101157271361123,0.0576843274256829,0.0803608824513436
130,1,175989,-0.101734333062273,0.0578474752892358,0.0795008677654452
131,1,176001,-0.113393574011932,0.0580904075401348,0.0517262756113883
133,1,177692,-0.0781929421810861,0.057458114180509,0.174423399336827
134,1,178191,-0.0668711060657719,0.0575558972973326,0.246082863349219
135,1,178224,-0.0781929421810861,0.057458114180509,0.174423399336827
136,1,178960,-0.10266374290248,0.0578110883843592,0.0766192657011272
140,1,183802,-0.116143925127568,0.0572833100280591,0.0433585766420438
141,1,183954,-0.113027199625602,0.0577227175792627,0.0510048830824717
142,1,184450,-0.0876992956398827,0.0573375352684361,0.127029491454498
144,1,184718,-0.0855450099855819,0.0576746310774256,0.138904333931494
145,1,185296,-0.0668346133298447,0.0574987075883909,0.245871568827071
146,1,185438,-0.0766930867419447,0.0574665674398648,0.182877697326601
147,1,185469,-0.0798693593237405,0.0575376808367545,0.165975121046749
148,1,185503,-0.0824870002940144,0.0573775609304686,0.151428386119363
149,1,185705,-0.0869551322961415,0.0580040835317899,0.134736032075671
150,1,185749,-0.0702457547565125,0.0580681915072432,0.22719914515548
151,1,185806,-0.0671842677021395,0.0581562980217399,0.24877503233035
152,1,185879,-0.0607872726734324,0.0584582148450759,0.299125275368855
153,1,185916,-0.0709336260962905,0.0583991393627838,0.225317290061393
154,1,185941,-0.0697625494876066,0.0586585740738498,0.235121612402165
155,1,185954,-0.0672525416274408,0.0588388475468734,0.253815026188382
156,1,186055,-0.0866822211816789,0.0575866341670943,0.133154316183079
157,1,186896,-0.113249073265828,0.0584080922789018,0.0533068082770169
161,1,190132,0.0470064041209754,0.0577903027074591,0.416539307654141
162,1,190148,0.0405226768005073,0.0578216684220457,0.483876016086581
163,1,190165,0.0504895727062581,0.0582445441282704,0.386610317364879
164,1,190169,0.0436493086787509,0.0581874345100405,0.453664004399052
165,1,190933,-0.0246053944960035,0.0577467062350717,0.670300691507472
166,1,192149,0.0148915936091323,0.0582284008371089,0.79829708414594
168,1,192303,0.0484697848815892,0.0693754843810705,0.485225382682592
171,1,192795,-0.0307549209048784,0.0576289625333035,0.59390487117658
173,1,194187,0.0178201914639728,0.057692173276646,0.757591957877873
174,1,194867,0.0757542819131519,0.057527444024694,0.188747417159041
190,2,8314,0.00831206927308836,0.0586433197965206,0.887366704813381
194,2,8498,0.00785367222054623,0.0585576089771523,0.893385120050376
195,2,8651,0.00906410434673688,0.0586119445709669,0.877188763206073
197,2,9812,0.0170755261120883,0.0589551970667268,0.77226504393982
198,2,9932,0.0303112963242939,0.0587076513247085,0.605961791964079
199,2,10135,0.0335583242059727,0.0584776289724539,0.566423920396122
200,2,11616,0.00883563587071695,0.0584409102757342,0.879912812340311
201,2,12133,0.0325398317429901,0.0586495723917465,0.579370599163038
202,2,12194,0.0203929921870856,0.0588920279342149,0.729340377049946
203,2,12359,0.0359306203906278,0.0586986697852194,0.540852539199392
204,2,13061,0.000916277957302758,0.0587254719702299,0.987560138640364
205,2,14298,0.0267957834136414,0.0588934864663849,0.649398128874762
206,2,15222,-0.00108682263734761,0.059485189304654,0.985433403652813
207,2,17986,0.0150418158512288,0.058437318542984,0.79701931956765
208,2,19770,0.00503993672678527,0.0588462603909888,0.931796521793463
209,2,19836,0.00915940125193926,0.0586831740442691,0.876057417849889
210,2,19851,0.0121392219328537,0.058853474326522,0.836705348302451
211,2,21595,0.00795661576040435,0.0586124001095525,0.892096533882502
212,2,22385,0.0102290557230202,0.0586668659705784,0.861683827433877
213,2,23441,0.0133179658102648,0.0592349800586083,0.822239446866789
214,2,24209,0.0053024473204431,0.0587507610487137,0.928137154838787
215,2,24341,0.011115717869985,0.058887432468719,0.850387719982756
216,2,26815,-0.000992679630858806,0.0588198097843938,0.986544578442768
217,2,28209,0.0412581248546658,0.0587986340623633,0.48333792517429
221,2,41245,-0.00222941493894369,0.0586138098780501,0.969680750931139
222,2,43214,0.032767333292711,0.0595386871636807,0.582424921982604
223,2,47104,-0.0520329049132537,0.0578374552416249,0.368924996907879
224,2,50915,-0.0469995389593405,0.0584191076629469,0.42163625806073
225,2,55834,-0.0540292523114066,0.0581313650101948,0.353299472399693
226,2,56422,-0.0577772271397599,0.0582253532574839,0.321729146268472
227,2,57715,-0.0536139313872173,0.0580441988328093,0.356286882650413
228,2,59046,-0.0357815304642064,0.0583772273213138,0.540313043819146
229,2,59191,-0.0538783580660643,0.0580030136310437,0.353581373868348
230,2,59383,-0.0413448464033516,0.0580488875459453,0.476785507555682
231,2,59477,-0.0458478507771917,0.0589141161835222,0.43696355407372
233,2,60471,-0.0813430093446939,0.0580074796820206,0.161708979419827
234,2,60478,-0.078162227181539,0.058086414824733,0.179288832825216
235,2,60786,-0.0666180276800956,0.058031224108711,0.251758858083297
236,2,61035,-0.0985787143490268,0.0578980006875997,0.0895181441954986
237,2,61071,-0.083518463496582,0.0577005507647801,0.148659380693309
238,2,61675,-0.065686097721127,0.0579327393441439,0.257633691004206
240,2,62939,-0.0660368942992296,0.0578311034841803,0.254272745682228
241,2,63527,-0.068491837029287,0.0580409241641791,0.238770519090427
242,2,63857,-0.0901514920038319,0.0579705818582361,0.120812402413655
243,2,65527,-0.0915909792166943,0.0577717362285378,0.113772162819294
247,2,67976,-0.0675738619622938,0.0587020391469512,0.250456584854949
250,2,72389,-0.0272546489039208,0.0584314256059155,0.64118958977912
251,2,72392,-0.0202187409882874,0.058837031305692,0.731321833839223
252,2,73646,-0.00183214267396645,0.0576403144013486,0.974660846377402
253,2,74564,-0.00667797521532711,0.0575261212421905,0.907650424066992
254,2,74739,0.00141444456532559,0.0577163236414221,0.98046217721754
257,2,80873,0.0372557164179181,0.057820081497576,0.519774283636643
258,2,81501,0.0394879307537495,0.0578062393851969,0.494986398355005
259,2,83526,0.0365475834562295,0.0577219339846954,0.5270350250765
260,2,83845,0.0288268694759237,0.0577892263137457,0.618211435665595
263,2,84447,0.0752158973169761,0.0584106484273689,0.198690953169393
264,2,87391,0.0759866036891098,0.0574120461075342,0.18651549474309
265,2,87562,0.0836799206586024,0.0575278178981905,0.14666882960791
266,2,87849,0.0909539535901804,0.0574910486358861,0.114532723922478
267,2,87878,0.0932206605611817,0.0577296011766555,0.107251572833299
269,2,89785,0.0745250295779173,0.0578129697285822,0.198217440553114
272,2,93721,0.0323303035964086,0.0577482632759637,0.575937558969088
273,2,93952,0.0432664764591784,0.0575625946448699,0.452767080104022
274,2,95085,0.00646873620618233,0.0576880140472062,0.910781603266625
276,2,107124,0.020594460333886,0.0577073309168944,0.721396590522917
277,2,111645,-0.0330980252242949,0.057727829060707,0.566775448197509
278,2,111916,-0.0260486196564962,0.0578742334380769,0.652921751326335
279,2,111931,-0.0181132643344036,0.0579713428080343,0.754881498105597
280,2,111999,-0.0165004037773807,0.0577644763156097,0.775313995374502
