SNP,Chr,Pos,Effect,SE,ERG11_HYR1_noMTX_Fluconazole_avg_logratio_Fitness_minus_ref.GLM
8,1,27243,0.0636784487759497,0.0997121750591876,0.523482590135013
9,1,27272,-0.00434517441695914,0.0982711721494438,0.964757097303699
16,1,27843,-0.182651926783854,0.0954525256886906,0.0564879267597895
17,1,27848,-0.182651926783854,0.0954525256886906,0.0564879267597895
18,1,28495,-0.11096758628511,0.0957659052897373,0.247346302840707
19,1,28975,-0.109939811526804,0.095126702679917,0.248577427676323
26,1,31435,-0.153583860375853,0.0947018468643939,0.105747097626316
29,1,36146,-0.0719743242731573,0.094486227917826,0.446721382106219
31,1,37409,-0.0200754268006916,0.0950691422683697,0.832879131042186
32,1,37478,-0.00789235720912254,0.0951559499066987,0.933945234243287
33,1,39144,0.0242235449597732,0.0947138772483021,0.798289009159026
34,1,41499,0.143036615834792,0.0941526219027148,0.129607405923231
37,1,51248,-0.0427202230658246,0.0948347235315098,0.65264793269045
38,1,51462,-0.0507856771588934,0.0949521445733539,0.593086515247429
39,1,52124,-0.0384336634087051,0.0948399191136529,0.685540897681456
40,1,52667,-0.0671167947149721,0.0946425552869128,0.478692770141549
42,1,59265,-0.0644100265062153,0.0946000728960673,0.496402291737617
43,1,60165,-0.0884857101839324,0.0944733189145452,0.34959379237107
44,1,62308,-0.177773626179447,0.0940116521878879,0.0594463804763556
45,1,62869,-0.199647115246871,0.0938752448541073,0.0341358553357785
49,1,66841,-0.228520658069199,0.0937334235672069,0.0152621365339915
50,1,66948,-0.191627123008499,0.0945508293026411,0.0434433849275611
51,1,68621,-0.14506453046087,0.0945269112009501,0.125768686443036
52,1,69417,-0.0914178774754337,0.0944654097085561,0.333837204018661
56,1,74327,-0.017352351524463,0.095106204384789,0.855332471839581
57,1,74572,-0.109953801049479,0.0946767737242981,0.246280296787537
58,1,75211,-0.0485537168356733,0.0946492839998017,0.608282286242668
59,1,76030,0.00162552133702185,0.0946845174406828,0.986312478988237
60,1,80108,-0.0109306171402946,0.0946603817876199,0.908136724216538
61,1,81262,-0.0361232486796807,0.0946068482509578,0.702821004802277
62,1,81999,0.0498146755738634,0.0948204121816909,0.599664071057599
63,1,82431,0.136532197560284,0.0950290597691579,0.151677139638922
64,1,83284,0.14354068197342,0.0943040116536024,0.128877841653358
65,1,83613,0.13464381035691,0.094330722199747,0.154360408040075
66,1,84112,0.0852218187980972,0.0945041813554431,0.367789523493899
68,1,84858,0.0777905396433281,0.0947896181718901,0.412390845046764
69,1,85751,0.101404110870678,0.0951169788213704,0.287107529457752
70,1,87445,0.131176531834204,0.0952157430673451,0.16917583320474
71,1,87467,0.104627259002472,0.0958094726050442,0.275562641081441
72,1,89070,0.0877829646860383,0.0952560041115993,0.357393862274161
73,1,89616,0.091396792158251,0.0947326573511892,0.335312211903748
74,1,89679,0.0871353612512037,0.0947560584968656,0.358422516441746
75,1,89880,0.110666247934168,0.094710541623395,0.243406502096285
76,1,91472,0.0717966576876283,0.0955214911701936,0.452775432605085
77,1,93789,0.0381671008193969,0.0945911622352908,0.686828102150616
78,1,94351,0.0406763430614339,0.094837269339534,0.668252727480721
79,1,99148,0.0193924641747294,0.094607342910393,0.83770712345937
82,1,106800,0.0134682609439872,0.0947378830624189,0.887032032345896
83,1,107970,0.0124883843275627,0.0944575737948396,0.894892274930912
84,1,109000,0.101774160190721,0.0944712103599883,0.282080381759833
85,1,112549,-0.0533518140676598,0.0944766002468133,0.572630179088272
86,1,112742,-0.00986681850840671,0.094886059064384,0.917239539469012
87,1,113050,-0.000776232184017012,0.0947278753593029,0.993466566686469
88,1,113135,-0.0371998012418549,0.0944658604141682,0.6939731400195
89,1,114076,0.0659799950525572,0.0944213244169662,0.485147915546657
90,1,114628,0.0196712491157481,0.0947198554848325,0.835599999740593
91,1,116283,0.0720302030011551,0.0951753127090712,0.449664904605
93,1,127853,0.0349070325137346,0.0950569917222742,0.713673369981226
94,1,128302,0.00101321391895112,0.0947099332232428,0.991470377765806
95,1,128704,-0.000880234217763537,0.0948042137480951,0.992597186015419
96,1,128911,-0.0152936888436847,0.0948112236719578,0.871944099424963
97,1,130267,-0.00569378338593551,0.0947692896698658,0.952125544113279
98,1,130271,0.00344852739126478,0.0948820759741938,0.971027490703361
99,1,130613,0.083209481744281,0.0956664644730001,0.385007661392519
100,1,132012,0.039039634275159,0.0955430520929382,0.683075284166611
101,1,133231,-0.0262850199091982,0.094877198341914,0.78190960041199
