SNP,Chr,Pos,Effect,SE,ERG11_TPO4_MTX_noDrug_avg_logratio_Fitness_minus_ref.GLM
8,1,27243,0.0127052706128266,0.167762867871733,0.939674018384108
9,1,27272,0.0730401097323252,0.165199057492964,0.65866304000166
16,1,27843,0.154205268954375,0.161126138173277,0.339198569987215
17,1,27848,0.154205268954375,0.161126138173277,0.339198569987215
18,1,28495,0.174073174176088,0.161071409079009,0.280559243361067
19,1,28975,0.134664169867295,0.160098845229542,0.400843726282178
26,1,31435,0.069066171727025,0.159792323806332,0.66584209614909
29,1,36146,-0.0630453302485547,0.158975017288273,0.691921388045574
31,1,37409,0.0814501984485166,0.159811385629942,0.610604967949786
32,1,37478,0.0637628453336697,0.159971610157833,0.690437416875213
33,1,39144,-0.0166779315537132,0.159274975849704,0.916664157241253
34,1,41499,0.079191297183681,0.1587797148173,0.618266535484333
37,1,51248,-0.174287382818142,0.159241765670856,0.274489500271512
38,1,51462,-0.148434570120056,0.159532525089824,0.352781999437427
39,1,52124,-0.18759209116051,0.159198933899619,0.239450749028384
40,1,52667,-0.297177846748118,0.158468667191492,0.0615754070890155
42,1,59265,-0.062382615768709,0.159141114098251,0.695298018209263
43,1,60165,-0.128424521002233,0.158908522262609,0.419539109277451
44,1,62308,-0.164524796765602,0.158639036817708,0.300398407353004
45,1,62869,-0.216937839157968,0.158440412720323,0.171804854474982
49,1,66841,-0.0562463926192588,0.158907254706735,0.72358215900652
50,1,66948,-0.114300354510631,0.15979509440832,0.474900674567253
51,1,68621,-0.188368939533486,0.159162195550152,0.237406236345475
52,1,69417,-0.0823404839161549,0.158995074614206,0.604865900630344
56,1,74327,-0.117651152745315,0.159807300567253,0.462094052759108
57,1,74572,-0.093430166119288,0.159426617976631,0.558224028204919
58,1,75211,-0.124205325540126,0.159076087970242,0.435448161052453
59,1,76030,0.0150266869644146,0.159211383212918,0.924859272523483
60,1,80108,-0.192882034500504,0.158844345951154,0.225451271552899
61,1,81262,-0.189477768844878,0.158795655244223,0.233585509310567
62,1,81999,-0.180182687470434,0.159215589728528,0.258532991641563
63,1,82431,-0.165491858977375,0.160016959876145,0.301743890611109
64,1,83284,-0.108049125255964,0.158989047874167,0.497202493581859
65,1,83613,-0.0612404470642975,0.159042094221241,0.700426270651828
66,1,84112,-0.126530799944994,0.158950418912334,0.42654411249291
68,1,84858,0.0168198035476421,0.159539520516099,0.916096721812793
69,1,85751,-0.0307103472513942,0.160189452499415,0.848077510892665
70,1,87445,-0.0137118098735581,0.160534779690669,0.931981219926854
71,1,87467,-0.0842739115449412,0.161314505911303,0.601705681886001
72,1,89070,-0.00360077475899456,0.160366732399644,0.982098988594551
73,1,89616,-0.00727748522999976,0.159503683614001,0.963634294422834
74,1,89679,-0.0115917600959527,0.159523159239081,0.94211380674347
75,1,89880,-0.00906421589870635,0.159564042802282,0.95473176998018
76,1,91472,0.0361968929542482,0.160737641400801,0.821959920439246
77,1,93789,-0.0339319488499593,0.159082771572429,0.831218098678571
78,1,94351,-0.0606445128147168,0.159479066371332,0.703976460780673
79,1,99148,-0.0457933861167878,0.159074351471201,0.773612048731027
82,1,106800,-0.0130557920396384,0.15930610532908,0.934729644072912
83,1,107970,0.0577239517353065,0.158805932517486,0.716458425205949
84,1,109000,0.0190810031644904,0.159112330160055,0.904613485943545
85,1,112549,-0.101756619115594,0.158843146511751,0.522191273488859
86,1,112742,-0.0810104103722408,0.159496394056922,0.611831054140919
87,1,113050,-0.00200821082010588,0.159286211812377,0.989948009510547
88,1,113135,-0.0319345327837251,0.158871445056939,0.840807588106482
89,1,114076,0.133078340299603,0.158722574057578,0.402354588049769
90,1,114628,0.179658968471432,0.158995189191706,0.25925826167315
91,1,116283,0.174486479185506,0.159898921452634,0.275916003659183
93,1,127853,0.134851008464514,0.159708977711858,0.399043147667086
94,1,128302,0.157622214666416,0.159034964476696,0.322307457537365
95,1,128704,0.185792797176257,0.159107612568011,0.243708707976587
96,1,128911,0.240832358044547,0.158916137549827,0.130548779396614
97,1,130267,0.215664871428744,0.158942735657632,0.175689058961528
98,1,130271,0.217494673063306,0.159125308130053,0.172553511669184
99,1,130613,0.206461242271451,0.160661403769786,0.199610151850102
100,1,132012,0.0171663579344128,0.16069235489661,0.914986538416271
101,1,133231,-0.116890055751135,0.159433323703414,0.463947742741752
102,1,137074,-0.0718618997124191,0.159281828697869,0.652149859020701
103,1,137304,-0.102759351907759,0.159289255199916,0.519273893405245
104,1,139686,0.0274592288190482,0.159585886381423,0.863484619633839
105,1,149562,0.0287929069313777,0.15994932195536,0.857245900915162
106,1,150447,0.0258855498781855,0.161725075415711,0.872926165788671
108,1,154084,0.0244526596381814,0.162225387698104,0.88027272606466
110,1,157269,-0.0656867102092323,0.159247874796363,0.680237355557348
111,1,160054,0.0103585672399408,0.160798651142134,0.948672674866253
112,1,166222,0.0244162765484586,0.159604990609791,0.878501923281686
113,1,166416,0.0251211323324881,0.159280635862757,0.874770632316903
114,1,167326,-0.0125220140096184,0.160190012044015,0.937737310548695
115,1,168836,0.0164808527834365,0.159429846332871,0.917725088655749
116,1,171200,-0.0732862296179962,0.159623368738887,0.646430808033283
117,1,171431,-0.12913155107608,0.160520783853793,0.421676395734625
118,1,173339,-0.0880054938921527,0.159349567487722,0.581106396442677
119,1,173845,-0.0729799402227465,0.159238879285025,0.647015498579609
120,1,175121,-0.112760214635131,0.1588570968365,0.478283322126675
121,1,175281,-0.114040705128865,0.158989727377941,0.473673554387467
122,1,175315,-0.115738179460859,0.15893612970101,0.466970510056931
123,1,175523,-0.114747272508327,0.15984002634528,0.473301032282022
124,1,175541,-0.115212545496933,0.159185781226628,0.46969149392244
125,1,175653,-0.123218751700015,0.159673310462265,0.440812646348029
128,1,175856,-0.0994910428806568,0.162359841017835,0.540415651635947
129,1,175876,-0.109930965232837,0.159849615314514,0.492083941605521
130,1,175989,-0.0958033119180076,0.160331982178329,0.550536095865533
131,1,176001,-0.0990103011920311,0.161162772660197,0.539380014286119
133,1,177692,-0.181457768505559,0.158761969707113,0.253831893529562
134,1,178191,-0.180374552150894,0.158923683348613,0.257155480619529
135,1,178224,-0.181457768505559,0.158761969707113,0.253831893529562
136,1,178960,-0.201172445186791,0.159967871640885,0.209374893888807
140,1,183802,-0.242656686107415,0.158550328871921,0.126795798146199
141,1,183954,-0.221339836073549,0.159799947564179,0.166894792243665
142,1,184450,-0.140716331044047,0.158653982289546,0.375715854575079
144,1,184718,-0.2127867955239,0.159331087032558,0.18257296620418
145,1,185296,-0.139677965507153,0.158881627285518,0.379927603256689
146,1,185438,-0.122042320420664,0.1589302861426,0.443060875802014
147,1,185469,-0.122092243439437,0.159159928950818,0.44353233534809
148,1,185503,-0.11842774258621,0.158755452819751,0.456178437529379
149,1,185705,-0.146062461084106,0.160468042958965,0.363323520663613
150,1,185749,-0.148108166045044,0.160462730981354,0.356634194650377
151,1,185806,-0.162345954281884,0.160638539425082,0.312886288560974
152,1,185879,-0.162632571855547,0.161416187459394,0.314367533159487
153,1,185916,-0.0483706617744944,0.16155408283607,0.764804602506677
154,1,185941,-0.056434578289252,0.162250636183948,0.728180077885855
155,1,185954,-0.0870201031195868,0.162686444248153,0.593059496484487
156,1,186055,-0.0927304057422509,0.159427775340469,0.561176904166952
157,1,186896,-0.144198668771806,0.161937399610252,0.373825776970059
161,1,190132,0.103029079334079,0.159612312080483,0.519025271472307
162,1,190148,0.136162658846021,0.159590182369786,0.394125861153652
163,1,190165,0.121301291313815,0.160852727115408,0.451283518612795
164,1,190169,0.131097101691366,0.16063001692512,0.414968604145606
165,1,190933,-0.0169519333829303,0.159475102848059,0.915406056363876
166,1,192149,0.282406171475224,0.160077354083123,0.0785655951466442
168,1,192303,0.175392820855452,0.191448238096946,0.360220455135066
171,1,192795,0.216601651429644,0.158757712371082,0.173325474916787
