SNP,Chr,Pos,Effect,SE,DHH1_LSM3_MTX_Fluconazole_avg_logratio_Fitness_minus_ref.GLM
8,1,27243,0.191148997815424,0.159426222482935,0.231339596299013
9,1,27272,0.253276307135583,0.15677291298127,0.107082484852185
16,1,27843,-0.0323304927015715,0.153618797303307,0.833430702161082
17,1,27848,-0.0323304927015715,0.153618797303307,0.833430702161082
18,1,28495,-0.0024016970415528,0.153630869095326,0.987536084832413
19,1,28975,0.00856844292484107,0.152603306049788,0.955255293926117
26,1,31435,-0.041000088382167,0.152184022129555,0.787770634405799
29,1,36146,-0.175853624133509,0.151125297250071,0.245360726150196
31,1,37409,-0.0827035561143907,0.152169886513221,0.587132157851513
32,1,37478,-0.06523872147702,0.15232483514751,0.668703501932849
33,1,39144,-0.0513308883177773,0.151644519926582,0.735191553022749
34,1,41499,-0.0295788667851078,0.15124023859667,0.845055060891874
37,1,51248,0.0269986568379468,0.151885418233894,0.859015980767974
38,1,51462,0.00883327706267035,0.152097456244779,0.953720610901839
39,1,52124,0.00422164620649014,0.151892049608711,0.977842374908392
40,1,52667,-0.0184161610272761,0.151645620258883,0.903409980181926
42,1,59265,-0.0905610976814309,0.151495624721192,0.550369839982112
43,1,60165,-0.131642635680223,0.151295591752983,0.384835803331029
44,1,62308,-0.0753551862600601,0.151238003777222,0.618614166344637
45,1,62869,-0.142923354305872,0.151080785065895,0.344792531379891
49,1,66841,-0.0154237140169136,0.151341240986367,0.918883207116903
50,1,66948,-0.0370309394827317,0.152259524027872,0.807984492052632
51,1,68621,-0.184653034920157,0.151541409333307,0.223848173383312
52,1,69417,-0.119716154096597,0.151323654821754,0.429401394472197
56,1,74327,-0.177845743586032,0.151995987525546,0.242762692674816
57,1,74572,-0.133506601214638,0.151718692026762,0.379478849644216
58,1,75211,-0.203933382115015,0.151219079781926,0.178331464895786
59,1,76030,-0.0547699404712922,0.151580102887546,0.71807138654925
60,1,80108,-0.0617398108875745,0.151536659515997,0.683942890134065
61,1,81262,0.0232368262432424,0.151509935317539,0.878195450048747
62,1,81999,-0.0533928491946808,0.151858416142918,0.72535085581711
63,1,82431,-0.0856878638866593,0.152535821931349,0.57463897779841
64,1,83284,-0.00211288079666644,0.151493470006784,0.988880136631324
65,1,83613,0.0224419669180333,0.151472108583838,0.882301825888652
66,1,84112,0.0290365113989529,0.151485628565825,0.848104393750811
68,1,84858,0.094991655860823,0.151836920209377,0.531970886200337
69,1,85751,0.0416271501145004,0.152529417670269,0.785080236307218
70,1,87445,-0.015939540407498,0.152865624684813,0.917013047481757
71,1,87467,-0.0501261545277217,0.153645087871718,0.744431278414447
72,1,89070,0.0153994337027786,0.152704288556469,0.919730913299946
73,1,89616,-0.0114887125148869,0.15188377317229,0.939747188796981
74,1,89679,-0.0106704131886196,0.151903175967098,0.944038567978291
75,1,89880,-0.0151035994870746,0.151940600115061,0.920873431187646
76,1,91472,0.0592743851272053,0.153038049453742,0.698754244994853
77,1,93789,0.0126062722939427,0.151492025889613,0.933728470250969
78,1,94351,-0.00859773849697237,0.15189152647265,0.954892303627478
79,1,99148,0.00739259772156822,0.151493000774876,0.961107651272403
82,1,106800,-0.0771237556026642,0.151642310536231,0.611357376535968
83,1,107970,-0.129672487096847,0.15109087939783,0.391341393275866
84,1,109000,-0.0251696225221853,0.1515090606448,0.868152754223185
85,1,112549,0.0628287030138982,0.151306518593854,0.678217601581925
86,1,112742,-0.0337468760606801,0.151922484105936,0.824339427296245
87,1,113050,-0.0439605900106538,0.151659458797848,0.772090609094147
88,1,113135,-0.0488273380206591,0.151268853593262,0.747049072465244
89,1,114076,0.1834325795622,0.15097582981512,0.225185845436831
90,1,114628,0.22574507886852,0.151197261229856,0.13631730923286
91,1,116283,0.2210521130873,0.15206303318797,0.14692145094358
93,1,127853,-0.00950232147337149,0.152232700155122,0.950263924439552
94,1,128302,0.0434083198243538,0.151631187466376,0.774834924849484
95,1,128704,0.0164025902562724,0.151797232760773,0.914012721828186
96,1,128911,0.12250497815651,0.151676461288734,0.419822774735364
97,1,130267,0.259870332104114,0.151112895616255,0.0863617136702238
98,1,130271,0.258814679856345,0.151298874655632,0.0880301067364608
99,1,130613,0.343249171430367,0.152252225623634,0.0247786545083358
100,1,132012,-0.00305413891984574,0.153018834460347,0.984087168294683
101,1,133231,-0.0601000331689392,0.1518994241309,0.692597273272459
102,1,137074,-0.0349114726699771,0.151705642247543,0.818126852130626
103,1,137304,-0.0682793885772278,0.151726239690606,0.652974403455657
104,1,139686,-0.0366244887518081,0.151956702269953,0.809680133366251
105,1,149562,-0.079218368240244,0.152257528704537,0.603186249682889
106,1,150447,-0.0607975823369825,0.153971425283507,0.693182649478241
108,1,154084,-0.00902261477128563,0.15448047552908,0.953458138837629
110,1,157269,-0.081807916731958,0.151614996020533,0.589829184128784
111,1,160054,0.00024210512638545,0.153118565593915,0.998739309617255
112,1,166222,-0.0253825183245875,0.151980057452792,0.86745610608195
113,1,166416,0.00965466129076242,0.151676636249281,0.949282618880631
114,1,167326,-0.0545627982019403,0.152511773684089,0.720735830585249
115,1,168836,-0.00038348590526549,0.15181654248092,0.997985986697526
116,1,171200,-0.0821505558832,0.15198101623421,0.589171293459725
117,1,171431,-0.126651222056466,0.152844541050796,0.407875012611905
118,1,173339,-0.0627647137161148,0.151766581010475,0.679446891165824
119,1,173845,-0.0888820442993689,0.151603714953922,0.558062865287246
120,1,175121,-0.0591192605265726,0.151344065066649,0.696307706291478
121,1,175281,-0.0471327541624603,0.151484668861955,0.755878780259824
122,1,175315,-0.0571817555303227,0.1514271646645,0.705940682824174
123,1,175523,-0.0503402890513568,0.152292330500333,0.741180228040378
124,1,175541,-0.0523054012382751,0.151668718854104,0.730400411832923
125,1,175653,-0.0623180566745014,0.152138124875447,0.682336844715583
128,1,175856,-0.0874227712727819,0.15461649037406,0.572149445721858
129,1,175876,-0.065848169558592,0.152275571172372,0.66569466276622
130,1,175989,-0.0629738447528897,0.152713702557889,0.680321946192199
131,1,176001,-0.0598685227461258,0.153513346722558,0.696779854798808
133,1,177692,-0.0596271625873873,0.151424492750333,0.693984991730445
134,1,178191,-0.0663652250594513,0.151566977154745,0.661755050303243
135,1,178224,-0.0596271625873873,0.151424492750333,0.693984991730445
136,1,178960,-0.0366021697431628,0.152654985696033,0.810647305306799
140,1,183802,-0.0717428095808612,0.151428681572478,0.635954725181051
141,1,183954,-0.0821802281114668,0.15251690501167,0.590345859788443
142,1,184450,-0.0146523886072969,0.151241674565546,0.922876172189647
144,1,184718,-0.0412363335339441,0.152087175050274,0.786444786518461
145,1,185296,-0.0218852173025377,0.151453267116047,0.885186971925509
146,1,185438,-0.0384650544901612,0.151451060664299,0.79966135715409
147,1,185469,-0.0389798670098844,0.151669302610808,0.797324149290655
148,1,185503,-0.0192522062854961,0.151287705793748,0.898810566372442
149,1,185705,-0.0202322827354998,0.152978274371177,0.894857222482987
150,1,185749,-0.0166613618666309,0.152979494190745,0.91333386489049
151,1,185806,-0.0630092719133406,0.153149623234592,0.681012092995847
152,1,185879,-0.0611343333480256,0.153892157118482,0.691419972056674
153,1,185916,-0.0342742845967686,0.153845729885925,0.823832889621299
154,1,185941,-0.002855386283737,0.154526691525515,0.985267750461468
155,1,185954,-0.0193404703370488,0.154974632885776,0.900754783282518
156,1,186055,-0.0193519550055579,0.151881511588966,0.898684639623844
157,1,186896,-0.0435471155962124,0.154357707835831,0.778018222494946
161,1,190132,0.141949361122457,0.151889882350127,0.350656815243628
162,1,190148,0.152053060935598,0.151908109524022,0.317534585819031
163,1,190165,0.135010431309852,0.153123969563946,0.378535394646114
164,1,190169,0.161829452290335,0.152858849796241,0.290466913691518
165,1,190933,0.0688917005602411,0.15181549702441,0.6502619357336
166,1,192149,0.136491040315455,0.152928877152277,0.372725931730272
168,1,192303,0.258257601128896,0.182001456429359,0.156785310261829
171,1,192795,0.131039254221021,0.151411735408584,0.387379748438489
173,1,194187,0.173068797336887,0.151417925830472,0.253818366745408
174,1,194867,0.0431760684661961,0.151597886993718,0.775959380078104
190,2,8314,0.254666262766025,0.153585430924692,0.0981773582752199
