SNP,Chr,Pos,Effect,SE,ERG11_ERV25_MTX_Fluconazole_avg_logratio_Fitness_minus_ref.GLM
8,1,27243,-0.00758693676960487,0.135688999604033,0.955441822107225
9,1,27272,-0.0146425919264852,0.133649578281129,0.912820921734654
16,1,27843,-0.161860536610269,0.130204908029874,0.214648045443048
17,1,27848,-0.161860536610269,0.130204908029874,0.214648045443048
18,1,28495,-0.107949806803905,0.130365161623244,0.408197598797684
19,1,28975,-0.130430232765895,0.12943341608322,0.314288075602013
26,1,31435,-0.15808381213755,0.129001924714793,0.221227357635095
29,1,36146,-0.131629024969943,0.128418462806557,0.306064697851011
31,1,37409,-0.069319910439052,0.12925215007158,0.592078434166285
32,1,37478,-0.0475359106434998,0.129391220142583,0.713554795345814
33,1,39144,0.0671855998576093,0.128775756309401,0.602188636017165
34,1,41499,0.0319858930279912,0.128456782359919,0.80350466553219
37,1,51248,0.0187379623602669,0.129011027919618,0.884601828630772
38,1,51462,0.00222319682237439,0.129189773797014,0.986279789725441
39,1,52124,0.0977778251179094,0.128909877030889,0.448659299509316
40,1,52667,0.0569033384840624,0.12877250775311,0.658839081766234
42,1,59265,0.0683538706007929,0.128691723935843,0.595652846636417
43,1,60165,0.0769774558330713,0.128580592789836,0.549776343936901
44,1,62308,0.0244740057849291,0.128497766507654,0.84905621137105
45,1,62869,0.0401826129368557,0.12847042839781,0.754634684984539
49,1,66841,0.0895583540972807,0.128460376985099,0.486157076995026
50,1,66948,0.0882540457358549,0.129252377329521,0.495178525327791
51,1,68621,0.0482722956856677,0.128961733750401,0.708394810147168
52,1,69417,0.0268401883151506,0.128637919220738,0.834842505848219
56,1,74327,-0.0807598842540916,0.12928169844995,0.532583672725164
57,1,74572,-0.0538889982423947,0.128976869034138,0.676333422695874
58,1,75211,-0.111391795072244,0.128637031495235,0.38711188253836
59,1,76030,-0.030244962369033,0.12876352358408,0.814432120616429
60,1,80108,-0.0315919110928938,0.128732157274807,0.806283087160386
61,1,81262,-0.0881351519090385,0.128608945134704,0.493607131815365
62,1,81999,-0.118072551271674,0.128855601990969,0.360126326107209
63,1,82431,0.0501820925231731,0.129591929266369,0.698818100541366
64,1,83284,-0.0381364829057449,0.128660219230795,0.767089478995908
65,1,83613,-0.015068512661595,0.128659550722956,0.906832145968111
66,1,84112,-0.0965784145725151,0.128573515544149,0.453060886716195
68,1,84858,-0.0552042542113119,0.129005937581396,0.668970124321273
69,1,85751,0.00152439773522071,0.129569753801468,0.990619691926187
70,1,87445,-0.0173194845343883,0.129840408406251,0.893960522132521
71,1,87467,-0.0317029912155755,0.130512510780986,0.80821503199295
72,1,89070,0.00342163323846917,0.129706385197083,0.978969283114411
73,1,89616,-0.0272166908721034,0.12900062405257,0.833023776872274
74,1,89679,-0.00811176333284219,0.129024371560974,0.949905600887233
75,1,89880,-0.0213223313780632,0.129052796049795,0.868864007504533
76,1,91472,-0.034522584155298,0.130002769190573,0.790738746221318
77,1,93789,-0.0523308394838166,0.128646081413783,0.684415036782128
78,1,94351,-0.0646872711640804,0.128968934352206,0.616280928481334
79,1,99148,-0.0178149288803155,0.128672736160484,0.889962571110408
82,1,106800,-0.00339812824973662,0.128849672144128,0.978974881524363
83,1,107970,-0.0404918877722891,0.128449984382018,0.75276975594785
84,1,109000,0.0518375845900443,0.128664888763356,0.68727425184779
85,1,112549,0.174158319739819,0.128214141684246,0.175223462653816
86,1,112742,0.236274730112907,0.128435413330614,0.0666608590647383
87,1,113050,0.307658964216433,0.127787614613742,0.0165710777949287
88,1,113135,0.215768479009973,0.127990179416186,0.0927140023692004
