SNP,Chr,Pos,Effect,SE,ERV25_PIS1_noMTX_Trifluoperazine_avg_logratio_Fitness_minus_ref.GLM
8,1,27243,-0.00567139970876251,0.0696727358908228,0.935169536389022
9,1,27272,-0.0270574340754994,0.0686119415942031,0.693557400055948
16,1,27843,-0.0129552507215053,0.0669997648454158,0.846786189816444
17,1,27848,-0.0129552507215053,0.0669997648454158,0.846786189816444
18,1,28495,0.0397548283307343,0.0669709799319899,0.553151315293781
19,1,28975,0.00826678410699172,0.0665550574630737,0.901219935110032
26,1,31435,0.0345870460385889,0.0663546410703081,0.602522730077528
29,1,36146,0.0129579245088486,0.0660342864122541,0.844542869738576
31,1,37409,0.0465837076823046,0.0663486349287133,0.483076365372404
32,1,37478,0.0351722129569941,0.066425647428262,0.596793225040228
33,1,39144,-0.0316920969313745,0.0661272734570027,0.632051082962427
34,1,41499,0.0197410411779173,0.0659569332069919,0.76488577810606
37,1,51248,0.108244777422797,0.0659950813235559,0.101855455670295
38,1,51462,0.110549970913741,0.0660744416157933,0.0951910720046968
39,1,52124,0.0505378704282112,0.0661914485157521,0.445668940894374
40,1,52667,0.00212120824998779,0.0661398160146126,0.974433095117877
42,1,59265,-0.022928411101733,0.0660952811716132,0.728873631363094
43,1,60165,-0.0250597314263023,0.0660431245486766,0.704585618709447
44,1,62308,0.0133951546315906,0.0659800920562318,0.839237834229414
45,1,62869,0.017047194852657,0.0659694171808757,0.796240658564221
49,1,66841,0.0421791155033611,0.0659685621622194,0.522989106902003
50,1,66948,0.0296937637251642,0.0663930335098881,0.654974520885548
51,1,68621,0.0486567044093896,0.0661812802665236,0.462703772844188
52,1,69417,0.0259150753844595,0.0660421894279278,0.694998163571937
56,1,74327,-0.0673184571877913,0.0663230534224236,0.310796998089309
57,1,74572,-0.0571707636091336,0.0661730102456229,0.388197111028988
58,1,75211,-0.067804232115535,0.0660236237966138,0.305138129506734
59,1,76030,0.00106118899121896,0.0661221562298061,0.987204433429801
60,1,80108,-0.0540270574783776,0.0660439744343915,0.41388234309748
61,1,81262,-0.0804166402612134,0.0659427952235494,0.223472105406647
62,1,81999,-0.0776728646454219,0.0661138080897,0.240852314535957
63,1,82431,-0.0636570621724224,0.0664702180635911,0.338880607910773
64,1,83284,-0.127545294626576,0.0657225221137977,0.0530949581383947
65,1,83613,-0.116269683469046,0.0657744316122948,0.0779743478341652
66,1,84112,-0.108583141205633,0.0658189490878325,0.0998887752491037
68,1,84858,-0.096163898856187,0.0660606842205192,0.146366997818924
69,1,85751,-0.109111712209708,0.0662770595071556,0.100592630724532
70,1,87445,-0.108537033221341,0.0664209065088865,0.103133664383277
71,1,87467,-0.132980440942153,0.066645896448337,0.0467753240319892
72,1,89070,-0.101874753589339,0.0663801270829882,0.125748956073454
73,1,89616,-0.0912072112396146,0.0660648212118906,0.16828426705531
74,1,89679,-0.0864142244046898,0.0660914801619819,0.191895871934917
75,1,89880,-0.0899998049995346,0.0660947530362149,0.174167770717773
76,1,91472,-0.0778453016735812,0.0666313088854769,0.243474535535444
77,1,93789,-0.0373128514599658,0.0660423371057272,0.572443643370642
78,1,94351,-0.0256901054645347,0.0662319678429031,0.698338073992789
79,1,99148,-0.0217538528842666,0.0660620446473554,0.742128565791958
82,1,106800,0.00133733445284739,0.066161275802003,0.983884677789827
83,1,107970,-0.00711251610597836,0.0659642154526624,0.914196676016093
84,1,109000,-0.0417169769355734,0.066044241569572,0.528023130793381
85,1,112549,-0.00929424282345123,0.0660048965096889,0.888099242770683
86,1,112742,-0.0324062797200732,0.0662414608063825,0.624993712983078
87,1,113050,-0.00349419925988143,0.0661521762637284,0.957904706966063
88,1,113135,-0.023352442718428,0.0659722364761969,0.723569856220702
89,1,114076,0.00868281610646535,0.0659823254775968,0.895381143581343
90,1,114628,0.0349610053932948,0.0661246950187916,0.597336615828181
91,1,116283,0.0595839799968571,0.0664431550685349,0.370454813123417
93,1,127853,0.0497210392137414,0.0663421844430881,0.454077104594422
94,1,128302,0.0498710706139919,0.066086627487145,0.450973076193935
95,1,128704,0.0607374706424751,0.0661267779532782,0.358984118929957
96,1,128911,0.0646875336164346,0.0661235022216032,0.328604068688019
97,1,130267,0.0289290733133749,0.0661637774119269,0.662208795265364
98,1,130271,0.0332341729969484,0.066236625021346,0.616156747153428
99,1,130613,0.0141021219717731,0.0668752265674053,0.833108722056168
100,1,132012,-0.00245205439827201,0.0667373527358623,0.97071160105756
101,1,133231,-0.0383005840780766,0.0662325485279437,0.563447635270596
102,1,137074,-0.0180008488121929,0.0661627350430994,0.785727796854558
103,1,137304,-0.0209976924213219,0.066183235775106,0.751229318691399
104,1,139686,-0.0271379897861782,0.0662639179367544,0.682388884441734
105,1,149562,0.0240812832086905,0.0664184990170659,0.717143912268064
106,1,150447,-0.0189589958022984,0.0671601528486863,0.777882525386626
108,1,154084,0.0211027150713493,0.0673658838235782,0.754271769313717
110,1,157269,0.01552918562814,0.0661472739533424,0.814525833596585
111,1,160054,-0.0258154204500441,0.0667668028688545,0.699247903480261
112,1,166222,-0.0256191654701486,0.0662729842512545,0.699307284162087
113,1,166416,-0.0146095756075229,0.0661478674410524,0.825327279117552
114,1,167326,-0.0372243157059197,0.0664988438056377,0.575988703321687
115,1,168836,-0.00515406655219247,0.0662125089034861,0.937998411074738
116,1,171200,-0.0275743523016703,0.0662959929384498,0.677715513501941
117,1,171431,-0.0419112541078523,0.0666889293459918,0.53010974269349
118,1,173339,-0.00885318944869259,0.0662056428691015,0.893698150707716
119,1,173845,-0.0200600597401686,0.0661438209622532,0.761855586171548
120,1,175121,0.0302504048537204,0.0660016403289544,0.646998783301241
121,1,175281,-0.00028768048280442,0.0660773905823325,0.996528728147711
122,1,175315,0.0150008661990432,0.0660517663783027,0.820471447125799
123,1,175523,0.000526455132636106,0.0664308589918459,0.993681420921243
124,1,175541,0.00737967812040125,0.0661585814553727,0.9112473509407
125,1,175653,0.00226562546342707,0.066368988897518,0.972787350842222
128,1,175856,-0.00615846472073009,0.0674639752289518,0.927317729071893
129,1,175876,-0.0112062474765356,0.0664281872466575,0.866131460645281
130,1,175989,-0.0171412557456258,0.0666141557392609,0.797080510802229
131,1,176001,-0.0247077262316063,0.0669546272718053,0.71233261243584
