SNP,Chr,Pos,Effect,SE,HUG1_ADE17_MTX_Metformin_avg_logratio_Fitness_minus_ref.GLM
8,1,27243,-0.0957351646803646,0.139927025684666,0.494310901272727
9,1,27272,-0.0131930330124166,0.137915204306393,0.923844520152819
16,1,27843,0.0330874096887527,0.134642310176925,0.806023973939615
17,1,27848,0.0330874096887527,0.134642310176925,0.806023973939615
18,1,28495,0.0500383096686715,0.134629666882456,0.710358785247122
19,1,28975,0.0828841842317636,0.133683140081382,0.535654663121608
26,1,31435,0.101383595484916,0.133292344571394,0.44739731794096
29,1,36146,0.0656966830229585,0.13266757875067,0.620768656957048
31,1,37409,0.158232030888555,0.133165167361879,0.235538121076374
32,1,37478,0.147522070303136,0.133314895477595,0.269234030662785
33,1,39144,0.0424631018049315,0.132917300589813,0.749559048021825
34,1,41499,-0.0466657849398258,0.132544507903515,0.724991103131915
37,1,51248,-0.0892985517496708,0.133047180471795,0.502545074392256
38,1,51462,-0.0933061016862539,0.133220043169515,0.484144594433254
39,1,52124,-0.0524821227723932,0.133102739885467,0.693599254974458
40,1,52667,-0.122752751492212,0.132758015832769,0.355787266494252
42,1,59265,0.029816268512547,0.132842152455256,0.822537920366504
43,1,60165,-0.0134133035968658,0.132749319826344,0.919574204707088
44,1,62308,0.035350534627976,0.132591893109532,0.78992390722909
45,1,62869,0.035561479281045,0.13257507685116,0.788673933186044
49,1,66841,0.135871324070371,0.13245380411292,0.305687525621554
50,1,66948,0.11740269079721,0.133318810726919,0.379124791490653
51,1,68621,-0.0288574128341773,0.133094748175173,0.828474992319961
52,1,69417,-0.00427000090484908,0.132751044975893,0.97435826476652
56,1,74327,0.112809509478717,0.133345986113394,0.398130840914137
57,1,74572,0.119539258564735,0.132973600965485,0.369281509895552
58,1,75211,0.157756361381145,0.132617508088275,0.235019224060974
59,1,76030,0.164748185812823,0.132593422335055,0.214874506188249
60,1,80108,-0.00744874920974453,0.132851039636497,0.955319014808138
61,1,81262,-0.0727325906732961,0.132744972611728,0.584098478020093
62,1,81999,-0.0580106244721239,0.133089916475934,0.663193537601112
63,1,82431,-0.118953898864921,0.133605980504835,0.373893151300634
64,1,83284,0.0188154927295735,0.132778810947058,0.887393437963081
65,1,83613,0.043785549146861,0.132747500772347,0.741715860381427
66,1,84112,0.0074714669455328,0.132781991984607,0.955159606700817
68,1,84858,0.116038296579087,0.133014033987549,0.3835960855464
69,1,85751,0.0386597842064805,0.133688818069246,0.772615385040898
70,1,87445,0.0474528092428943,0.133963488056876,0.723384042449771
71,1,87467,-0.00832649571539752,0.134687994985548,0.950740667709281
72,1,89070,0.0426169027464696,0.133826528074588,0.750332819465119
73,1,89616,0.0806312409654618,0.133056535160072,0.544909297127945
74,1,89679,0.0414881504937701,0.133124271839942,0.755490675806174
