SNP,Chr,Pos,Effect,SE,ERG11_ACF2_noMTX_Metformin_avg_logratio_Fitness_minus_ref.GLM
8,1,27243,-0.112641442167067,0.0643656352759842,0.0809829282628426
9,1,27272,-0.141098635735676,0.063229009155301,0.0262720916360042
16,1,27843,-0.00734603807017682,0.0621656708941999,0.906001181416631
17,1,27848,-0.00734603807017682,0.0621656708941999,0.906001181416631
18,1,28495,0.00487896400855464,0.0621673646798892,0.93748982077062
19,1,28975,0.023894567508872,0.0617392527389212,0.698971718094883
26,1,31435,-0.00307465770496529,0.0615885214493324,0.960212320867926
29,1,36146,-0.0335152761214536,0.0612451886989357,0.584565716451584
31,1,37409,0.00110814147420513,0.0616024176805537,0.985658107852409
32,1,37478,-0.0169079076465015,0.0616488339390804,0.784044018956085
33,1,39144,-0.0679355532115383,0.0612674464444937,0.26825578529729
34,1,41499,-0.0221827875345715,0.0611924254625794,0.71718885096927
37,1,51248,-0.0333957487013059,0.0614386197585022,0.587085459803097
38,1,51462,-0.0351170952864112,0.0615192854274833,0.568477626148435
39,1,52124,-0.0253447164016491,0.0614495217105728,0.680261648796231
40,1,52667,-0.0761128467659357,0.0612319591399832,0.214683660428976
42,1,59265,0.0433442687355275,0.061291462352492,0.479919459118628
43,1,60165,0.038886217674998,0.0612535583233002,0.525943924997233
44,1,62308,0.0702854238549415,0.061106709903571,0.250836833894157
45,1,62869,0.0705732207016626,0.0610980665491319,0.248838507361307
49,1,66841,0.0571812012515741,0.0611666020869754,0.350507997708417
50,1,66948,0.044392651209452,0.0615728045491588,0.471400115764722
51,1,68621,0.110041565233777,0.0611714486825164,0.0728879125515945
52,1,69417,0.0941503587998698,0.0610833101621619,0.124129150955807
56,1,74327,-0.0253033861085964,0.0616107569312701,0.681543515173248
57,1,74572,-0.0255623360100172,0.0614463473579759,0.677654994817368
58,1,75211,-0.0313721711166207,0.0613266417811444,0.609279807154663
59,1,76030,0.0351354818449177,0.0613208607103577,0.567024628221836
60,1,80108,-0.0421458802413827,0.0612938299162277,0.492153746319366
61,1,81262,-0.0912927080812393,0.0611188316086863,0.136149430440181
62,1,81999,-0.0792210471899109,0.0613166023570547,0.197202360020898
63,1,82431,-0.0970136947029383,0.0615360937452464,0.115798692725299
64,1,83284,-0.108778584892022,0.0610289741856521,0.0755419528212019
65,1,83613,-0.0750185854251534,0.0611660476853911,0.220837703133449
66,1,84112,-0.0622138554501167,0.0612134915209759,0.310162532536022
68,1,84858,-0.05463227009255,0.061407196895358,0.374247873015687
69,1,85751,-0.0852295575179349,0.0615617784430696,0.167093465297544
70,1,87445,-0.0795590496045966,0.0617140720318836,0.198188062015801
71,1,87467,-0.0811191476499281,0.0620329415870161,0.191833360330548
72,1,89070,-0.0379203338294833,0.0617608584951935,0.539619717273743
73,1,89616,-0.0640329747407904,0.0613668422636203,0.297455910125569
74,1,89679,-0.0466651924806417,0.0614189914109402,0.447890568192777
75,1,89880,-0.0606579709854338,0.0613999450479121,0.32387058635856
76,1,91472,-0.0516128731972327,0.0618802079571337,0.404801515051893
77,1,93789,-0.0716663305951443,0.0611842018891699,0.242259861369659
78,1,94351,-0.0741359990856605,0.0613375382640753,0.227603924515865
79,1,99148,-0.0943290920312669,0.061097050491557,0.123503157249513
82,1,106800,-0.064714644558501,0.0612889675015554,0.291738812831025
83,1,107970,-0.0715600789702712,0.061085188666252,0.242195985065474
84,1,109000,-0.0899807736649255,0.0611243428124762,0.141886487055919
85,1,112549,-0.0699650921284213,0.0611289506644483,0.253171403559266
86,1,112742,-0.0797210808360157,0.0613342759864607,0.19452441437488
87,1,113050,-0.0627457936140319,0.0612865189658338,0.306625783375462
88,1,113135,-0.0728962603746046,0.061098044189826,0.233630316707369
89,1,114076,-0.0595616744916393,0.0611389777997241,0.330623676727052
90,1,114628,-0.0474143964091661,0.0613240857329449,0.439934827850542
91,1,116283,-0.0425335851879669,0.0616758232576348,0.490879096823234
93,1,127853,-0.000149182401281145,0.0616024454067091,0.998069135921444
94,1,128302,-0.00252087453403377,0.0613656748609209,0.967255698935006
95,1,128704,-0.01523166286025,0.0614215567171107,0.804289722493042
96,1,128911,-0.0163295304739172,0.0614275568405333,0.790522279876665
97,1,130267,-0.0541603105700461,0.0613368834318965,0.377838584690667
98,1,130271,-0.0549620706569072,0.0614078249626583,0.371378968471769
99,1,130613,-0.0940650603728787,0.0618496632305722,0.129188629521965
100,1,132012,-0.0792690322353546,0.0617763514622911,0.200277303013266
101,1,133231,-0.106233151413797,0.0612203178301917,0.0835675457120588
102,1,137074,-0.0893385538139387,0.061209014421797,0.145298892635615
103,1,137304,-0.102482160144444,0.0611720675195845,0.0947590109693316
104,1,139686,-0.102463472065995,0.0612531843855554,0.0952553893736688
105,1,149562,-0.0819896414208423,0.0614810956280987,0.183203091583724
