SNP,Chr,Pos,Effect,SE,TPO1_MID2_noMTX_Fluconazole_avg_logratio_Fitness_minus_ref.GLM
8,1,27243,-0.0894552359174841,0.0928304717028109,0.335885671658947
9,1,27272,-0.124822047386653,0.0913151984004922,0.172515195308795
16,1,27843,0.0072277342972438,0.089389467612022,0.935601765125985
17,1,27848,0.0072277342972438,0.089389467612022,0.935601765125985
18,1,28495,0.0262225993374126,0.0893808465587623,0.769403713823406
19,1,28975,0.0436486659189417,0.0887638134113302,0.623209199900693
26,1,31435,0.0369912976264044,0.0885370636278577,0.676343141140198
29,1,36146,0.0148834781883537,0.0880987434184534,0.865939915517312
31,1,37409,0.128783535346933,0.0883130552286126,0.145657582447644
32,1,37478,0.107702592001899,0.088469283417975,0.224264886889725
33,1,39144,0.0317360405871071,0.0882340860850743,0.719301489217687
34,1,41499,0.0469510337086423,0.0879699797771233,0.593873566103882
37,1,51248,0.149133831219805,0.0880228910248906,0.0910975358446291
38,1,51462,0.154866622741575,0.0881152105520353,0.0796913872467741
39,1,52124,0.178839801002624,0.0878659741637465,0.0425601454561955
40,1,52667,0.115143926522947,0.088025336652013,0.191698306767552
42,1,59265,0.030652840630186,0.0881788115880667,0.72833172270131
43,1,60165,0.04582927030427,0.0880934938960789,0.603226287428748
44,1,62308,0.0727027064742748,0.0879452480271345,0.408976056651196
45,1,62869,0.0860556512199149,0.0879000274910833,0.328241882437382
49,1,66841,0.0761651407527546,0.0879674046177781,0.387169454680922
50,1,66948,0.0461298932269517,0.0885671773909415,0.602800348087089
51,1,68621,0.0282755965067627,0.0883483630655703,0.749122324665328
52,1,69417,0.0252457928223893,0.0881170134718304,0.774660936837646
56,1,74327,-0.0285102722534442,0.0885987811175522,0.747801654116033
57,1,74572,0.0196377780925249,0.0883696811585919,0.824268781258338
58,1,75211,-0.0196535503744139,0.0882085585876834,0.82381400257631
59,1,76030,0.0377085003873521,0.0881919265109716,0.66922262187944
60,1,80108,0.0282717123592365,0.0881810653325574,0.748695830488299
61,1,81262,0.0584600091125383,0.088105636161334,0.507429518313554
62,1,81999,0.0524550593848792,0.0883317514118556,0.55299847479468
63,1,82431,0.0726917106790846,0.0887098792509976,0.413092901349076
64,1,83284,0.0543533733112926,0.088100583763391,0.5376675226878
65,1,83613,0.0712644202058765,0.0880567010400747,0.418886897899734
66,1,84112,0.0969014246104747,0.0879970551023167,0.271564528298685
68,1,84858,0.157301685978634,0.0879994724557169,0.0747096430548335
69,1,85751,0.144997378582074,0.0884240431331101,0.101938419900724
70,1,87445,0.133990095645992,0.0886614610572985,0.131618089010965
71,1,87467,0.134486653343699,0.0891264843436868,0.13220822270312
72,1,89070,0.128131870278269,0.0885917467842109,0.148975232443119
73,1,89616,0.0951906956976223,0.0882305145814516,0.281375048660621
74,1,89679,0.103582751889092,0.0882149440505022,0.241103001667808
75,1,89880,0.108035465302301,0.088222255812711,0.221548997022119
76,1,91472,0.13158719581749,0.0887898986412878,0.139230716788551
77,1,93789,0.0726966727925353,0.0880631070771779,0.40964159017182
78,1,94351,0.0694528810704895,0.0883027170906116,0.432083780164322
79,1,99148,0.126670080483599,0.0878898618533463,0.150404334575039
82,1,106800,0.0655473573502363,0.088197997180492,0.457864487356901
83,1,107970,0.0833866618198335,0.0878934825004556,0.34341001105173
84,1,109000,0.130891019999333,0.0878848721546569,0.137289042279681
85,1,112549,0.117486684719341,0.0878384639063027,0.181910434711784
86,1,112742,0.0704456951031801,0.0883243004274656,0.425650437157224
87,1,113050,0.131832015106488,0.0879757543013032,0.134896070696111
88,1,113135,0.122554077092041,0.0877883368934111,0.16358647702683
89,1,114076,0.0181176480642521,0.0880250553759889,0.837047227426082
90,1,114628,0.0546959131566566,0.0882050105095728,0.535592142621156
91,1,116283,0.0427787566597164,0.0887146792039827,0.629958416634373
93,1,127853,-0.122238243142326,0.0883394031317446,0.167314224368885
94,1,128302,-0.119961035714887,0.0880071110928982,0.173725018825817
95,1,128704,-0.109017756483505,0.0881354562710259,0.216933782292681
96,1,128911,-0.0721550939121889,0.0882525066967732,0.414138131681561
97,1,130267,-0.0447583415092608,0.0882620119202193,0.612395924586723
98,1,130271,-0.0431647597814125,0.0883690894605538,0.625527391438639
99,1,130613,0.0433861684476124,0.0891951451858927,0.626972320693792
100,1,132012,-0.0322240939211018,0.0890191225076906,0.717575582544236
101,1,133231,0.00338868646617305,0.0884036642973142,0.969444670998717
102,1,137074,0.0221916174794247,0.0882702177479104,0.801646911030432
103,1,137304,0.00339014002395227,0.0883086195398918,0.969398686927031
104,1,139686,-0.0497919287671573,0.0883851328229493,0.573552975166906
105,1,149562,0.000256249317512725,0.0886265812868408,0.997694683272971
106,1,150447,0.0206919983960308,0.0896028832504743,0.81750292984637
108,1,154084,-0.00319842269185402,0.0898863372465212,0.971635001595865
110,1,157269,0.0342702565398478,0.0882362766166106,0.69796015885615
111,1,160054,0.0190392780407432,0.0890878598535994,0.830893868869537
112,1,166222,0.0230108423446022,0.088426182483999,0.794840729884252
113,1,166416,0.0238449719015745,0.088246001895892,0.787156432421208
114,1,167326,-0.00197792838074107,0.0887565787619307,0.982233313066457
115,1,168836,0.0304483670803035,0.0883211609542897,0.73049063635649
116,1,171200,0.0209388792477392,0.0884612974048555,0.813026038953871
117,1,171431,0.0458016544963253,0.0889872453166668,0.607085414757804
118,1,173339,0.00926792727637774,0.0883269693762836,0.91649293894731
119,1,173845,0.0168920715089108,0.088250548054124,0.848314131681101
120,1,175121,0.0403196050957548,0.0880539956073488,0.647308619286759
121,1,175281,0.035108471765633,0.088135201311489,0.690614585130152
122,1,175315,0.0365605278105355,0.0881057715520213,0.678421965253184
123,1,175523,0.0321007823641493,0.0886101119851795,0.717367080492975
124,1,175541,0.0359354226804866,0.0882441542855254,0.684087929010904
125,1,175653,0.031229501148833,0.088528575785003,0.724477550607525
128,1,175856,0.0314481483794277,0.0899903701841658,0.726951427922971
