SNP,Chr,Pos,Effect,SE,SNA4_GTR2_noMTX_noDrug_avg_logratio_Fitness_minus_ref.GLM
8,1,27243,-0.034972188179492,0.0557775924291852,0.531068791907348
9,1,27272,-0.0707904537818632,0.0548412448043121,0.197609091773017
16,1,27843,-0.0247117800467619,0.0536537819817983,0.645384621016598
17,1,27848,-0.0247117800467619,0.0536537819817983,0.645384621016598
18,1,28495,-0.0047806110440678,0.0536701668329559,0.92907369393126
19,1,28975,0.0169704449796868,0.0533043593819213,0.750393474240862
26,1,31435,-0.00703144331139213,0.0531694456746007,0.894865112066803
29,1,36146,-0.0237635974748343,0.0528814683636993,0.653437111606319
31,1,37409,0.0377284139562695,0.0531446720240552,0.478223036204642
32,1,37478,0.0321817572002001,0.0532007475422142,0.545626281266536
33,1,39144,-0.0691428198392248,0.0528574647186354,0.191690737194318
34,1,41499,-0.0637214148870473,0.0527294908533756,0.227679744126005
37,1,51248,-0.0611273559389357,0.0529635205817884,0.249223247333664
38,1,51462,-0.0585381585198947,0.053043884606469,0.270527197582465
39,1,52124,-0.0789795521088519,0.0528965869850154,0.13630593214134
40,1,52667,-0.103482804832361,0.0526912279930032,0.0503205718167712
42,1,59265,-0.0687583465206058,0.0528249720791568,0.193893136295196
43,1,60165,-0.0636178095503838,0.0528031192831508,0.229083159383446
44,1,62308,-0.0661501878991702,0.0527359827573247,0.210539191367425
45,1,62869,-0.0670394547925002,0.0527261480780829,0.204400353237023
49,1,66841,-0.0747469911263973,0.0527217593836471,0.157141893147744
50,1,66948,-0.0837119528112234,0.0530092109108856,0.115186653793861
51,1,68621,-0.0724090089690743,0.0529118513216195,0.172031011704082
52,1,69417,-0.0923947498284109,0.0526825501865372,0.0803322931011992
56,1,74327,-0.057673903537102,0.0531138469325871,0.278284378945823
57,1,74572,-0.0161074461790281,0.0530539093271055,0.761607505457636
58,1,75211,-0.0119214766753256,0.0529603095467605,0.82203010378461
59,1,76030,0.00559567694538138,0.0529632730923301,0.915918457477259
60,1,80108,-0.0348852804963757,0.0529190237883098,0.510184287637276
61,1,81262,-0.0832949088696383,0.0527455829224688,0.115189799942647
62,1,81999,-0.0749674523104086,0.0529105968922182,0.157402771546015
63,1,82431,-0.0518962245955649,0.0532404082311673,0.330350497744901
64,1,83284,-0.0758675719168682,0.0527697960216256,0.15140270817305
65,1,83613,-0.0771531627918137,0.0527586658675688,0.144527097542411
66,1,84112,-0.064738652921685,0.0528117810704263,0.221077060154882
68,1,84858,-0.051883265592743,0.0530015465393686,0.328299300312092
69,1,85751,-0.0689844104288271,0.0531649466247294,0.195287792141513
70,1,87445,-0.0598594857265332,0.053309116507888,0.262253612149949
71,1,87467,-0.0652228143880259,0.0535714518153934,0.224230314129466
72,1,89070,-0.0441258207697564,0.0532960981585631,0.408265465888662
73,1,89616,-0.0333194198817365,0.0530311916108555,0.530214679873374
74,1,89679,-0.0327410901006334,0.0530389348729208,0.537432907608083
75,1,89880,-0.0395447111890282,0.0530392560337484,0.456420713159159
76,1,91472,-0.0204175363489501,0.0534639664587051,0.702770219319282
77,1,93789,-0.0107916161826647,0.0529209513607317,0.838533881901775
78,1,94351,-0.0110481933476877,0.0530600967195167,0.835176983207468
79,1,99148,0.0182851369210896,0.0529151192815801,0.729882250838819
82,1,106800,0.0281481870495428,0.0529742758430309,0.595506452222001
83,1,107970,0.0228374221152882,0.0528244672059188,0.665768037295752
84,1,109000,-0.00704465001377602,0.052930241266689,0.894195587679733
85,1,112549,0.07254883443118,0.0527304573689125,0.169742514693905
86,1,112742,0.0670280227677981,0.0529576090274355,0.206458094937147
87,1,113050,0.0604949259960444,0.0528904305702054,0.253490627903103
88,1,113135,0.0383115782397384,0.0528140325762113,0.468684046152005
89,1,114076,0.0591551507699357,0.0527595197486952,0.262955400637427
90,1,114628,0.0669761403779006,0.052867043527708,0.206033822990576
91,1,116283,0.0487456980067818,0.0532185967729765,0.360317188893054
93,1,127853,0.0160820053271467,0.0531757076870162,0.76250131900141
94,1,128302,0.0446587331337082,0.0529249645910109,0.399345779778293
95,1,128704,0.0425196401701998,0.0529827393137575,0.422792923512661
96,1,128911,0.0621859206794544,0.0529335419957586,0.240869651084096
97,1,130267,-0.0245831654427713,0.0529956290997552,0.643025678059096
98,1,130271,-0.0210381241016108,0.0530628835702156,0.691993968112537
99,1,130613,-0.0404589343942751,0.0535273785989214,0.450240243656934
100,1,132012,-0.0347405133763085,0.0534249795713941,0.515942596173055
101,1,133231,-0.0519444384789028,0.0530055847203214,0.327766896715361
102,1,137074,-0.0289911354897162,0.0529796852237945,0.584578662297915
103,1,137304,-0.0163930169515996,0.0530133943007237,0.757333529172748
104,1,139686,-0.0389219096260284,0.0530498182605416,0.463627119684674
105,1,149562,-0.00444172034295554,0.0532108427675867,0.933521988878801
106,1,150447,-0.00124291823548339,0.053801561495193,0.981582044095034
108,1,154084,0.000808155017584605,0.0539678039692767,0.988060774959381
110,1,157269,0.00277371241706681,0.0529881410529562,0.958282682443115
111,1,160054,-0.0167984164364485,0.0534843063501283,0.753644880763268
112,1,166222,-0.0230772262081893,0.053081931251252,0.664011508581255
113,1,166416,-0.0137244281410118,0.0529833114231794,0.795760733817311
114,1,167326,-0.0185097720975302,0.0532803478484032,0.728495342908555
115,1,168836,0.00826548746266237,0.0530350945844986,0.876240818260907
116,1,171200,-0.00922226363107148,0.0531140776292565,0.862254796169754
117,1,171431,-0.0184795536534128,0.0534389033233524,0.729693664315062
118,1,173339,-0.0179344830609405,0.0530237159432045,0.735387083627202
119,1,173845,-0.017480590433079,0.052980177863668,0.741636582147752
120,1,175121,0.0103512873336878,0.0528804154731689,0.844919276768266
121,1,175281,0.000569495208785242,0.0529282264410355,0.99142119458117
122,1,175315,-4.76573292491622e-05,0.0529115736698597,0.999281856140746
123,1,175523,-0.00700083949093663,0.0532100632757152,0.895399497517551
124,1,175541,0.000261554687373433,0.0529941999901298,0.99606481742166
125,1,175653,-0.0089591399268171,0.053159754141418,0.866260993954503
128,1,175856,-0.0314083666002774,0.0540136679723032,0.561281890298649
129,1,175876,-0.011116721631543,0.0532080782218754,0.834624012442296
130,1,175989,-0.0160819328822825,0.0533563234201265,0.763282150109873
131,1,176001,-0.0129254543649078,0.0536368354527251,0.809709803094665
133,1,177692,-0.00733981677244394,0.0529101315456539,0.889748674580566
134,1,178191,-0.0140761914609683,0.0529588113283998,0.790552198509347
135,1,178224,-0.00733981677244394,0.0529101315456539,0.889748674580566
136,1,178960,0.00518367469046729,0.0533334566384762,0.92262774976744
140,1,183802,0.0171828453299928,0.0529103330240188,0.745559587620801
141,1,183954,-0.00519316248554202,0.0533027797518688,0.922442112165811
142,1,184450,0.0149312451640716,0.0528308148209889,0.777630886343833
144,1,184718,0.0336003111166928,0.0531068931740049,0.527344354050719
145,1,185296,0.023182430556253,0.0528971850285996,0.661469856760176
146,1,185438,0.0117226896198167,0.0529103932410517,0.824786551711708
147,1,185469,0.014310961540063,0.0529849629261561,0.787245176005933
148,1,185503,0.00712119719124719,0.0528520234904951,0.89289550084965
149,1,185705,0.0160875196715662,0.0534372326772014,0.763550180437286
150,1,185749,0.00336385362354513,0.0534437924260888,0.949848397176494
151,1,185806,0.0128537111956366,0.0535110817769428,0.810309584616708
152,1,185879,-0.0140474527353658,0.0537688500174441,0.794047193785327
153,1,185916,-0.00804241610626942,0.0537478864899282,0.881140231893877
154,1,185941,-0.0140800504138077,0.0539785300594812,0.794363847491196
155,1,185954,0.00528202934439175,0.0541406580154073,0.922336079294863
156,1,186055,0.00902307332768612,0.0530586622550294,0.865061597407312
157,1,186896,0.00138933162987923,0.053930699748897,0.979462187477175
161,1,190132,0.0807598205956219,0.0529539727525637,0.128130895673723
162,1,190148,0.0833471922478482,0.0529586933241131,0.116425997414525
163,1,190165,0.0909627637449217,0.0533332414712052,0.0889706870270805
164,1,190169,0.0830298094936395,0.0533028765382332,0.120200799563698
165,1,190933,0.0123931017492482,0.0530479197357934,0.815414735812046
166,1,192149,-0.0952257150976197,0.0532450752867209,0.0745622308099139
168,1,192303,-0.00856177179530304,0.0637614310203077,0.893259095498061
171,1,192795,-0.103307123517101,0.0526653330228423,0.0505972903895344
173,1,194187,-0.0813659135762986,0.0528182139701038,0.124336945360642
174,1,194867,-0.0186167184512486,0.0529573470328356,0.725391696630615
190,2,8314,-0.0689369504790096,0.0537383094874351,0.200394368018022
194,2,8498,-0.0632007262627764,0.0536792449707962,0.239838140737354
195,2,8651,-0.0587517078145104,0.0537440036640332,0.275061544530898
197,2,9812,-0.0432483920556725,0.0541058308799496,0.424636835896936
198,2,9932,-0.0511864737704653,0.0538724910346892,0.342690559627962
199,2,10135,-0.0474643618472629,0.0536753407046247,0.377143634884604
200,2,11616,-0.0622308107549622,0.053575435282212,0.24620110119099
201,2,12133,-0.0550173331389231,0.0538115009368276,0.307287772908909
202,2,12194,-0.0565656264494661,0.0540156694320714,0.295720276550879
203,2,12359,-0.0636108440874396,0.0538349777058841,0.238164022511828
204,2,13061,-0.0494047318069859,0.053873228740261,0.35973974603082
205,2,14298,-0.045430883753779,0.0540534624000899,0.401207923567189
206,2,15222,-0.0495352999617098,0.05457149524872,0.364648688873617
207,2,17986,-0.0722699310632107,0.0535397248841274,0.1779330350122
