SNP,Chr,Pos,Effect,SE,PMC1_GTR2_noMTX_Metformin_avg_logratio_Fitness_minus_ref.GLM
8,1,27243,-0.0914082522810471,0.0585477338077463,0.119358380621792
9,1,27272,-0.140813404851196,0.057379845654261,0.0146078467204429
16,1,27843,0.0214876780923633,0.0564865068725598,0.703874539772734
17,1,27848,0.0214876780923633,0.0564865068725598,0.703874539772734
18,1,28495,0.0552939287731355,0.0564222968006393,0.327756595306204
19,1,28975,0.0210529579489927,0.0561101473266117,0.707731361271639
26,1,31435,0.0310892273990231,0.055948178468595,0.578782321789484
29,1,36146,0.00476364882399993,0.0556834471055084,0.93187364730111
31,1,37409,0.041527652600553,0.0559414517398553,0.458374212472595
32,1,37478,0.0352155787119446,0.0560018695763002,0.529867945576043
33,1,39144,-0.0319198809511871,0.0557516534516693,0.567322733916387
34,1,41499,0.0144719908006564,0.0556174850771683,0.794856758372292
37,1,51248,-0.0116325954100811,0.0558561438549668,0.83514614191292
38,1,51462,-0.0298956512519453,0.0559126845372161,0.593204585402146
39,1,52124,-0.0344757018677446,0.0558294284064926,0.537290956441515
40,1,52667,-0.0568290277852228,0.0556879694799475,0.30819489397697
42,1,59265,-0.00117291079699003,0.0557418830200341,0.983224182275135
43,1,60165,-0.00175124324587447,0.0556997176299081,0.974935778602577
44,1,62308,0.0466719327173875,0.0555830565454161,0.401656629367665
45,1,62869,0.0231129268826179,0.0556179469027641,0.677980116229161
49,1,66841,0.062541954287009,0.055558136043644,0.261056055334981
50,1,66948,0.0552618608533776,0.0559220498367264,0.323734266033997
51,1,68621,0.0481261248788224,0.0557888700055972,0.388917024539689
52,1,69417,-0.00232926214353768,0.0556996576493509,0.966667229899809
56,1,74327,-0.0730344295605395,0.0558709648714023,0.191996205971644
57,1,74572,-0.0767823707398514,0.0557072223787343,0.168977496680066
58,1,75211,-0.0777729471195633,0.0556012260247094,0.162761983143387
59,1,76030,-0.0675446185364476,0.0556390777703929,0.22556766988334
60,1,80108,-0.0953699283317873,0.0555103174966564,0.0866629882902337
61,1,81262,-0.135732979900495,0.0552505339227358,0.0145033803177551
62,1,81999,-0.130125028064898,0.0554258817087494,0.0194397530425153
63,1,82431,-0.111566025684761,0.0558063049513476,0.0463566829030221
64,1,83284,-0.126905832200129,0.0553019814871295,0.0223320285658218
65,1,83613,-0.083429580020527,0.0555295461520122,0.133878608389604
66,1,84112,-0.0770531260303775,0.0555617982297648,0.166377724250728
68,1,84858,-0.0377618754707411,0.055834024793699,0.499278017537832
69,1,85751,-0.0641531280768285,0.0559958194073218,0.252704872122592
70,1,87445,-0.0827230743421606,0.0560457416502641,0.140837440945354
71,1,87467,-0.0795018740380316,0.0563540854518882,0.159197156736218
72,1,89070,-0.072733365898239,0.0560254446920172,0.195059207353969
73,1,89616,-0.0705998710801569,0.0557303858041329,0.206058033723863
74,1,89679,-0.0590048750948494,0.0557756511904919,0.290825946498806
75,1,89880,-0.0700413874780487,0.0557536574372263,0.209850537528157
76,1,91472,-0.0524907216718324,0.0562235519155232,0.351144621626448
77,1,93789,-0.0480516012487896,0.0556542153694115,0.388506270430926
78,1,94351,-0.0382341394394722,0.0558224947930725,0.493841661693098
79,1,99148,-0.0395672533294864,0.0556731318123657,0.477735460734018
82,1,106800,-0.0558730335199726,0.0557087817702812,0.316572758005252
83,1,107970,-0.058993586272754,0.0555341238393555,0.288828273146285
84,1,109000,-0.0631541462273776,0.0556193656679246,0.256948605365773
85,1,112549,-0.0344748614632637,0.0556275139200956,0.53582564669422
86,1,112742,-0.0354101639423041,0.0558428162004762,0.526423513209745
87,1,113050,-0.0378813949140717,0.0557441635160366,0.497229702524249
88,1,113135,-0.0516131502733184,0.0555706793338286,0.353635762646119
89,1,114076,-0.013358991285253,0.0556339945500228,0.81037442986667
90,1,114628,-0.00637169564782731,0.0557782627509139,0.909118358302196
91,1,116283,-0.00391519942416085,0.0560891453209909,0.944389859883316
93,1,127853,0.0375931900634004,0.0559493332129479,0.502077387298154
94,1,128302,0.0251137838105054,0.0557540320246481,0.652670535772774
95,1,128704,0.0282589594247552,0.0558053023528519,0.612902628574081
96,1,128911,0.0214312484439583,0.0558200927897999,0.701258292189091
