SNP,Chr,Pos,Effect,SE,MID2_MAM33_noMTX_noDrug_avg_logratio_Fitness_minus_ref.GLM
8,1,27243,-0.0275665189536149,0.0543168766995865,0.612111873166234
9,1,27272,-0.0550760390791885,0.0534403369076063,0.30343028621763
16,1,27843,0.00224086845226633,0.052254221288399,0.965818273411351
17,1,27848,0.00224086845226633,0.052254221288399,0.965818273411351
18,1,28495,0.0138199489641645,0.0522500262340834,0.791551724128314
19,1,28975,0.0116389915989536,0.0519022105861886,0.822693702585944
26,1,31435,0.00716380171979258,0.0517669797877445,0.89001462811139
29,1,36146,0.00109198131278554,0.0515014115857964,0.983095749111056
31,1,37409,0.0120311113011129,0.0517759457287733,0.816386285162515
32,1,37478,0.00107257257278492,0.0518243860678929,0.983499621057046
33,1,39144,-0.0480174205109665,0.0515245846096296,0.352008493999566
34,1,41499,0.0257610236369104,0.0514265610629714,0.616733733262785
37,1,51248,0.0417692441021318,0.0516159545843252,0.4189272359806
38,1,51462,0.0320304867925536,0.0517057683303924,0.536002389541516
39,1,52124,0.00788266404447916,0.0516621055620887,0.878815756786004
40,1,52667,-0.0358755017382728,0.0515456559745676,0.486890146188214
42,1,59265,0.00430730730004417,0.0515544797485707,0.933462651867057
43,1,60165,0.00762206415659327,0.0515144336749746,0.88245898948709
44,1,62308,-0.00827458597194297,0.0514574899907767,0.872339518832541
45,1,62869,0.00267216917342716,0.0514527149525332,0.958610288856045
49,1,66841,0.0493022127858328,0.0514102346284838,0.338217092719484
50,1,66948,0.0519032965898182,0.0517193559026718,0.31627983770957
51,1,68621,0.0310544368561435,0.0516263214746301,0.547877576997531
52,1,69417,0.0224710588916563,0.05150214563738,0.662876332356757
56,1,74327,-0.0640120210515051,0.0516870952848853,0.21637120183636
57,1,74572,-0.0630861140327199,0.0515521225356719,0.221868561451587
58,1,75211,-0.0329857974754261,0.0515372869056701,0.522563396149534
59,1,76030,-0.0107940640941824,0.0515639817194349,0.834308724735527
60,1,80108,0.00157836014279364,0.051554921034417,0.975593784789935
61,1,81262,-0.0164993530217311,0.0515280165922727,0.749004962378037
62,1,81999,-0.000924673077247473,0.0516613327396399,0.985729741473088
63,1,82431,-0.00485405730161395,0.0519052644027902,0.925545399485304
64,1,83284,-0.00931433791914522,0.0515258111994439,0.856651591598389
65,1,83613,-0.00704460950261632,0.0515211536581209,0.891320289398234
66,1,84112,-0.011280533077375,0.0515246980289393,0.826827612584477
68,1,84858,-0.0197586353605129,0.0516629219698101,0.70235560627914
69,1,85751,-0.0490419769481765,0.0518203179825342,0.344599563237441
70,1,87445,-0.0312866011972647,0.0519690279477263,0.547544649012101
71,1,87467,-0.0362598204324325,0.0522322580447785,0.488011150219098
72,1,89070,-0.0230531152136048,0.051926276795951,0.657344560269601
73,1,89616,-0.0244870058912256,0.051644913602369,0.635692023633207
74,1,89679,-0.0178020128351174,0.0516592095949945,0.730596691418535
75,1,89880,-0.0215717982995501,0.0516682343392367,0.676562147909635
76,1,91472,-0.033294009938553,0.0520344408596328,0.522688005343099
77,1,93789,-0.0231976513165887,0.0515134015501573,0.652754251992208
78,1,94351,-0.0206799342590546,0.0516520829625522,0.689126349952953
79,1,99148,-0.0293467439994318,0.0515045167029708,0.569182758514802
82,1,106800,-0.0429656836615037,0.0515470000183826,0.405112663471987
83,1,107970,-0.0278970120954757,0.0514234042066422,0.587818901089855
84,1,109000,-0.0158430407723806,0.0515286000765056,0.758673730896561
85,1,112549,0.037152761084641,0.0514391660779202,0.47060914253081
86,1,112742,0.0306193150711135,0.0516520124199639,0.553694543936025
87,1,113050,-0.00288465363304757,0.0515905506734823,0.955441649275155
88,1,113135,0.0014006331884264,0.0514593206450389,0.978301031978501
89,1,114076,0.00833438529262021,0.0514574626515749,0.871424898593492
90,1,114628,0.0238881466135374,0.0515738879718328,0.643518650901777
91,1,116283,-0.000285897899595322,0.0518764914142421,0.995605892754352
93,1,127853,-0.00638483255760577,0.0517787902681927,0.901931954112105
94,1,128302,-0.0220546934229998,0.0515676522410814,0.669141510725454
95,1,128704,-0.0143603984573896,0.0516266984351477,0.781053641607998
96,1,128911,-0.023346699107024,0.0516231171142269,0.651364661658076
97,1,130267,-0.0732108139792235,0.0514662935246688,0.155764131016148
98,1,130271,-0.0737780600130415,0.0515254351824463,0.153063988755663
99,1,130613,-0.0938610266197234,0.0519179519893104,0.0714773973283495
100,1,132012,-0.0658682007541583,0.0519288332697481,0.205479531534413
101,1,133231,-0.0952282232661482,0.0514285597227713,0.0649095012277703
102,1,137074,-0.0927935443586841,0.0513673312062829,0.0716964491091696
103,1,137304,-0.0906666004302416,0.0513961056612921,0.0785842024388263
104,1,139686,-0.0946454048644817,0.0514439461500365,0.0666404150344568
105,1,149562,-0.0765078433565291,0.0516476366695986,0.139407353184387
106,1,150447,-0.0815668137449164,0.0522023732454635,0.119063535816464
108,1,154084,-0.0715884724737521,0.0524060865310976,0.17279806357092
110,1,157269,-0.0740633022626506,0.0514399571529409,0.150809927698888
111,1,160054,-0.0970601752666583,0.0518240885372145,0.0619115940845016
112,1,166222,-0.0916746807683006,0.0514649431787116,0.075722609074786
113,1,166416,-0.0844710969884652,0.0513945034961104,0.10115283046905
114,1,167326,-0.0884199789545001,0.0516700713382053,0.0879149488323507
115,1,168836,-0.0438374976441473,0.051585330666968,0.396009217601513
116,1,171200,-0.0759350260641689,0.0515572320458174,0.141688004873196
117,1,171431,-0.0610000390495858,0.0519368834803328,0.240985207610674
118,1,173339,-0.0769816866470968,0.051470754582208,0.135641116186681
119,1,173845,-0.0677333611719675,0.0514646662051713,0.188989811432065
120,1,175121,-0.0664591159784017,0.0513668401198942,0.196575702674915
121,1,175281,-0.0726099360835597,0.0513871353496794,0.158537328380629
122,1,175315,-0.0681586618816301,0.0513881416810971,0.185581268305726
123,1,175523,-0.0752336802153628,0.0516529388238733,0.146137041089856
124,1,175541,-0.070581373658949,0.051459539242543,0.171062358666169
125,1,175653,-0.0707522683702689,0.051622577735164,0.171380449703485
128,1,175856,-0.0831408398385499,0.0524278190773682,0.113676564526112
129,1,175876,-0.0653934103753543,0.0516908717917169,0.206674890882078
130,1,175989,-0.073105592266488,0.0518098286339554,0.159114359926924
131,1,176001,-0.0756616015200605,0.0520709692271423,0.147098870766025
133,1,177692,-0.0761953710105456,0.0513561545901968,0.138789895139717
134,1,178191,-0.0758737040757728,0.0514088125103625,0.14086510375685
135,1,178224,-0.0761953710105456,0.0513561545901968,0.138789895139717
136,1,178960,-0.090434228986986,0.0517039187544777,0.0811465048365404
140,1,183802,-0.0828706220234898,0.0513333719114066,0.107342496571979
141,1,183954,-0.0857456050451127,0.0516965623075749,0.0980780684220613
142,1,184450,-0.0797772800558894,0.0512676850034406,0.120582067825328
144,1,184718,-0.0758511594190703,0.0515777490111047,0.142285276013212
145,1,185296,-0.0705815289556647,0.0513788754432923,0.170392258716401
146,1,185438,-0.0860651581993794,0.0513144079672349,0.094386169858755
147,1,185469,-0.0834794144274401,0.0514011368331579,0.105251892013796
148,1,185503,-0.0828573684148746,0.0512700563050489,0.106966727038586
149,1,185705,-0.0955896345779322,0.0517851786719687,0.0657456197806806
150,1,185749,-0.0886748500678573,0.0518200175406982,0.0879210920802092
151,1,185806,-0.0841380222792909,0.0519111820905979,0.105951855807688
152,1,185879,-0.0895359474448188,0.0521384234111326,0.0868062377044678
153,1,185916,-0.0797044307144889,0.0521597156949568,0.127387195786024
154,1,185941,-0.0796521783354505,0.0523886557682701,0.129303420766847
155,1,185954,-0.0795804759165463,0.0525429616545702,0.130773864713083
156,1,186055,-0.0914154730652564,0.0514317227036451,0.0763610395352
157,1,186896,-0.10309031924606,0.0522208564317785,0.0491471608574557
161,1,190132,0.0524087925493187,0.0516516214555757,0.310963257775802
162,1,190148,0.052690086386401,0.0516664342478556,0.308515704433331
163,1,190165,0.074630247732005,0.0519885651443396,0.152026515478781
164,1,190169,0.0499933432078911,0.0520070448697061,0.337069280955551
165,1,190933,-0.00683924044987833,0.0516514908854806,0.894734428910978
166,1,192149,-0.0751430815875576,0.0519212604054602,0.148714170227335
168,1,192303,0.0816270792673013,0.0619291014403725,0.18833386252969
171,1,192795,-0.0845653909991634,0.0513581374732162,0.100533896291704
173,1,194187,-0.0402494006994488,0.0515532107506597,0.435481552529925
174,1,194867,-0.0216681382037411,0.0515567243958014,0.674538356708436
190,2,8314,-0.0435939370846394,0.0523914229307089,0.405925446460616
194,2,8498,-0.0418202755147905,0.0523186449085354,0.424632032381828
195,2,8651,-0.0410542939431402,0.0523694366173598,0.433603279489786
197,2,9812,-0.0290667578478525,0.052703740803347,0.581631517030055
198,2,9932,-0.045040733181301,0.0524638898339995,0.391193899549478
199,2,10135,-0.0512159233708604,0.0522464395684763,0.327621318112381
200,2,11616,-0.0541383269923104,0.052182476944813,0.300221899081437
201,2,12133,-0.0563083682289267,0.0523840766496281,0.283147475661008
202,2,12194,-0.0567102543575089,0.0525860788893716,0.281579540688915
203,2,12359,-0.0515353670468137,0.0524469531160469,0.326468024598404
204,2,13061,-0.0623714798561468,0.0524097349651056,0.234816931561465
205,2,14298,-0.0558745572393693,0.052596426285222,0.288813879592912
206,2,15222,-0.0466789611392489,0.0531360932701083,0.380281186712071
207,2,17986,-0.0559082809233455,0.052177189677907,0.284673062100289
208,2,19770,-0.0690495851690365,0.0524948191741928,0.189242666585687
209,2,19836,-0.0705715469373349,0.052344139920042,0.178451281018802
210,2,19851,-0.066483768678804,0.0525132977440239,0.206334768048374
211,2,21595,-0.0665386498443132,0.0522952231577321,0.204080672488816
212,2,22385,-0.0455006578396909,0.0524086759896115,0.385880489413365
213,2,23441,-0.049687456402189,0.0529081109024705,0.348307481624935
214,2,24209,-0.0657571345944497,0.0524212640268688,0.210527292437547
215,2,24341,-0.0702809568880578,0.0525292169870205,0.181777150204287
216,2,26815,-0.0653266760148186,0.0524840841654101,0.214069616235501
217,2,28209,-0.0558072586216241,0.0525329225581537,0.288812473027078
221,2,41245,-0.0898405375683102,0.0521964329857617,0.0860905737439562
222,2,43214,-0.0715034827129396,0.0531286628961691,0.17921297385296
223,2,47104,-0.129730053004136,0.0513174616821243,0.011907272323485
224,2,50915,-0.0970321850024852,0.0520329855225174,0.0630361713024882
225,2,55834,-0.0974785367239227,0.05178780166313,0.060621956484868
226,2,56422,-0.095568937186891,0.0518913798515068,0.0663561406559129
227,2,57715,-0.0929490604118983,0.0517322015325794,0.0732324570842132
228,2,59046,-0.0952522637741258,0.0519844774152789,0.0677458476135936
229,2,59191,-0.0965238200090924,0.0516773098897959,0.0626158116454146
230,2,59383,-0.0992857888163554,0.0516775180806391,0.0555043426446915
231,2,59477,-0.0875349378516102,0.0525223806237812,0.0964766412892379
233,2,60471,-0.0972553922354334,0.0517587687396474,0.0610664744587838
234,2,60478,-0.100152494198328,0.0518027869486912,0.0539934477621914
235,2,60786,-0.0827187901831156,0.0518039501017042,0.111212635513345
236,2,61035,-0.103697576094124,0.0516931393017822,0.045616450217445
237,2,61071,-0.100308636373983,0.051474986942107,0.0521247680735702
238,2,61675,-0.0861106629969983,0.0516973398622875,0.0966664715329709
240,2,62939,-0.117124182713437,0.0514339899927173,0.0233735262602591
241,2,63527,-0.12366733577937,0.0515866456124276,0.0170367240403433
242,2,63857,-0.132219323206887,0.0515387343490025,0.0107170342350017
243,2,65527,-0.121476195192637,0.0514407471762234,0.0187448107369799
247,2,67976,-0.0942554276454813,0.0523524126981977,0.0726506161518964
250,2,72389,-0.123279336776849,0.0518544126478642,0.0179667064912712
251,2,72392,-0.0674458529947083,0.0525007253231984,0.199751686194071
252,2,73646,-0.112066483578706,0.0511981503813612,0.0292602988601446
253,2,74564,-0.0992086989887443,0.0511715054661174,0.0533286859610876
254,2,74739,-0.109360019627271,0.0512831048018859,0.033657352089353
257,2,80873,-0.0217539408000635,0.0517225498789859,0.674311076713555
258,2,81501,-0.0307379541643018,0.0517010098317596,0.552536567560544
259,2,83526,-0.0319889843702039,0.0516185738437309,0.535842942657239
260,2,83845,-0.0172054906047571,0.0516876177916327,0.739426612404005
263,2,84447,-0.000191279869197286,0.0523557566102807,0.997087027765877
264,2,87391,-0.00879109958817048,0.0514653300170073,0.86446634755459
265,2,87562,-0.00703276667178993,0.0515963438746008,0.891658988679556
266,2,87849,-0.00226028836236097,0.0515926746134958,0.965080421542117
267,2,87878,0.0018254109631675,0.0518144249291165,0.971916426004557
269,2,89785,0.00946364641462898,0.0518178431340282,0.855190857217078
272,2,93721,-0.00448405896399823,0.0516632578836517,0.930884496380657
273,2,93952,-0.000701446107830045,0.0515160175141958,0.989143969417246
274,2,95085,-0.0163929275610364,0.051580550602856,0.750815322879054
276,2,107124,-0.0218302117313294,0.051600513381189,0.672507707758429
277,2,111645,-0.0293066943464513,0.0516230851834092,0.570596037610209
278,2,111916,-0.0228958513834951,0.0517540388437336,0.658472606866644
279,2,111931,-0.0172372610743403,0.0518394253035167,0.739699611387966
280,2,111999,-0.0160993324162359,0.051654249363548,0.755471610407943
281,2,114528,-0.021197263263091,0.0519463953415508,0.683476774263331
282,2,116024,-0.0167811392484596,0.0520745308147494,0.747452300695199
286,2,120090,0.0345426118044506,0.0518439046094578,0.505666664807842
287,2,120291,0.0383433923578969,0.0524300346230479,0.465065870050361
288,2,120726,0.0456167068870559,0.0521100564442653,0.381956098649443
289,2,121716,0.0369848256076221,0.0520701441247834,0.477994208452734
290,2,123100,0.0350174856367234,0.0521459221347272,0.502322965105636
291,2,124677,0.0420275722661574,0.0520593045033013,0.420036228180479
293,2,127887,-0.0119765101044378,0.0524607270548139,0.819549269792047
294,2,128935,-0.00209590045341734,0.052414884407477,0.968126301756346
295,2,129053,-0.0122243483204225,0.0525705281331066,0.816259324589104
296,2,130040,-0.0499256857057646,0.0528286558443192,0.345280096574511
297,2,130976,-0.0428807892455857,0.0524149335771478,0.413850532497015
298,2,132199,-0.0458704566541499,0.0526511897054652,0.384229397655315
299,2,133355,-0.0485501866941942,0.0530013538490823,0.360282869502674
300,2,133435,-0.0555896346316194,0.0530966056084401,0.295837722852345
302,2,135183,-0.068132105233274,0.0530847155956697,0.200172888795907
303,2,135402,-0.0701152811818313,0.05306934215355,0.187290008869178
304,2,135898,-0.0704414322004792,0.053350959582078,0.187576807290044
305,2,135912,-0.069527221470326,0.0533939561071503,0.193712306502157
306,2,135925,-0.071291910788172,0.0531442979874166,0.18062765299037
307,2,136002,-0.0687243750535267,0.0531139189192274,0.196544094546171
308,2,136173,-0.0585988125774921,0.053525594838436,0.274358944207122
310,2,138318,-0.0956013160386233,0.0547961503011398,0.0819122486456008
311,2,138695,-0.0881538146059668,0.0538847926273905,0.102737473101051
312,2,138818,-0.0852979894521178,0.0537982695753054,0.113744635272377
313,2,139728,-0.0691997830429767,0.0537666956076256,0.19892431923981
314,2,140174,-0.0716903824209361,0.0537574506713729,0.183198219701453
315,2,140863,-0.0670415243877813,0.0537525944808599,0.213142223235546
316,2,141152,-0.0691421555196106,0.0538971580208333,0.200385082047958
317,2,141292,-0.0732002792938833,0.053492522829845,0.172050697316865
318,2,141545,-0.0731437446591172,0.053754696148701,0.174478229769903
322,2,146723,-0.0567850409913766,0.0537133093490902,0.291148942447613
323,2,147946,-0.0734539813805051,0.0541501354033406,0.175811021979285
