SNP,Chr,Pos,Effect,SE,MID2_TPO2_noMTX_Trifluoperazine_avg_logratio_Fitness_minus_ref.GLM
8,1,27243,-0.019958793803639,0.0589892644585792,0.735303453337159
9,1,27272,-0.0187266899441516,0.0581042520152447,0.747420270441055
16,1,27843,-0.0567070343394494,0.0566574958346642,0.317573140598964
17,1,27848,-0.0567070343394494,0.0566574958346642,0.317573140598964
18,1,28495,-0.0633965638010075,0.0566383267744088,0.263763551567997
19,1,28975,-0.0635580473643745,0.0562578675546116,0.259343268941473
26,1,31435,-0.0535153533241516,0.0561379471196979,0.341098976325249
29,1,36146,-0.0492787440555181,0.055858773265381,0.378267694891312
31,1,37409,-0.0335930266983056,0.0561942327530104,0.550355341607384
32,1,37478,-0.0490839109426382,0.0562103246754579,0.383137457464063
33,1,39144,-0.111246324412106,0.0557003983029794,0.0465677909791601
34,1,41499,-0.0970596754271244,0.0556194579999457,0.0818434093246528
37,1,51248,-0.0655947541852688,0.0559878656381029,0.242152366550177
38,1,51462,-0.0733583005329031,0.0560368194798511,0.191348970811357
39,1,52124,-0.0432485761566419,0.0560493646314186,0.44085822413176
40,1,52667,-0.0800745066580593,0.0558443149946017,0.152489343426297
42,1,59265,-0.00149812847073702,0.0559783995448398,0.978664192688534
43,1,60165,0.00657587900518005,0.0559350602278209,0.906480990433537
44,1,62308,-0.00209876210241799,0.0558745259923315,0.970058093828244
45,1,62869,-0.00614209400591317,0.0558666635213093,0.912517830054184
49,1,66841,0.0157413252736904,0.0558876701948096,0.778369214704205
50,1,66948,0.00801334979112212,0.0562353603127987,0.886769031591772
51,1,68621,0.0291442370776178,0.0560631748403787,0.603496496990461
52,1,69417,-0.017313400793295,0.0559285642649231,0.757076129036721
56,1,74327,-0.103275554518406,0.0559744370048382,0.0658679342704852
57,1,74572,-0.0951119717411697,0.0558650542268558,0.08953624172875
58,1,75211,-0.10785276452613,0.055696655750512,0.0536127338243347
59,1,76030,-0.0372426203246504,0.0559565966476123,0.506125338585704
60,1,80108,-0.0892695105248299,0.0557764499944112,0.110385016431331
61,1,81262,-0.115214077272985,0.0556202708157159,0.0390436914633925
62,1,81999,-0.0810618559490242,0.0559277780655229,0.148113033513288
63,1,82431,-0.104814576453619,0.056082700329918,0.0624606541254546
64,1,83284,-0.11392737098948,0.0556198019236558,0.0412675329960865
65,1,83613,-0.100420350575459,0.0556872895326226,0.0721952089854212
66,1,84112,-0.0824308738767722,0.0557770783607379,0.140336139015199
68,1,84858,-0.086701635066449,0.0559171769118843,0.12190880035501
69,1,85751,-0.106879081702903,0.0560499528763162,0.0573510815235205
70,1,87445,-0.0886472056727043,0.0562594797784872,0.115994213325161
71,1,87467,-0.0898824560191208,0.0565505434215293,0.112861222918987
72,1,89070,-0.0913089882936793,0.0561875547844862,0.105039045326812
73,1,89616,-0.0816568108099478,0.055925326188034,0.145150791774454
74,1,89679,-0.0675997840802827,0.0559855579798927,0.228067139461588
75,1,89880,-0.0826071649158291,0.055942756042142,0.140664380064855
76,1,91472,-0.0883924976772149,0.0563356944936285,0.117536439209614
77,1,93789,-0.0678130769297274,0.0558328227923041,0.225340578360247
78,1,94351,-0.0719127511102123,0.0559658823591756,0.199656039520507
79,1,99148,-0.0995912207085357,0.0556977005999312,0.0746227815830692
82,1,106800,-0.086559972806233,0.0558350818178461,0.121970535284872
83,1,107970,-0.0774457210702009,0.0557065548927135,0.165330649120786
