SNP,Chr,Pos,Effect,SE,ADE17_GIS2_noMTX_Fluconazole_avg_logratio_Fitness_minus_ref.GLM
8,1,27243,0.144707961624571,0.109641373789816,0.187747091892781
9,1,27272,-0.0149448238695439,0.108258020272156,0.890281042977801
16,1,27843,0.0172973082730947,0.105695440487247,0.870098478471133
17,1,27848,0.0172973082730947,0.105695440487247,0.870098478471133
18,1,28495,0.0877203046058514,0.105597997525355,0.406704356886627
19,1,28975,0.0794683075703939,0.104909379665692,0.449258835590168
26,1,31435,0.0286473685155364,0.104705327806438,0.784552113753461
29,1,36146,-0.0746976026688904,0.104100574864365,0.473507966747501
31,1,37409,-0.000819591447364015,0.104739725460531,0.993761013730102
32,1,37478,0.00828563445868119,0.104828845409517,0.9370458776926
33,1,39144,0.0282746336097694,0.10434055597818,0.786561632250979
34,1,41499,0.0809183496580518,0.103972797702064,0.436934365162932
37,1,51248,0.167777574532461,0.104122669389056,0.107998207272484
38,1,51462,0.142712053318787,0.104370570630154,0.172382762375878
39,1,52124,0.042138015196725,0.104480827514294,0.686965396561955
40,1,52667,0.0655934619168469,0.104278988375849,0.529743469540462
42,1,59265,-0.0527092380545131,0.104247035283749,0.61344000195836
43,1,60165,-0.0249048095671181,0.104197541641759,0.81123240248676
44,1,62308,-0.0963157455222312,0.103965058650109,0.354858514974982
45,1,62869,-0.105220769919218,0.103927512281463,0.312019334219463
49,1,66841,-0.0796466891386099,0.104041019667586,0.444466586939509
50,1,66948,-0.0610898568489388,0.104715920413897,0.560005661511756
51,1,68621,-0.0461778078184351,0.104453661847223,0.658695574416185
52,1,69417,0.0665051462703242,0.104145836236984,0.523512163432729
56,1,74327,-0.124605589308455,0.104568786458192,0.234213316085683
57,1,74572,-0.0993961526477563,0.104365937051514,0.341555362623114
58,1,75211,-0.138124448970298,0.104050050616658,0.185207526527929
59,1,76030,-0.0386629250241535,0.104289140211227,0.711062353669793
60,1,80108,-0.0927759522660621,0.10416780354797,0.373729258575134
61,1,81262,-0.0482039233086708,0.104213775889987,0.64397303091858
62,1,81999,-0.0466124492114044,0.104470480629628,0.655742099059772
63,1,82431,-0.0423825597651133,0.104970374128563,0.686635641146534
64,1,83284,0.0126029054071305,0.104228421572924,0.903826200911116
65,1,83613,0.0271586835476792,0.104209069444002,0.794539630161153
66,1,84112,0.0100475142077905,0.10422920814935,0.923258978683789
68,1,84858,0.0258848242460499,0.104515670780381,0.804537972864278
69,1,85751,0.00160056376650086,0.10495434021303,0.987841270822222
70,1,87445,0.0503224135791284,0.105142131856241,0.632510120645308
71,1,87467,0.0748481588053494,0.105651763057379,0.479138294972268
72,1,89070,0.0498112059547976,0.105031677292353,0.63561531550196
73,1,89616,0.0445182445887905,0.104473068128286,0.670278859197144
74,1,89679,0.0261466050775693,0.104503902094986,0.802580239049404
75,1,89880,0.0526760417514994,0.104502046278691,0.614528689119346
76,1,91472,0.0411568529158454,0.1052928397979,0.696121825412201
77,1,93789,0.024330238733756,0.104222535346268,0.81555111991884
78,1,94351,0.0446553573858749,0.10447786545553,0.669338028771123
79,1,99148,0.0716491778098209,0.104160794095063,0.491985829556188
82,1,106800,-0.00416270904052202,0.104370939866662,0.968208318703016
83,1,107970,-0.0169238732391379,0.104058061825629,0.870895934839927
84,1,109000,0.0497629874700996,0.104211699934107,0.633288665176339
85,1,112549,0.216959033943282,0.103485062007454,0.036746955657876
86,1,112742,0.195397309994751,0.104014396757465,0.0611284930655026
87,1,113050,0.117659630046121,0.104169102299718,0.25945136873661
88,1,113135,0.170080823607688,0.103696989031592,0.101860309535927
89,1,114076,0.269510854190247,0.103098230334231,0.00932895811619966
90,1,114628,0.267067757050156,0.10338205565316,0.0101873258396214
91,1,116283,0.153532305663789,0.104616447266988,0.143110562035939
93,1,127853,-0.0056961190283826,0.104739295768978,0.956660165067328
94,1,128302,-0.00169492658159517,0.104337374272146,0.987048373228873
95,1,128704,0.0125066063682018,0.104439152126467,0.904749178494818
96,1,128911,0.0276166743202926,0.104442489794147,0.791610681005645
97,1,130267,-0.102518333401614,0.104260634445011,0.32613867880246
98,1,130271,-0.106636517692813,0.104373028443119,0.307628952512497
99,1,130613,-0.115404978066986,0.105325079837088,0.273955865187555
100,1,132012,-0.0466379492443583,0.10525082444436,0.657955840882795
101,1,133231,-0.0225374219960844,0.10452614395774,0.829412259645277
102,1,137074,0.0496994713195236,0.104350836993049,0.634174648135971
103,1,137304,0.00926423135293539,0.104419477399794,0.929353719862142
104,1,139686,-0.0355209226719903,0.104540772521821,0.734223861892989
105,1,149562,-0.0220464283516526,0.10478982876486,0.833486943347187
106,1,150447,0.00844530417436856,0.105957873643795,0.936517559317868
108,1,154084,0.0122314495684894,0.106284190911872,0.908445169945187
110,1,157269,0.00110222486952477,0.104357155784363,0.991578831406963
111,1,160054,0.0187056019050592,0.105343945550559,0.8591649372963
112,1,166222,0.0278601102242892,0.10455895017092,0.7900454520677
113,1,166416,0.0314850444306417,0.104343716471977,0.763025244428608
114,1,167326,0.0066788087377333,0.104949584290978,0.949294287954276
115,1,168836,-0.00393415279061049,0.104452622739608,0.969976494558674
116,1,171200,0.0241572129537538,0.104601356111825,0.817490933582391
117,1,171431,0.047691950345537,0.105231728804005,0.650676814849864
118,1,173339,0.0198720057101162,0.104438394501038,0.849203089975389
119,1,173845,0.0252472157541453,0.10434852024477,0.808958725579312
120,1,175121,-0.031670009046632,0.10413661938521,0.761215805557621
121,1,175281,-0.0190598031864042,0.104233849904138,0.855015843259016
122,1,175315,-0.0291540599599763,0.104194418989348,0.779791435225265
123,1,175523,-0.0169947110177694,0.10479249459421,0.871260923632921
124,1,175541,-0.0241762647018237,0.104360770864888,0.816935969480178
125,1,175653,-0.00666247079137886,0.104698359677947,0.9492969513537
128,1,175856,-0.0179947021381718,0.106423103010787,0.86582550965191
129,1,175876,-0.0125077727702681,0.104794283840333,0.905061621055888
130,1,175989,-0.010314548274432,0.105093965797417,0.921872097016478
131,1,176001,0.00408148088414492,0.105642794743632,0.969203452157748
133,1,177692,-0.020296221959678,0.104200373347281,0.845676683547432
134,1,178191,-0.025400873245751,0.104300678877183,0.807732385127753
135,1,178224,-0.020296221959678,0.104200373347281,0.845676683547432
136,1,178960,-0.0208921992201095,0.105032363618425,0.842446086209729
140,1,183802,0.0478269564054358,0.104188001799956,0.646484551936218
141,1,183954,0.0352667637321352,0.10496105674601,0.737071578084068
142,1,184450,0.0448663428394331,0.104031290279064,0.666529947382282
144,1,184718,0.0696966867137227,0.104584159300928,0.505579747186725
145,1,185296,0.0891528783815164,0.10409787950062,0.392339208757305
146,1,185438,0.033930057598801,0.104195243939736,0.7448902761839
147,1,185469,0.0381319936854519,0.10434155338238,0.714991736402118
148,1,185503,0.0575552644553437,0.104046282625801,0.580497277906966
149,1,185705,0.0561430125979235,0.105212308170505,0.593942795657174
150,1,185749,0.0389779573634885,0.105234287015509,0.71131244240832
151,1,185806,0.0447070856499441,0.105368413542039,0.671610565412226
152,1,185879,0.0572413503225111,0.105860729099859,0.589039419783199
153,1,185916,0.0732522350086998,0.105784570781476,0.489099899739156
154,1,185941,0.0734066369402921,0.106245706310381,0.490073715168341
155,1,185954,0.0632684291919561,0.106574826370292,0.553124653341892
156,1,186055,0.051499451091672,0.104463979640992,0.622327840226956
157,1,186896,0.0424784856801643,0.106189110370942,0.689378763676282
161,1,190132,0.266488563317513,0.103666674892653,0.0105606438469481
162,1,190148,0.27546113279182,0.103632084152286,0.00821651893255942
163,1,190165,0.277985969135753,0.104425342155796,0.00812176289826931
164,1,190169,0.27815615535295,0.104291220490666,0.00800301815032543
165,1,190933,0.205665085217217,0.103907571980982,0.0485579248318353
166,1,192149,0.259256445362613,0.10442907583205,0.0135065778990839
168,1,192303,-0.208685104442172,0.125085107949562,0.0961339808312683
171,1,192795,0.185715183746326,0.10381526406034,0.0744881486491265
173,1,194187,0.136982281005772,0.10411621371274,0.189139618833492
174,1,194867,0.0782787693792652,0.104231139047611,0.453146167768999
190,2,8314,0.142437437343499,0.105809336670282,0.179111269961452
194,2,8498,0.153925483390914,0.105607925535131,0.145862384548484
195,2,8651,0.15955572267419,0.105683748862247,0.132002544551775
197,2,9812,0.163018524533964,0.106300859716609,0.126034174522646
198,2,9932,0.131110959373744,0.106004575378183,0.216967790383559
199,2,10135,0.125005466743336,0.105617826229802,0.237382079646155
200,2,11616,0.157175589684649,0.105383335226757,0.136732446316964
201,2,12133,0.148074154853395,0.105842101683123,0.162688020972889
202,2,12194,0.16024279262155,0.106203621533319,0.132237725738038
203,2,12359,0.139698137013152,0.105973497736889,0.18827919890496
204,2,13061,0.152783282796329,0.105914490934648,0.150043715157162
205,2,14298,0.137865835688678,0.106308368581389,0.195530388323837
206,2,15222,0.162577014087022,0.107251938697096,0.130454191724629
207,2,17986,0.165224098640043,0.105348452912754,0.117693515368953
208,2,19770,0.123773633697198,0.106241709771606,0.244797878915299
209,2,19836,0.105901881287254,0.106003564691363,0.318459275708068
210,2,19851,0.116711882375999,0.106282738075061,0.272897739455678
211,2,21595,0.121834734753164,0.105825912166335,0.250398280931365
212,2,22385,0.166882645686082,0.105752364830389,0.11544951773913
213,2,23441,0.193344196156945,0.106660189429745,0.0707256083587546
214,2,24209,0.172288188462102,0.105876773141497,0.104575824144383
215,2,24341,0.191066282945059,0.106037978772179,0.0724194680655185
216,2,26815,0.188528871413802,0.105922620376958,0.0759568173272296
217,2,28209,0.128233913455176,0.106213588931083,0.228116823134398
221,2,41245,0.184814920503034,0.105567102149728,0.0808685643302885
222,2,43214,0.178849483946407,0.107322015377218,0.0965057991477434
223,2,47104,0.0468278221010545,0.10471007576721,0.654994760769941
224,2,50915,0.000132613627597533,0.105768830780159,0.999000315806082
225,2,55834,-0.0092905053800762,0.105278930863049,0.929730738832381
226,2,56422,-0.0147454868103465,0.105465391870098,0.888887074475551
227,2,57715,-0.0102345880132297,0.105119231170425,0.922494407591993
228,2,59046,0.0238892800083872,0.105644765786539,0.82123244460772
229,2,59191,0.0183459588021384,0.10504294988283,0.861453230946881
230,2,59383,0.0162043266208541,0.105074200881146,0.877526029356047
231,2,59477,0.0159701958613361,0.106655385958738,0.881058085640781
233,2,60471,0.020595289543772,0.105213553771432,0.844920437762007
234,2,60478,0.0174616937976054,0.105335231891511,0.868430820891824
235,2,60786,0.0128609983963367,0.105163897859784,0.902735137646083
236,2,61035,0.0137068755927219,0.105156010379195,0.896365353199038
237,2,61071,0.0140771640638412,0.104678818644505,0.893099994653355
238,2,61675,0.0143487173438186,0.104980091868108,0.891361367640553
240,2,62939,0.011391723855708,0.104799648608639,0.913502187430172
241,2,63527,0.0408911174015482,0.105172276703701,0.697657550074823
242,2,63857,0.00504277193168373,0.105218921597272,0.961801943672891
243,2,65527,-0.00930731577572236,0.104871201978089,0.929330949450715
247,2,67976,0.0407050715118892,0.106360828236791,0.702167090858482
250,2,72389,0.225396691371847,0.105044017840559,0.0325756009687339
251,2,72392,0.14787073664865,0.106154403735402,0.164503086134938
