SNP,Chr,Pos,Effect,SE,SRO9_DHH1_noMTX_Metformin_avg_logratio_Fitness_minus_ref.GLM
8,1,27243,-0.0487003781355573,0.0601026098290906,0.418321012716615
9,1,27272,-0.12250805729255,0.0588951853966119,0.0382370726237732
16,1,27843,0.0871983984401337,0.057666578579475,0.131399756004098
17,1,27848,0.0871983984401337,0.057666578579475,0.131399756004098
18,1,28495,0.118241980409544,0.0575106581674801,0.0405173101067789
19,1,28975,0.11849775128454,0.0571201117105414,0.0387537597433315
26,1,31435,0.110561015696191,0.0570121103018796,0.0532668241895525
29,1,36146,0.038301711422264,0.0569830024931222,0.501921353267776
31,1,37409,0.0976538629706379,0.0570916482268942,0.0880565968294102
32,1,37478,0.0890608863591015,0.0571808904576656,0.120241035293664
33,1,39144,0.00244633757840179,0.0571150596477753,0.965859876294735
34,1,41499,0.0172661178293229,0.0569493689080136,0.761928502253502
37,1,51248,0.0651078136366401,0.0570941496604506,0.25490997974444
38,1,51462,0.0598018606104357,0.0571882724206452,0.296414398982852
39,1,52124,0.0243971622147629,0.057184476229909,0.669901916058802
40,1,52667,-0.0162381557113145,0.0571010078802046,0.776288998830443
42,1,59265,-0.0048995588864609,0.0570781430376794,0.931642677082459
43,1,60165,0.0104381731625878,0.0570329003208982,0.854887235050006
44,1,62308,0.000832476499979612,0.0569728622408706,0.988350133877196
45,1,62869,-0.0122763799064226,0.0569619764154961,0.829487283107068
49,1,66841,-0.00828235886525486,0.0569908664096624,0.884534988529062
50,1,66948,-0.00375991351357263,0.0573419922514054,0.947757305035908
51,1,68621,0.0232566381478738,0.0571736016352764,0.684421742106482
52,1,69417,-0.026087108847036,0.0570187031330897,0.64757990317323
56,1,74327,-0.0560227412233377,0.0572716142688836,0.328648350350457
57,1,74572,-0.0643505642074498,0.0570938610019702,0.260465221337028
58,1,75211,-0.0551773961522297,0.0570166540459339,0.333835922154825
59,1,76030,0.00286948093317688,0.0570920334770106,0.959943132353892
60,1,80108,-0.072116824177058,0.0569495317822271,0.206230430884944
61,1,81262,-0.0830360942037169,0.0568857361579443,0.145261945074499
62,1,81999,-0.099217510339631,0.0569521976656286,0.0823585734188089
63,1,82431,-0.092536200238835,0.0572558097735758,0.106946802498176
64,1,83284,-0.0949701862612769,0.0568246987437991,0.0955518965001514
65,1,83613,-0.0521277948891355,0.0569752747142591,0.360858382760428
66,1,84112,-0.0406759368759418,0.0570079806321934,0.475999807750095
68,1,84858,-0.0240663654520651,0.0571957430207898,0.674177650335086
69,1,85751,-0.0294179639034443,0.0574238904275128,0.608765034994306
70,1,87445,-0.0246705939337044,0.0575516907171771,0.668425986777688
71,1,87467,-0.0407344718947082,0.0578274036499766,0.481639019486248
72,1,89070,-0.0220332200792883,0.0574938957597315,0.701782050671478
73,1,89616,-0.0398782775175158,0.0571571062461571,0.48582669052264
74,1,89679,-0.0128035276991888,0.0571996855729247,0.823011972399871
75,1,89880,-0.014020343855418,0.0572133726603083,0.806557311192447
76,1,91472,-0.0231658338533579,0.057629768988788,0.687944325617887
77,1,93789,-0.0673767537620834,0.0569362519121489,0.237458155804189
78,1,94351,-0.0671362940916978,0.0570874942298145,0.240377570065673
79,1,99148,-0.0491078061047353,0.0569891678565776,0.389435271733606
82,1,106800,0.0165868755427128,0.05711920514245,0.7716880159476
83,1,107970,-0.0203140696212159,0.0569465199615904,0.721513158403243
84,1,109000,-0.0254953111606901,0.0570410215993188,0.655174802965407
85,1,112549,0.00882379070785211,0.0569906362193849,0.877044788874918
86,1,112742,0.0171328810328421,0.0572073470123598,0.764744422502399
87,1,113050,0.0122523890730713,0.0571146401662609,0.830263306115591
88,1,113135,0.000439051151455927,0.0569728746778611,0.993855661063303
89,1,114076,0.0153105811885471,0.0569670512937879,0.788269808188739
90,1,114628,0.00645691265392895,0.057115976916189,0.91005585110807
91,1,116283,0.0708917173002619,0.057310615632724,0.216919164766009
93,1,127853,0.0399410786913618,0.0572883235214601,0.486140256992094
94,1,128302,0.0163240009817333,0.0571009385389298,0.775137923521176
95,1,128704,0.024194014630975,0.0571498887887224,0.672302715596762
96,1,128911,0.00898412433667861,0.0571687215257298,0.875215654985915
97,1,130267,-0.0630234481102493,0.0570450828425605,0.269998414717121
98,1,130271,-0.0624560164535419,0.0571147876378828,0.274912326680213
99,1,130613,-0.0574947717918431,0.0576649414104582,0.319423689800007
100,1,132012,0.00914549204420212,0.0576214536412538,0.873982773258543
101,1,133231,0.0200418453761301,0.0572046694485161,0.726282523528498
102,1,137074,0.0327404398728207,0.0571066620858064,0.566792519672007
103,1,137304,0.0307985753133431,0.0571295891256634,0.590157524544635
104,1,139686,0.0200924175363309,0.0572182172280306,0.725682151362191
105,1,149562,0.0259008742111752,0.0573421983050611,0.651770008782998
106,1,150447,-0.00259889111188799,0.0579948402467428,0.964282136917271
108,1,154084,0.0237787492365228,0.05816041083682,0.682899369911056
110,1,157269,0.0252269114441853,0.0571025793517318,0.658917223914366
111,1,160054,0.00478247346604654,0.0576604719734646,0.933944689165041
112,1,166222,-0.000732763682983251,0.0572345447034812,0.989792337685104
113,1,166416,0.0102514637506774,0.0571157568529921,0.857659295023622
114,1,167326,0.0089499471315595,0.0574409653410333,0.876270885109229
115,1,168836,0.0486986591978993,0.0571119346128881,0.394410532334097
116,1,171200,0.0661765884382556,0.0571478978649463,0.247651740817089
117,1,171431,0.0377554240556349,0.0575787372857916,0.512432607264718
118,1,173339,0.0652952902167111,0.0570600136072695,0.25326356104118
119,1,173845,0.0469377206685208,0.0570637027899452,0.411319498554094
120,1,175121,0.0936644427872126,0.0567867074765234,0.0999536491768865
121,1,175281,0.0692351414162894,0.0569344367123725,0.22477829565383
122,1,175315,0.0721460377793359,0.0569061963973919,0.205702711091303
123,1,175523,0.0645073319977378,0.0572559172178946,0.260656139745608
124,1,175541,0.0708896871563167,0.0569999326527642,0.214442563670393
125,1,175653,0.0619338363665277,0.0572105467611628,0.279742795183415
128,1,175856,0.0614684322953869,0.0581595320576179,0.291282933638924
129,1,175876,0.0683470388242531,0.0572432961325132,0.233289645737107
130,1,175989,0.0658232551907582,0.0574156334896499,0.25239198308919
131,1,176001,0.0586845980734047,0.0577377277008259,0.310135297279173
133,1,177692,0.0691256844960826,0.0569168159984809,0.225367243603723
134,1,178191,0.0762280816793887,0.0569478941478699,0.181575929902261
135,1,178224,0.0691256844960826,0.0569168159984809,0.225367243603723
136,1,178960,0.0584664479068883,0.0574068604050649,0.309158086654699
140,1,183802,0.0681719978966866,0.056927270994496,0.231904346370478
141,1,183954,0.0617505664024864,0.0573639994585866,0.282452699899911
142,1,184450,0.0733537202203643,0.056821022040717,0.197562022912908
144,1,184718,0.079911108376307,0.0571204673373539,0.162693238298964
145,1,185296,0.0860913654862082,0.0568512444161941,0.130837805863817
146,1,185438,0.0574792417295348,0.0569561952784848,0.313577970959221
147,1,185469,0.055921067112239,0.0570430192497745,0.327593912186223
148,1,185503,0.0430682556166916,0.0569267458472157,0.449820694356287
149,1,185705,0.0421936581239205,0.0575658418840496,0.464067158965333
150,1,185749,0.0432948313088138,0.0575635255433048,0.452478509196483
151,1,185806,0.0507317781903588,0.0576233256680202,0.379239745403715
152,1,185879,0.0341631231415271,0.0579367769223953,0.555794408186644
153,1,185916,0.0381967393504723,0.0579032613241285,0.509899145312762
154,1,185941,0.0388589037782296,0.0581545637973273,0.504442333723439
155,1,185954,0.0476106638185973,0.0583062338551551,0.414729397222544
156,1,186055,0.0466624291013322,0.0571425551292159,0.414709602337116
157,1,186896,0.0504968193786743,0.0580720577344667,0.385134777069567
161,1,190132,-0.0356180569706138,0.0572376693241977,0.534157208265477
162,1,190148,-0.0348207254544062,0.0572563402253488,0.543475807897251
163,1,190165,-0.0271961742905941,0.0577083778437979,0.637739707075058
164,1,190169,-0.033123372980033,0.0576275821377144,0.565803981859779
165,1,190933,-0.0796212062908043,0.057029763372905,0.163551425882305
166,1,192149,-0.0460750560453776,0.0576023645999476,0.424317493568073
168,1,192303,0.0816471575413731,0.068595363880835,0.234739257927062
171,1,192795,-0.0893879687713057,0.0568801130882693,0.116958860053783
173,1,194187,-0.0800039702606084,0.0569671034391206,0.161082307244345
174,1,194867,-0.0178265856074354,0.05708705439318,0.755019565248371
190,2,8314,-0.104774372607768,0.0577932224499157,0.0706937417959828
194,2,8498,-0.0792031385507308,0.0578231504865034,0.171636267082838
195,2,8651,-0.0737993676248061,0.0578978085044941,0.203271997432265
197,2,9812,-0.0736246869007394,0.0582440302882975,0.207037996664765
198,2,9932,-0.0801511505720958,0.0579889231187781,0.167790266248797
199,2,10135,-0.0569434173429022,0.0578436046902464,0.325574663254821
200,2,11616,-0.0860075994985218,0.0576801033259008,0.136824656306957
201,2,12133,-0.0665278904041229,0.0579834789731745,0.252010134165347
