SNP,Chr,Pos,Effect,SE,ADE17_GIS2_noMTX_5.FC_avg_logratio_Fitness_minus_ref.GLM
8,1,27243,0.0657667071973731,0.071298741994331,0.356944517128728
9,1,27272,0.0305976050043977,0.0702937191798368,0.663623615836619
16,1,27843,0.0217551844094182,0.0686391947307677,0.751468999184973
17,1,27848,0.0217551844094182,0.0686391947307677,0.751468999184973
18,1,28495,0.0600050298722164,0.0685757421952955,0.382158907450299
19,1,28975,0.0293613328270327,0.0681732766937545,0.666958941024272
26,1,31435,0.0100676983461366,0.0680084040385536,0.882398807333139
29,1,36146,-0.0224141619967952,0.0676493059314205,0.740592759629076
31,1,37409,0.0126399129819196,0.0680223245433799,0.85269259604511
32,1,37478,0.00592579217105077,0.0680833983366069,0.930691248543227
33,1,39144,-0.0445301153920133,0.0677319887284531,0.511322721377246
34,1,41499,0.0367140252278665,0.0675572000841189,0.587162366298049
37,1,51248,0.0900698283696333,0.0677036189111857,0.184260232389245
38,1,51462,0.0835187885508744,0.0678196401273878,0.218961743959063
39,1,52124,0.0239546571691588,0.0678611541412561,0.724302779965651
40,1,52667,0.0196227493440416,0.0677563054611473,0.772286384465332
42,1,59265,-0.0351529158628861,0.0677043213265848,0.603938078323271
43,1,60165,-0.0125421610907253,0.0676756950626896,0.853078680078032
44,1,62308,-0.0248287142648504,0.0675916379871863,0.713589935486545
45,1,62869,-0.0381620204832895,0.0675655407891333,0.572558452772369
49,1,66841,0.00899758020487859,0.0676262260908651,0.894230692288895
50,1,66948,0.0135632887919082,0.0680391326723629,0.842107335093249
51,1,68621,0.0309739856799552,0.0678386038187091,0.648251264417662
52,1,69417,0.0561525564877247,0.0676129647771283,0.406817572780343
56,1,74327,-0.0267673257791411,0.0680361665378047,0.694240982201253
57,1,74572,-0.0276566937451068,0.0678539426587713,0.683820641619767
58,1,75211,-0.0188485926526733,0.067738758539108,0.780980161195391
59,1,76030,-0.0189358056824576,0.0677386896338757,0.77999266389549
60,1,80108,-0.0772025935544306,0.067605408342177,0.254245141235215
61,1,81262,-0.0704216555129572,0.0676007335584941,0.298250189870673
62,1,81999,-0.0944109701531089,0.0676836306329196,0.163927186255329
63,1,82431,-0.0891242088652224,0.068025995478026,0.190997226533974
64,1,83284,-0.0543903269083522,0.0676330419686088,0.421824137401824
65,1,83613,-0.0445286470623274,0.0676460046770081,0.510800258775115
66,1,84112,-0.0510460594344359,0.0676404261795254,0.450951428085111
68,1,84858,-0.0496086278501621,0.0678346569790615,0.465070807448755
69,1,85751,-0.0584411468703428,0.0680940480308082,0.391341408868877
70,1,87445,-0.036413572000931,0.0682816507040922,0.594171982779776
71,1,87467,-0.0309155473959621,0.0686470339867892,0.652730819312622
72,1,89070,-0.0760685117714089,0.0681167707769635,0.264866368373962
73,1,89616,-0.0440713079228139,0.0678293605961929,0.516284093741286
74,1,89679,-0.0728570500006238,0.0677676457557477,0.283063883597026
75,1,89880,-0.0671119797427535,0.067801673769579,0.32293629182111
76,1,91472,-0.0741287816790835,0.0682857884068654,0.278411495647436
77,1,93789,-0.0335382361524896,0.0676714297231268,0.620482169212426
78,1,94351,-0.0171379765938529,0.0678670005916769,0.800783836606572
79,1,99148,0.00920312125368701,0.0676931968854901,0.891935604819139
82,1,106800,-0.0372048588854075,0.0677573519665934,0.583291100495135
83,1,107970,-0.00432406805207083,0.0675850633265945,0.949022652241729
84,1,109000,-0.0306905105040388,0.0676848552983196,0.650515973875714
85,1,112549,0.0607166475593535,0.0675506655697417,0.369355253675161
86,1,112742,0.0525202366338656,0.0678338272322803,0.439302118303474
87,1,113050,0.0564246741627517,0.0677106197132124,0.405227256879767
88,1,113135,0.0251383271456665,0.0675913137923995,0.710178149856758
89,1,114076,0.0466342966973633,0.0675589749717133,0.490474615455388
90,1,114628,0.039799464702183,0.0677424710564019,0.557235999652452
91,1,116283,0.00578832098120519,0.0681518473582194,0.932363036390501
93,1,127853,-0.0341804063087997,0.0680013205985568,0.61552853060393
94,1,128302,-0.0125980276075581,0.0677610369255295,0.852615493765117
95,1,128704,-0.0220385913458907,0.0678216659188486,0.74541206714711
96,1,128911,-0.00124230378324386,0.0678392839684237,0.985399938036192
97,1,130267,-0.130673694155375,0.0674495218867262,0.0534993472917291
98,1,130271,-0.13075963417749,0.0675299550527042,0.0536263887099183
99,1,130613,-0.143865611610583,0.0680928621502061,0.0353207372134648
100,1,132012,-0.133019420609832,0.068009074274027,0.0512645151173476
101,1,133231,-0.126752298102243,0.0675553776714881,0.0614427596887647
102,1,137074,-0.0810969623441904,0.0676572983679041,0.231470763645089
103,1,137304,-0.0931478432466085,0.0676369515794615,0.169331136149902
104,1,139686,-0.102173195640654,0.0676894360783003,0.132080706797315
105,1,149562,-0.0998685745687051,0.0678545746485872,0.14196498643397
106,1,150447,-0.087553809982325,0.0686594597473217,0.203080850866236
108,1,154084,-0.0954446394912808,0.0688428535182854,0.166495777979271
110,1,157269,-0.0990499650363826,0.0675718448824854,0.143580231512879
111,1,160054,-0.112470122343794,0.068158756423987,0.0998078592637554
112,1,166222,-0.104408540085838,0.0676873303106166,0.123845098682309
113,1,166416,-0.101906829598205,0.067559809483565,0.132348107052333
114,1,167326,-0.117176561053697,0.067876414332047,0.0851644077299011
115,1,168836,-0.106802870503855,0.0676007306896529,0.115023759115797
116,1,171200,-0.12179896327578,0.0676309236736538,0.0725663426530836
117,1,171431,-0.113242328639904,0.0680988589332596,0.0972178625064994
118,1,173339,-0.128572742475928,0.0674873515542073,0.0575744546807199
119,1,173845,-0.127439845505698,0.0674369251266982,0.0596087273705659
120,1,175121,-0.149485686681804,0.0671732527698434,0.026687346516542
121,1,175281,-0.141218204621654,0.067281764998907,0.0365349591599815
122,1,175315,-0.144658155988006,0.0672396083064196,0.0321240093447355
123,1,175523,-0.147044231388837,0.0676109854842803,0.0303042234029378
124,1,175541,-0.143340374533035,0.0673539687420527,0.0340156802756704
125,1,175653,-0.156785993363519,0.0674851841828506,0.0207324974903584
128,1,175856,-0.140967739370555,0.0687133349091879,0.0409524229033787
129,1,175876,-0.134534173888301,0.0676847419101931,0.0476216930241904
130,1,175989,-0.148470667007015,0.0677976657096645,0.0291847998660239
131,1,176001,-0.144344737169912,0.0681808275593571,0.0349514856481249
133,1,177692,-0.101180060755389,0.0674643919507888,0.134571678222752
134,1,178191,-0.102009826782478,0.0675282686760327,0.131778871669945
135,1,178224,-0.101180060755389,0.0674643919507888,0.134571678222752
136,1,178960,-0.109362194074974,0.0679707499729178,0.108519083766515
140,1,183802,-0.0729848385948902,0.067575949123037,0.280861001779119
141,1,183954,-0.0856352384715563,0.0680277738585797,0.208924458340475
142,1,184450,-0.084362988643571,0.0674340065042789,0.211746500818039
144,1,184718,-0.066871341967547,0.0678740689069595,0.325187545555653
145,1,185296,-0.0611483952902787,0.0676006871422167,0.366319230502613
146,1,185438,-0.0914956911194795,0.0675067602433049,0.176170746323399
147,1,185469,-0.0930471238230882,0.0675986938745271,0.169550685256708
148,1,185503,-0.0870352189424273,0.0674456566118737,0.197739215116274
149,1,185705,-0.0984989324685552,0.0681588058423091,0.149306026237043
150,1,185749,-0.0896119696317714,0.0681935378603185,0.189671546797588
151,1,185806,-0.0820643219716793,0.068311912520712,0.230433305751574
152,1,185879,-0.085781948790183,0.0686304731894693,0.212160257040496
153,1,185916,-0.0718152310135512,0.0686445545535951,0.296189256490488
154,1,185941,-0.0731333159697957,0.0689405800231211,0.289498483586259
155,1,185954,-0.0729311375457408,0.0691431623600194,0.292245275444921
156,1,186055,-0.0984278106968425,0.0676674184060716,0.146673597135451
157,1,186896,-0.0882243828608656,0.0688226060699396,0.200715529880931
161,1,190132,0.0794703727533311,0.0678242354207585,0.242103511369927
162,1,190148,0.0842406648958151,0.0678284641323119,0.215073518414061
163,1,190165,0.0895277951133283,0.0683329016255933,0.190989842638863
164,1,190169,0.0856463395325769,0.0682613846798964,0.210424251161599
165,1,190933,0.0430990748221922,0.0678198485354207,0.525518327518591
166,1,192149,0.121233883437306,0.0681084436560897,0.0759340279656857
168,1,192303,0.0426282166844016,0.0815275156267411,0.6013933856602
171,1,192795,0.025211248934811,0.0677168751797491,0.709890092907469
173,1,194187,0.06439710912626,0.0676995727896081,0.342144119999301
174,1,194867,0.0346900805278098,0.0677242277721721,0.608813479047138
190,2,8314,-0.0755566557407485,0.0687790297236501,0.272716569403825
194,2,8498,-0.0364327347233073,0.068768260830765,0.596590607453398
