SNP,Chr,Pos,Effect,SE,ERV25_ORM2_MTX_Fluconazole_avg_logratio_Fitness_minus_ref.GLM
8,1,27243,0.186700037270983,0.158441738351977,0.239450277772583
9,1,27272,0.0876238689720521,0.156299369957282,0.575415238996199
16,1,27843,0.0379060126008526,0.152655857977985,0.804038766398597
17,1,27848,0.0379060126008526,0.152655857977985,0.804038766398597
18,1,28495,0.0340047842296729,0.152660933143112,0.823861149893782
19,1,28975,0.0349869087492328,0.151639705362294,0.817662942063059
26,1,31435,0.0334863191004017,0.151238841403066,0.824898516093311
29,1,36146,-0.0137688202149754,0.150467652997671,0.927141772177738
31,1,37409,0.0331559389583421,0.15127271162224,0.826636581788019
32,1,37478,0.0326786697825212,0.151403063348956,0.829237991655477
33,1,39144,0.0723447421461206,0.150672924273329,0.631422195362513
34,1,41499,0.112507073876348,0.150184715636497,0.454280967641827
37,1,51248,0.0108758272276309,0.15094270140891,0.942600784392118
38,1,51462,0.000432399648232159,0.151148490643689,0.997719062364584
39,1,52124,0.0310555852881607,0.150934760868657,0.837100882576442
40,1,52667,0.183293107716213,0.150385803542996,0.22372668363833
42,1,59265,0.050418484388747,0.150601971733062,0.737990102844041
43,1,60165,0.124246472355477,0.150366709191209,0.40919786823545
44,1,62308,0.0266142033110278,0.150339851084373,0.859588758604523
45,1,62869,0.0116050199377181,0.150326372375788,0.938509109926406
49,1,66841,0.0450458596785515,0.15037937808857,0.764698158934034
50,1,66948,0.0185918728830296,0.15131826718422,0.902283117119465
51,1,68621,-0.110308183913057,0.150797320193932,0.464959339803872
52,1,69417,0.0772656703124974,0.150455862305295,0.607892277306472
56,1,74327,-0.0691096474517308,0.151294850899632,0.648104500531208
57,1,74572,-0.0316505240748329,0.150927243627959,0.834017211045945
58,1,75211,-0.106206244511575,0.150555417539854,0.481008175226336
59,1,76030,-0.0367205378404895,0.150648823224445,0.80756662281451
60,1,80108,0.0479501145979948,0.150604255376201,0.75038130527493
61,1,81262,0.0549678950069153,0.150540507854347,0.715227886041025
62,1,81999,0.0666604076142703,0.150894938860632,0.658928303790628
63,1,82431,0.0184576956661203,0.151647956741493,0.903194696787246
64,1,83284,0.0685166612121929,0.150503421684157,0.649209371649089
65,1,83613,0.0798263198731251,0.150471035454033,0.596092265803378
66,1,84112,0.0748179894310974,0.15049492118297,0.619395397234677
68,1,84858,0.103656143799203,0.150871648417058,0.492503255934528
69,1,85751,0.0670008711568622,0.151551074220224,0.65868689958844
70,1,87445,0.0409942842104383,0.15189781183291,0.787409753547777
71,1,87467,0.0291392782141711,0.152700879919653,0.8487717209693
72,1,89070,0.0203924630646183,0.151749117961246,0.89317651020075
73,1,89616,0.0288895402978367,0.150928812299194,0.848313104700383
74,1,89679,0.00855176642500302,0.15095507192204,0.954855203319463
75,1,89880,0.0147854244044961,0.150991956138689,0.922049859301141
76,1,91472,0.0443063744218911,0.152096522236373,0.770989675226525
77,1,93789,0.0135168980632139,0.150545877778367,0.92850826891783
78,1,94351,-0.00157130469547438,0.150943788197329,0.991700158762244
79,1,99148,0.0395031804352152,0.150532914058147,0.793149027029631
82,1,106800,0.0123658231340683,0.150749231307164,0.934670067400925
83,1,107970,0.000524864067538877,0.150304044984931,0.997215752899652
84,1,109000,0.0584656451865221,0.150536774684188,0.697968120025299
85,1,112549,-0.0260670940487276,0.150392089838468,0.862493306586411
