SNP,Chr,Pos,Effect,SE,HNM1_RBD2_MTX_5.FC_avg_logratio_Fitness_minus_ref.GLM
8,1,27243,-0.0652456860770692,0.149339912248856,0.662455475186207
9,1,27272,-0.0508821514308156,0.14711200450233,0.729643785630855
16,1,27843,-0.073167617161659,0.143602822914751,0.610710510544115
17,1,27848,-0.073167617161659,0.143602822914751,0.610710510544115
18,1,28495,-0.0904927480120872,0.143577180131062,0.52892409562076
19,1,28975,-0.076301185519037,0.142639872391789,0.593040678009129
26,1,31435,-0.119550572927223,0.142177283487967,0.400998008580577
29,1,36146,-0.22705832998639,0.141069032432516,0.108388966917115
31,1,37409,-0.165665063655711,0.142077926808698,0.244395381191208
32,1,37478,-0.192013647078055,0.142106628080433,0.177498587519443
33,1,39144,-0.18702656999978,0.14147372464901,0.187028145262689
34,1,41499,-0.0956119779054539,0.141338529630322,0.499182129858549
37,1,51248,-0.180179962230776,0.141707976857488,0.20439227970693
38,1,51462,-0.17015543398657,0.141936064770072,0.2314030758059
39,1,52124,-0.166167199610421,0.141756479129501,0.241906535480316
40,1,52667,-0.269494931081876,0.141077166420083,0.0569090134750896
42,1,59265,-0.0988423014168436,0.141635273211139,0.48572103301433
43,1,60165,-0.0761621248964839,0.141567814284607,0.590922701737534
44,1,62308,-0.038070251971567,0.141455570468455,0.787985170545882
45,1,62869,-0.0522136696881772,0.141425012144899,0.712202354344999
49,1,66841,0.0363485156790195,0.141505755010727,0.797429149475905
50,1,66948,0.00442319704003681,0.14238730350079,0.975235619632934
51,1,68621,-0.22343792804921,0.141502906888491,0.11522384939285
52,1,69417,-0.139047949027684,0.141432340902169,0.32621133834083
56,1,74327,-0.260020090271134,0.141730403386206,0.0674048421530974
57,1,74572,-0.22417164305206,0.141523298096975,0.114091187523684
58,1,75211,-0.19846069390091,0.141372391134184,0.161253041494201
59,1,76030,-0.100962018887523,0.141664581289385,0.47651240319106
60,1,80108,-0.114080799787343,0.141602821426583,0.420993201216602
61,1,81262,0.0160491374088414,0.14167678594123,0.909873017902357
62,1,81999,0.0211642539195389,0.142020894785004,0.881621281016607
63,1,82431,-0.0312416253008082,0.142687983953178,0.826815036078346
64,1,83284,0.0719879460423869,0.141607457327994,0.611516562743096
65,1,83613,0.101805126739287,0.141539993220601,0.472451959261143
66,1,84112,0.0519813721870511,0.141632263403916,0.713826651672069
68,1,84858,0.0909352509451195,0.141976615581671,0.522266658674001
69,1,85751,-0.012181501011934,0.142641516001382,0.931992278556698
70,1,87445,-0.0579004580363657,0.142911303569127,0.685612965360883
71,1,87467,-0.0779210305043244,0.143632984751423,0.587815777509338
72,1,89070,-0.0543149311544346,0.142764252947701,0.703838823816642
73,1,89616,-0.0589169625017557,0.141990739187252,0.678441370946498
74,1,89679,-0.0819914543610371,0.141976294697965,0.563969205382275
75,1,89880,-0.0299072248615949,0.142070420350808,0.833391212051732
76,1,91472,-0.0697619410856075,0.14308579311074,0.626168977041758
77,1,93789,-0.0524513064781157,0.141631772600689,0.711354459741678
78,1,94351,-0.071010027768276,0.141981810605616,0.617291878727086
79,1,99148,-0.0378424221357699,0.141644963943968,0.789498977440898
82,1,106800,-0.00766436328798686,0.141849778923659,0.956940593847094
83,1,107970,0.0462334876077128,0.141408704270463,0.743899956581634
84,1,109000,0.0600611724269585,0.141643292259958,0.671801353159456
85,1,112549,-0.0480561791597375,0.141495863258931,0.73433748534488
86,1,112742,-0.0518635688817635,0.142043517458249,0.715237133694977
87,1,113050,0.0119082335083285,0.14182991823004,0.933134743398099
88,1,113135,-0.0368200321714861,0.141456507999497,0.794790115170382
89,1,114076,0.0587816785253736,0.141435483038453,0.677949600412127
90,1,114628,0.0559094627888448,0.141796755423433,0.693602851867507
91,1,116283,0.0628269502555961,0.142577601334136,0.659735463375128
93,1,127853,-0.0027319334654891,0.142351198706403,0.984699178693758
94,1,128302,0.0310018298771991,0.141794879529657,0.827057953049789
95,1,128704,0.0761672915069264,0.141887733211785,0.591734412258266
96,1,128911,0.123704370080222,0.141808579126891,0.383619434507135
97,1,130267,-0.0882916269091988,0.141816216410902,0.533963967886491
98,1,130271,-0.0937595589971952,0.141974787546324,0.509430540991878
99,1,130613,-0.0851748145833911,0.143318348286333,0.552688807914864
100,1,132012,-0.103357319995013,0.142979880961402,0.470232177935358
101,1,133231,-0.126299573488742,0.141911212199686,0.374077336206934
102,1,137074,-0.175269089212351,0.14156124699175,0.216496247396164
103,1,137304,-0.198523950680581,0.14152369344997,0.161566932137542
104,1,139686,-0.141005317322154,0.141905778627161,0.321071720689961
105,1,149562,-0.156900981263657,0.142183251760694,0.270556400983921
106,1,150447,-0.104251905727372,0.143901196454709,0.469257957589099
108,1,154084,-0.161933201624822,0.144195694053372,0.26219645708624
110,1,157269,-0.238894966637817,0.141260234153425,0.0916870976581187
111,1,160054,-0.214470398340298,0.142723080157772,0.133809694672215
112,1,166222,-0.198409938358347,0.141726972256646,0.162408088792361
113,1,166416,-0.218508859068002,0.141353702772118,0.123041521141925
114,1,167326,-0.241613714501329,0.142056411389259,0.0898557102593031
115,1,168836,-0.272494991321618,0.141218532157434,0.054457787747132
116,1,171200,-0.310029096386601,0.141213104948786,0.0287803038209184
117,1,171431,-0.31691033143962,0.142063699622644,0.0263247013730636
118,1,173339,-0.313214036400614,0.140966687094158,0.0269235027379638
119,1,173845,-0.292636776919799,0.140973514245561,0.038633343373566
120,1,175121,-0.326087287436166,0.140482065217398,0.0208448799374813
121,1,175281,-0.304706480343349,0.140739094353575,0.0310537750328702
122,1,175315,-0.322227939888174,0.14058357002289,0.0224893860087566
123,1,175523,-0.279470385858118,0.141649423912495,0.049278547445993
124,1,175541,-0.314350807785441,0.140856806811408,0.0262616912714193
125,1,175653,-0.308408685475537,0.141345890127201,0.0297726731573422
128,1,175856,-0.238157446490673,0.144088499356144,0.0992493745370786
129,1,175876,-0.244903714302065,0.141830558627987,0.0850902069800146
130,1,175989,-0.289805347844722,0.141999348512965,0.0420049971783554
131,1,176001,-0.275668991708442,0.142827266011498,0.0543969941901802
133,1,177692,-0.296813411853493,0.140741992867737,0.0356555340083366
