SNP,Chr,Pos,Effect,SE,ADE17_HYR1_noMTX_Trifluoperazine_avg_logratio_Fitness_minus_ref.GLM
8,1,27243,0.0353313756557941,0.0806513698344917,0.661599619294003
9,1,27272,-0.0764394830774972,0.0793575387734721,0.336091980477223
16,1,27843,0.0964737333745262,0.0774115563690421,0.213501020518117
17,1,27848,0.0964737333745262,0.0774115563690421,0.213501020518117
18,1,28495,0.109734362079868,0.0773627666338198,0.156944882527075
19,1,28975,0.0944194618420724,0.0769002939297244,0.220333885593564
26,1,31435,0.105971611422596,0.0766529124199951,0.167696408533814
29,1,36146,0.0828633774963453,0.076336522846387,0.278440528519965
31,1,37409,0.110807554529665,0.0766506947751205,0.149171821427173
32,1,37478,0.0996145747598024,0.0767604495350422,0.195226430163711
33,1,39144,0.0249423268718573,0.0765807202252552,0.7448444572381
34,1,41499,0.0171573909397884,0.0763743169380517,0.822382555570084
37,1,51248,0.00390839592302824,0.0767046019110154,0.959391102984171
38,1,51462,-0.00924003596348267,0.0768073219586465,0.904312758010669
39,1,52124,-0.0276334748314757,0.0766907819086436,0.718820885011739
40,1,52667,-0.0264225777850085,0.0765690402266076,0.730238442527167
42,1,59265,0.0929551085564517,0.0763832579995902,0.22443371939773
43,1,60165,0.0583100374983781,0.0764224874347689,0.445975478265695
44,1,62308,-0.0409062046288636,0.0763703330680936,0.592551925676379
45,1,62869,-0.0371620992828143,0.0763661550829747,0.6268222067774
49,1,66841,0.0110207777611425,0.0764255175395238,0.885422576896126
50,1,66948,0.0155219428357171,0.0768923767754158,0.840137902650274
51,1,68621,-0.0186745295225629,0.0766820581326458,0.807734817126997
52,1,69417,-0.0146741176078338,0.0764814911321888,0.84795831044292
56,1,74327,-0.0785869503379925,0.0767921601500463,0.306832762351999
57,1,74572,-0.0456775474634594,0.0766627024660792,0.551674031451229
58,1,75211,-0.0442586870815938,0.0765251744677834,0.563393522410012
59,1,76030,0.0044081644509309,0.0765610630595601,0.954118063616103
60,1,80108,-0.111660600799842,0.0763122500215804,0.144300627539614
61,1,81262,-0.0953760571103838,0.0763458017788871,0.212396282946435
62,1,81999,-0.0924651960161327,0.076543191125461,0.227850806912018
63,1,82431,-0.124332524214292,0.0767796734872157,0.106266791173953
64,1,83284,-0.109649969844711,0.076280612546938,0.151474486093153
65,1,83613,-0.118720747363504,0.0762336786999146,0.120288985418551
66,1,84112,-0.12404243974322,0.0762181328430192,0.104530317386441
68,1,84858,-0.126776829236234,0.0764221451216024,0.0980237801250083
69,1,85751,-0.115599272637707,0.0767886930376058,0.133110248755589
70,1,87445,-0.102851874311747,0.0770032996949211,0.182513968224771
71,1,87467,-0.0613158946302792,0.0775331197085669,0.429571355452597
72,1,89070,-0.13228818271377,0.0767939807227929,0.0858299446040942
73,1,89616,-0.107182986112966,0.0764887971202448,0.162005920069186
74,1,89679,-0.12489856423,0.0764223721429117,0.103083256640438
75,1,89880,-0.134836278102122,0.0763940395195496,0.0784266373368761
76,1,91472,-0.155220362359234,0.076857194268613,0.0441806893136174
77,1,93789,-0.0358056266787108,0.0764798000734581,0.639951222197537
78,1,94351,-0.0140021081225372,0.0767012634826988,0.855252921595103
79,1,99148,-0.050753763112856,0.0764558328431517,0.507231712882068
82,1,106800,-0.0596563851238074,0.0765409038984064,0.436263223507753
83,1,107970,-0.0448754259221408,0.0763424219389531,0.55703051037924
84,1,109000,-0.0231884694207392,0.0765044285542274,0.761992426621421
85,1,112549,-0.0344801243871676,0.0764057319474582,0.652067260816481
86,1,112742,-0.0947327760357861,0.0765596773143217,0.216771582733169
87,1,113050,-0.105096173999632,0.0763919345833744,0.169771434503496
88,1,113135,-0.119228854954959,0.0761373591272188,0.11825150686154
89,1,114076,-0.0949888603677119,0.0762338997598874,0.2135838585581
90,1,114628,-0.0802480788604199,0.0764754633418206,0.294743647932613
91,1,116283,-0.0788473740104713,0.0769062395297501,0.305951869352569
