SNP,Chr,Pos,Effect,SE,ERG11_PIS1_noMTX_noDrug_avg_logratio_Fitness_minus_ref.GLM
8,1,27243,-0.0588001869304873,0.0541553995985106,0.278322657691702
9,1,27272,-0.0880609955931517,0.0532251346908532,0.0989147569623736
16,1,27843,0.0861387573509261,0.0519650522203845,0.098280826463627
17,1,27848,0.0861387573509261,0.0519650522203845,0.098280826463627
18,1,28495,0.107767185061881,0.0518514618860527,0.0383961172757054
19,1,28975,0.0827988092226515,0.0516313064612182,0.109684410448224
26,1,31435,0.0860443721911634,0.051478436890635,0.095516183278689
29,1,36146,0.0395590921125679,0.0513721238854202,0.441785384887388
31,1,37409,0.0973677184280764,0.0514328212981949,0.0591616298840427
32,1,37478,0.0867988857480253,0.0515310128240092,0.0929881170203917
33,1,39144,0.0402223639124704,0.0514570800400015,0.434933538870975
34,1,41499,0.0545230414091955,0.0512766883460754,0.28836800607737
37,1,51248,0.0597456968040137,0.051479225583586,0.246597512625945
38,1,51462,0.0464356144877972,0.0515881164314572,0.368668808667708
39,1,52124,0.0627700223147628,0.0514690296581603,0.223442606607124
40,1,52667,0.00872314610349324,0.0514925940494488,0.865574466851202
42,1,59265,0.041831272668283,0.0514205302718206,0.416472339942362
43,1,60165,0.0431114715545447,0.0513786027571057,0.401984493617525
44,1,62308,-0.0352404305040808,0.0513390024603081,0.492895088781107
45,1,62869,-0.0326715758162712,0.051337359430159,0.524922081019316
49,1,66841,-0.00988757060052985,0.0513883161779182,0.847532545159023
50,1,66948,-0.0166277624393797,0.051698829098182,0.747925309190445
51,1,68621,0.0112073795752716,0.0515628794310778,0.828058331244018
52,1,69417,-0.0082311826494485,0.0514279499987325,0.872931099411192
56,1,74327,-0.0737754071153629,0.0515632767427524,0.153379552580259
57,1,74572,-0.071472216387865,0.0514344150844368,0.165532344669515
58,1,75211,-0.0586571368326347,0.0513861289362253,0.254436711483086
59,1,76030,-0.044424733207905,0.051426552923363,0.388257886100202
60,1,80108,-0.0398565708839416,0.0514249735036941,0.438833049076781
61,1,81262,-0.0547948791428434,0.0513665249388629,0.286816940895946
62,1,81999,-0.0612152513992992,0.051471880635812,0.235122947597939
63,1,82431,-0.0500909158094267,0.0517504102371504,0.333740659023874
64,1,83284,-0.0659975715211618,0.0513218889177703,0.199302102605251
65,1,83613,-0.0356018239800547,0.051401376643307,0.489000970671142
66,1,84112,-0.0438581845821445,0.0513889695799034,0.393985652043552
68,1,84858,-0.0334347533442019,0.0515564427966368,0.517078226082066
69,1,85751,-0.0452170289845512,0.0517432438024549,0.382781469616431
70,1,87445,-0.0286350821513164,0.051886302922018,0.581378862966828
71,1,87467,-0.0354292172212011,0.0521463423456992,0.49731765180418
72,1,89070,-0.0165302271553393,0.051846381002053,0.750043331146167
73,1,89616,-0.0306944871773245,0.0515490165980009,0.551929111511391
74,1,89679,-0.019582564469765,0.0515708976014918,0.704380703325397
75,1,89880,-0.0282543977072577,0.0515725777402859,0.584136346276457
76,1,91472,-0.0190712924108069,0.0519675607955667,0.713850427100878
77,1,93789,-0.0582985265669076,0.0513482932571181,0.256997011802168
78,1,94351,-0.0614006032624737,0.0514737090004177,0.233727839867578
79,1,99148,-0.038297995708098,0.0514015588913999,0.456722398150761
82,1,106800,-0.0291349970798683,0.0514880034727411,0.571848532853799
83,1,107970,-0.0167197299834317,0.0513510298377745,0.744922359778984
84,1,109000,-0.00559586188367939,0.0514483895038519,0.91344948492393
85,1,112549,0.00802100846459117,0.0513892375405586,0.876056480451736
86,1,112742,0.00766077661709968,0.0515896189321575,0.882037286132008
87,1,113050,0.0143151944258671,0.0514988030250724,0.781197049917173
