SNP,Chr,Pos,Effect,SE,RET2_EMP70_MTX_noDrug_avg_logratio_Fitness_minus_ref.GLM
8,1,27243,-0.0878319330595687,0.104782234969811,0.402467039533179
9,1,27272,-0.056810577818166,0.103267050431137,0.582576303383733
16,1,27843,-0.0213003327508035,0.100860555358953,0.832864033748266
17,1,27848,-0.0213003327508035,0.100860555358953,0.832864033748266
18,1,28495,-0.0254893948541907,0.100859436100798,0.800630170923022
19,1,28975,-0.0458907271238852,0.100164535349188,0.647124108131983
26,1,31435,-0.0489331830251342,0.0998949033209339,0.624546704140142
29,1,36146,-0.108798036318395,0.0992447784283247,0.273712522673317
31,1,37409,-0.0625908706054881,0.099895556084472,0.531350627598201
32,1,37478,-0.0658660604501025,0.099975565271187,0.510439841877503
33,1,39144,-0.0305555288454145,0.0995672356423509,0.759113093790915
34,1,41499,0.00567187252923634,0.0993038435097622,0.954484832671441
37,1,51248,-0.171070118705429,0.0993104647463912,0.0858405294068127
38,1,51462,-0.164108605876297,0.0994794905308103,0.0998993955570876
39,1,52124,-0.158913742841879,0.0993676615894652,0.110659660334365
40,1,52667,-0.173290416571357,0.0991390441660833,0.0813415319270933
42,1,59265,-0.153833546097813,0.0991795383519818,0.12178304061321
43,1,60165,-0.145749157313097,0.0991386898373276,0.142410735989387
44,1,62308,-0.070811323413884,0.0992608399328248,0.476078103562876
45,1,62869,-0.0573111869758992,0.0992730372066482,0.564098954474985
49,1,66841,-0.0277214183019432,0.0993557441272258,0.780399207799344
50,1,66948,-0.0483428896649841,0.099943408534527,0.628896837937251
51,1,68621,-0.199019121878033,0.0991414042390209,0.0454660261599307
52,1,69417,-0.147889710732621,0.0991297091099972,0.136623509563941
56,1,74327,-0.0196146808131713,0.0999830034485679,0.844582050004129
57,1,74572,-0.00926713833215953,0.0997210327844984,0.926011391484193
58,1,75211,-0.0162966122326965,0.0995366886294189,0.870041587825157
59,1,76030,-0.0185320538719888,0.0995355806933322,0.852406461004571
60,1,80108,-0.0957311846641495,0.0993864083548118,0.336095441343139
61,1,81262,-0.0666849561358377,0.0994159732283454,0.502807588226995
62,1,81999,-0.090610023126251,0.0996055689985932,0.363607600220495
63,1,82431,-0.135093108260728,0.0999359789787525,0.177305944035358
64,1,83284,-0.0586235080293157,0.0994162603033907,0.555784271935668
65,1,83613,-0.0526619007757078,0.099414747401564,0.596639626304508
66,1,84112,-0.100480415889767,0.0993213325267029,0.312388774159656
68,1,84858,-0.0571790674969617,0.0996994959704371,0.56666183995381
69,1,85751,-0.0636571099735579,0.100098591950685,0.525224934055246
70,1,87445,-0.0876067192948419,0.100259268148491,0.382820304471955
71,1,87467,-0.103097492704638,0.1007437362038,0.306836655978233
72,1,89070,-0.0474763356191971,0.100229761516067,0.636024472969689
73,1,89616,-0.0512631819275663,0.0996849193724655,0.607397511687497
74,1,89679,-0.0742898825069389,0.0996564694342913,0.456489929934215
75,1,89880,-0.0670573784540622,0.0996962851057397,0.501631268397992
76,1,91472,-0.0591984321969524,0.100451246054372,0.556020232227931
77,1,93789,-0.0585914297336693,0.0994163138730896,0.55600062950368
78,1,94351,-0.0737710911544697,0.0996496619493768,0.459607358918424
79,1,99148,-0.0767396557682204,0.0993813156626537,0.440528100528023
82,1,106800,-0.0510285109012699,0.099562342023103,0.608601909662018
83,1,107970,-0.0274344916884282,0.0992935663202436,0.782481828911428
84,1,109000,-0.0478116233342693,0.0994467563705718,0.630973476979112
85,1,112549,-0.135691268356437,0.0991038944683444,0.171812891000222
86,1,112742,-0.171010195856849,0.0993377137842284,0.086035639008939
87,1,113050,-0.170695907955323,0.0991707290273492,0.0860847521427123
88,1,113135,-0.152776189399284,0.0989989819240878,0.123675865755514
89,1,114076,-0.090046852899432,0.0992166766586685,0.364720472895089
90,1,114628,-0.0592606667715196,0.0995336966459779,0.551969010912539
91,1,116283,-0.0498724312577645,0.100102345756738,0.618643183039568
93,1,127853,0.0733651623059581,0.099874783935319,0.46308822312502
94,1,128302,0.0988246125509676,0.0994281302902356,0.320937709327312
95,1,128704,0.096785780218283,0.0995330561119175,0.33151824387313
96,1,128911,0.130229598247479,0.0994360112621105,0.191155004458771
97,1,130267,0.108265029856348,0.0994632750496995,0.27712032126031
98,1,130271,0.10144588385819,0.0996020595679296,0.309132282059389
99,1,130613,0.130270714123732,0.100441411900599,0.195484421254852
100,1,132012,0.0147378159115502,0.100463679421495,0.883454178691015
101,1,133231,0.0123683819238055,0.0997516595857826,0.901392386017641
102,1,137074,0.0472846100109992,0.0995801637808846,0.63519490575717
103,1,137304,-0.00488170474474459,0.0996462460714481,0.960954690576593
104,1,139686,0.0517522925788273,0.0997395077532659,0.604173349506372
105,1,149562,0.0411347863567788,0.0999811935336169,0.681010427244707
106,1,150447,0.0565007182820408,0.101069716575401,0.576497642393161
108,1,154084,0.0471220176821856,0.101395822344861,0.642408957514716
110,1,157269,0.0284179003014357,0.0995745302861945,0.775510247289521
111,1,160054,0.0318394430783816,0.100517881192819,0.751617494317597
112,1,166222,0.0225216412273276,0.0997814035628329,0.821557751910744
113,1,166416,0.0275640835637266,0.0995752102088263,0.782082855119375
114,1,167326,0.0411589314086536,0.100127957396539,0.68127552952548
115,1,168836,0.0546717899487102,0.0996348207865974,0.583543324607522
116,1,171200,-0.0619899604032418,0.0997720384285101,0.534792756628181
117,1,171431,-0.0866156763405929,0.100343956435655,0.38862031736867
118,1,173339,-0.0677485392714993,0.099603387048878,0.496834380695282
119,1,173845,-0.0750699224695015,0.0995058303079887,0.451095618826355
120,1,175121,-0.061458020960547,0.0993347221426212,0.536515502193145
121,1,175281,-0.0704314216991453,0.0994023833131999,0.479072261310025
122,1,175315,-0.0721144489720807,0.099367628014819,0.468482826439499
123,1,175523,-0.0663119027582182,0.0999428617331286,0.507444640385105
124,1,175541,-0.0714734754284682,0.0995243442963689,0.473139409465326
125,1,175653,-0.0640294790835234,0.0998540404134363,0.521788885879573
128,1,175856,-0.0649398061163789,0.101502775347843,0.522728325920805
129,1,175876,-0.0729554167697618,0.0999297482191556,0.465833404535716
130,1,175989,-0.0606005959303513,0.100238613109473,0.545857519763791
131,1,176001,-0.0587543255195826,0.100764561395218,0.560208248635631
133,1,177692,-0.0927683960199024,0.0993190728952755,0.35091960354511
134,1,178191,-0.0935574785192977,0.0994158372420048,0.347311415014843
135,1,178224,-0.0927683960199024,0.0993190728952755,0.35091960354511
136,1,178960,-0.0759146973420168,0.100154485786851,0.448971060505947
140,1,183802,-0.248473050730308,0.0985710438950218,0.012150517563369
141,1,183954,-0.207208933839831,0.0995693876069472,0.0381497155025621
142,1,184450,-0.162636551562605,0.0989231744947045,0.101052152160088
144,1,184718,-0.218235941473778,0.0991875761351559,0.028437607642408
145,1,185296,-0.1718673140123,0.0990200972623491,0.083492857879282
146,1,185438,-0.17063451608984,0.0990308517536318,0.0857562959723666
147,1,185469,-0.168852404898571,0.0991836147343284,0.0895565609035691
148,1,185503,-0.167548886762897,0.0989312546042133,0.0912255492027115
149,1,185705,-0.174594751517302,0.100011746517426,0.0817257207360201
150,1,185749,-0.156067741162,0.100098471916741,0.119858802366139
151,1,185806,-0.221466086447434,0.0998835365311477,0.0272429798094284
152,1,185879,-0.174435742240507,0.100635299333669,0.0839074948381508
153,1,185916,-0.139775450188507,0.100742377936886,0.166178525245792
154,1,185941,-0.127739372020354,0.101228677325487,0.207821805482468
