SNP,Chr,Pos,Effect,SE,TPO1_TPO2_MTX_5.FC_avg_logratio_Fitness_minus_ref.GLM
8,1,27243,0.0451640023551432,0.140866747176791,0.748691826109899
9,1,27272,-0.0234216685842188,0.138765849672267,0.866062005205698
16,1,27843,0.0852088078037988,0.135412142043905,0.529588943459444
17,1,27848,0.0852088078037988,0.135412142043905,0.529588943459444
18,1,28495,0.11924138786694,0.135341537337165,0.378895316686858
19,1,28975,0.122685429434979,0.134426081466999,0.362043790687214
26,1,31435,0.0765468596298812,0.134166162199137,0.568676011500934
29,1,36146,0.0149088585442221,0.133533513697316,0.911165321977487
31,1,37409,0.0566697841151724,0.134223995567071,0.673133822409764
32,1,37478,0.0567214888348583,0.134339376316071,0.673117590123482
33,1,39144,0.0919631605116209,0.133670528567317,0.491914796909129
34,1,41499,0.0583672230416341,0.133352913801564,0.661878772132849
37,1,51248,0.0818744627814766,0.133885960632635,0.541246429690729
38,1,51462,0.0757006243318746,0.134077981011822,0.572703456046274
39,1,52124,0.0798135796885721,0.133889485849199,0.551480205742637
40,1,52667,-0.0478379668631135,0.133717937229853,0.720742124417392
42,1,59265,-0.0752769598433688,0.133614648600657,0.573528038845162
43,1,60165,0.020187176177581,0.133569371047456,0.879954554643036
44,1,62308,0.108881997873133,0.133300877935424,0.414585737487431
45,1,62869,0.142864142192782,0.133193159174155,0.284179435838316
49,1,66841,0.169244575571577,0.133168589933598,0.204599457262563
50,1,66948,0.164658290769829,0.134005776924626,0.219987724603592
51,1,68621,-0.0893507000732667,0.133843785381594,0.504841415834019
52,1,69417,-0.0451321789856803,0.133552091117289,0.735611623601739
56,1,74327,0.00903266131088021,0.134307210245279,0.946417784269742
57,1,74572,0.0131492815712294,0.133948671460324,0.921855744657547
58,1,75211,0.0632002887246871,0.133663999521708,0.636627006588613
59,1,76030,0.0535194660761141,0.133675972936449,0.689128313897995
60,1,80108,-0.0234417468914938,0.133668883325037,0.860888082046563
61,1,81262,0.0685370584381262,0.133574369249079,0.608202065835391
62,1,81999,-0.0851787820150956,0.133873756899065,0.525018003907548
63,1,82431,-0.103666417724167,0.134471434933306,0.441271360108678
64,1,83284,-0.108849231212918,0.133479566067705,0.41535042096343
65,1,83613,-0.0834811212584696,0.133516599989356,0.532211622759436
66,1,84112,-0.11427621467289,0.133466715892692,0.392459651513482
68,1,84858,0.0236461414573789,0.133976398490619,0.860006424520639
69,1,85751,-0.0859254570972253,0.134455255680982,0.523196022620823
70,1,87445,-0.0830930008603371,0.134744845760555,0.537850415302164
71,1,87467,-0.137184366484385,0.135326343804944,0.311405951664127
72,1,89070,-0.112628089760526,0.134541503219111,0.403088540782204
73,1,89616,-0.0569124551562453,0.13391624502872,0.671106217674152
74,1,89679,-0.0805460070533737,0.133898851041166,0.547864045854846
75,1,89880,-0.0326448289338916,0.13399014150724,0.807654231828065
76,1,91472,-0.0534854245807906,0.134966051017283,0.692132024687471
77,1,93789,-0.00410530156388117,0.133605056014549,0.97550451010397
78,1,94351,-0.0197545651901567,0.133952733569553,0.882841978834408
79,1,99148,0.018389834340917,0.133601649324644,0.890598075804213
82,1,106800,0.0846902699932387,0.133709494119622,0.526889073230946
83,1,107970,0.143549076130446,0.133170099974461,0.281797595935954
84,1,109000,0.12422571665858,0.133460489299492,0.352590463896031
85,1,112549,0.0233214007655447,0.133467135607191,0.861387917256488
86,1,112742,0.080673632732805,0.133924102256208,0.547305818513519
87,1,113050,0.0931841662612503,0.133675526829327,0.486203920089163
88,1,113135,0.0988226181124648,0.133323077450092,0.459048833489694
89,1,114076,0.0261813710312588,0.13341951365098,0.844540369357374
90,1,114628,0.0369863569052034,0.133749850452325,0.782299928715594
91,1,116283,0.0551227247363506,0.134476319762812,0.682123142417856
93,1,127853,0.0740285609825688,0.134200051766673,0.581551988865229
94,1,128302,0.0446897667425179,0.133721022794733,0.738425971589152
95,1,128704,0.028623317043286,0.133866637908015,0.8308111514744
96,1,128911,0.0577503227759174,0.133854836486123,0.666411880743301
97,1,130267,0.0496826079324324,0.1338005294036,0.710623101347573
98,1,130271,0.0484471531895047,0.133960676962054,0.717828439595778
99,1,130613,0.124611942275978,0.135074845168521,0.356877105634915
100,1,132012,-0.249490072474509,0.134295613119068,0.0640344541575694
101,1,133231,-0.311721421640869,0.132961769981021,0.0196091924801888
102,1,137074,-0.266346100779305,0.133049260322459,0.0460644768698839
103,1,137304,-0.313099478733115,0.1328074106992,0.0189413502686715
104,1,139686,-0.283541227829845,0.133172392641252,0.033935280323018
105,1,149562,-0.267655562825431,0.133572984726576,0.0458536035971226
106,1,150447,-0.204701193575385,0.135382848475859,0.13142418971211
108,1,154084,-0.243223179640024,0.135623727685807,0.073770059816457
110,1,157269,-0.281893812257323,0.132923414789847,0.0346418895268464
111,1,160054,-0.295717449515191,0.134118008018025,0.0281051533883344
112,1,166222,-0.249677253411177,0.133379248857616,0.0620423269164926
113,1,166416,-0.266824433455855,0.133011498316096,0.0456160971689258
114,1,167326,-0.290909620891056,0.133633626863841,0.0301486902417388
115,1,168836,-0.216374877832931,0.133393912835897,0.105680133834763
116,1,171200,-0.271891960645655,0.133307456552676,0.0421357981991278
117,1,171431,-0.277971272625192,0.134114179590875,0.0389305344485087
118,1,173339,-0.331190623216572,0.132712919546226,0.0130324103028705
119,1,173845,-0.331148934546762,0.132601261503019,0.0129680730848292
120,1,175121,-0.323758817987449,0.13238549312784,0.0149499280481052
121,1,175281,-0.338051294875359,0.132398768905998,0.0110911897760877
122,1,175315,-0.343271709539514,0.132318252011455,0.00987363440496473
123,1,175523,-0.322901288284178,0.133226566614121,0.0158652565138348
124,1,175541,-0.341619572985608,0.132540913125149,0.0103578834581816
125,1,175653,-0.36580197376276,0.132785838871992,0.0061766389228407
128,1,175856,-0.338455027369861,0.135226590866471,0.0127702423251511
129,1,175876,-0.330271618769432,0.133175374503686,0.0136049506868209
130,1,175989,-0.340048541645022,0.133492436262096,0.011278778102196
131,1,176001,-0.334945326025215,0.134237126812907,0.0130455924733809
133,1,177692,-0.326910378374764,0.132435578073552,0.0140431793596617
134,1,178191,-0.337434606012003,0.132494620408968,0.0112960729865184
135,1,178224,-0.326910378374764,0.132435578073552,0.0140431793596617
136,1,178960,-0.350288487717075,0.13334344055305,0.00899058348614753
140,1,183802,-0.326513804275777,0.13245531339131,0.0141733240586339
141,1,183954,-0.333259796208111,0.133388911098335,0.0129293855296087
142,1,184450,-0.271428465501718,0.132600252691559,0.0414012611928785
144,1,184718,-0.285726045371203,0.13327793607377,0.032728719507852
