SNP,Chr,Pos,Effect,SE,HNM1_TPO4_noMTX_Trifluoperazine_avg_logratio_Fitness_minus_ref.GLM
8,1,27243,-0.0711186181136481,0.063154573653609,0.26088648718781
9,1,27272,-0.131930266254497,0.0619208907739489,0.0338107509784435
16,1,27843,0.0339712515728076,0.0608164363913618,0.576797973844906
17,1,27848,0.0339712515728076,0.0608164363913618,0.576797973844906
18,1,28495,0.0470494916437288,0.0607927388207822,0.439488562816219
19,1,28975,0.0377827171591189,0.0604041190658169,0.532047761070846
26,1,31435,0.0348350483678046,0.0602489347696534,0.563507684325669
29,1,36146,0.0283487538382248,0.059947655047234,0.636582643669983
31,1,37409,0.0771373738595751,0.0601509201534711,0.200544813990389
32,1,37478,0.0701942847393221,0.0602269315531722,0.244604951622577
33,1,39144,-0.0389767093430135,0.0600315069465037,0.516585519615757
34,1,41499,-0.0415784361085101,0.0598598347230079,0.487765063211724
37,1,51248,0.0291883909208755,0.0601356291944726,0.62771075723525
38,1,51462,0.0350096593890128,0.0602084368290971,0.561291935558759
39,1,52124,0.0329471457745285,0.0601301278687305,0.584085760726168
40,1,52667,0.0198505053665428,0.0600499915367687,0.741168194722371
42,1,59265,0.0785157823885511,0.0598833485425162,0.190660854302935
43,1,60165,0.0582774023795159,0.0599033732220858,0.331290648213905
44,1,62308,0.0400585673091439,0.059879709643589,0.503942952147002
45,1,62869,0.0467669340056608,0.0598583983076195,0.435153983894857
49,1,66841,0.0614776254393149,0.0598489838406413,0.305023757029882
50,1,66948,0.0571627310214578,0.060229418878949,0.343227582136913
51,1,68621,0.0533370120982096,0.0600758070293305,0.375237548738162
52,1,69417,0.0133531144652622,0.0599794142098952,0.823953573439288
56,1,74327,-0.0128493718915491,0.0603095327157044,0.831405443211879
57,1,74572,-0.0147229115766414,0.0601477323575299,0.806769654957799
58,1,75211,0.0116952692756376,0.0600399567556499,0.845668288609237
59,1,76030,0.0383223185711772,0.0600085289257157,0.523487836208346
60,1,80108,0.0228239204280822,0.0600166937232971,0.703956753053495
61,1,81262,0.00588024567418244,0.0600054767299872,0.921991763408756
62,1,81999,-0.0220991163290354,0.0601413358958853,0.713501320090406
63,1,82431,-0.038441192322272,0.0604029421001691,0.524919981098807
64,1,83284,-0.0349250529220817,0.0599689863166292,0.560679004372599
65,1,83613,-0.0216851278221569,0.059980074175021,0.7179129585669
66,1,84112,-0.0257092434878834,0.0599821832376892,0.668465094413531
68,1,84858,-0.034918024821873,0.0601384111793614,0.561861906606274
69,1,85751,-0.00934235563799029,0.0604123778165967,0.87719109169836
70,1,87445,0.0299967647591916,0.0605210806987,0.620455719986998
71,1,87467,0.0399609376943997,0.0608218999054625,0.511598998349078
72,1,89070,0.0268189625739129,0.0604613312336052,0.657623695411041
73,1,89616,0.0449196443321621,0.0601053050519548,0.455350400020942
74,1,89679,0.0408449784621922,0.0601211621250747,0.497343782012175
75,1,89880,0.0317601941247675,0.0601519493824274,0.597831485408175
76,1,91472,0.00349714875399537,0.0606220826806581,0.954030028572187
77,1,93789,0.0348888344510461,0.0599690460389285,0.561085733544301
78,1,94351,0.0345974843003171,0.0601275019787865,0.565386050929992
79,1,99148,0.0379663310115693,0.0599637500720444,0.527042582645544
82,1,106800,0.0315379384187241,0.0600552649459358,0.599809564923784
83,1,107970,0.0518929539607922,0.0598370171105438,0.386400574377705
84,1,109000,0.00562636898879121,0.0600055456859415,0.925349706348005
85,1,112549,0.0270108076717511,0.0599211219165589,0.652430111448604
86,1,112742,0.000468924472668802,0.0601718802534088,0.993786484362374
87,1,113050,0.0159888616607374,0.060064630864357,0.790244994550099
88,1,113135,-0.00964826740778164,0.059915455262138,0.872160817431644
89,1,114076,-0.0265443707438699,0.0599009970152553,0.657937818736582
90,1,114628,0.0046570336899111,0.0600687256130185,0.938247104113891
91,1,116283,0.0255598128007981,0.0603880143409677,0.672363545164715
93,1,127853,0.0171008859965703,0.060284000952587,0.776828019492126
94,1,128302,0.00830112392340152,0.0600576601508606,0.890145963755284
95,1,128704,0.0533913093673077,0.0600518702366976,0.374562034419674
96,1,128911,0.0473199450878894,0.0600729503593618,0.431396105321662
97,1,130267,-0.0708252102261299,0.05997887956868,0.238462954013243
98,1,130271,-0.0716179255856781,0.0600476841891967,0.233794138776247
99,1,130613,-0.0729026720622631,0.0606067381992062,0.229828673733774
100,1,132012,-0.0575734792815815,0.0605243921647503,0.34213124848242
101,1,133231,-0.0602697738657911,0.0600863177592515,0.316522259974702
102,1,137074,-0.119647999971653,0.0597478890849133,0.0459902625825986
103,1,137304,-0.0972850729593356,0.0598837493834398,0.105147683799984
104,1,139686,-0.0838446983837969,0.060020512295872,0.163310942445284
105,1,149562,-0.0930220532781887,0.0601199656672629,0.122693234354114
106,1,150447,-0.0973687071189336,0.0607720444124005,0.110006765253733
108,1,154084,-0.0963862370260536,0.060965584443741,0.114774919922345
