SNP,Chr,Pos,Effect,SE,SNA4_VAC8_MTX_Trifluoperazine_avg_logratio_Fitness_minus_ref.GLM
8,1,27243,0.17763012401755,0.130142299716254,0.173156453252926
9,1,27272,0.180915004380624,0.128164448451998,0.158953023833225
16,1,27843,-0.170809726327825,0.125154937955754,0.173189554554713
17,1,27848,-0.170809726327825,0.125154937955754,0.173189554554713
18,1,28495,-0.143448057762913,0.125254249888651,0.252879389987271
19,1,28975,-0.187656192192464,0.12424711832374,0.131849639654044
26,1,31435,-0.23662854225326,0.123678063215182,0.0565232094745114
29,1,36146,-0.213898786653617,0.123151532797269,0.0832816043065351
31,1,37409,-0.11718427693136,0.124188818317074,0.346020654752761
32,1,37478,-0.125748341816896,0.124272134379011,0.312289060678433
33,1,39144,-0.123032705110631,0.123711135851682,0.320652934276133
34,1,41499,-0.217124206280266,0.122999003516723,0.0783860222630191
37,1,51248,-0.279224923370876,0.123173208111759,0.0239989646214603
38,1,51462,-0.270148776257265,0.123399908558268,0.0292356551831658
39,1,52124,-0.283210731490785,0.123147426282249,0.0220442451743682
40,1,52667,-0.303077606486466,0.122812843933654,0.014068172197855
42,1,59265,-0.205037071067777,0.123323312004181,0.0972805864545868
43,1,60165,-0.244066884171247,0.123027749090038,0.0480483628394533
44,1,62308,-0.204637939668914,0.123094683162821,0.0973115543416257
45,1,62869,-0.21816487940834,0.123013265668981,0.0770068525357817
49,1,66841,-0.171337230124108,0.123281496097906,0.165463963114398
50,1,66948,-0.186491734034061,0.123980279343254,0.133422792885156
51,1,68621,-0.226433957022454,0.123453169821154,0.067470525306698
52,1,69417,-0.150581890476351,0.123451779596006,0.223369115988769
56,1,74327,-0.0910559284311543,0.124297379006183,0.464309821997255
57,1,74572,-0.0815301441793957,0.123984739077854,0.511235256024059
58,1,75211,-0.0338373982425553,0.123821406101254,0.7848009995781
59,1,76030,-0.0202416385177122,0.123829816512774,0.870247160030778
60,1,80108,-0.102367538568156,0.12368527585909,0.408430560913838
61,1,81262,-0.135918266474422,0.123546803471809,0.272022601198524
62,1,81999,-0.114188546663073,0.123911695463765,0.357402308664328
63,1,82431,-0.0907856350593086,0.124554231770972,0.466555679012129
64,1,83284,-0.0263690450980204,0.123732921638992,0.831362155985184
