SNP,Chr,Pos,Effect,SE,FMP45_MID2_noMTX_Fluconazole_avg_logratio_Fitness_minus_ref.GLM
8,1,27243,-0.00266690762088295,0.0946676001116363,0.977541461606597
9,1,27272,-0.037092111733154,0.0932251109030892,0.69096148510704
16,1,27843,0.00888511397229886,0.0910385501930576,0.922307482958954
17,1,27848,0.00888511397229886,0.0910385501930576,0.922307482958954
18,1,28495,-0.00704007629570258,0.0910404814571776,0.93840557205395
19,1,28975,0.0215342040403052,0.0904254304180416,0.811908180065339
26,1,31435,-0.0346049926751276,0.0901742866474361,0.701389767175259
29,1,36146,-0.0370633032107878,0.0897063337425523,0.679738336308185
31,1,37409,0.0603387910134816,0.0901559863311782,0.503760078325302
32,1,37478,0.0495475612610895,0.0902521984982365,0.583359342272003
33,1,39144,0.110882108334435,0.0896847311192289,0.217148866103894
34,1,41499,0.153846192924137,0.0892545716965478,0.0856414636638655
37,1,51248,0.0769051537484755,0.089917781536478,0.392974597662817
38,1,51462,0.0744357121371467,0.0900458422379824,0.408998168644712
39,1,52124,0.0905738109024247,0.0898817134630758,0.314288696187154
40,1,52667,0.111247458418147,0.0896713693134303,0.21557268921417
42,1,59265,-0.0222503048718345,0.0898135023185035,0.804480413952516
43,1,60165,-0.0551227315132506,0.0897054699678562,0.539290248275839
44,1,62308,-0.0798565129023045,0.0895539193130751,0.373153485818489
45,1,62869,-0.0375964412947592,0.0896211281652295,0.675102854780484
49,1,66841,-0.0544969302934622,0.0896387963102807,0.543603996279588
50,1,66948,-0.058266662219297,0.0901828182159953,0.518637671682526
51,1,68621,-0.0499582530075128,0.0899523815331745,0.578982758281788
52,1,69417,-0.0192820681031364,0.0897475669994688,0.830010042778097
56,1,74327,-0.039395995038535,0.0902225296153243,0.662629524579191
57,1,74572,-0.0120021556020053,0.0900043593823484,0.893991920563713
58,1,75211,-0.0339342518436996,0.0898243957149901,0.705817844968181
59,1,76030,0.0760570705843067,0.0897513064540872,0.397335126434006
60,1,80108,0.0476706605090297,0.0897854666775568,0.595794512163132
61,1,81262,0.00370253686411362,0.0897871366937908,0.967130406138263
62,1,81999,0.0345147237054455,0.0899878774877924,0.701543942426002
63,1,82431,0.0491413945502206,0.0903948622202697,0.587038990703038
64,1,83284,0.0410057397715127,0.0897480955540366,0.64802527372012
65,1,83613,0.0769446396301698,0.0896712664488309,0.391433480756232
66,1,84112,0.121440603318968,0.0895416411582215,0.175887356900546
68,1,84858,0.0976793264827012,0.0898777606992851,0.277865882441302
69,1,85751,0.0892594504553134,0.0902731155569248,0.323452385747111
70,1,87445,0.105097391445347,0.0904162652167779,0.245869380698617
71,1,87467,0.11648124305641,0.0908520881637717,0.200649778532746
72,1,89070,0.0654860591149688,0.0904262869018159,0.469427103130677
73,1,89616,0.0114912261022743,0.0900045482847303,0.898479794891627
74,1,89679,0.0117489234954372,0.0900158520626324,0.896228900234528
75,1,89880,0.000334572382765977,0.0900408308397005,0.997037338176447
76,1,91472,0.0541127635331701,0.0906634506468892,0.550988045716452
77,1,93789,0.0632115864316921,0.0897115642040972,0.481518121497407
78,1,94351,0.0363795870519321,0.0899900711139949,0.686264713137571
79,1,99148,0.0545108649133748,0.0897277346611913,0.543900382135759
82,1,106800,0.0271069211212018,0.0898841463788787,0.76315271712098
83,1,107970,0.0361881068681561,0.0896086977700205,0.686570564042175
84,1,109000,0.0206021327247646,0.0897806568743641,0.818635104067442
85,1,112549,0.0925074775253927,0.0895504582597538,0.302301411494674
86,1,112742,0.0613357088849186,0.0899759245977989,0.495881841686364
87,1,113050,0.052689580552023,0.0898399047531519,0.557925798257996
88,1,113135,0.0463807830238272,0.0896207331575421,0.605115325369986
89,1,114076,0.0386512113320997,0.0896311203800362,0.666567742309915
90,1,114628,0.0838524278969115,0.0897706635873972,0.350904298398495
91,1,116283,0.0271722555944736,0.0903698763946072,0.763836872065955
93,1,127853,-0.0862450313689546,0.0900963054907424,0.339094292184534
94,1,128302,-0.136970580392808,0.0895704572813898,0.127112001251117
95,1,128704,-0.169467710447418,0.0895027502546209,0.0591174850138179
96,1,128911,-0.117159651778059,0.0897496878744437,0.192605307011362
97,1,130267,-0.0724613920192931,0.0898406678059658,0.420466266485288
98,1,130271,-0.0717402232279316,0.0899491308928143,0.425659487193593
99,1,130613,-0.06495488977874,0.0908056775328667,0.474885723288437
100,1,132012,-0.119147332465963,0.0904565626603172,0.188633551027085
101,1,133231,-0.175014830846566,0.0895519589269174,0.0514503854383475
102,1,137074,-0.220869341171869,0.0891352168057352,0.0136824348748355
103,1,137304,-0.19211132078612,0.0893551990089559,0.0322362077570828
104,1,139686,-0.171940542022882,0.0895903342585205,0.0557667353090514
105,1,149562,-0.14010652011766,0.0899534054536825,0.120237089270305
106,1,150447,-0.150211379588747,0.0909123162669589,0.0993693749449501
108,1,154084,-0.128437720139016,0.0912895430318266,0.160328852508772
110,1,157269,-0.144034260936643,0.0895561437706575,0.108660735162177
111,1,160054,-0.131223859022961,0.0904684298148035,0.147808948230384
112,1,166222,-0.122993738291606,0.0898282959456684,0.171804366601213
113,1,166416,-0.117585500845751,0.0896655169059016,0.190581979032136
114,1,167326,-0.126368083014767,0.090143860733188,0.161839011130221
115,1,168836,-0.0439925469343626,0.0899355816829496,0.625034909575695
116,1,171200,-0.0749266601246088,0.0900124892080265,0.405744329612268
117,1,171431,-0.0860854715214142,0.0905474405281903,0.34239583017121
118,1,173339,-0.0812012585879139,0.0898543544454227,0.366771501506545
119,1,173845,-0.0856521476161657,0.0897679807056335,0.340660473988915
120,1,175121,-0.0575723552097484,0.0896530977466694,0.521180884148135
121,1,175281,-0.0614536551895495,0.0897220971216512,0.49383547334101
122,1,175315,-0.0640916675104309,0.0896885855193743,0.475327128835684
123,1,175523,-0.0741066261893165,0.0901757521263281,0.41174422140424
124,1,175541,-0.0629494667336194,0.0898311360254446,0.483918610265409
125,1,175653,-0.0588340248048263,0.090123663219152,0.514300856530443
128,1,175856,-0.0791166120879013,0.0915700068964013,0.388173828539252
129,1,175876,-0.064140210189543,0.0901973916467829,0.477486068088756
130,1,175989,-0.0818384035476928,0.0904146429190589,0.366005683385776
131,1,176001,-0.0854421983348157,0.090877459664904,0.347762344242894
133,1,177692,-0.0767660742972021,0.0896603864506247,0.392475054218911
134,1,178191,-0.0793182552068618,0.08974330937651,0.377386976051127
135,1,178224,-0.0767660742972021,0.0896603864506247,0.392475054218911
136,1,178960,-0.077876975043452,0.0903752788053985,0.389433955322112
140,1,183802,-0.0581369073107051,0.0897113879624678,0.517377912779845
141,1,183954,-0.0764881169156356,0.0903265542584908,0.397682841408298
142,1,184450,-0.0368288495608272,0.0896051444754334,0.681312641176815
144,1,184718,-0.0445953346569045,0.0901045592080363,0.620958340481647
145,1,185296,-0.0342673837714825,0.0897349014455824,0.702784949382775
146,1,185438,-0.0331751898531366,0.0897403026425213,0.711842652886234
147,1,185469,-0.0298795865994189,0.0898731411849798,0.739736235451251
148,1,185503,-0.0320392589649367,0.0896385063777274,0.720985458785552
149,1,185705,-0.0338276754857692,0.0906388606377157,0.709213326173569
150,1,185749,-0.0641051774871828,0.0905925116382237,0.47964747192592
151,1,185806,-0.0260886243345508,0.0907671724808043,0.773956673778588
152,1,185879,-0.0435733918102676,0.0911869549183466,0.633055032066593
