SNP,Chr,Pos,Effect,SE,TPO1_TPO2_MTX_Fluconazole_avg_logratio_Fitness_minus_ref.GLM
8,1,27243,0.112746873553119,0.171292441859709,0.51083044973038
9,1,27272,0.11821718195222,0.168706229404687,0.483934382660137
16,1,27843,0.0297302366896194,0.164821502560633,0.856959028672559
17,1,27848,0.0297302366896194,0.164821502560633,0.856959028672559
18,1,28495,0.0491404802715478,0.164811015126295,0.76575448666204
19,1,28975,0.117673824511158,0.163610125544396,0.472473141088564
26,1,31435,0.0238291708866434,0.163291237281894,0.884059554295877
29,1,36146,-0.109329566067493,0.162349888187877,0.501121161465523
31,1,37409,-0.0478735928303124,0.163312628989293,0.7695867908692
32,1,37478,-0.0104360159740026,0.163471969040832,0.949133930612471
33,1,39144,0.156013580192762,0.162514940395542,0.337714652112135
34,1,41499,0.150554459387101,0.162077608075347,0.353573833741558
37,1,51248,0.142798314837532,0.162788966854926,0.38097516762524
38,1,51462,0.137267459654487,0.163023649932659,0.400352724290279
39,1,52124,0.147901207988812,0.162776059170355,0.364171871098556
40,1,52667,0.0311344059399388,0.162696681602501,0.848349874945455
42,1,59265,0.0103939714283694,0.162622098505638,0.949074183630347
43,1,60165,0.0423836750882671,0.162484491672881,0.794362209318047
44,1,62308,0.149457521920884,0.162126399250897,0.357232248580828
45,1,62869,0.11834276031433,0.162178778465244,0.466054093625399
49,1,66841,0.0326289506882455,0.162368252453337,0.840848349508718
50,1,66948,0.0549719799820057,0.163347868229912,0.736668794452325
51,1,68621,-0.273005666721318,0.162282254085708,0.0933970879883933
52,1,69417,-0.15910666994366,0.162279343195561,0.327535850652894
56,1,74327,-0.0339808716491756,0.163383553987427,0.835362804462811
57,1,74572,-0.0723855011806906,0.162913009111757,0.657083542631968
58,1,75211,-0.113780040486849,0.162548729575824,0.484403979269059
59,1,76030,-0.0198540050623002,0.162658066987494,0.902921144173677
60,1,80108,-0.0659993001721125,0.162585095528792,0.68503486906338
61,1,81262,0.0327631675018113,0.162552206930707,0.840380927248273
62,1,81999,-0.07230721262177,0.162913107599994,0.657430827006198
63,1,82431,-0.0759826154481439,0.163680008105108,0.64278030382746
64,1,83284,-0.0976857587458229,0.162455344589829,0.548020553210152
65,1,83613,-0.092376763035602,0.162446223148833,0.569948097368883
