SNP,Chr,Pos,Effect,SE,SSH1_ORM2_MTX_Trifluoperazine_avg_logratio_Fitness_minus_ref.GLM
8,1,27243,0.0467242354186372,0.15290695308306,0.760109899379642
9,1,27272,0.023340025089718,0.150625433260391,0.876946081521983
16,1,27843,-0.0554085303124194,0.147037011371721,0.706523466484116
17,1,27848,-0.0554085303124194,0.147037011371721,0.706523466484116
18,1,28495,-0.0516939336483384,0.14704322549564,0.725380989551991
19,1,28975,-0.0460558393697352,0.146065324877005,0.75271270419899
26,1,31435,-0.0513671258398236,0.145673188142286,0.724584578000257
29,1,36146,-0.0807858050516879,0.144883767507025,0.577477489265328
31,1,37409,-0.0576996135405259,0.1456989060463,0.692329869533368
32,1,37478,-0.071331260213471,0.145807124574345,0.624992218321454
33,1,39144,-0.0641188037849047,0.145150850898668,0.658948503344415
34,1,41499,-0.0106572179856442,0.144787125448361,0.941365494536104
37,1,51248,-0.168643757731571,0.145127208177134,0.246003898048588
38,1,51462,-0.167543857570659,0.145328358138347,0.24974620561813
39,1,52124,-0.0956332066338071,0.145315403964068,0.510897791196274
40,1,52667,-0.149579625420059,0.144953025192599,0.30281703987534
42,1,59265,0.00393121474542205,0.145098105558551,0.97840047338348
43,1,60165,-0.00490862686534213,0.144988374984593,0.973011662439193
44,1,62308,-0.176437328301036,0.144524380843317,0.222971418479174
45,1,62869,-0.148561329986217,0.144594926798024,0.30492099407666
49,1,66841,-0.121457444018548,0.144734916666608,0.401940900700989
50,1,66948,-0.148042230030073,0.145555235059365,0.309808974653116
51,1,68621,-0.335503611817542,0.144272552776079,0.0206122019890404
52,1,69417,-0.279630253720177,0.144222699319146,0.0533128664333457
56,1,74327,-0.15508293141587,0.145551886491373,0.28738603871131
57,1,74572,-0.167708398132293,0.145123361974038,0.248615557481102
58,1,75211,-0.118094823995339,0.144996397319967,0.415926403751131
59,1,76030,-0.110263870639019,0.145013865357517,0.447542335541451
60,1,80108,-0.0320867531997169,0.14508820564556,0.825100841381555
61,1,81262,-0.0545292100978641,0.145014362142615,0.707123246926223
62,1,81999,-0.0425621082235763,0.145379970165576,0.769874104535774
63,1,82431,-0.0975636295593192,0.145993571706696,0.504395770458227
64,1,83284,-0.0355400773566937,0.145010510929345,0.806532089868731
65,1,83613,-0.0474833895903396,0.144984842086894,0.743479429644182
66,1,84112,-0.0676876805544575,0.14497809268661,0.640872239164744
68,1,84858,0.0322830746016136,0.145421996314814,0.824445516300423
69,1,85751,-0.075369693809942,0.145974801383563,0.605954283193985
70,1,87445,-0.0945468170762108,0.146252059922696,0.518398427932939
71,1,87467,-0.145259623946495,0.146901387518329,0.323426528548719
72,1,89070,-0.109132301811336,0.146068570685293,0.455482075606991
73,1,89616,-0.0639137832264799,0.145357818466062,0.660423716640322
74,1,89679,-0.0972760518984363,0.145323830472706,0.503694239838665
75,1,89880,-0.0848467984411262,0.145382754829121,0.559855575241547
76,1,91472,-0.0849036523482484,0.146462843429353,0.562490678532405
77,1,93789,-0.0459451458445994,0.145002228989567,0.75153850378149
78,1,94351,-0.0765331766748939,0.145347453235488,0.598834543733304
79,1,99148,-0.0827498882120782,0.144955953023105,0.568456213477777
82,1,106800,0.0077171761649206,0.145217886204215,0.957648788538472
83,1,107970,0.00536944584858694,0.144787954496921,0.97043827976371
84,1,109000,0.0305213715792679,0.145034304878325,0.833443797267661
85,1,112549,-0.170958460897862,0.144593190585007,0.237866201490454
86,1,112742,-0.131294680332181,0.145275686637803,0.366737818750771
87,1,113050,-0.122130350275505,0.145053405823179,0.400375820958694
88,1,113135,-0.137156568581486,0.144645056698466,0.343661812962026
89,1,114076,-0.0672885627935856,0.144784866296119,0.642398033840499
90,1,114628,-0.0469308759590077,0.145174059010337,0.746679801116297
91,1,116283,-0.00908504452497105,0.146002308821876,0.950418593797816
93,1,127853,0.0540778470772646,0.145702841619777,0.710747246673718
94,1,128302,0.0531260085376169,0.145143951787432,0.714567252670426
95,1,128704,0.0250384800579474,0.145309888698498,0.86329184895331
96,1,128911,0.087724987601588,0.145257059987873,0.546278586074664
97,1,130267,0.140888816402154,0.145069513995878,0.332122924619759
98,1,130271,0.135496216480164,0.145256686550265,0.351558042364637
