SNP,Chr,Pos,Effect,SE,RET2_SNA3_MTX_5.FC_avg_logratio_Fitness_minus_ref.GLM
8,1,27243,-0.0774040968959322,0.0969868469705468,0.42535564000794
9,1,27272,0.00249495382573195,0.0956163799388006,0.979197607646725
16,1,27843,0.09642682618271,0.0932129681697419,0.30162061365147
17,1,27848,0.09642682618271,0.0932129681697419,0.30162061365147
18,1,28495,0.11575721874632,0.0931521357534009,0.214814865506983
19,1,28975,0.0949047119494537,0.0925939564325818,0.306085897278729
26,1,31435,0.0625642848921482,0.0924259774299726,0.498904906459345
29,1,36146,0.033804425101037,0.091991454548552,0.71348604305864
31,1,37409,0.0572662091566329,0.0924563009897354,0.536061146523407
32,1,37478,0.0534315971129552,0.0925423637333028,0.564054583132372
33,1,39144,0.0615819578611448,0.0921052550427559,0.50418498325969
34,1,41499,0.0276275306270089,0.0918961514244383,0.763867076567551
37,1,51248,-0.084753335803095,0.0921888193153674,0.358542891134732
38,1,51462,-0.0832623001208879,0.0923179709641618,0.367720798962614
39,1,52124,-0.0475135894484627,0.0922644672140651,0.606895101152425
40,1,52667,-0.0675595721177292,0.0920810131241178,0.463620370424206
42,1,59265,0.0354954480767967,0.092085330393263,0.700126905886056
43,1,60165,0.0530105543660301,0.0919918494401754,0.564811593226085
44,1,62308,0.0961047191338137,0.0917914774220819,0.295820743339996
45,1,62869,0.0915630843290052,0.0917930657346637,0.319207776062723
49,1,66841,0.0471048552037109,0.0919314838966101,0.608697904996721
50,1,66948,0.0277487062061576,0.0925182812423047,0.764409574324782
51,1,68621,-0.0355408202620101,0.0922600121574587,0.700303080909036
52,1,69417,0.0336403054444862,0.0920176894720794,0.714893587774689
56,1,74327,0.103423074154855,0.0923772470664917,0.263656949847155
57,1,74572,0.0895883768949373,0.092171478802294,0.331728502850795
58,1,75211,0.0878034796810242,0.0920078827969023,0.340582870088845
59,1,76030,0.0564059896819912,0.0920775606171742,0.540540481778365
60,1,80108,0.0248770355913508,0.0920951904702883,0.787223424636111
61,1,81262,0.0464819761442342,0.0920366432758194,0.613847495246898
62,1,81999,-0.0204693673611871,0.0922883053953486,0.824599343223659
63,1,82431,-0.0508051501669086,0.0926922003174265,0.583965560688274
64,1,83284,-0.025508518059937,0.0920468285821713,0.781845996082752
65,1,83613,-0.0294569314936849,0.0920333433313795,0.749106116740827
66,1,84112,-0.0395220331019431,0.0920328041874399,0.667869261408387
68,1,84858,0.0282099964534548,0.0923044425988852,0.760074854257651
69,1,85751,0.0287114171432459,0.0926835019516725,0.756911691057989
70,1,87445,0.0355642284952732,0.0928727641380527,0.701998471148098
71,1,87467,0.00846726767003755,0.0933772588192001,0.927799843748497
72,1,89070,0.042011166293594,0.092766976098586,0.650922230442678
73,1,89616,0.0555119179946745,0.0922474313906999,0.547712226002344
74,1,89679,0.0451642849285112,0.09227511737888,0.624825391473554
75,1,89880,0.0495021795919575,0.0922922114633015,0.59204514387861
76,1,91472,0.0669752155325657,0.0929468229509342,0.471647544294181
77,1,93789,0.0260228310949869,0.0920464207436083,0.777561624626458
78,1,94351,-0.0108367382975769,0.0922973159649463,0.906600986599635
79,1,99148,0.00248127320223501,0.0920567461376252,0.978511865165016
82,1,106800,-0.0338258301708279,0.0921634319219268,0.713823955056696
83,1,107970,0.0156547278916915,0.0919041384457712,0.86484224821281
84,1,109000,-0.0196211351315104,0.0920639652169244,0.831352473192828
85,1,112549,-0.0810770831506522,0.0918643656722258,0.378067194291907
86,1,112742,-0.0716250843201643,0.0922452227617301,0.43799508509931
87,1,113050,-0.061484749661369,0.0921105331959417,0.504882230703815
88,1,113135,-0.108249147481776,0.0917531734776429,0.238879637613626
89,1,114076,-0.0538442682356372,0.0918892100242485,0.558270516950885
90,1,114628,-0.0307723039863916,0.0921519118500401,0.738630535530125
91,1,116283,-0.00440587385924263,0.0926787894348282,0.962110386613918
93,1,127853,0.0187586941664362,0.0925011398818227,0.839412731129536
94,1,128302,0.090402744817811,0.0920254909988775,0.326592209296002
95,1,128704,0.0690026528368158,0.0921697842121193,0.454568388536409
96,1,128911,0.118101306835112,0.0920387333340136,0.200274440412141
97,1,130267,0.0699563476460111,0.0921341998951766,0.448187309969526
98,1,130271,0.0683431411845291,0.0922471553888239,0.45926485639989
99,1,130613,0.126598487405852,0.0929376163290617,0.174007174091156
100,1,132012,-0.0358127198884221,0.0929642346156888,0.70029817761868
101,1,133231,0.0166383636999357,0.0923197156478998,0.85707898455543
102,1,137074,-0.00802877118832909,0.092191668862783,0.930651088183045
103,1,137304,-0.0296746039937483,0.0922111785704949,0.747786093627873
104,1,139686,-0.00888068759956795,0.0923446917919328,0.923441001636692
105,1,149562,-0.00515954604685331,0.0925561663527365,0.955576466082831
106,1,150447,0.0182889834635623,0.0935781723918904,0.845160404166157
108,1,154084,0.0204570028347993,0.0938660438920067,0.827603138548882
110,1,157269,-0.0176058383263435,0.09216388398935,0.848613851982774
111,1,160054,0.0118538653473503,0.0930421854727345,0.898693884949626
112,1,166222,0.0101083404238577,0.0923545777361852,0.912906638018663
113,1,166416,0.0203559018201672,0.0921622795375034,0.82532119079403
114,1,167326,-1.94965446761453e-05,0.0926923998303368,0.999832295001283
115,1,168836,0.00352122126800058,0.0922529448125135,0.96957435283253
116,1,171200,-0.0145537587122891,0.0923880434399988,0.874918340179361
117,1,171431,-0.0488422596315192,0.0929317420643301,0.599516058237337
118,1,173339,-0.0487681979736067,0.092208586683117,0.597214161642849
119,1,173845,-0.0483140335086398,0.0921327683668078,0.600332428381864
120,1,175121,-0.0594962542721278,0.0919313793373489,0.51793534440698
121,1,175281,-0.0517099492011921,0.0920229405453231,0.574524036264339
122,1,175315,-0.0569716543007581,0.0919851413331612,0.536080634040751
123,1,175523,-0.0484973923220958,0.0925205731845333,0.600482633522729
124,1,175541,-0.0544943280939534,0.0921331890596541,0.554581862247623
