SNP,Chr,Pos,Effect,SE,ADE17_PGM2_MTX_5.FC_avg_logratio_Fitness_minus_ref.GLM
8,1,27243,-0.00916623559913021,0.142380277711781,0.948705251299188
9,1,27272,-0.122541987595955,0.140091125549886,0.382315279798435
16,1,27843,0.139143414643862,0.136724248613329,0.309520502001489
17,1,27848,0.139143414643862,0.136724248613329,0.309520502001489
18,1,28495,0.154936247395715,0.136678346871085,0.257738792861777
19,1,28975,0.100042653347619,0.135907345827984,0.462153080690909
26,1,31435,0.0786940325471804,0.135586577393765,0.562017285685802
29,1,36146,0.0628060756698356,0.134910372473763,0.64183240837084
31,1,37409,0.242123435574854,0.135068063602509,0.0738925243035674
32,1,37478,0.165436648407623,0.135512309419284,0.222967568412451
33,1,39144,0.128967310012122,0.135004009545844,0.340087298754492
34,1,41499,0.0938715719804598,0.134710825587965,0.486363041070279
37,1,51248,0.0212720655548987,0.13537249857447,0.875226498970748
38,1,51462,-0.00429887521916752,0.135560612630109,0.974719782130847
39,1,52124,-0.0364641325702388,0.135363320646888,0.787794884194347
40,1,52667,0.00663779302442585,0.135159811111579,0.960858850505961
42,1,59265,-0.0320716292744889,0.135081302447628,0.812465113561757
43,1,60165,0.0262166474598027,0.134982790782631,0.846113663251968
44,1,62308,-0.0424163959115298,0.134822642941992,0.753244531575304
45,1,62869,-0.00349539322413579,0.134824479285379,0.979331403345377
49,1,66841,-0.0135997831739542,0.134886207032965,0.9197473191041
50,1,66948,-0.100112893491766,0.135611330388727,0.460862771133818
51,1,68621,-0.212237769125362,0.134876094237051,0.116481338725615
52,1,69417,-0.0727106450062934,0.134934517417724,0.590323983166463
56,1,74327,-0.208678168490286,0.135276974982301,0.12382397601861
57,1,74572,-0.11462649526634,0.135233255360268,0.397223621158495
58,1,75211,-0.130839428503015,0.134944468693328,0.332919847147774
59,1,76030,-0.106528624200591,0.135005025695911,0.430599834291766
60,1,80108,-0.116118652037938,0.134950639572544,0.390123529292489
61,1,81262,-0.1084611198739,0.134917570466621,0.421991964703435
62,1,81999,-0.0439128126663564,0.13535062716528,0.74579903477575
63,1,82431,-0.0718675168522463,0.135957816528384,0.597414044586412
