SNP,Chr,Pos,Effect,SE,SRO9_SGN1_noMTX_5.FC_avg_logratio_Fitness_minus_ref.GLM
8,1,27243,-0.138040531641762,0.0612475473085112,0.0248208426059759
9,1,27272,-0.167326248981941,0.060104027145681,0.00565946064492331
16,1,27843,0.12564511150476,0.0589445071237621,0.0337313490577282
17,1,27848,0.12564511150476,0.0589445071237621,0.0337313490577282
18,1,28495,0.166719192426019,0.0586562034393043,0.00473913226390313
19,1,28975,0.112199697344579,0.0586236856378358,0.0564417186224289
26,1,31435,0.137170871073065,0.0583156958665426,0.0192107727022539
29,1,36146,0.0981512736043144,0.0582340386325402,0.0927831303545596
31,1,37409,0.134171207766529,0.0583486397410661,0.0220611839900366
32,1,37478,0.117855363074255,0.0584991981996898,0.0446993234320894
33,1,39144,0.0674591092793173,0.0584559094462842,0.249273926567582
34,1,41499,0.107083133367403,0.0581248608719616,0.0662705462013793
37,1,51248,0.0552209248565657,0.0585785298934171,0.346488292393106
38,1,51462,0.0531315647968308,0.058663629051729,0.365713180696168
39,1,52124,0.00800580297348524,0.0586506690928815,0.891504017628676
40,1,52667,-0.0187809601073364,0.0585496863881994,0.748574801793114
42,1,59265,-0.00325349641018619,0.0585284213934781,0.955701220961646
43,1,60165,0.0495918021042418,0.0584248562370289,0.396560355775722
44,1,62308,0.0850930179627263,0.0582443066111133,0.144913969347014
45,1,62869,0.07755908719331,0.0582667437055673,0.18401388970323
49,1,66841,0.0469035487318011,0.0583869763929978,0.422329160481429
50,1,66948,0.0469660118236926,0.0587458158869018,0.424550686444274
51,1,68621,0.0201816317675134,0.0586298495855861,0.730884972510503
52,1,69417,0.00772521761687311,0.0584830039589739,0.894985690873336
56,1,74327,-0.0645304578730775,0.0587056062575898,0.272420622302168
57,1,74572,-0.0576384872525345,0.0585691435495085,0.325735388542242
58,1,75211,-0.0679432197809467,0.0584307222532082,0.245696296611699
59,1,76030,-0.0219320174122375,0.0585308802469501,0.708102289286271
60,1,80108,-0.0849067068897756,0.0583539508468841,0.146549810896885
61,1,81262,-0.117421824320755,0.0581717915847292,0.0442913188404643
62,1,81999,-0.130498592075534,0.0582366946238333,0.0256583457546138
63,1,82431,-0.11683795173822,0.0585980125117602,0.0469331434981946
64,1,83284,-0.126775178049995,0.0581078034217193,0.0297889996218776
65,1,83613,-0.106403589674444,0.0582170026993679,0.0684376039435309
66,1,84112,-0.0888133532510344,0.0583069578536173,0.128603157654454
68,1,84858,-0.043965806131044,0.0586166691553595,0.453720366813606
69,1,85751,-0.0911733160541976,0.0587042553385473,0.121296376526664
70,1,87445,-0.119053688450037,0.0586879091626451,0.0432503805126735
71,1,87467,-0.131491405215625,0.0589238543843668,0.026272166973768
72,1,89070,-0.111340157388983,0.0586681093925666,0.0585384701725893
73,1,89616,-0.119512963269022,0.0583034574507889,0.0411181087376439
74,1,89679,-0.104079896223089,0.0583946897905833,0.0755512268322586
75,1,89880,-0.107301663549166,0.0583931017084301,0.0669654684326749
76,1,91472,-0.0816325372066808,0.0589473211844339,0.166976375663852
77,1,93789,-0.0387913645613616,0.0584618132236186,0.507422104343418
78,1,94351,-0.0368461991120121,0.0586194211745996,0.530039446972565
79,1,99148,-0.018957912285854,0.0584895569534128,0.746035564236211
82,1,106800,-0.0192428897023673,0.0585682127810121,0.742686745863084
83,1,107970,-0.0664123498223626,0.0582965580347739,0.255385698528819
84,1,109000,-0.0524128995426524,0.0584400060975332,0.370401248181013
85,1,112549,0.020058083636228,0.0584305691345118,0.731591688854542
86,1,112742,0.0432658210520926,0.0586227930108333,0.460981994786504
87,1,113050,0.0420674870842504,0.0585264952353206,0.472753959897455
88,1,113135,0.0173737406312048,0.058412810282827,0.766312957829771
89,1,114076,0.028621096633825,0.0584002646270672,0.624378168054987
90,1,114628,0.0404859727709127,0.058528267414767,0.489559307034675
91,1,116283,-0.0118783184717476,0.0588902771196267,0.840265459755545
93,1,127853,0.00795095523470646,0.0587824939369241,0.892482931736479
94,1,128302,0.0194760838204484,0.0585490430386878,0.739599244151603
95,1,128704,0.0113500058190448,0.0586133962315599,0.846567711370195
96,1,128911,0.00750168416677666,0.0586216369693332,0.898247294921439
97,1,130267,-0.0119235445712844,0.0585917716305977,0.838859916581679
98,1,130271,-0.00686509694393683,0.0586636153505913,0.906906965194247
99,1,130613,-0.0235360312319911,0.0591997199234505,0.691187494975053
100,1,132012,-0.00792072607488881,0.0590857829697874,0.893435726420914
101,1,133231,0.0381509592310179,0.058632853969307,0.515679292699559
102,1,137074,0.0227230460587624,0.0585720816788674,0.698286784698948
103,1,137304,0.0287951651526971,0.0585848862916959,0.623369950037134
104,1,139686,0.0230354595463244,0.058669136284293,0.694827281841665
105,1,149562,0.0219437904356089,0.0588042215840061,0.709248196911529
106,1,150447,0.00297158504494854,0.0594680090919269,0.960174976910458
108,1,154084,0.027976746908975,0.0596333572514468,0.639254950177796
110,1,157269,-0.00574395035134023,0.05856851047483,0.921930520978806
111,1,160054,-0.0107636271106765,0.0591229888150663,0.855644176963859
112,1,166222,-0.0217894253677947,0.0586769952026512,0.710603151350948
113,1,166416,-0.013326423505312,0.0585650133262603,0.820128430468229
114,1,167326,-0.0085920946421269,0.0589003556560314,0.884103260364235
115,1,168836,0.0314334518458939,0.058599118583675,0.592009574660561
116,1,171200,0.0433659767565248,0.0586654004842431,0.460271505682272
117,1,171431,0.0416121708979935,0.0590357929897702,0.481360033598529
118,1,173339,0.0244166300471274,0.058603491678272,0.677194085077811
119,1,173845,0.0034467101515952,0.0585690210766555,0.953105926236271
120,1,175121,0.0256272313178331,0.0584372650316297,0.661261248590221
121,1,175281,0.00846085656201398,0.0585011323599741,0.885087735755802
122,1,175315,0.0110437156339197,0.0584814954356921,0.850325803706053
123,1,175523,0.0102239965760145,0.0588133017652725,0.862092294245804
124,1,175541,0.00978009741262936,0.0585734671935362,0.867488108746958
125,1,175653,0.00844557094201015,0.0587594136954839,0.885794615214655
128,1,175856,0.000838786666631425,0.0597311911936189,0.988803854942445
129,1,175876,0.0136552573549356,0.0588113284271587,0.816526908338257
130,1,175989,0.0193256325736366,0.0589746609260951,0.743337429262132
131,1,176001,0.00737461399053241,0.0592896758764732,0.901083014105546
133,1,177692,0.00803214022034834,0.0584828868274873,0.890838997402744
134,1,178191,0.0116331082731312,0.0585392451082192,0.842593649962631
135,1,178224,0.00803214022034834,0.0584828868274873,0.890838997402744
136,1,178960,0.00133550650085454,0.0589515127082382,0.981938813020736
140,1,183802,-0.00834500574144593,0.0584901273512122,0.886629249932481
141,1,183954,-0.0186750877423642,0.0589092659408024,0.751420054342282
142,1,184450,-0.0123174346179995,0.0583981111646329,0.833069999823462
144,1,184718,-0.00490017439058227,0.0587330350342489,0.9335558801518
145,1,185296,0.0221002686077718,0.0584726190892314,0.705688017203488
146,1,185438,0.00724340470068732,0.0584859400198255,0.90150560028368
147,1,185469,0.00878090254819482,0.0585697548542858,0.880911672171138
148,1,185503,0.0050304993203867,0.0584195156367646,0.931427865101031
149,1,185705,-0.0148690619585974,0.0590677536670797,0.801397087458907
150,1,185749,-0.0121788896348085,0.0590694984962389,0.836769958703547
151,1,185806,0.00740960171825992,0.0591506191913524,0.900383737631456
152,1,185879,-0.0182633224912833,0.0594298140139724,0.758789329042151
153,1,185916,-0.00399193252638122,0.0594103502867481,0.946466462018911
154,1,185941,0.011595966073424,0.0596663398639072,0.846016087891056
155,1,185954,0.00969034619808782,0.0598415702738211,0.871450983657399
156,1,186055,0.00341989324285904,0.0586491497109676,0.953533863553667
157,1,186896,-0.0112106401710523,0.0596079837985557,0.850927652105175
161,1,190132,0.0310310310569312,0.0587005980121569,0.597392765965151
162,1,190148,0.0319308240889296,0.0587169491845847,0.586915977721606
163,1,190165,0.042724201902685,0.0591492280351063,0.470580857836299
164,1,190169,0.034357494131475,0.0590908197681661,0.561318128570005
165,1,190933,0.00999078562344846,0.0586372775429824,0.864806680755498
166,1,192149,-0.0421752201039801,0.0590764762556241,0.475755293455695
168,1,192303,-0.0247010305670767,0.0704665971720902,0.72614607652001
171,1,192795,-0.0894554212943274,0.0583346961127253,0.126051954788321
173,1,194187,-0.0888776882721214,0.0583858464431381,0.128842437870949
