SNP,Chr,Pos,Effect,SE,ADE17_GIS2_MTX_Trifluoperazine_avg_logratio_Fitness_minus_ref.GLM
8,1,27243,0.0482512670440045,0.15567263281117,0.756779267827264
9,1,27272,-0.114374318938511,0.153234775709323,0.455923076258663
16,1,27843,-0.0458955050375624,0.14970726984969,0.759352722395507
17,1,27848,-0.0458955050375624,0.14970726984969,0.759352722395507
18,1,28495,0.0904484488751859,0.149652211316131,0.545971974689255
19,1,28975,0.0360098513592315,0.148716415563799,0.808814075110687
26,1,31435,-0.0178017104769595,0.148331686174582,0.90454123240138
29,1,36146,-0.138993926652105,0.147384285364743,0.346289288013667
31,1,37409,0.0108126809251591,0.148366609150374,0.941944373688838
32,1,37478,0.00138769690947183,0.14849524977744,0.992549109023332
33,1,39144,-0.043997265355981,0.147799096270282,0.766120302844037
34,1,41499,-0.0925620526656125,0.147325283302165,0.530224478844348
37,1,51248,-0.0117918725970432,0.148033737965668,0.936555470981276
38,1,51462,-0.0226032903241171,0.148230923222275,0.878889954272164
39,1,52124,-0.216171541568043,0.147587267383004,0.1438919345264
40,1,52667,-0.212499278078397,0.14736443176865,0.150189413182692
42,1,59265,-0.105674403925602,0.147616148305375,0.474543088076883
43,1,60165,-0.15369600413267,0.14738478460001,0.29774466710375
44,1,62308,-0.282944520079464,0.146678224166375,0.0545303688950587
45,1,62869,-0.343232237031438,0.146294558478044,0.0195199255937894
49,1,66841,-0.34678623336902,0.146340846530909,0.0183389264471032
50,1,66948,-0.345532972528072,0.147261546396241,0.0195087218768988
51,1,68621,-0.281182352899217,0.147244845560212,0.0569919347505899
52,1,69417,-0.185596031291973,0.147280730139283,0.20844712451332
56,1,74327,-0.282474441096236,0.14765975790998,0.05655571319911
57,1,74572,-0.316536515395677,0.147066179017284,0.0320479756265341
58,1,75211,-0.285831334881571,0.146972927951815,0.0525942252302849
59,1,76030,-0.272425576906584,0.14704503486656,0.0647645010475558
60,1,80108,-0.322105155600445,0.146725075479364,0.0287927744148643
61,1,81262,-0.254903909252184,0.147042842393383,0.0838737950391078
62,1,81999,-0.155769865918442,0.147795680985506,0.292624782706303
63,1,82431,-0.14045284435332,0.148540774869066,0.345024526477951
64,1,83284,-0.039175880042021,0.14763176484893,0.790885401399418
65,1,83613,-0.0245510001834234,0.147624436140298,0.868010448709038
66,1,84112,-0.0536053747684994,0.147618919503832,0.71672251214213
68,1,84858,0.0153115145341619,0.148060950018597,0.917693451170081
69,1,85751,-0.0886616059321748,0.1485968598701,0.551117738763565
70,1,87445,-0.026808314690121,0.14897922013759,0.857297687447457
71,1,87467,-0.0531974869298049,0.149739234525159,0.722601363479994
72,1,89070,-0.111436770506771,0.148710430298558,0.45414287967675
73,1,89616,-0.037938584007503,0.148014266655643,0.797855322995776
74,1,89679,-0.0932335237169054,0.147963596605927,0.529029473604156
75,1,89880,-0.0642901829673194,0.148044756898351,0.664363649827656
76,1,91472,-0.0985513654216233,0.149091250966217,0.509034673429832
77,1,93789,-0.13947034122932,0.147459760533372,0.344887530443741
78,1,94351,-0.090151405755139,0.147957284497454,0.542712933083287
79,1,99148,-0.173466037592088,0.147357536660986,0.239917605528945
82,1,106800,-0.256335364138407,0.147214789419404,0.0825138043236578
83,1,107970,-0.183922474668057,0.147082227866547,0.211954772038294
