SNP,Chr,Pos,Effect,SE,RET2_EMP47_MTX_Fluconazole_avg_logratio_Fitness_minus_ref.GLM
8,1,27243,-0.0378873109298719,0.106372977976812,0.721922882495956
9,1,27272,0.0344545051487239,0.104778275869576,0.742477271380696
16,1,27843,0.0721812244248397,0.102242697770466,0.480666688458795
17,1,27848,0.0721812244248397,0.102242697770466,0.480666688458795
18,1,28495,0.138643103743553,0.102050060373327,0.175147442337386
19,1,28975,0.150912420540254,0.101314679661302,0.13723772425177
26,1,31435,0.0674983095019576,0.101299622868119,0.505639638465583
29,1,36146,-0.031722690262818,0.100826499792359,0.753231124562732
31,1,37409,0.0210148465684263,0.101379697031377,0.835904071149962
32,1,37478,0.0181612499797186,0.101468418248628,0.858052742536307
33,1,39144,0.126638027743602,0.100784839839471,0.209758862061681
34,1,41499,0.209133064076852,0.100112896046531,0.0374260089517824
37,1,51248,0.110753490786504,0.100986648322105,0.273513942201644
38,1,51462,0.10394532452059,0.101144525141238,0.304798843899444
39,1,52124,0.100114839886043,0.101018108532031,0.322335924080392
40,1,52667,0.0900967311462921,0.100882520950571,0.372419742149179
42,1,59265,-0.0764427159785519,0.100863450990474,0.449026546069229
43,1,60165,-0.11102677861508,0.100695949976547,0.270954534813855
44,1,62308,-0.026274013469624,0.100748557859612,0.794408077916855
45,1,62869,-0.00674464343980305,0.100744968235635,0.946661244180727
49,1,66841,-0.0357785708200599,0.100775097511004,0.722776259343687
50,1,66948,-0.0434645874776128,0.101385277668543,0.668397887316998
51,1,68621,-0.199204180653808,0.100579651721139,0.0484164120554819
52,1,69417,-0.149057234774996,0.10055672125422,0.139147332412625
56,1,74327,-0.0797630692019352,0.101334878789648,0.431737692459902
57,1,74572,-0.0546122595692667,0.101111973911299,0.58945717501036
58,1,75211,-0.112853016362825,0.100790531146419,0.263611938368839
59,1,76030,0.0206495511434535,0.100963369537848,0.838060989431044
60,1,80108,-0.0427604684194688,0.100919818528673,0.672037315057841
61,1,81262,0.0189617869697929,0.10090226871041,0.851045533476401
62,1,81999,0.0100865508180462,0.101152321093187,0.9206260418771
63,1,82431,-0.00471492748433586,0.101632270967584,0.963024021626257
64,1,83284,-0.0309350650326171,0.100879580276173,0.759288012971243
65,1,83613,-0.0259132409200287,0.100872469781743,0.79741249579414
66,1,84112,-0.0566616294946517,0.100847933484829,0.574573303662102
68,1,84858,-0.0150616957893406,0.101174591339922,0.881742513374551
69,1,85751,-0.049341559427172,0.10155968525257,0.627383423562488
70,1,87445,-0.0700087987891627,0.101740183854657,0.491833204487394
71,1,87467,-0.0878319273503712,0.102234542058062,0.390856322255346
72,1,89070,0.00689148870929229,0.101700183673968,0.946012825782167
73,1,89616,-0.0275337650062294,0.101143129565487,0.785607595629949
74,1,89679,-0.00816407855566299,0.101165621861749,0.935726168617786
75,1,89880,0.00074698330360265,0.101192180533916,0.994114376557756
76,1,91472,-0.0202154367263444,0.101937637671042,0.842915275941321
77,1,93789,-0.0834592488251657,0.100795181238004,0.408225225126422
78,1,94351,-0.0894749731436991,0.101046388991844,0.37649835848048
79,1,99148,-0.11410109603288,0.100710076521283,0.257997441587584
82,1,106800,-0.0769504497126485,0.100946057211616,0.446394327673105
83,1,107970,-0.0394599000189643,0.100707898292858,0.69542375358544
84,1,109000,0.00093119835376769,0.100907303638289,0.992642235141711
85,1,112549,0.0126132277586232,0.100790852518886,0.900481907338427
86,1,112742,-0.0281060162845054,0.101174719647136,0.781330953920195
87,1,113050,0.0190395298294863,0.10101047163156,0.850600355336861
88,1,113135,-0.00211867140261836,0.100758199597794,0.983235770390182
89,1,114076,0.0727918946745155,0.100683748113449,0.470173607139356
90,1,114628,0.123168455205648,0.100800214996185,0.222558248583119
91,1,116283,0.0994309874671661,0.101437030194719,0.327646990402962
93,1,127853,0.0398664062676176,0.101363660534502,0.694334772330901
94,1,128302,0.0740243553250304,0.100919550133463,0.46374119155153
95,1,128704,0.0737482747892587,0.101020733141938,0.465855365353624
96,1,128911,0.124105298800997,0.100892151880214,0.219486720518863
97,1,130267,0.106292828823744,0.100901749035692,0.292864936197835
98,1,130271,0.104089843946411,0.101028380550919,0.303573193578973
99,1,130613,0.0969126966380484,0.101995347299572,0.34267705995829
100,1,132012,0.00904462521034394,0.101907784799743,0.929328513227479
101,1,133231,-0.0312860250585393,0.101172075500503,0.757324625700833
102,1,137074,-0.0411159138517108,0.1010181702716,0.684243630078549
103,1,137304,-0.0715653506066527,0.101005195302446,0.479082949929696
104,1,139686,-0.0575549878552506,0.101163452429499,0.56976500133323
105,1,149562,0.00360228995747705,0.101440535207342,0.97169207121769
106,1,150447,0.00685480991505744,0.102565274110989,0.946751984313638
108,1,154084,0.0230328606552767,0.102875494283326,0.822971916428638
110,1,157269,-0.0340807538506703,0.100999267026496,0.735989065450438
111,1,160054,-0.0253261379687706,0.101966374933172,0.803986887066799
112,1,166222,-0.0414626864342046,0.101196989348391,0.682258020976589
113,1,166416,-0.0272531662055659,0.101005139654032,0.787456706506642
114,1,167326,-0.0221729835591942,0.101582724881236,0.827340872231173
115,1,168836,0.035969710858505,0.101090025130902,0.722188962717103
116,1,171200,0.0272167980633879,0.101249206241742,0.788232940789672
117,1,171431,0.0203277723699425,0.101885993366031,0.841974876246481
118,1,173339,0.0111877616694441,0.101097606638605,0.911946498819059
119,1,173845,0.0133902410811794,0.101013040613381,0.894617269363788
120,1,175121,0.0168167035563352,0.100811295421719,0.86761216325959
121,1,175281,0.0155869671214441,0.100897549047334,0.877317113595746
122,1,175315,0.017480430741957,0.100864905903587,0.862510727979556
123,1,175523,0.018526815443899,0.101435923541099,0.855181026200365
124,1,175541,0.0165804569443568,0.101022862349329,0.869726054038431
125,1,175653,0.0146322125001613,0.101343405935811,0.885280843323409
128,1,175856,0.0103472127090271,0.103018031959713,0.920051406448442
129,1,175876,0.0115811934109979,0.10143884359213,0.909168560234644
130,1,175989,0.018818594318129,0.101725212458654,0.853339670547159
131,1,176001,0.0257647034122432,0.102251031407668,0.801207027787948
133,1,177692,-0.0146285926193632,0.100866191795335,0.884770200679677
134,1,178191,-0.0217714647499445,0.100962701850919,0.829393936662646
135,1,178224,-0.0146285926193632,0.100866191795335,0.884770200679677
136,1,178960,0.00742870197054396,0.101674054654707,0.941796657739639
140,1,183802,-0.0125479151113176,0.100879687650664,0.901081286057814
141,1,183954,0.0043882018638066,0.101616079213294,0.965579172845343
142,1,184450,0.0304343342067683,0.100713608535254,0.762687548058574
144,1,184718,-0.00492902163651868,0.101298596131373,0.961219093826282
145,1,185296,0.0243153998821472,0.100860894157677,0.809634187803996
146,1,185438,0.0185027444862722,0.100869152058508,0.854563496501789
147,1,185469,0.0131361488013099,0.101017121235703,0.896609769711608
148,1,185503,0.029842982081324,0.100745742073455,0.767235674679389
149,1,185705,0.0107380454909996,0.101882772870045,0.916121384882113
150,1,185749,0.0228563190041123,0.101877112904512,0.82261333122688
151,1,185806,-0.0136691764160336,0.102017825407584,0.893488326526846
152,1,185879,-0.00618933860597418,0.102512865288345,0.951890170108873
153,1,185916,0.0285287303919731,0.102455519087141,0.780830044684793
154,1,185941,0.0602448672155844,0.102863164862145,0.558465024510076
155,1,185954,0.0497655246857306,0.103179688647644,0.6298782793271
156,1,186055,0.0338399211029636,0.101137709338515,0.738131201964805
157,1,186896,-0.0195928669879709,0.102806839005816,0.848964675405509
161,1,190132,0.131775127214337,0.101038921396907,0.193014583322082
162,1,190148,0.142798781689943,0.101027113139959,0.158398821170386
163,1,190165,0.149988017207924,0.101778516903119,0.141461441446861
164,1,190169,0.147795341995947,0.101659913740086,0.146884346653789
