SNP,Chr,Pos,Effect,SE,SSH1_ORM2_noMTX_5.FC_avg_logratio_Fitness_minus_ref.GLM
8,1,27243,0.0539657692428592,0.0850066043359942,0.525942664543985
9,1,27272,0.0164831563678829,0.0837731885039039,0.844129112132862
16,1,27843,-0.0604469899666943,0.0817322729848553,0.460050604848061
17,1,27848,-0.0604469899666943,0.0817322729848553,0.460050604848061
18,1,28495,-0.0783779718038096,0.0816904484146891,0.337988347662576
19,1,28975,-0.0660241252452127,0.0811740998712873,0.416557410185207
26,1,31435,-0.0356920368074684,0.0810125884941381,0.659791131116691
29,1,36146,-0.0931373437633653,0.0804644535777446,0.247852065555391
31,1,37409,-0.034232558579879,0.0810324122860802,0.67295004250687
32,1,37478,-0.055966654972585,0.0810678610367739,0.490416466635063
33,1,39144,-0.0915314073228325,0.0806052995436738,0.256915031217825
34,1,41499,-0.0658428811337996,0.0804521075503757,0.413674722110098
37,1,51248,-0.0353987615643276,0.0808492140370407,0.661772367742242
38,1,51462,-0.0190969785331325,0.0809744469974476,0.813693933950927
39,1,52124,-0.0761501679031871,0.0807695354617292,0.346423888066838
40,1,52667,-0.0851197585635172,0.0806143530896272,0.291741314601803
42,1,59265,-0.0166227750869719,0.0806959749782893,0.836915427736603
43,1,60165,0.00294719788420355,0.0806396893624403,0.970866276809565
44,1,62308,0.0186091378666443,0.0805450660368284,0.81741752331953
45,1,62869,0.00907398976172975,0.0805395907054052,0.910360223532615
49,1,66841,0.143441939761761,0.0802165005612131,0.0746037179218172
50,1,66948,0.10252671809997,0.0808896615917972,0.205816132959179
51,1,68621,0.244730634190813,0.0797977612682718,0.00232994712687312
52,1,69417,0.169266676811452,0.0801350061570914,0.0353653130800172
56,1,74327,0.0711098097665961,0.0809948124774901,0.380565238604064
57,1,74572,0.0949846916539718,0.0807091434069891,0.240037761472888
58,1,75211,0.0574195550968713,0.0806620356444113,0.47702565434574
59,1,76030,0.0330361419242457,0.0807007571570961,0.682519403004592
60,1,80108,-0.0139628206702204,0.0806974029869542,0.862729459220027
61,1,81262,-0.0263758970722175,0.0806581001471436,0.743855156764934
62,1,81999,-0.0115161471262801,0.0808650014781558,0.8868358268761
63,1,82431,-0.0117562314868851,0.0812477195330817,0.885033362912142
64,1,83284,-0.0263631684221694,0.080646678327674,0.74393943306684
65,1,83613,0.0105185674991532,0.0806480530005478,0.896304037389115
66,1,84112,0.0127570830950263,0.0806560263223247,0.874416024072461
68,1,84858,-0.00154246241425218,0.0808864867626124,0.9847964603832
69,1,85751,-0.00281731021337329,0.081218854751723,0.972348228300417
70,1,87445,-0.0241877663891757,0.081380502316091,0.76647475045852
71,1,87467,-0.0280689521943211,0.0818031275611445,0.731706339693136
72,1,89070,-0.0163543319903909,0.0813000431615754,0.84068917912872
73,1,89616,-0.0336780604683801,0.0808474557316519,0.677251235963625
74,1,89679,0.00689337051102362,0.0808767326558757,0.932124436646202
75,1,89880,-0.0234435341864987,0.0808884339689973,0.772119870134154
76,1,91472,-0.0182162271845402,0.0814927786818955,0.823250942824727
77,1,93789,-0.0744967649612031,0.0805613672212978,0.355742900694908
78,1,94351,-0.0732121760110874,0.0807772306409546,0.365370614726578
79,1,99148,-0.10511668016328,0.0804646124989239,0.192276768015781
82,1,106800,-0.0627898173797623,0.0806985130712721,0.437043641668999
83,1,107970,-0.0527007669211425,0.080479531334766,0.513000824791698
84,1,109000,-0.0323867937864415,0.080651897101194,0.688248876395501
85,1,112549,0.00403355824984064,0.080578710981209,0.960104983333128
86,1,112742,-0.0248276885431725,0.0808821386974537,0.759053805420287
87,1,113050,-0.0547500884274534,0.0807042548357642,0.497960057360273
88,1,113135,-0.00665458492481256,0.0805503769931055,0.934205332410033
89,1,114076,-0.0352594662601492,0.0805292914710854,0.66176536543148
90,1,114628,0.0321604833141964,0.0807367924741663,0.690622318130443
91,1,116283,-0.055471606537426,0.0811503954988858,0.494698042887484
93,1,127853,0.0356361316319067,0.0810306980977066,0.660361547419571
94,1,128302,0.033169520139667,0.0807222540481139,0.681388411770696
95,1,128704,-0.0298914382813759,0.0808062690966616,0.711667771707128
96,1,128911,-0.0151632433366932,0.080826845384866,0.8512967792363
97,1,130267,-0.0533391476529455,0.0807426651845573,0.509295415416024
98,1,130271,-0.0644769132695603,0.0808156191550136,0.42550703615251
99,1,130613,-0.0754004619055163,0.0815456563537131,0.355784289410078
100,1,132012,-0.0221937108070052,0.0814624857316912,0.785442339157731
101,1,133231,-0.0839720219025597,0.0807693705589506,0.299213264585323
102,1,137074,-0.0452722745269913,0.0807419392539223,0.575355500317521
103,1,137304,-0.074340620960289,0.0807090320245891,0.357630304090958
104,1,139686,-0.0736699260379749,0.0808170907848878,0.362620515069332
105,1,149562,-0.0408773570136619,0.0810675529406605,0.61440857464003
106,1,150447,-0.0460976194941318,0.0819595730626718,0.574170959850242
108,1,154084,-0.0570538434509826,0.0821935386167907,0.488050811474421
110,1,157269,-0.0199533510392861,0.0807498643329636,0.804973910582111
111,1,160054,-0.0621937967620357,0.0814568703204786,0.445664442386207
112,1,166222,-0.062967214346219,0.0808516998557304,0.436619936285357
113,1,166416,-0.0595928613455911,0.080694535680593,0.460701772293695
114,1,167326,-0.0767492507590379,0.0811129554390837,0.344692733736746
115,1,168836,-0.0868776106105847,0.0806985045501703,0.282407492882087
116,1,171200,-0.0999405831329417,0.0807769714306951,0.216820007865624
117,1,171431,-0.125269506133133,0.0811839832682817,0.123718904611933
118,1,173339,-0.104599340358722,0.0806318776122458,0.19539390659524
119,1,173845,-0.106357032455636,0.0805582003475386,0.187606694035687
120,1,175121,-0.0741077097762379,0.0805001541395099,0.357892738606984
121,1,175281,-0.0785434807169567,0.0805568367548109,0.330224447004836
122,1,175315,-0.065941810240548,0.0805634278877619,0.413619367898169
123,1,175523,-0.0831270498237445,0.080975961621878,0.30532848559913
124,1,175541,-0.0724436553953047,0.0806736803851166,0.369806265681835
125,1,175653,-0.0813944572743538,0.0809054370408448,0.315083349254838
128,1,175856,-0.1073119667124,0.0821606126862323,0.192360756504795
129,1,175876,-0.0953153990292298,0.0809379090247729,0.239735076551963
130,1,175989,-0.0886906025936849,0.0811910131924804,0.275415588031359
131,1,176001,-0.096575787714268,0.0815901428513665,0.237340272877771
133,1,177692,-0.0531283576156125,0.0805902476061219,0.510171141196771
134,1,178191,-0.0528633724289819,0.080670858553356,0.512703353515979
135,1,178224,-0.0531283576156125,0.0805902476061219,0.510171141196771
136,1,178960,-0.044883530029367,0.0812487875933803,0.581009603563995
140,1,183802,-0.0729012858631019,0.0805566034806716,0.366098658276894
141,1,183954,-0.0489801677528379,0.0811953112378329,0.546737181229299
142,1,184450,-0.0359461008770968,0.0805031391333832,0.655496905501189
144,1,184718,-0.0411138396062185,0.0809538264048717,0.611863260289444
145,1,185296,-0.0277396060803409,0.0806263248593714,0.7310124266573
146,1,185438,-0.0684300542620179,0.0805613605566591,0.396225918951275
147,1,185469,-0.0681244527960139,0.0806785969453773,0.399021649069509
148,1,185503,-0.0924834273672896,0.0804006137960538,0.250806138222428
149,1,185705,-0.0804115589711815,0.0813389054508175,0.323536519542142
150,1,185749,-0.0534902608357455,0.0814016551955956,0.511535073676534
151,1,185806,-0.0810860632053816,0.0814459213711269,0.320135415737392
152,1,185879,-0.0604504078320782,0.0818911137922606,0.460895344192076
153,1,185916,-0.0677414746503135,0.0818376360367332,0.408368770080637
154,1,185941,-0.0640901271027871,0.0822031177354962,0.436115981874531
155,1,185954,-0.0578883529514678,0.0824565951847134,0.483112878764862
156,1,186055,-0.0724557142632443,0.080775318765009,0.370328579277977
157,1,186896,-0.0476149562598964,0.0821540378143151,0.562566606370197
161,1,190132,-0.105949734282802,0.0807732970458935,0.190476315737192
162,1,190148,-0.103631167123975,0.0808062946770255,0.200521419371962
163,1,190165,-0.104009207199098,0.0814287459825254,0.202334643792825
164,1,190169,-0.108807619643264,0.0813089457821237,0.181692633044797
165,1,190933,-0.182519750554612,0.0802681698350804,0.0235734122718531
166,1,192149,-0.0466872942125973,0.081477042094512,0.567001624337022
168,1,192303,0.0246188737082766,0.0971692055383127,0.800136858916668
171,1,192795,-0.119439818433908,0.0804500460804932,0.138530090242326
173,1,194187,-0.00914120380740427,0.0807662183217582,0.909951372911908
174,1,194867,0.0262762210191803,0.0807116134399171,0.744952526925929
190,2,8314,-0.102931322347449,0.0819074967118037,0.209701306325963
194,2,8498,-0.133225247121406,0.0816630106525331,0.103697180567838
195,2,8651,-0.128558435043713,0.081761215576628,0.116761874713688
197,2,9812,-0.114909103965762,0.0823076244621389,0.163563817493117
198,2,9932,-0.139761860420368,0.0818720040889273,0.0886869891615344
199,2,10135,-0.12220894607886,0.0816356936810731,0.135285837120576
200,2,11616,-0.108553606536724,0.0816032085503864,0.184290900588968
