SNP,Chr,Pos,Effect,SE,ERG11_PIS1_MTX_Fluconazole_avg_logratio_Fitness_minus_ref.GLM
8,1,27243,0.0989680757015408,0.138299760194479,0.47470801135226
9,1,27272,0.0535897184527416,0.136291740970399,0.694410179400611
16,1,27843,0.0246581692845805,0.13308969572244,0.853119893942152
17,1,27848,0.0246581692845805,0.13308969572244,0.853119893942152
18,1,28495,0.0708915604239247,0.133044828392959,0.59447984772912
19,1,28975,0.0362759487357141,0.132194536304767,0.783927485295753
26,1,31435,0.0274777907641854,0.131850241272453,0.83503566236531
29,1,36146,-0.0565348579504664,0.131143918728768,0.666665913824112
31,1,37409,0.0288472591139869,0.13187876072344,0.826978413746256
32,1,37478,0.0505560912274793,0.131973645149678,0.701893121588054
33,1,39144,0.135803219801055,0.131199765391751,0.30133667715659
34,1,41499,0.202499270454613,0.130590237672766,0.121882516719717
37,1,51248,0.114758900985488,0.131450159851118,0.383244473270819
38,1,51462,0.0948343221440298,0.131673721954445,0.471864890146805
39,1,52124,0.114585795070791,0.131450587644519,0.383963219461259
40,1,52667,0.15559120340458,0.131119842522263,0.236170194105368
42,1,59265,-0.0429116283861246,0.131294954788366,0.743987304188902
43,1,60165,0.0499876654195209,0.131188612163729,0.703405293231878
44,1,62308,0.0358319871902138,0.131057404169729,0.784700408472058
45,1,62869,0.0160955327605363,0.131052017691611,0.902321198154881
49,1,66841,0.0734181851318131,0.131058339897874,0.57570198430341
50,1,66948,0.079417723446703,0.131853523468907,0.547349314501713
51,1,68621,-0.0771926532891967,0.131499715162657,0.557567097849021
52,1,69417,0.047543850392172,0.131191185568517,0.717269069414053
56,1,74327,-0.0508945506891735,0.131909190788323,0.699854839191657
57,1,74572,-0.00290226251543668,0.131585652798456,0.982415690029498
58,1,75211,-0.0436692839081374,0.131325307650021,0.739688313119858
59,1,76030,0.0462556326838014,0.131322799126633,0.724877093424496
60,1,80108,0.0357212337217288,0.131301054287016,0.785738047145178
61,1,81262,0.0319433534363802,0.131254164423351,0.807859984229525
62,1,81999,-0.020005936280134,0.131581435114174,0.87924047903574
63,1,82431,-0.0157590185294113,0.132205974845671,0.905184315407463
64,1,83284,-0.00538159017213433,0.131246261090411,0.967316079815113
65,1,83613,0.0067591792546559,0.131231617990384,0.958951674982734
66,1,84112,0.0260695874467644,0.131239238854657,0.842657375354459
68,1,84858,0.0346910368021263,0.131604039740897,0.792240724938955
69,1,85751,0.0302475011310576,0.132148165893296,0.81908632941286
70,1,87445,0.0300174329186839,0.132427707615769,0.820811298146857
71,1,87467,0.0394021219955681,0.133114141315277,0.767402207603642
