SNP,Chr,Pos,Effect,SE,ADE17_GIS2_noMTX_Trifluoperazine_avg_logratio_Fitness_minus_ref.GLM
8,1,27243,0.0432496136672817,0.0741928487375252,0.560309206819753
9,1,27272,-0.0228804280573247,0.0731036636657953,0.754476081538615
16,1,27843,0.0353007744378251,0.0713591768168567,0.621125677933092
17,1,27848,0.0353007744378251,0.0713591768168567,0.621125677933092
18,1,28495,0.0626395285867704,0.0713071662675256,0.380299002235906
19,1,28975,0.0398107182842482,0.0708762288666051,0.57468128938211
26,1,31435,0.0279022013117813,0.070704431777112,0.693353128287963
29,1,36146,-0.0470308112778627,0.0703108191026312,0.50399733629842
31,1,37409,-0.0135063137548379,0.0707321128683789,0.848674355230377
32,1,37478,-0.0169844632846955,0.0707908013856735,0.810527875686132
33,1,39144,-0.041121340248732,0.0704395158052105,0.559739639206368
34,1,41499,-0.0109570794605316,0.0702756126810434,0.876188502066768
37,1,51248,0.0343393634939101,0.0705534989050364,0.626763196758921
38,1,51462,0.0245840732231024,0.0706607575813385,0.728109948834629
39,1,52124,-0.0548045444844776,0.0705168638565633,0.43757100742728
40,1,52667,-0.050288688247914,0.0704132049609346,0.475579206411618
42,1,59265,0.014555338790753,0.0704242504981085,0.836378332975869
43,1,60165,-0.0228614720140602,0.0703647708808557,0.745449671985659
44,1,62308,-0.07122865317379,0.0701955927195008,0.310935787314475
45,1,62869,-0.0733419541036003,0.0701805847169859,0.296716701780264
49,1,66841,-0.0619811369381452,0.0702447693921277,0.378182900097187
50,1,66948,-0.0487482803591625,0.0707061770176789,0.490993908020513
51,1,68621,0.00205256408024379,0.070562008275671,0.976810207500172
52,1,69417,0.0067363634202319,0.0703743775522855,0.923795828120456
56,1,74327,-0.10805529697257,0.0705281070242568,0.126396291074406
57,1,74572,-0.102998772359465,0.0703605755856481,0.144119238190227
58,1,75211,-0.109479037722004,0.0702037600984331,0.119786685491715
59,1,76030,-0.0618190681736582,0.0703682853833718,0.380265929502623
60,1,80108,-0.156090519935823,0.0699367906245799,0.0262499958915846
61,1,81262,-0.116038790678933,0.0701304576054328,0.098891772253606
62,1,81999,-0.065560239262288,0.070487500002607,0.352956273750802
63,1,82431,-0.0701445634939108,0.0708095416444314,0.322555105204261
64,1,83284,-0.0246752547498512,0.0703796565923595,0.726096013347815
65,1,83613,-0.0204239032501199,0.0703757575388222,0.771824311846518
66,1,84112,-0.0281582151935762,0.0703759530494173,0.68931654290215
68,1,84858,-0.0460499880612822,0.0705480133246402,0.514344406707574
69,1,85751,-0.0415348072454628,0.0708462402669224,0.558070837926836
70,1,87445,-0.011465230627047,0.071027938207364,0.871856060282995
71,1,87467,0.00340117897157106,0.0714021782980905,0.962034787438472
72,1,89070,-0.0431366236393729,0.0709183676289806,0.543407913979108
73,1,89616,-0.0277033003469987,0.070558412401741,0.694830268260139
74,1,89679,-0.0442729643873131,0.0705434088558518,0.530672500153997
75,1,89880,-0.0365622569433687,0.0705738136772778,0.604733171573373
76,1,91472,-0.0586744701898536,0.0710560981006518,0.409504459639472
77,1,93789,-0.0567103675408254,0.0703271656832716,0.420567121198213
78,1,94351,-0.0270800780198351,0.0705624494387867,0.701376537034761
79,1,99148,-0.0386468463124247,0.0703618490360736,0.583175315811347
82,1,106800,-0.0487993696909139,0.0704389899215889,0.488897381446315
83,1,107970,-0.00954970252659158,0.0702761943780169,0.891987156241175
84,1,109000,0.00139044879358978,0.0704018471734143,0.984253823324984
85,1,112549,0.0407601839535514,0.0702887190497215,0.562354333659945
86,1,112742,0.0129702358112514,0.0705927907465452,0.854328294547485
87,1,113050,-0.00351065110668841,0.0704771554518935,0.960299889925237
88,1,113135,0.015720871470767,0.0702929135000631,0.823160563013147
89,1,114076,0.0526716950803253,0.0702419717130175,0.453838058653827
90,1,114628,0.0489672274307601,0.070427527135352,0.487333929606236
91,1,116283,0.0344691932008939,0.0708439625328762,0.626878567444133
93,1,127853,0.01830651560571,0.070729054781807,0.795920382679699
94,1,128302,0.0393275685766148,0.0704329620052168,0.576946555987044
95,1,128704,0.0509618297205257,0.070482027654124,0.470129708985048
96,1,128911,0.0411157802059544,0.0705080548787814,0.560174144746016
97,1,130267,-0.0654168626146488,0.0704225494472031,0.353565682621297
98,1,130271,-0.06875287213667,0.070497343550844,0.330101728179541
99,1,130613,-0.112841842877807,0.0709983558998372,0.112874660557074
100,1,132012,-0.0382209892442696,0.0710715870607172,0.591066733530949
101,1,133231,-0.0496483565417902,0.0705466922088947,0.482042523484092
