SNP,Chr,Pos,Effect,SE,MID2_PIN2_MTX_Metformin_avg_logratio_Fitness_minus_ref.GLM
8,1,27243,-0.046852089932959,0.139953289842339,0.737997814311748
9,1,27272,-0.0151799380523293,0.137871022491896,0.912390688479716
16,1,27843,0.0744089167569166,0.134552984512505,0.580607764173284
17,1,27848,0.0744089167569166,0.134552984512505,0.580607764173284
18,1,28495,0.095644171995826,0.134517146269692,0.477542339642832
19,1,28975,0.0418411327639954,0.133695075806616,0.754496311858368
26,1,31435,0.0142645591772925,0.133357189999307,0.9148774668743
29,1,36146,-0.0816715634746913,0.13260046217346,0.538342827055311
31,1,37409,-0.0137644032885157,0.133387019513035,0.917869603594166
32,1,37478,-0.0442738168445841,0.133482899515478,0.740326556149344
33,1,39144,-0.112319736796634,0.132759956163956,0.398105649083664
34,1,41499,-0.137535170574505,0.132323539762473,0.299336868595293
37,1,51248,-0.144783391444354,0.13286667725797,0.276593361295272
38,1,51462,-0.13175729809514,0.133085795360991,0.322843564722896
39,1,52124,-0.108113619357607,0.132965502900886,0.416711503366204
40,1,52667,-0.188944594242359,0.132495563926524,0.154739176074368
42,1,59265,-0.0527425041382145,0.13277995926646,0.691447247468116
43,1,60165,-0.0369474385727111,0.1326946996677,0.780838072689854
44,1,62308,-0.0892063292009945,0.13247826377162,0.501155231956536
45,1,62869,-0.0731869686624954,0.132489418190886,0.581024878542005
49,1,66841,0.00411352291665976,0.132608957071835,0.975271162099133
50,1,66948,-0.0305568675928168,0.133413062972798,0.818970816857871
51,1,68621,-0.205694908594184,0.13261037387617,0.121768429605556
52,1,69417,-0.176600442400328,0.132375979788883,0.183036926805158
56,1,74327,-0.126174491537639,0.133269801028141,0.344408816388417
57,1,74572,-0.106444013790877,0.132962994153005,0.423928531072679
58,1,75211,-0.111013034781611,0.132709569932158,0.403433314021248
59,1,76030,-0.0741069541513,0.132782469513268,0.577124451733814
60,1,80108,-0.154140051037879,0.132555994082261,0.245684080228432
61,1,81262,-0.139679325727714,0.132551100119108,0.29270568205312
62,1,81999,-0.239922205088442,0.132469573950273,0.0709675962443484
63,1,82431,-0.278501452600206,0.132889455373289,0.0368172485939149
64,1,83284,-0.229456912220114,0.132177599041016,0.0834409335715137
65,1,83613,-0.202723076104031,0.132286677539605,0.12630645093444
66,1,84112,-0.205262372832517,0.132290261352068,0.121652564269589
68,1,84858,-0.0973269969377981,0.133014411335574,0.464835545868175
69,1,85751,-0.161652709746449,0.133385175782275,0.226352005496711
70,1,87445,-0.12932725729479,0.133767949882871,0.334304411371893
71,1,87467,-0.184479298660427,0.134287654148064,0.170387268674556
72,1,89070,-0.166277823824637,0.133510431259679,0.213799979323188
73,1,89616,-0.0833448100005011,0.133009687597187,0.531321842677163
74,1,89679,-0.108907227674674,0.13297421188318,0.413333204773472
75,1,89880,-0.103703522785456,0.13301974989445,0.436142857773922
76,1,91472,-0.0984465542905348,0.134020052211187,0.463091611608337
77,1,93789,-0.0799420583898015,0.132672397715039,0.547193433157552
78,1,94351,-0.122394200988712,0.132930432142543,0.35781563008679
79,1,99148,-0.0789494859296713,0.132674081454818,0.552182370414136
82,1,106800,-0.0407021566725967,0.132902005241259,0.759589597630395
83,1,107970,0.0220657094210497,0.132520662737403,0.86785276396685
84,1,109000,-0.0685710430192556,0.132709246380325,0.605688227400051
85,1,112549,-0.100938749909808,0.132500265859078,0.446687828102936
86,1,112742,-0.0463647326728037,0.133102908891127,0.727794391049826
87,1,113050,-0.0176949414868878,0.132898490327467,0.894153551897017
88,1,113135,-0.0414110237793907,0.132544994739612,0.754898282997552
89,1,114076,0.0037729064390741,0.132563167215116,0.977310399131665
90,1,114628,0.0506231296112355,0.132871365171667,0.703437243217176
91,1,116283,0.00921692492062393,0.133636949633297,0.945052642975977
93,1,127853,0.0626379378014404,0.133347361887592,0.638834314638777
94,1,128302,0.10213323742542,0.132765423349354,0.44224397292914
95,1,128704,0.0757673594671306,0.132947785165468,0.569105910742943
96,1,128911,0.131774925229026,0.132838627011999,0.321880650753803
97,1,130267,-0.0220681018774672,0.13295541011839,0.868266748009188
98,1,130271,-0.023338186186476,0.133112609414551,0.860923506346678
99,1,130613,0.031528386531137,0.134351910054882,0.814600795057256
100,1,132012,-0.138017589267959,0.133875803189417,0.303275942208412
101,1,133231,-0.132965682440749,0.132937539841035,0.317893198023917
102,1,137074,-0.0937561515986011,0.132842758509064,0.480797994389862
