SNP,Chr,Pos,Effect,SE,ERG11_TPO4_MTX_Fluconazole_avg_logratio_Fitness_minus_ref.GLM
8,1,27243,0.168921719200377,0.146479748504834,0.249604992580507
9,1,27272,0.151525442725676,0.144326323964852,0.294491127588485
16,1,27843,-0.0157415058338976,0.141128852788063,0.911251578090448
17,1,27848,-0.0157415058338976,0.141128852788063,0.911251578090448
18,1,28495,-0.00634315796079471,0.141133221110672,0.964176983440484
19,1,28975,0.0112353471944664,0.140188952006738,0.936167895704631
26,1,31435,-0.000777241284128705,0.139818790807071,0.995567787608908
29,1,36146,-0.120245290299667,0.138950519312598,0.387416842881534
31,1,37409,0.0130183464115591,0.139848198178435,0.925885566657522
32,1,37478,-0.00592384600343598,0.139969780168488,0.96626567954983
33,1,39144,0.0257937310214487,0.139324652206099,0.853230252406133
34,1,41499,0.183746580515074,0.138600329840547,0.185786499409595
37,1,51248,-0.0848255670720278,0.139463296433985,0.543426999624897
38,1,51462,-0.0949878280987738,0.139634073066966,0.496784145727564
39,1,52124,-0.149759593588625,0.139308504144219,0.28309947375931
40,1,52667,-0.0857783956092811,0.139237899658585,0.538254348672436
42,1,59265,-0.196864952893159,0.13884765027572,0.157117072643156
43,1,60165,-0.221336510783246,0.138637610259209,0.111269476722854
44,1,62308,-0.190613023368016,0.138613429537012,0.169959811386593
45,1,62869,-0.228632873098607,0.138432929938057,0.0995097203941193
49,1,66841,-0.0862001226335742,0.138956525364636,0.535435030185236
50,1,66948,-0.100384860825396,0.13978342875235,0.473142508148316
51,1,68621,-0.336189712550419,0.138354246806272,0.0156001225511235
52,1,69417,-0.186441063337927,0.1387829146733,0.180005233494933
56,1,74327,-0.284278387045054,0.139081590094795,0.0416983778463975
57,1,74572,-0.29977536609963,0.138614464918601,0.0312386995419263
58,1,75211,-0.280863640138358,0.138470802163233,0.0432776286045107
59,1,76030,-0.222758262282597,0.138769814685971,0.109336144288883
60,1,80108,-0.175936459070249,0.138927220003132,0.206207432167507
61,1,81262,-0.105499662546134,0.13907649980804,0.448614269058992
62,1,81999,-0.0857919374208316,0.13945499322593,0.538822699640348
63,1,82431,-0.0463127390891587,0.140168554771195,0.741288100090787
64,1,83284,-0.026248641074107,0.139163072176479,0.850500722029027
65,1,83613,0.00628751293190771,0.139154346629329,0.96398640877255
66,1,84112,-0.0259932013453148,0.139163207999796,0.851938753296504
68,1,84858,0.0405033676590416,0.139546214701343,0.771794985744492
69,1,85751,0.00356242483144741,0.140136376982921,0.979733422884935
70,1,87445,-0.00276761629607386,0.140432666796812,0.984287617900044
71,1,87467,-0.0316512592121491,0.1411578637924,0.822711198393798
72,1,89070,0.0086437230497769,0.140283635692133,0.950903468901895
73,1,89616,-0.0144816867375453,0.139527601625387,0.917394278945298
74,1,89679,0.00103883070770058,0.139547388625881,0.994064578981753
75,1,89880,0.0174758389958332,0.139579658522891,0.900433847237127
76,1,91472,0.0359838617601333,0.140605806806558,0.798161546472719
77,1,93789,0.0150674352715665,0.139167774056695,0.913844511932519
78,1,94351,0.0289491603613949,0.139527848351758,0.835755085276747
79,1,99148,0.0737694908322717,0.139114687288081,0.596252436275722
82,1,106800,0.017527049637461,0.139354686642623,0.899983257530894
83,1,107970,0.0389469164475743,0.138929477483795,0.779384044711866
84,1,109000,0.179270282840267,0.138862381608569,0.197551118000855
85,1,112549,0.0634779198138158,0.138991188729191,0.648164252718639
86,1,112742,-0.0195556770127513,0.139570034646136,0.888650050701306
87,1,113050,0.0162991170872723,0.139336411795436,0.906945022074852
88,1,113135,0.00259360699048536,0.138984139589035,0.985121945819986
89,1,114076,0.132756421733005,0.138804477629346,0.339510827919538
90,1,114628,0.162821493468707,0.139066054310289,0.242460386869937
91,1,116283,0.247454483248926,0.139490377856653,0.0769268287480743
