SNP,Chr,Pos,Effect,SE,MID2_MAM33_MTX_Fluconazole_avg_logratio_Fitness_minus_ref.GLM
8,1,27243,0.158170912210199,0.163645252157432,0.334431995940396
9,1,27272,0.0938532915755013,0.161323502201626,0.561092452573836
16,1,27843,-0.231290359190914,0.157100442008062,0.141845686641578
17,1,27848,-0.231290359190914,0.157100442008062,0.141845686641578
18,1,28495,-0.183872388636682,0.15728039051727,0.243162716957903
19,1,28975,-0.175370109797189,0.15625266729439,0.262476660913581
26,1,31435,-0.266230319815555,0.155472079798108,0.0877012427881505
29,1,36146,-0.400035962037013,0.153845107976794,0.00970691844566594
31,1,37409,-0.295188725919016,0.155358814454344,0.0582418625171369
32,1,37478,-0.292425558400974,0.155508522147333,0.0608702930392709
33,1,39144,-0.143888363084107,0.155383677445987,0.355068331020621
34,1,41499,-0.0975132253271125,0.155053930489256,0.529822076730204
37,1,51248,-0.0585192863742141,0.155769985000659,0.70738228075137
38,1,51462,-0.0540992649385309,0.155985814882709,0.728931933647875
39,1,52124,-0.0730337575264371,0.155752621477741,0.639424358396479
40,1,52667,-0.124100899167326,0.155411125923455,0.425098205176152
42,1,59265,0.0467667233032657,0.155453029782247,0.76371247172084
43,1,60165,0.030436759926018,0.15534702440412,0.844779620143723
44,1,62308,-0.0449602857228879,0.155166162320421,0.772173232048867
45,1,62869,-0.0403248884822134,0.155150278523384,0.795085818177476
49,1,66841,0.0379922037139662,0.15522508042607,0.806787906027441
50,1,66948,0.0366989201692392,0.156178752399503,0.814360319921546
51,1,68621,-0.208082549473276,0.155373621530249,0.181354262026008
52,1,69417,-0.132864876958543,0.155194438143981,0.392512823250487
56,1,74327,-0.0101056484003924,0.15620867765784,0.948454850016476
57,1,74572,0.0136844986160666,0.155792021348017,0.930055043339362
58,1,75211,-0.0898699690133338,0.155436144150673,0.563511694970741
59,1,76030,0.089827862615703,0.155436213100645,0.56369455206666
60,1,80108,-0.0276182264557398,0.155466007483349,0.859101313738732
61,1,81262,-0.0372032550807965,0.15540156564087,0.810933770217159
62,1,81999,-0.083749570132696,0.155729941730579,0.591062842602224
63,1,82431,-0.140128037922614,0.156353426816172,0.370742724429494
64,1,83284,0.0183057045468482,0.155389102115728,0.906288703755858
65,1,83613,0.0635482552229927,0.155338214333758,0.682717244002109
66,1,84112,-0.0366149620186753,0.155379935814635,0.813842522413678
68,1,84858,0.000291149096624227,0.155830720290274,0.998510314456101
69,1,85751,-0.00620273649158179,0.156470877727525,0.968401370586979
70,1,87445,-0.0191605450739566,0.156798678888743,0.902811442713402
71,1,87467,-0.0500138241315772,0.157600381351983,0.751168822540997
72,1,89070,0.0044617323960256,0.156636168690445,0.977291677032514
73,1,89616,-0.051179427303378,0.155769907889837,0.742684723125933
74,1,89679,-0.0292638015393617,0.155805667376791,0.851123756840265
75,1,89880,-0.0102969599701742,0.155851968394755,0.947360414216328
76,1,91472,0.0259489763368921,0.157003719786159,0.868821208781401
77,1,93789,-0.134836219170987,0.155226346490593,0.385632821956415
78,1,94351,-0.191824670099374,0.155466232426508,0.218073292647686
79,1,99148,-0.127410483861552,0.155244115143702,0.412365030867907
82,1,106800,-0.204210245335406,0.155221690063142,0.189160865836999
83,1,107970,-0.210865307527872,0.154734280976004,0.173827649463703
84,1,109000,-0.081042317436033,0.15535431016907,0.60223338068652
85,1,112549,-0.0853335473048975,0.155171795753546,0.582715504461187
86,1,112742,-0.180120907288767,0.155547906070303,0.247656259088904
87,1,113050,-0.181572743992198,0.155280445174696,0.243063135642058
88,1,113135,-0.187879621205008,0.154862093126112,0.225862257876602
89,1,114076,-0.0577912251277373,0.155154126885366,0.70976182875038
90,1,114628,-0.032774816307371,0.155567423429813,0.833259186301795
91,1,116283,0.00317070335669101,0.156442416993042,0.983841398631599
93,1,127853,-0.167315802882887,0.155897087066609,0.28389422689553
94,1,128302,-0.166493096264198,0.155298809641583,0.284415482027509
95,1,128704,-0.245338226757182,0.155157757985185,0.114723773721016
96,1,128911,-0.153695789906542,0.155508488748018,0.323661449848554
97,1,130267,-0.0878084217173281,0.155579505814215,0.572843222034697
98,1,130271,-0.0874693629924325,0.15576486523722,0.574780721747737
99,1,130613,-0.0412435041901403,0.157275367855204,0.793291283556979
100,1,132012,-0.197766363548333,0.156603468436629,0.207477380995327
101,1,133231,-0.279969326823119,0.155129015570111,0.0719656567397634
102,1,137074,-0.17097194515281,0.155355132951951,0.271854073679778
103,1,137304,-0.271967095626735,0.155001060286454,0.0801928710843947
104,1,139686,-0.169074556724748,0.155620121471897,0.278018222550427
105,1,149562,-0.207598407667749,0.155844499426703,0.183691022674487
106,1,150447,-0.188884364493075,0.15764848762819,0.231667794828373
108,1,154084,-0.152468608586499,0.158248818393908,0.335969289882702
110,1,157269,-0.223633291693985,0.155124903442883,0.150292263606707
111,1,160054,-0.175032590117913,0.156782494698202,0.265008620078986
112,1,166222,-0.191025831658418,0.155565485474287,0.22028582756287
113,1,166416,-0.163156396283952,0.155338345242543,0.294285312677851
114,1,167326,-0.168800708371674,0.156206823908249,0.280602508205215
115,1,168836,-0.135972974113427,0.155555241836802,0.382650601546181
116,1,171200,-0.196921804907666,0.155604118719363,0.20651577349927
117,1,171431,-0.217281476895088,0.156503653532421,0.165906697175827
118,1,173339,-0.180114867737679,0.155414575027705,0.247267432851139
119,1,173845,-0.204261985352772,0.155200570051631,0.188989029539223
120,1,175121,-0.200790242909485,0.154904197729224,0.195745774724832
121,1,175281,-0.222166616934451,0.154953865263509,0.152525994006324
122,1,175315,-0.229842819129323,0.154873073003588,0.138682111370703
123,1,175523,-0.218484059524586,0.155802338450323,0.161699785914759
124,1,175541,-0.226640995015456,0.155129780341314,0.144911345774415
125,1,175653,-0.204777032489118,0.155709452711177,0.189322316484175
128,1,175856,-0.215516735677389,0.158252122519148,0.174111524992578
129,1,175876,-0.207260086356577,0.155845775077678,0.184408206555165
130,1,175989,-0.206157749705535,0.156296783360263,0.188019199090526
131,1,176001,-0.203513066724282,0.157124966472485,0.196087108120042
133,1,177692,-0.214636327232003,0.154934876516645,0.166825539754528
134,1,178191,-0.206444619854179,0.155121049625299,0.184093584538939
135,1,178224,-0.214636327232003,0.154934876516645,0.166825539754528
136,1,178960,-0.231121585349953,0.156112358902625,0.139636530100894
140,1,183802,-0.265130045551499,0.154732892517988,0.087504196643167
141,1,183954,-0.236441063625645,0.155999435665386,0.130501956053793
142,1,184450,-0.159133125686122,0.154904519644915,0.304983505031265
144,1,184718,-0.254900175406258,0.15542634301248,0.101894637157056
145,1,185296,-0.188080904715256,0.155032614320122,0.225876032399712
146,1,185438,-0.156205158825664,0.155140193126622,0.314689542972672
147,1,185469,-0.156786017232289,0.155363076731531,0.31358970385469
148,1,185503,-0.135430690317503,0.155017113598206,0.382902864724353
149,1,185705,-0.165873393707009,0.156670464859538,0.290441826793996
150,1,185749,-0.193853618968803,0.156579440296213,0.216519232752747
151,1,185806,-0.207810040298696,0.156738773483722,0.185751052581451
152,1,185879,-0.177335621137123,0.157605435470432,0.261274166351131
153,1,185916,-0.139795607306976,0.157640503649496,0.375790317513051
154,1,185941,-0.156678600341834,0.158283949809272,0.322921639750186
155,1,185954,-0.194609343726165,0.158628555054233,0.220706312552942
156,1,186055,-0.155405509849084,0.155573996360682,0.318519141760389
157,1,186896,-0.203973746943521,0.157975310396166,0.197487939237668
161,1,190132,0.102691186549383,0.155895562792778,0.510506400806089
162,1,190148,0.121238785788318,0.15590490816028,0.43729875460584
163,1,190165,0.0998224557899171,0.157147640910072,0.52570007510962
164,1,190169,0.133220353897412,0.156881194949761,0.396356720720729
165,1,190933,-0.0729354354802784,0.155719462014963,0.639803995224423
166,1,192149,0.221544778663367,0.156598030795442,0.158027563732421
168,1,192303,-0.0189329760691033,0.187214175021654,0.919504651190511
171,1,192795,0.259308439895373,0.154859149719043,0.0949221176680372
173,1,194187,0.247135356780951,0.155044796889888,0.111839715944414
174,1,194867,0.0748985405278987,0.155465981076725,0.630269277128661
190,2,8314,0.187380713306127,0.157835452570289,0.23595085883388
194,2,8498,0.246059815489155,0.157374625074186,0.118824190599422
195,2,8651,0.244137690078725,0.157531467514071,0.122092548407024
197,2,9812,0.233640297757845,0.158518657909999,0.141400306595876
198,2,9932,0.199717699662438,0.158021860424215,0.20711381029472
199,2,10135,0.240487626819219,0.157252376273377,0.127083196859988
200,2,11616,0.220666699625314,0.15716675861045,0.161189355745391
201,2,12133,0.264928614293453,0.157601997711216,0.0936478666577821
202,2,12194,0.280574688268384,0.158139869755575,0.0768889024597375
203,2,12359,0.23223103977421,0.157895925839281,0.142239941063945
204,2,13061,0.248273892567606,0.157815062586748,0.116569452532614
205,2,14298,0.212140659056906,0.15846517654502,0.181523021010868
