SNP,Chr,Pos,Effect,SE,FMP45_HNM1_MTX_5.FC_avg_logratio_Fitness_minus_ref.GLM
8,1,27243,-0.00126998795818611,0.150672527260124,0.993279635001821
9,1,27272,0.0222202239445278,0.148405070364879,0.881065630884378
16,1,27843,-0.00736173415619903,0.144897824532861,0.959508541837259
17,1,27848,-0.00736173415619903,0.144897824532861,0.959508541837259
18,1,28495,-0.0212060838872301,0.144896304534646,0.883725861514306
19,1,28975,-0.0153392856009115,0.143929806704686,0.915186877691876
26,1,31435,-0.0799347413254136,0.143487717346768,0.577822933435275
29,1,36146,-0.109383592750223,0.142691850523423,0.443848300028915
31,1,37409,-0.0595070354363726,0.143547789278486,0.678726730022616
32,1,37478,-0.0660929592988669,0.143663093379208,0.645759805307939
33,1,39144,-0.00375213938637504,0.143050248321483,0.979089091662609
34,1,41499,0.0329354300858279,0.14264282673192,0.817530604169828
37,1,51248,-0.134538436097908,0.143081723780572,0.347711370444693
38,1,51462,-0.119905673545303,0.143313032456346,0.403344275695803
39,1,52124,-0.0587803399820417,0.143226632447021,0.681760860711477
40,1,52667,-0.129754694356536,0.142864376809233,0.364372717524163
42,1,59265,0.0998664143134932,0.142860197818758,0.484981140503675
43,1,60165,0.0634850329136982,0.142811049126007,0.656925601717221
44,1,62308,-0.0406188431432384,0.142677534092429,0.776048721106862
45,1,62869,-0.0721492973973965,0.142624302854793,0.613263950049601
49,1,66841,-0.00724139510892635,0.142742712076877,0.959569043892051
50,1,66948,-0.0312678908978343,0.143609621962181,0.827766547320423
51,1,68621,-0.22445387809124,0.142731114267636,0.116715535104552
52,1,69417,-0.0923607533314015,0.142766408603595,0.518093694023007
56,1,74327,-0.0434105946993509,0.143617817130878,0.762628310229191
57,1,74572,-0.0375690221190291,0.143240039453561,0.793258438001024
58,1,75211,0.0108042855812968,0.142991700132777,0.939812893996662
59,1,76030,0.0488104395231841,0.142969254801237,0.733001731977293
60,1,80108,-0.0744273579937796,0.142904151992025,0.602818618026845
61,1,81262,-0.116157067747983,0.142771205732101,0.416428934288147
62,1,81999,-0.134994722198446,0.143073695812823,0.346053769520191
63,1,82431,-0.129349068760463,0.143767377027356,0.368887488154063
64,1,83284,-0.00685775583120052,0.142884284114407,0.961747232488591
65,1,83613,0.0255164738859265,0.142862550135671,0.858347536730854
66,1,84112,-0.011047999719982,0.142883540335118,0.93841142712688
68,1,84858,0.0910223728101526,0.143206091983217,0.525446350666779
69,1,85751,-0.0262247869220231,0.143870195372163,0.855466929903244
70,1,87445,-0.021408424777509,0.144176609418894,0.882042833129129
71,1,87467,-0.0858968671937271,0.14486378235985,0.5535948097575
72,1,89070,-0.0256872324951037,0.144022309043644,0.858545771351359
73,1,89616,-0.023681192746058,0.143248450695189,0.868790271978214
74,1,89679,-0.0546822207406548,0.143242571812733,0.702879767679933
75,1,89880,-0.0271070276948286,0.143301175487571,0.850075159139868
76,1,91472,0.02969369792388,0.144363534784707,0.837154004506749
77,1,93789,0.0448030431906186,0.142864850242205,0.754006757581548
78,1,94351,-0.00860665180047521,0.143260065260789,0.952128211482198
79,1,99148,0.0412408113987903,0.142867889078625,0.773007974007264
82,1,106800,-0.00230427318581511,0.143077432738874,0.987159661048448
83,1,107970,0.03264805106763,0.142643013883975,0.819095173538622
84,1,109000,0.0141772771784012,0.142903009321828,0.921028573733826
85,1,112549,-0.186052932778979,0.142399329157716,0.192213585530556
86,1,112742,-0.16933454202471,0.143015651673911,0.23719862016081
87,1,113050,-0.124119485279499,0.142905675754448,0.385688165100181
88,1,113135,-0.15402488883089,0.142458228233625,0.280349192670229
89,1,114076,-0.0563373061633896,0.142662403770495,0.693155590194388
90,1,114628,-0.0397083763115819,0.143039290126916,0.781478347897903
91,1,116283,-0.0448790259164998,0.143830726090394,0.7552044574691
93,1,127853,-0.0110226777665626,0.1435815274487,0.93885043061879
94,1,128302,-0.00776496265885937,0.143030605818727,0.956735769000127
95,1,128704,-0.0170411739999692,0.143170706895587,0.905321702779979
96,1,128911,0.0523098603066993,0.143162355554186,0.715040356183489
97,1,130267,0.0874535937468598,0.14304584047542,0.541349741099601
98,1,130271,0.0852579994676511,0.143219547149295,0.552027173023806
99,1,130613,0.171055419989283,0.144343628743301,0.236792118709161
100,1,132012,-0.148134975290262,0.144107951429874,0.304679776986925
101,1,133231,-0.180843907645821,0.142975729594735,0.206756834442692
102,1,137074,-0.190612963971219,0.142735460835466,0.182596682085953
103,1,137304,-0.251203522381505,0.142519519116997,0.0788349429294076
104,1,139686,-0.157810177914865,0.14308709654603,0.270823678539642
105,1,149562,-0.142316401365256,0.143460569360383,0.321865069842897
106,1,150447,-0.099400335029913,0.145157542001237,0.493934931714175
108,1,154084,-0.120505920996653,0.145561441935061,0.408303575226604
110,1,157269,-0.199716901528808,0.142662820447457,0.162414743808988
111,1,160054,-0.143093261211691,0.144216496399452,0.321774011467304
112,1,166222,-0.102154216637206,0.143246160956155,0.476231808305051
113,1,166416,-0.111083131026758,0.142936063462882,0.437589233338389
114,1,167326,-0.137437328368498,0.143685139211771,0.339465527077354
115,1,168836,-0.188501928103353,0.142837500942669,0.187792111928951
116,1,171200,-0.234323738094449,0.142860498390567,0.10184858869332
117,1,171431,-0.266045555347373,0.143602685844098,0.0647669976894313
118,1,173339,-0.279669772878269,0.142401100486096,0.0503193535578155
119,1,173845,-0.27585802173974,0.142302846588126,0.0533557332424412
120,1,175121,-0.322050717294384,0.141741963432189,0.0236820260656141
121,1,175281,-0.299049207707393,0.142006770283308,0.0359205324882738
122,1,175315,-0.315864633430502,0.141858300039229,0.0266031122850161
123,1,175523,-0.303361008230051,0.142750164074316,0.0342708774418152
124,1,175541,-0.30832351808257,0.142129855816964,0.0307261377107971
125,1,175653,-0.308682072325248,0.142583389431263,0.0310631916028492
128,1,175856,-0.283491283152345,0.145113942083064,0.0515407925566152
129,1,175876,-0.278416102412899,0.142894089758146,0.0521581525944981
130,1,175989,-0.275625284447447,0.143321450326544,0.0552683080152366
131,1,176001,-0.266833009982125,0.144122937636922,0.0649432131334749
133,1,177692,-0.295602490458305,0.141981954501787,0.038064905168924
