SNP,Chr,Pos,Effect,SE,ERV25_ERG5_MTX_Fluconazole_avg_logratio_Fitness_minus_ref.GLM
8,1,27243,0.155350948319994,0.150068175149083,0.301282998588462
9,1,27272,0.0476417076875628,0.148016972329348,0.747744333061284
16,1,27843,0.00491471146210928,0.144535805734351,0.97289364357814
17,1,27848,0.00491471146210928,0.144535805734351,0.97289364357814
18,1,28495,0.031527781981154,0.144528641522641,0.827444442467438
19,1,28975,0.0874622810437158,0.143496737920987,0.542580466372931
26,1,31435,0.0538410823153753,0.14316315742524,0.7070818775486
29,1,36146,-0.0381516282165963,0.142439004574042,0.788974780711563
31,1,37409,0.0344729038684813,0.143211950696578,0.809917706127836
32,1,37478,0.0388150425373186,0.143331936892692,0.786699087816228
33,1,39144,0.126733026264618,0.142533176303287,0.374529286358086
34,1,41499,0.104475927077448,0.142188206608228,0.462966133246171
37,1,51248,0.0303526232240811,0.142893448505487,0.831906370581622
38,1,51462,0.00431052445273794,0.143096173549846,0.975985767134586
39,1,52124,-0.00373598242510584,0.142902442068788,0.979157584396247
40,1,52667,0.162312446401393,0.14241176916402,0.255167235946394
42,1,59265,-0.0641092883300753,0.142560754616159,0.653204208241726
43,1,60165,-0.0250389468697584,0.142487592618642,0.860609019029443
44,1,62308,-0.121343520356883,0.142190512653667,0.394023478137008
45,1,62869,-0.14113845112389,0.142120843145138,0.321347487220073
49,1,66841,-0.0501202226073825,0.1423613179017,0.725000728778648
50,1,66948,-0.0607771196606482,0.143223624724589,0.671568189875752
51,1,68621,-0.210552994282866,0.142431865713322,0.14022677607938
52,1,69417,-0.0441845444778307,0.142474417310301,0.756650692643645
56,1,74327,-0.132029708149002,0.143104811231604,0.356841449183463
57,1,74572,-0.105011722279731,0.142786445803575,0.462556258549937
58,1,75211,-0.134568853940397,0.142455367669215,0.345489468682679
59,1,76030,-0.0978532170195633,0.14254019106122,0.492851307148137
60,1,80108,-0.073928311515624,0.142547287287,0.604348563069176
61,1,81262,-0.0502061556767809,0.142522625145884,0.724847522759414
62,1,81999,-0.0324850496389015,0.142885334854396,0.820282836900708
63,1,82431,0.0439717165270356,0.143553149811918,0.75954946671397
64,1,83284,-0.0259488213603406,0.142520781591368,0.855631955241141
65,1,83613,-0.0142699305738863,0.142509743837043,0.92029556719652
66,1,84112,0.0142404137648986,0.142525458052604,0.920468623175597
68,1,84858,0.0214116717323998,0.142925186312454,0.88099980300557
69,1,85751,0.0358454213654696,0.143504526501351,0.802898142877685
70,1,87445,0.0232129193557752,0.143815286671446,0.871864506172194
71,1,87467,0.0250416419964297,0.14456735710436,0.862579499954716
72,1,89070,0.0170212900079784,0.143665804230878,0.905756024102833
73,1,89616,-0.0014124649832354,0.142895775732659,0.992118957032364
74,1,89679,0.0034314681699216,0.142913774039177,0.98085759377352
75,1,89880,0.0085137959148591,0.142949383619229,0.952541280291906
76,1,91472,-0.00108371674765351,0.144011177770881,0.994000045456532
77,1,93789,0.0548983056002058,0.14249751900422,0.70027833013046
78,1,94351,0.0536319155172623,0.142874067265918,0.707604119986954
79,1,99148,0.0492838299694273,0.142503333092113,0.729666464801002
82,1,106800,-0.043758832743603,0.142700721274321,0.759292420128539
83,1,107970,-0.0964456372345849,0.14220427842417,0.498077210472423
