SNP,Chr,Pos,Effect,SE,HNM1_TPO2_noMTX_Metformin_avg_logratio_Fitness_minus_ref.GLM
8,1,27243,-0.0464249143433872,0.0653943256367677,0.478220780179296
9,1,27272,-0.0879961566324163,0.0642878365673422,0.171937220789378
16,1,27843,-0.0375679232860975,0.0629013390972789,0.550722332339741
17,1,27848,-0.0375679232860975,0.0629013390972789,0.550722332339741
18,1,28495,-0.00662071205018561,0.0629331446821432,0.916275031558353
19,1,28975,-0.0372364390539114,0.0624820281764571,0.551587620627144
26,1,31435,-0.0268488508270506,0.0623314459533312,0.66691794103951
29,1,36146,-0.0384792226465685,0.0619925118346857,0.535192580347982
31,1,37409,-0.0224780588536659,0.0623502235904534,0.718679249345142
32,1,37478,-0.0186084536835293,0.0624074506544127,0.765743658985633
33,1,39144,-0.0996483416857658,0.0619037023724748,0.108350335362725
34,1,41499,-0.0734776406947976,0.0618346069020921,0.235516773429092
37,1,51248,-0.0335694500672284,0.0621962204791861,0.589720397906394
38,1,51462,-0.0449001876962366,0.0622604043489952,0.471283738863049
39,1,52124,-0.0534440371818669,0.0621568243493152,0.390468661676246
40,1,52667,-0.0434400913752568,0.0620791191381093,0.484542020341212
42,1,59265,-0.0143487920818944,0.0620861238144341,0.817362391004822
43,1,60165,-0.0211521601378947,0.0620336856615392,0.733322536150144
44,1,62308,-0.0801209980967034,0.0618287795123474,0.195872852374981
45,1,62869,-0.0828447608809463,0.061810806154169,0.18101121204975
49,1,66841,0.00898940813815249,0.0619952406586589,0.884792375278617
50,1,66948,0.0198633156941571,0.062368610529363,0.750307255860196
51,1,68621,0.0381513361101534,0.0621754383687499,0.53986969390436
52,1,69417,0.000575522524945415,0.0620438931710191,0.992604125610239
56,1,74327,-0.0630564713332047,0.0622946716168397,0.312121891775262
57,1,74572,-0.0858492164836089,0.0620509157925897,0.167377124608792
58,1,75211,-0.0660307853320374,0.0620059860562575,0.287644586529521
59,1,76030,-0.0720770052797167,0.0619869081541137,0.245705097150248
60,1,80108,-0.0526876367123326,0.0620274619514829,0.396220904242414
61,1,81262,-0.0962566839444814,0.0618555427634575,0.120567793751665
62,1,81999,-0.118583697250558,0.0618979695034635,0.0561989838593811
63,1,82431,-0.0809543636064237,0.0623647840592179,0.195107968518133
64,1,83284,-0.134765409980439,0.0616426332462434,0.0294544944417216
65,1,83613,-0.133689461006504,0.0616423861013435,0.0307657425189643
66,1,84112,-0.107645885406628,0.0617935084521279,0.082374920210422
68,1,84858,-0.10798030301792,0.0619677576543705,0.0822876590488171
69,1,85751,-0.0943562012265945,0.0622873662424788,0.130704518462717
70,1,87445,-0.0732962977613445,0.0624999606819467,0.241690256497021
71,1,87467,-0.0766514709369803,0.0628170791256785,0.223191109806868
72,1,89070,-0.0738848692168674,0.0624317126473511,0.237426837952279
73,1,89616,-0.0706108632731494,0.0621053157235312,0.256328867150826
74,1,89679,-0.0625826218787323,0.0621375888310419,0.314546772326663
75,1,89880,-0.0610950995053997,0.0621575707845594,0.326326489745258
76,1,91472,-0.0395159620496736,0.0626693006664083,0.528744518044907
77,1,93789,-0.0441061516208242,0.0620141349939244,0.47741302948889
78,1,94351,-0.0627753080827545,0.062132106421193,0.313018632543148
79,1,99148,-0.0492459665139765,0.0620031748907392,0.427584041007171
82,1,106800,-0.0593699793695257,0.0620618677212573,0.339410878676548
83,1,107970,-0.0799514274409312,0.0618118501827022,0.196696244793325
84,1,109000,-0.0465369568972087,0.0620179048667998,0.453526108209679
85,1,112549,0.0116297313456616,0.06199399680601,0.851302338863544
86,1,112742,0.00909805170746658,0.0622367437906093,0.883859128640776
87,1,113050,-0.0251898610262898,0.0621194577492915,0.685350699548257
88,1,113135,-0.0239809682953448,0.0619625211818779,0.698971830793204
89,1,114076,-0.032670246197637,0.061951267397987,0.598279083640703
90,1,114628,-0.0092822449679698,0.0621304892802679,0.881323965647668
91,1,116283,0.0253349498570512,0.0624634746399661,0.685285020309361
93,1,127853,0.055475888685743,0.0622917601429706,0.373760304039369
94,1,128302,0.0806466147494519,0.0619736894213644,0.194003074078786
95,1,128704,0.0709145956267839,0.0620693441801668,0.254018088612372
96,1,128911,0.05798821925125,0.0621142472880575,0.351162034822865
97,1,130267,0.0209691495271934,0.0621513807286035,0.736024717883933
98,1,130271,0.0239118669757284,0.0622221636143468,0.70098881869197
99,1,130613,0.0226809308159485,0.0628051620560991,0.718217078167525
