SNP,Chr,Pos,Effect,SE,ADE17_GIS2_MTX_Metformin_avg_logratio_Fitness_minus_ref.GLM
8,1,27243,0.0632329611599485,0.136922518524013,0.644498000810883
9,1,27272,-0.0589943069024186,0.134870442204192,0.662078150895996
16,1,27843,0.0141867869738849,0.13171287637686,0.914286970780089
17,1,27848,0.0141867869738849,0.13171287637686,0.914286970780089
18,1,28495,0.130924366352621,0.131532715216568,0.320235760019096
19,1,28975,0.0951014743372857,0.130738769928654,0.467453312365774
26,1,31435,0.0307535414992522,0.130479804368714,0.813805414032657
29,1,36146,-0.0504911589324201,0.129789390258972,0.697493113425137
31,1,37409,0.0673604479302746,0.130469861746127,0.605974264806397
32,1,37478,0.0681180239449155,0.130580990227661,0.602238779661036
33,1,39144,-0.00828100090582183,0.130034461076076,0.949258586941715
34,1,41499,0.0171606205986087,0.129671302549783,0.89479125628943
37,1,51248,0.0306368296848602,0.130216264787913,0.814130545048745
38,1,51462,0.00579529785354342,0.130402697547672,0.964577571737671
39,1,52124,-0.133199319354496,0.130033356462153,0.306372701794288
40,1,52667,-0.0980880711454123,0.129912911075741,0.450734768758972
42,1,59265,0.0386119608162351,0.129935926627197,0.766517965134868
43,1,60165,-0.0420525857533673,0.129834685937342,0.746210627762348
44,1,62308,-0.128114577897919,0.129531810221785,0.323311821918128
45,1,62869,-0.172922882232226,0.129367891690758,0.182189457184439
49,1,66841,-0.212227208178292,0.129263397884083,0.101517896317322
50,1,66948,-0.192938800888901,0.130147822340088,0.139110391884274
51,1,68621,-0.124084844763427,0.130031045074586,0.340599527650506
52,1,69417,-0.0707415919265063,0.129799378531592,0.586092745922857
56,1,74327,-0.11189477634152,0.130432009182559,0.391541809505377
57,1,74572,-0.127016617198358,0.130044688664728,0.329379055937563
58,1,75211,-0.114482281398435,0.12984001372712,0.378529278402297
59,1,76030,-0.0922571397943677,0.129890129077728,0.478005305597901
60,1,80108,-0.180524447427028,0.129596482072801,0.164504452199082
61,1,81262,-0.0974864111175884,0.12979938329506,0.453120237461204
62,1,81999,-0.00966558723678262,0.130219274954383,0.94087302042969
63,1,82431,-0.00566648907243897,0.130836371934917,0.965479115613906
64,1,83284,0.062269847908029,0.129842348310497,0.63182276088476
65,1,83613,0.10399996202639,0.12975231015587,0.42336589898188
66,1,84112,0.0653961095241042,0.129837994328083,0.614804178753102
68,1,84858,0.0968183989791162,0.130149238905746,0.457430077392434
69,1,85751,0.0561891825305791,0.130752384231708,0.667648909962915
70,1,87445,0.103682541355332,0.130946825266205,0.429014176596526
71,1,87467,0.0940732392067832,0.131653998547605,0.475359989942449
72,1,89070,0.03862272600449,0.130908460276837,0.768139721838154
73,1,89616,0.0678908904242967,0.130170146647956,0.602307270793459
74,1,89679,0.0380305646366554,0.130221050353737,0.770422850994655
75,1,89880,0.0673238032991241,0.130220488867976,0.605480943403012
76,1,91472,0.0361514240562905,0.131222638145991,0.783095736008766
77,1,93789,-0.0158810627300874,0.129881890421602,0.902752306058375
78,1,94351,0.0132155819459252,0.130224574556834,0.919224660914363
79,1,99148,-0.0729944668490137,0.129826522333882,0.57430514421695
82,1,106800,-0.155552367351708,0.129796057708322,0.231550985282344
83,1,107970,-0.119746774032264,0.129517796953328,0.355827213035862
84,1,109000,-0.0481143559724232,0.129877805014498,0.711262972308701
85,1,112549,-0.00346029455284731,0.129755867997226,0.978739820332314
86,1,112742,-0.0277221775780191,0.130253171205717,0.83158005064358
87,1,113050,-0.0553984488078376,0.130008959050982,0.670285543638854
88,1,113135,-0.0261276289016219,0.129703711305455,0.84046988430741
89,1,114076,0.111576879514728,0.129575148718263,0.389768672784697
90,1,114628,0.11433552754463,0.129896843224921,0.379348453297573
91,1,116283,0.136044519180045,0.130561942527951,0.29812841556317
93,1,127853,0.0671149558852326,0.130470220143738,0.60728849952338
94,1,128302,0.073469659822379,0.129958951185577,0.572208630496933
95,1,128704,0.0720538734781646,0.130090676054699,0.580015592482984
96,1,128911,0.0627728660318884,0.130118708791641,0.629801173313118
97,1,130267,-0.0379158796761886,0.130084244717773,0.770861761968813
98,1,130271,-0.0433817426237878,0.130233841985615,0.739251627057842
99,1,130613,-0.0696763052464684,0.131419214192045,0.596318009206163
100,1,132012,-0.082249950420076,0.131119407387531,0.530874394568916
101,1,133231,-0.0546699857413691,0.130229024571488,0.67488783902823
102,1,137074,-0.0562137691455932,0.130041855025558,0.665805908861017
103,1,137304,-0.104138094523645,0.130003378407499,0.423646478526334
104,1,139686,-0.121691509776895,0.130131392942255,0.350353680490079
105,1,149562,-0.108048346231711,0.130463035542962,0.408121768033797
106,1,150447,-0.064330855997895,0.131993855344065,0.62629324810356
108,1,154084,-0.0550171331325324,0.1324138126747,0.678032816041728
110,1,157269,-0.115562811941048,0.129896848536011,0.374259396285726
111,1,160054,-0.0733978379402651,0.131219760398109,0.576277247901778
112,1,166222,-0.0674039555594823,0.130257539388061,0.605154428017047
113,1,166416,-0.0590102017595061,0.130004457041165,0.650173217450001
114,1,167326,-0.0914167439772113,0.130690820099822,0.484707373229732
115,1,168836,-0.145261414986943,0.129931771388693,0.264334836300003
116,1,171200,-0.172664108129901,0.130032177077271,0.18508340334175
117,1,171431,-0.173875628581206,0.130843472776604,0.184744987747982
118,1,173339,-0.157626325315426,0.129879595906699,0.225698818569977
119,1,173845,-0.126212810138297,0.129868767981966,0.331791208350157
120,1,175121,-0.1541229874557,0.129525050322798,0.234881934960041
121,1,175281,-0.128850370821392,0.129713700560518,0.32122258612615
122,1,175315,-0.135336852575956,0.12965403385485,0.297278052118372
123,1,175523,-0.128085956197995,0.130411655041048,0.32669050582691
124,1,175541,-0.132465814011086,0.129865515710309,0.30841610072993
125,1,175653,-0.146048172398484,0.130236526457035,0.26287685668508
128,1,175856,-0.134628109749653,0.13242845830172,0.310035201673684
129,1,175876,-0.137741258046237,0.130383775179487,0.291494511290896
130,1,175989,-0.133901657882412,0.130768253793343,0.306554644360801
131,1,176001,-0.126504653460952,0.131472417875149,0.336600567333771
133,1,177692,-0.14877727198137,0.129612309964323,0.251802121413111
134,1,178191,-0.165569276165836,0.129683844179011,0.202542197942639
135,1,178224,-0.14877727198137,0.129612309964323,0.251802121413111
136,1,178960,-0.189452904562018,0.130502115043517,0.147466833913536
140,1,183802,-0.152615957453712,0.129616049311165,0.239810602066139
141,1,183954,-0.106967010881001,0.130691873492232,0.41364262842819
142,1,184450,-0.106303842708849,0.12954695155947,0.412438416205001
144,1,184718,-0.113773249901784,0.130266529447534,0.38304526165355
145,1,185296,-0.106002685869329,0.12973135210639,0.41442592724709
146,1,185438,-0.121677995487073,0.129698518297724,0.348803501916044
147,1,185469,-0.120013431571076,0.129890552933894,0.356139262017453
148,1,185503,-0.0995799386052452,0.129602837433984,0.442794819974719
149,1,185705,-0.112128108903869,0.131025022611302,0.392702024369361
150,1,185749,-0.107428208500175,0.131036177292485,0.412862667775672
151,1,185806,-0.166929531351833,0.131035136162963,0.203526489357427
152,1,185879,-0.118974867167417,0.131818623067987,0.367372291201842
153,1,185916,-0.076250639806904,0.131848167500029,0.563415794082163
154,1,185941,-0.0758424894235426,0.132423724077162,0.567194939822889
155,1,185954,-0.0757541718621483,0.132810960560559,0.568775430104083
156,1,186055,-0.103400464988099,0.130103944013534,0.427291355569321
157,1,186896,-0.138341114521413,0.132150238231014,0.295886290950223
161,1,190132,0.234118725277677,0.129788668249877,0.0721078966905969
162,1,190148,0.242468080687133,0.129784752143927,0.0625579087412748
163,1,190165,0.241339844626324,0.130797782971422,0.0658550200029217
164,1,190169,0.244669038998761,0.130615556550277,0.0618669680483174
165,1,190933,0.121477523378502,0.130038019252073,0.350855136391825
166,1,192149,0.387471641344118,0.129632933523035,0.00299515120318395
168,1,192303,-0.0961840939471728,0.15640160213293,0.538963153665677
171,1,192795,0.318384135260962,0.128842561776571,0.0139408927738857
173,1,194187,0.221386992408735,0.129524967757142,0.0882886218240235
174,1,194867,0.0802776194767604,0.12991881877718,0.537035724937102
190,2,8314,0.128903079227431,0.132011818417357,0.32950966889312
194,2,8498,0.0837617014399233,0.131921074810326,0.525880181532595
195,2,8651,0.0837497625591425,0.1320447553743,0.526326621108317
197,2,9812,0.0387562848745874,0.132888993261974,0.770730095371898
198,2,9932,0.0408149827916358,0.132363358774564,0.757993646323107
199,2,10135,0.0119317446548629,0.131872682633803,0.927957680065101
200,2,11616,0.0658599618839708,0.131687592636141,0.617300266796123
201,2,12133,0.0398007455904872,0.132240975069446,0.763613533047289
202,2,12194,0.0496376267996853,0.132743080963291,0.708675250310621
203,2,12359,0.0380065043068842,0.132365727634371,0.774179327917855
204,2,13061,0.0373855095450946,0.132356485298994,0.777755796768262
205,2,14298,0.0318876592616448,0.132778185497853,0.810347665609284
206,2,15222,0.0634985189518941,0.134041316094239,0.635989953513246
207,2,17986,0.111526423569598,0.131600433717586,0.39731163103503
208,2,19770,0.0683922424683433,0.132595082674577,0.606318590365604
209,2,19836,0.0442421874454807,0.132259657266291,0.738193352982463
210,2,19851,0.051309858748144,0.132639805521111,0.699110676660821
211,2,21595,0.0613799068579691,0.132079575976159,0.642419107754414
212,2,22385,0.061346180558261,0.132204674185669,0.642916359814416
213,2,23441,0.135193437938537,0.133335404050359,0.311308207998627
214,2,24209,0.105630506879622,0.132310533199054,0.425202454342481
215,2,24341,0.119311159548586,0.132591183010795,0.368817598722151
216,2,26815,0.0971802479096463,0.132483162719957,0.463722692538408
217,2,28209,0.0864468148963959,0.132548873210211,0.514704190325936
221,2,41245,0.110062137944213,0.131990040598142,0.404919836886483
222,2,43214,0.110112270837805,0.134134031753695,0.412250275989972
223,2,47104,0.136447649514358,0.13031690847255,0.295795276384769
224,2,50915,0.0406893427243095,0.131783704741431,0.757687357330054
225,2,55834,0.00761768168342325,0.131191840696148,0.953729541213774
226,2,56422,0.0227098791585809,0.131421454828849,0.862906166611331
227,2,57715,0.0272967462989268,0.130985715548161,0.835040879725163
228,2,59046,-0.00225610121735464,0.1316563770552,0.98633757305297
229,2,59191,-0.00710777585721134,0.130902066365319,0.956728122261667
230,2,59383,-0.00811648505567764,0.13093959854562,0.950608678725719
231,2,59477,-0.0142459510012098,0.132908317233997,0.914702073735017
233,2,60471,0.00863579462944686,0.131115861845775,0.94752351172966
234,2,60478,0.0142394237768935,0.131264099652291,0.913677217811291
235,2,60786,0.0271536786478397,0.131042480965035,0.835963156324099
236,2,61035,0.0293102465987333,0.131031712705471,0.823129334385029
237,2,61071,0.0172607980639103,0.130443309763378,0.894803310543962
238,2,61675,-0.0138318587734296,0.130820018589798,0.915855067189292
240,2,62939,-0.00476080890483055,0.130595712899213,0.97094051845656
241,2,63527,0.0169620559476898,0.131083065284514,0.897115405428227
242,2,63857,-0.0228980644245824,0.131111003215168,0.861457611346721
243,2,65527,-0.100493193791747,0.130574892524686,0.442039362601255
247,2,67976,-0.0391217207586936,0.13255034211094,0.768055764719755
250,2,72389,0.196977215660825,0.131331376430575,0.134547370935586
251,2,72392,0.10808026117897,0.132520243855618,0.415292931459856
252,2,73646,0.211571037747546,0.129436647335942,0.10303424780084
253,2,74564,0.149409353902906,0.129426376857488,0.249118564865979
254,2,74739,0.110690607645295,0.129963347969509,0.394954522774272
257,2,80873,0.23423661038714,0.129809892723286,0.0720115861918293
258,2,81501,0.232111344309556,0.129798881677773,0.0745950823296096
259,2,83526,0.186903455436928,0.129802574870435,0.150780346572623
260,2,83845,0.197617669686486,0.129881738844798,0.129024620852581
263,2,84447,0.18541010877324,0.131601153421057,0.15975116590333
264,2,87391,0.267761872368655,0.128946369233659,0.0385674123010482
265,2,87562,0.270690629287152,0.129259385013739,0.0369579032593378
266,2,87849,0.276203696263319,0.129213944277154,0.0332383025479638
267,2,87878,0.269449038219187,0.129816586125307,0.0386533387814197
269,2,89785,0.212102137374067,0.130132161907,0.104015025395782
272,2,93721,0.143848646723784,0.130001214576755,0.269255989733592
273,2,93952,0.144071807838824,0.129627368063512,0.267139506788738
274,2,95085,0.132220242510556,0.129844640651834,0.30923483212492
276,2,107124,0.197835415170284,0.129673082600588,0.127993102797727
277,2,111645,0.214677294789692,0.12968080928842,0.0987263273332549
278,2,111916,0.218892814888914,0.129968937515866,0.0930282596500713
279,2,111931,0.242358350042688,0.130051440143688,0.0632139906618256
280,2,111999,0.234605690231398,0.129620230009109,0.0711543767805006
281,2,114528,0.265301183878959,0.130206222033944,0.0423406577732181
282,2,116024,0.250955773526012,0.130599801867216,0.0554656167115941
286,2,120090,0.137803093231511,0.13055671787978,0.291916890848034
287,2,120291,0.118882479121396,0.132106495183047,0.368787576677111
288,2,120726,0.140209163827227,0.13128187281861,0.286249903753975
289,2,121716,0.162106326187371,0.131060766194087,0.216954190185018
290,2,123100,0.0776951612414772,0.13146061858003,0.554888783678541
291,2,124677,-0.0679502866186027,0.131294659691614,0.605103156913547
293,2,127887,0.0261998247468184,0.132237635991047,0.843059874997964
294,2,128935,0.0431619124169724,0.132099998841357,0.744060714748223
295,2,129053,0.0286046802009305,0.13251339982196,0.829219567111253
296,2,130040,0.0191921938358834,0.133327083719465,0.885623514670925
297,2,130976,-0.0148485746057601,0.132242626811519,0.910662987462972
298,2,132199,0.0426357275779513,0.132838539695828,0.748431378839418
299,2,133355,0.0772202968678136,0.133693486603495,0.563907786375723
300,2,133435,0.066822622445593,0.133998494529816,0.618314096784123
302,2,135183,0.107278167145965,0.133998331351109,0.423905611032564
303,2,135402,0.133250975050681,0.133911990436753,0.320386827812417
304,2,135898,0.119038679539193,0.134661882590895,0.377307592716958
305,2,135912,0.113865572391786,0.134774232848018,0.398760365797833
306,2,135925,0.117102185265816,0.134154585163809,0.383316449089486
307,2,136002,0.137436758848366,0.133999289244344,0.305757539951323
308,2,136173,0.107593706904444,0.135026858593555,0.426084271115314
310,2,138318,0.0498305124485114,0.138690885955198,0.719591552477604
311,2,138695,0.0331710814107133,0.136327297691827,0.807899281073044
312,2,138818,0.0463973294356999,0.13606629736095,0.733313514514315
313,2,139728,0.071353803456061,0.135791632686183,0.599589608704055
314,2,140174,0.0835979579727966,0.135771841161082,0.538473591350878
315,2,140863,0.119813077673639,0.135639960181005,0.377666205426872
316,2,141152,0.0845357802938623,0.136097931976871,0.534908816150963
317,2,141292,0.106967988326143,0.13507325349695,0.428935802508289
318,2,141545,0.0681071798342251,0.13580337735607,0.616322644225301
322,2,146723,0.202168930787597,0.135179126127541,0.135660960666019
323,2,147946,0.14712824176658,0.136624685745894,0.282269761396837
326,2,151397,-0.0150507916378129,0.137188702545474,0.912702756249007
327,2,153035,0.0419577856317752,0.135679196835072,0.75731944884992
328,2,153228,-0.0276363216371263,0.136679838604507,0.83987880638436
329,2,153455,-0.0118013128644032,0.137717995886285,0.93175994533599
331,2,153815,0.00673961191939698,0.137190572375066,0.960846737251091
332,2,154160,0.00249075211890371,0.135753512227778,0.985371914606334
333,2,154235,-0.0203951993091076,0.137104882097022,0.881830966873583
335,2,159870,0.0552932040585962,0.133613825344597,0.679251048112156
336,2,161229,-0.0136572848847751,0.135695627016217,0.919888250035028
339,2,162696,0.00614339233828687,0.13511330092282,0.963759632709795
340,2,163284,0.0104785528990622,0.133322088545121,0.937398681131905
341,2,164166,-0.000199300331590435,0.134561161125061,0.998819079602749
342,2,165270,0.0341541214699649,0.133417161539306,0.798103837499156
343,2,165675,-0.00278229389534901,0.135634572533074,0.983645602675987
346,2,168062,0.0497183492166076,0.13438981593321,0.711636962871894
347,2,168518,0.0119203992509164,0.133644726048074,0.928977772064767
348,2,168980,0.007760022753447,0.133582145134756,0.953708402568041
349,2,169651,0.0150877893796211,0.133643819393375,0.910177556831606
352,2,170725,0.0258663153270675,0.133877052720614,0.846906035499669
353,2,171254,-0.0200610503825935,0.134096542458545,0.881164421823039
354,2,172242,-0.0463422928716859,0.132492672409065,0.726718024422812
355,2,173254,-0.0716373923115841,0.131444880168372,0.586098023951787
356,2,173340,-0.0779301908345116,0.131418815748321,0.55356680108059
