SNP,Chr,Pos,Effect,SE,PLM2_SNA3_noMTX_5.FC_avg_logratio_Fitness_minus_ref.GLM
8,1,27243,0.0572112334756036,0.0874605513715307,0.513449095567242
9,1,27272,0.0632313595545156,0.0861335652391331,0.463370094714099
16,1,27843,0.0025800483727714,0.0841596710211482,0.975560737732395
17,1,27848,0.0025800483727714,0.0841596710211482,0.975560737732395
18,1,28495,0.0434507269641612,0.0841293653265032,0.605845978074805
19,1,28975,0.0189378708580999,0.0835924998771758,0.82090489810723
26,1,31435,0.00490983149344337,0.0833766748076936,0.953075154596522
29,1,36146,-0.0104437065446047,0.0829452944263009,0.899874231503654
31,1,37409,0.0635602994956637,0.0833269965553026,0.446103075121239
32,1,37478,0.0506705923474937,0.0834237490942349,0.543983890932135
33,1,39144,-0.0404369713161249,0.0830585679523422,0.626667571404508
34,1,41499,-0.0181145927149574,0.0828503750114201,0.827055086505452
37,1,51248,-0.080334434069784,0.0830987280298605,0.334338460943632
38,1,51462,-0.0805084825460525,0.0832112321814683,0.333946841271803
39,1,52124,-0.0584075440354924,0.0831505662885709,0.482873279505978
40,1,52667,-0.0381713038871218,0.0830504588683344,0.646074938065608
42,1,59265,0.0152096388520523,0.08302944929114,0.85475907816833
43,1,60165,-0.030246794341159,0.0829550303315506,0.715615831259066
44,1,62308,-0.0392062628877157,0.0828531261906062,0.636361568608954
45,1,62869,-0.0457281472672802,0.0828332419366716,0.581262964177973
49,1,66841,-0.0134132090149425,0.0829049725566226,0.87156366299547
50,1,66948,-0.00329283966508159,0.0834166787357776,0.968534322933172
51,1,68621,-0.0668625785072656,0.0831147320550028,0.421672106939989
52,1,69417,-0.0555295479885268,0.0829179928508495,0.50349171591865
56,1,74327,-0.075777706090884,0.0833292665440079,0.363771703942419
57,1,74572,-0.0953536975144928,0.0830497806425598,0.25168365480819
58,1,75211,-0.0500486632721262,0.0830103024687064,0.546948324602564
59,1,76030,-0.0414468733293071,0.0830237306414176,0.617937362340859
60,1,80108,-0.042289123907526,0.0830028829643278,0.610727283679964
61,1,81262,-0.136701804994322,0.0826824894907743,0.0991518231723737
62,1,81999,-0.201570427350777,0.0825101352056439,0.0150561509162456
63,1,82431,-0.139422208088325,0.0832685733123777,0.0949440568724551
64,1,83284,-0.226267342780332,0.0821117935495891,0.00616234980360959
65,1,83613,-0.177891128869853,0.0824391652128884,0.0316137312741707
66,1,84112,-0.196092482250303,0.0823313455547087,0.0177600058402698
68,1,84858,-0.177824279693685,0.082684536654418,0.0321834972921661
69,1,85751,-0.202095184247214,0.0828713806719007,0.0152341032449809
70,1,87445,-0.207169436053071,0.0830140867899846,0.0130305319493986
71,1,87467,-0.230632187040391,0.083281795758902,0.00591446939249269
72,1,89070,-0.199578404442164,0.0829775649740482,0.0166772070902894
73,1,89616,-0.225515758638304,0.0823343885196574,0.00647490005663273
74,1,89679,-0.197190419808472,0.0825507340151633,0.0174320258240062
75,1,89880,-0.205937118121761,0.0825114811549687,0.0130209238473607
76,1,91472,-0.211351462994173,0.0830962103215247,0.0114021447150375
77,1,93789,-0.214143808123939,0.0822038457037737,0.00957503292281571
78,1,94351,-0.16295214649412,0.0827554149972755,0.0497255490310308
79,1,99148,-0.164042017495342,0.082529683745107,0.0476201246225452
82,1,106800,-0.0992829853727573,0.0829340077524215,0.232058271256522
83,1,107970,-0.117536782678582,0.082619480327466,0.15572710358315
84,1,109000,-0.12412757514682,0.0827386553188106,0.134446920837863
85,1,112549,-0.102699739808316,0.0827276573426328,0.215275031165489
86,1,112742,-0.0488490350975859,0.0831904372589062,0.557447912991511
87,1,113050,-0.0656861570003853,0.0830174540467467,0.429339285461774
88,1,113135,-0.069493105502551,0.0827968253339719,0.401857301550448
89,1,114076,-0.0798154809196619,0.0827704550252997,0.335556083169128
90,1,114628,-0.0720859861735857,0.0830004398006954,0.385710061901215
91,1,116283,-0.207193703058868,0.082820233397042,0.0128108833352078
93,1,127853,-0.124060452964696,0.0831338216900082,0.136514141154401
94,1,128302,-0.174442476742679,0.0825548415581691,0.0352979676332064
95,1,128704,-0.168026259650823,0.0826757121488649,0.0428660995627704
96,1,128911,-0.149129016081236,0.0827875747430277,0.0725016908597051
97,1,130267,-0.245573086141838,0.0820937825933515,0.00297246677728104
