SNP,Chr,Pos,Effect,SE,ALO1_UIP4_MTX_5.FC_avg_logratio_Fitness_minus_ref.GLM
8,1,27243,-0.194456621105901,0.179119128906107,0.27838472251983
9,1,27272,-0.0585063411099177,0.176696011737033,0.740755621303362
16,1,27843,-0.0611998594660023,0.172511359537921,0.722982417837105
17,1,27848,-0.0611998594660023,0.172511359537921,0.722982417837105
18,1,28495,-0.090594553076109,0.172477514996051,0.599736184994748
19,1,28975,-0.055150132245062,0.17136640101096,0.747775142499902
26,1,31435,-0.0953621503891248,0.1708620701427,0.577113802263958
29,1,36146,-0.17301267757276,0.169806511794717,0.308957113803923
31,1,37409,-0.132376676185195,0.170830250696034,0.438916411059101
32,1,37478,-0.146424341867239,0.170944904285225,0.392269916111057
33,1,39144,-0.114289382471254,0.170232938113852,0.502423586707598
34,1,41499,-0.107814227405865,0.169772145127024,0.525805573107065
37,1,51248,-0.266269143099849,0.170002441459819,0.11818218877231
38,1,51462,-0.241598739659241,0.170338784831997,0.156973005841417
39,1,52124,-0.163801520648723,0.170369215327169,0.336983948200263
40,1,52667,-0.229959654293748,0.169878392079687,0.176707068237185
42,1,59265,-0.0149714557897908,0.170230955066689,0.929967952095588
43,1,60165,-0.0302995351727611,0.170096535926066,0.858721957280033
44,1,62308,-0.118087664510402,0.169800820233983,0.487232058474055
45,1,62869,-0.0949738518952682,0.169820544966052,0.576338875193622
49,1,66841,-0.0976482836363718,0.169896355880751,0.56582509050084
50,1,66948,-0.145286172574101,0.170844081430592,0.395677983120855
51,1,68621,-0.340136185622629,0.169592174355697,0.0456603781901752
52,1,69417,-0.255950843374653,0.169557804821627,0.132060565268419
56,1,74327,-0.116479151004994,0.170927007976903,0.496030126516687
57,1,74572,-0.0774326671047305,0.170534246263775,0.650065162946111
58,1,75211,-0.0605286084290498,0.170242600173176,0.722395005819001
59,1,76030,-0.0599422161137429,0.170243187928346,0.724975179668676
60,1,80108,-0.148760435193063,0.170048589403721,0.382271371316316
61,1,81262,-0.0908082109035838,0.170099811762148,0.593779588004225
62,1,81999,-0.0858768103208002,0.170522792050698,0.614850300701047
63,1,82431,-0.134058096365857,0.171242952192228,0.434238175375167
64,1,83284,0.0214022324676676,0.170140535845345,0.899968585329996
65,1,83613,0.0616664495382491,0.170093936441729,0.717162891421657
66,1,84112,0.0459523199168416,0.170126769296596,0.787236280550828
68,1,84858,0.157423037707787,0.17041869805442,0.35625125181757
69,1,85751,0.0841588663192865,0.171267294119386,0.623456716000587
70,1,87445,0.100170485324992,0.171605229387431,0.55977725839076
71,1,87467,0.0306917577251426,0.172579094746458,0.858949314431277
72,1,89070,0.0427395339916422,0.171491572234605,0.803333734305233
73,1,89616,0.0787597524909127,0.170532524614446,0.6444763018728
74,1,89679,0.0432136222043775,0.170590136089016,0.800169634399541
75,1,89880,0.0546426117805501,0.170624083476702,0.748967195501359
76,1,91472,0.0746142434070661,0.171869682146075,0.664457327521164
77,1,93789,0.127082606681408,0.170009849328349,0.455258578563278
78,1,94351,0.0528091562381621,0.170568981797826,0.757043378054909
79,1,99148,0.0937248128245832,0.170071204876331,0.581919507290666
82,1,106800,0.0832855142527054,0.170316176888402,0.625141622763767
83,1,107970,0.131556064019891,0.169724723758628,0.438791021763847
84,1,109000,0.0576600253721316,0.170140788036204,0.734889611734779
85,1,112549,-0.15583283698209,0.169773351153821,0.359304476345842
86,1,112742,-0.141292658856525,0.170472264047147,0.407760235121764
87,1,113050,-0.0911352852390438,0.170281922747124,0.592846930815632
88,1,113135,-0.082761912979058,0.169859995766991,0.626393485875877
89,1,114076,-0.0267515440398358,0.169911137417255,0.874984701615151
90,1,114628,0.0429781662255491,0.17033160404144,0.800940146130179
91,1,116283,0.0993735762564428,0.171212739317878,0.562008518445963
93,1,127853,0.0562306824430293,0.170949288505726,0.742402184728917
94,1,128302,0.128107648984717,0.170182202897325,0.452091279276083
95,1,128704,0.0728075321587133,0.170444235418782,0.669520774643573
96,1,128911,0.185953451739555,0.170219657604512,0.275388123101712
97,1,130267,0.0977752540353541,0.170346854945898,0.566348592867897
98,1,130271,0.0844967983253194,0.170569322519879,0.620639448038415
99,1,130613,0.246217787933839,0.171723803742933,0.152514185687855
100,1,132012,-0.0347864627640828,0.171847582275291,0.839700119051618
101,1,133231,-0.149782916529296,0.170451729063389,0.380139490626265
102,1,137074,-0.154539756795316,0.170196733837349,0.364494196783127
103,1,137304,-0.228319374560657,0.170020867102436,0.180170306646755
104,1,139686,-0.116505130626341,0.170565925597551,0.495023009421775
105,1,149562,-0.147629007214039,0.170887431307434,0.38823151501121
106,1,150447,-0.0879158225562078,0.172902205597832,0.611440425910129
108,1,154084,-0.114011412851801,0.17339373426887,0.511269326064307
110,1,157269,-0.206244226997585,0.169996945346038,0.225855718178019
111,1,160054,-0.183082708848921,0.171693164735822,0.287000265462674
112,1,166222,-0.178494241432347,0.170432960968847,0.295678327126053
113,1,166416,-0.177204386030061,0.170089700301627,0.298203946812667
114,1,167326,-0.232105194024973,0.170873033060661,0.175220455589782
115,1,168836,-0.236546402606091,0.170041694798424,0.165068763954989
116,1,171200,-0.354832824518179,0.169714923553933,0.0372645045700339
117,1,171431,-0.434334872128449,0.170266408335367,0.0111654188046213
118,1,173339,-0.439883610287632,0.168877117805999,0.00958266572860558
119,1,173845,-0.43594093097477,0.168763420992658,0.0101919741031516
120,1,175121,-0.492052772377789,0.167983987431862,0.00361962119617554
121,1,175281,-0.453109135973891,0.168440046962293,0.0074839538179773
122,1,175315,-0.459348705391269,0.168338038100113,0.00667612404173953
