SNP,Chr,Pos,Effect,SE,DHH1_LSM3_MTX_Trifluoperazine_avg_logratio_Fitness_minus_ref.GLM
8,1,27243,0.0291789682331889,0.156272326655205,0.851988443087108
9,1,27272,0.119675553416638,0.153801227911901,0.437020485065614
16,1,27843,0.0359432711972392,0.150278784201322,0.811106921513864
17,1,27848,0.0359432711972392,0.150278784201322,0.811106921513864
18,1,28495,0.0651300863943117,0.150253410883505,0.664939375465771
19,1,28975,0.0480205360474751,0.149266888339757,0.747863396976345
26,1,31435,0.0435966249646805,0.148875149570756,0.769816378591177
29,1,36146,-0.0827465518432653,0.14805998767017,0.576603570930482
31,1,37409,-0.0232166248138142,0.148921242575519,0.876202000765518
32,1,37478,-0.0386258624360245,0.149040213836758,0.795659748492367
33,1,39144,-0.0906100704062383,0.148295821185934,0.541586902214302
34,1,41499,-0.124379634592359,0.147814492342239,0.400661265437379
37,1,51248,-0.0868034043545727,0.14852061796919,0.559288528595448
38,1,51462,-0.061432273543715,0.148758022451132,0.679880929551166
39,1,52124,-0.095257709962158,0.148505937999656,0.52165284189526
40,1,52667,-0.189571173576369,0.148010807613527,0.201107309515774
42,1,59265,-0.0259925091028977,0.14827302505568,0.860943107787907
43,1,60165,-0.051589688302372,0.148141983737659,0.727863866330394
44,1,62308,0.00899786314952938,0.148003702242504,0.951556995018765
45,1,62869,-0.0114753218646391,0.147984627810553,0.938234713126189
49,1,66841,0.123323726839792,0.147910060776018,0.4049715517793
50,1,66948,0.0654054737010936,0.14892358569252,0.660793925893665
51,1,68621,-0.0840490819938843,0.148493351569201,0.571744964600614
52,1,69417,-0.0806832880213882,0.148105184428021,0.586255575848823
56,1,74327,-0.0238615720583972,0.148976628998174,0.872838851521105
57,1,74572,0.0136920746485866,0.1485836175372,0.926630631888198
58,1,75211,-0.00712674016514359,0.148314061658413,0.961702228038169
59,1,76030,0.0320182183631423,0.148304755871127,0.829194484326365
60,1,80108,-0.0820738020862497,0.148215118690864,0.580102007840422
61,1,81262,-0.0192762007493143,0.14821987135967,0.896599841788805
62,1,81999,-0.0404744520482801,0.148569787457037,0.785452839048363
63,1,82431,-0.112346829248166,0.149168966668022,0.451860884434755
64,1,83284,-0.00121037377529581,0.148202403258684,0.993488337161993
65,1,83613,0.0234562720029582,0.1481808271608,0.874314927235855
66,1,84112,0.0135570603114326,0.148200660656361,0.927164887433297
68,1,84858,0.155906614480827,0.148388852373597,0.294132321189725
69,1,85751,0.0524069720993002,0.149205489284205,0.72561766533846
70,1,87445,-0.00567184728750381,0.149546720277946,0.969767384501417
71,1,87467,-0.0478798353564471,0.15030830886268,0.750260581204589
72,1,89070,0.00764853660230175,0.149388487938505,0.959195931918997
73,1,89616,0.0448261529268548,0.148566248452992,0.763039373833407
74,1,89679,0.0348511878188424,0.148592642868372,0.814700356768453
75,1,89880,0.0192879102689231,0.148638328195338,0.896827021923019
76,1,91472,0.0791694189745717,0.149685911126428,0.597204717941449
77,1,93789,0.0452811113380353,0.148182819659789,0.760107622136645
78,1,94351,0.0112901985270608,0.148591244666306,0.939476790859048
79,1,99148,0.011187321154171,0.148201221086503,0.939869703865666
82,1,106800,0.0588546876584961,0.148369260425406,0.691845288528598
83,1,107970,0.0595672997353936,0.147928690940414,0.687430505257102
84,1,109000,0.0587271309228223,0.14819046086152,0.692126894539165
85,1,112549,0.0158589211234238,0.148053226417956,0.914757528027007
86,1,112742,0.018772116410146,0.148629099146218,0.89956497173874
87,1,113050,0.0230904263189319,0.148377325450929,0.876421791277383
88,1,113135,0.00013414477724602,0.148004476889447,0.999277344446305
89,1,114076,0.0435725496851332,0.147986306303257,0.768597551380155
90,1,114628,0.093674027146178,0.148295113888336,0.528009384394608
91,1,116283,0.0969458536569791,0.149114921737987,0.516023466060812
93,1,127853,0.0716614494252877,0.148877519002203,0.6305695587748
94,1,128302,0.0879645921071806,0.148280424625401,0.5534062406185
95,1,128704,0.0496323135307826,0.148478498302185,0.73837227096798
96,1,128911,0.135215469624498,0.148343960863597,0.362654193361904
97,1,130267,0.139485211796508,0.148262272963875,0.347450482245912
98,1,130271,0.13295702134744,0.148455652144592,0.371076231409571
99,1,130613,0.196320053590605,0.149648751734195,0.190415719368257
100,1,132012,-0.111519318816114,0.149576965210647,0.456426508706962
101,1,133231,-0.122790276929998,0.148488703485216,0.408833397714708
102,1,137074,-0.131027289428904,0.148257139630677,0.377414331904569
103,1,137304,-0.155318655708951,0.148242339510482,0.295477653109045
