SNP,Chr,Pos,Effect,SE,ERV25_PIS1_noMTX_5.FC_avg_logratio_Fitness_minus_ref.GLM
8,1,27243,-0.0108576791003119,0.0977017211128907,0.911575713493655
9,1,27272,-0.00922863987491163,0.0962348928278093,0.923656774706401
16,1,27843,0.010143252293406,0.0939576138027441,0.914092231160192
17,1,27848,0.010143252293406,0.0939576138027441,0.914092231160192
18,1,28495,0.0953467889148963,0.0938235417049457,0.310213388690022
19,1,28975,0.078269618178174,0.0932395952555332,0.401787137598405
26,1,31435,0.120302499841485,0.0928648458886885,0.196008816090721
29,1,36146,0.0326191190634842,0.0925890674128792,0.724823600191325
31,1,37409,0.0512176234250437,0.0930661310111067,0.582437145591779
32,1,37478,0.0483188220202037,0.0931505905323135,0.604282913753386
33,1,39144,-0.0409466176181909,0.0927352479781317,0.65909014137175
34,1,41499,0.0167386969098179,0.092499264757354,0.856502570475812
37,1,51248,0.169952291971254,0.0924558452996054,0.0668730830561269
38,1,51462,0.146567332136242,0.0926955873508531,0.114735097404381
39,1,52124,0.0644927085272935,0.0928338533483094,0.487693360561223
40,1,52667,-0.0024076091955193,0.0927483241951676,0.979305092029955
42,1,59265,-0.13245878517769,0.0924331513570826,0.152736438399182
43,1,60165,-0.112202302815802,0.0924388671721657,0.225635556348141
44,1,62308,-0.0606800139604492,0.092473315450858,0.512129725364615
45,1,62869,-0.0237549545482534,0.0925094360198702,0.797495023738917
49,1,66841,0.0228574287638515,0.0925536832396922,0.805079641151325
50,1,66948,0.0212284211462304,0.0931228863713093,0.819808253636476
51,1,68621,0.0853107836864237,0.0927663912640221,0.358393974798921
52,1,69417,0.0633775324412588,0.0925701316715172,0.494018215868295
56,1,74327,-0.0873293020114302,0.0930248029376582,0.34848848061683
57,1,74572,-0.0818429775259817,0.0927906909810744,0.378367746598796
58,1,75211,-0.098280133545803,0.0925758802535308,0.289135332479004
59,1,76030,-0.0335143345187061,0.0927063874158336,0.717934122192691
60,1,80108,-0.0853575347397212,0.092590231588191,0.357218256574361
61,1,81262,-0.123224919033227,0.0924341893411834,0.183355493365964
62,1,81999,-0.153239318485781,0.0925341317887121,0.0986043101714909
63,1,82431,-0.101277963551252,0.0931768174545285,0.277803278189392
64,1,83284,-0.209476487989003,0.0919801822239072,0.0233593981975917
65,1,83613,-0.178023055954136,0.0921574171021669,0.0541932057377347
66,1,84112,-0.168610110777008,0.092217810339765,0.0683347892570906
68,1,84858,-0.150499760105185,0.0925690103400524,0.10488214638024
69,1,85751,-0.223546329576771,0.0925350483528427,0.0162077181921408
70,1,87445,-0.230975207920942,0.092682302769506,0.0131564759927445
71,1,87467,-0.259720473469032,0.092961343256298,0.00549258861575689
72,1,89070,-0.212694668437901,0.0927066696924183,0.0223612333828459
73,1,89616,-0.194565556990452,0.0923138532855635,0.0357657152409047
74,1,89679,-0.192096356263534,0.0923403365439487,0.0382181509659013
75,1,89880,-0.185200852942834,0.0924039088198886,0.04580641579585
76,1,91472,-0.185528313770347,0.0930957320570706,0.0470444774484025
77,1,93789,-0.131178982236105,0.092390006695944,0.156536924419507
78,1,94351,-0.103191165643168,0.0927347916777384,0.266570568640703
79,1,99148,-0.0857195044076481,0.0925410482384671,0.354930056301582
82,1,106800,0.0236958760672965,0.0927698518520227,0.798542487682198
83,1,107970,-0.00456418721911393,0.0925032361020191,0.960675580007399
84,1,109000,-0.060319534118204,0.0926109463758374,0.515262515881818
85,1,112549,0.031589877606778,0.0925464065959246,0.733050019151749
86,1,112742,0.0441340825178152,0.0928926032903721,0.63500333464109
87,1,113050,0.0848496301494753,0.0926559843003876,0.360423673694388
88,1,113135,0.044458941867815,0.0924994347040299,0.631070016859279
89,1,114076,0.0508100488858956,0.0924901689883879,0.583108368423622
90,1,114628,0.0838534953977358,0.0926563546264659,0.36608551849551
91,1,116283,0.0804774169061132,0.093181325848306,0.388358581016143
93,1,127853,0.0315360209103127,0.0930909162668947,0.734987567222259
94,1,128302,0.0268407170411767,0.0927374099290339,0.772424493343237
95,1,128704,0.0463332673732078,0.0928079787646464,0.617922734722997
96,1,128911,0.0476307740231819,0.0928163971282466,0.608152031939086
97,1,130267,-0.0111479533019712,0.0928051025565866,0.904454682703164
98,1,130271,-0.00467702866929348,0.0929168155875997,0.959883381278341
99,1,130613,-0.0405615426894702,0.0937606037442185,0.665564093296535
100,1,132012,-0.0768597263238472,0.0934969344716821,0.411599863194614
101,1,133231,-0.0686340207274959,0.0928504662584662,0.460283622632149
102,1,137074,-0.0370302635010953,0.0927692101061133,0.69001267386949
103,1,137304,-0.0438499892322905,0.0927930506036347,0.636821416527759
104,1,139686,-0.0649391771946427,0.0928800907769652,0.48490484306898
105,1,149562,-0.0237841128949206,0.0931478157199672,0.798611290490898
106,1,150447,-0.0686536048305106,0.0941188264739388,0.466219082244534
108,1,154084,-0.0184819142571109,0.0944756085083301,0.845015226621276
110,1,157269,-0.0369790792123418,0.0927450952564247,0.690342550178804
111,1,160054,-0.07945526894404,0.0935517931560301,0.396279704623432
112,1,166222,-0.0822949747545851,0.0928514342023026,0.376054938756236
113,1,166416,-0.0656370768255132,0.0927001720113168,0.479376639009531
114,1,167326,-0.0814394198296514,0.0931923725750386,0.382774979133436
115,1,168836,-0.00605826358934791,0.0928504522781958,0.948013845134592
116,1,171200,-0.0294438765328982,0.092976856836099,0.751673899568354
117,1,171431,-0.0427391278012388,0.0935429505244477,0.648028914222846
118,1,173339,-0.0376740663657784,0.0928212822686838,0.685078551438701
119,1,173845,-0.0674686766546708,0.0926964467996443,0.467190760643833
120,1,175121,0.0108943631196557,0.0925802318839799,0.906392236932695
121,1,175281,-0.0192766462267321,0.0926550601473662,0.835311922270255
122,1,175315,-0.0091585390842881,0.0926302890370315,0.921296046158984
123,1,175523,-0.018439282908214,0.0931512473607398,0.843198180921392
124,1,175541,-0.0142559463069095,0.0927731246781504,0.877961995292892
125,1,175653,-0.0319119497730039,0.0930543018626062,0.731848475394644
128,1,175856,-0.0262511422076915,0.0945959529695182,0.781552443095207
129,1,175876,-0.0229497704997055,0.0931484086428928,0.805532409110996
130,1,175989,-0.0263984369733875,0.0934116414290448,0.777646592338042
131,1,176001,-0.0310942831346649,0.0938944167514274,0.740718456104734
133,1,177692,-0.0189397394627527,0.0926260863795006,0.838099994931102
134,1,178191,-0.0139692176751678,0.0927205660345814,0.880330515143043
135,1,178224,-0.0189397394627527,0.0926260863795006,0.838099994931102
136,1,178960,0.00161140831754988,0.0933713662394848,0.986240496714716
140,1,183802,-0.096130661795413,0.0925018399223612,0.299409197196101
141,1,183954,-0.120283297709204,0.0930978414758633,0.197199048706147
142,1,184450,-0.110162917644029,0.0923146323677221,0.233536907986771
144,1,184718,-0.0820395381515225,0.0929236795603134,0.377907291639414
145,1,185296,-0.048977147324531,0.0925948848879241,0.597179433814157
146,1,185438,-0.0902661269305801,0.0925112764316808,0.329865922777139
147,1,185469,-0.0882195536017548,0.0926507332330326,0.34166060970329
148,1,185503,-0.111852178652075,0.0923379833867252,0.226577544372877
149,1,185705,-0.121675041741667,0.0933394506324341,0.193227797846886
150,1,185749,-0.102732760338828,0.0934039343851793,0.272135589400855
151,1,185806,-0.0656717472305103,0.0936235528674824,0.48348768628482
152,1,185879,-0.122290314299955,0.0939162159425386,0.193723872256337
153,1,185916,-0.121072578747222,0.0938777680465255,0.198004993376793
154,1,185941,-0.105877570099362,0.0943404260664043,0.262500794339762
155,1,185954,-0.0784027711845011,0.094692687332481,0.408246499294334
156,1,186055,-0.0956608005859986,0.0927532432284003,0.303084112627642
157,1,186896,-0.10473278366372,0.0942511300041061,0.267234311406305
161,1,190132,0.0263109284998478,0.093000173519142,0.77740959906765
162,1,190148,0.0190666953588355,0.0930332332058508,0.837733223872795
163,1,190165,0.0394179206640871,0.0937302225228561,0.674342133587574
164,1,190169,0.0238684815175719,0.093628168999008,0.798926837488564
165,1,190933,-0.0993452372868568,0.0927268130430778,0.28473256090708
166,1,192149,-0.0340771242944077,0.0936192195143875,0.716078095742491
168,1,192303,0.180526238931635,0.111214829219063,0.105434829053306
171,1,192795,0.0128711935935547,0.0926990919066493,0.889648501391589
173,1,194187,-0.00974813839387453,0.0927769737203371,0.916379412145619
174,1,194867,0.0786509381061092,0.0926333939644047,0.396425555765097
190,2,8314,-0.171398880026532,0.093855652230918,0.0686651737043907
194,2,8498,-0.128581371032767,0.0939108266160842,0.17181170171832
195,2,8651,-0.146324368783049,0.093925694530904,0.12015924864039
197,2,9812,-0.102725550478864,0.0946502399544941,0.278521737451075
198,2,9932,-0.0954911612051441,0.0942974899630521,0.311916868888351
199,2,10135,-0.0774277845814613,0.0939824001706148,0.410578742075455
200,2,11616,-0.0931727378382902,0.0938419195449591,0.321453856904486
201,2,12133,-0.0675126111621476,0.0942779901329784,0.47440211746826
202,2,12194,-0.0751393461743424,0.0946267981528095,0.42769403139405
203,2,12359,-0.0815126011938548,0.0943346481521298,0.38813117312917
204,2,13061,-0.091267855595607,0.0943023779383315,0.333796207655206
205,2,14298,-0.0668700814396975,0.0946584108289265,0.480383227802839
206,2,15222,-0.0781095774465849,0.0955586150054497,0.414251427306574
207,2,17986,-0.131388648741311,0.0937122978317003,0.161781197038087
