SNP,Chr,Pos,Effect,SE,DHH1_LSM3_MTX_5.FC_avg_logratio_Fitness_minus_ref.GLM
8,1,27243,0.0325839205513112,0.154368515436996,0.832947584792527
9,1,27272,0.113133319176083,0.151940575617198,0.45701546712099
16,1,27843,0.0740124245617926,0.148409784114493,0.618299142826592
17,1,27848,0.0740124245617926,0.148409784114493,0.618299142826592
18,1,28495,0.103883393687584,0.148361464658996,0.484260695407674
19,1,28975,0.0989569789911633,0.147377975370381,0.50237289094216
26,1,31435,0.0720621996830689,0.147031318065948,0.624357260682014
29,1,36146,-0.0654754089340235,0.146281417740024,0.654717206465378
31,1,37409,-0.0187874138301166,0.147110671758166,0.898451680987211
32,1,37478,-0.0349092811307566,0.147228811588039,0.812709748123238
33,1,39144,-0.0991524013551671,0.146473600368066,0.498893599075285
34,1,41499,-0.117599904579609,0.146028007444318,0.421174665120176
37,1,51248,-0.111781784764684,0.146663599379133,0.446470789237494
38,1,51462,-0.0909058593664867,0.146903606838451,0.536438682638821
39,1,52124,-0.134980761075083,0.14660830220945,0.357841187816105
40,1,52667,-0.231205181531071,0.146031405365905,0.114258469628017
42,1,59265,-0.0341309269181078,0.146463786675144,0.81587067780088
43,1,60165,-0.0655789331028865,0.146322740936457,0.654298209821351
44,1,62308,-0.0719566932426449,0.146153225449881,0.622786930589079
45,1,62869,-0.103097527691681,0.14608200919376,0.480808463014741
49,1,66841,0.0588620738802847,0.146220370686648,0.687517611392354
50,1,66948,0.00571667918219176,0.147151192810185,0.969032725745078
51,1,68621,-0.0968230410135201,0.146662359808301,0.509571113411989
52,1,69417,-0.111484015005314,0.146244038398203,0.446381118226348
56,1,74327,-0.070853635608845,0.147120740622115,0.630387162188041
57,1,74572,-0.0366352157770027,0.146764302452928,0.803026893532054
58,1,75211,-0.0704923841436517,0.146461644046548,0.630599590720974
59,1,76030,-0.00205696039809916,0.146509652163953,0.98880619149107
60,1,80108,-0.118977429608613,0.146338101440792,0.416748226598025
61,1,81262,-0.0689009419210955,0.146373745529385,0.63813195340377
62,1,81999,-0.0965457824181618,0.146687276951157,0.510855199132664
63,1,82431,-0.141831106614516,0.147278723369715,0.336200958275604
64,1,83284,-0.0779642126066458,0.146340106740266,0.594534664040153
65,1,83613,-0.0482133644101125,0.146360301532223,0.742036959770136
66,1,84112,-0.0485654193792059,0.14637610655408,0.740248393313754
68,1,84858,0.0975591606424347,0.146720255342171,0.506527421703911
69,1,85751,0.0141886329204989,0.147413612642923,0.923376248467306
70,1,87445,-0.048682472870599,0.147704447676871,0.741902379788966
71,1,87467,-0.106479798668274,0.148392348455764,0.47350575080803
72,1,89070,-0.0360793339690111,0.147558618517577,0.806979093384168
73,1,89616,0.0096786496777106,0.146776350942835,0.947461746142741
74,1,89679,0.00371968610271854,0.146795708188402,0.97979872331313
75,1,89880,-0.0106219701046523,0.146831948002147,0.942371505982699
76,1,91472,0.0382676897622308,0.147908922922445,0.795998464885762
77,1,93789,0.0226878074859775,0.146393947890129,0.876927417815292
78,1,94351,0.0131575985600966,0.146782553547475,0.928624077698122
79,1,99148,-0.0345147111989835,0.146387402009239,0.813742826008724
82,1,106800,0.00132935895625853,0.146596386256626,0.992769879754667
83,1,107970,-0.0154771677750166,0.146159769066823,0.915728094420179
84,1,109000,-0.015202437413978,0.146417441654281,0.917363686179192
85,1,112549,-0.000465327936236104,0.146253927565788,0.997463216864134
86,1,112742,0.00798479537967017,0.146823119990289,0.956660171417378
87,1,113050,0.0151391611259475,0.146574520700234,0.917794285968337
88,1,113135,-0.000223659117311176,0.146203396195856,0.998780276297117
89,1,114076,0.0233379317979349,0.146198119883251,0.87326208770578
90,1,114628,0.101665308195219,0.146473349747882,0.488083904597901
91,1,116283,0.0781795394606721,0.147329741499364,0.595999654843032
93,1,127853,0.117783225623336,0.146980439804058,0.423466346125773
94,1,128302,0.16164004096433,0.146296236204039,0.269963343814251
95,1,128704,0.122640245569818,0.146549562681037,0.403242117385571
96,1,128911,0.201307306152436,0.146319326537167,0.169753353130464
97,1,130267,0.188661806078879,0.146297349312728,0.198041578455214
98,1,130271,0.17989137322065,0.14650305736949,0.220301943837522
99,1,130613,0.233824293362871,0.14766406511373,0.114205713392561
100,1,132012,-0.0278023288622996,0.147865634895259,0.850965658555622
101,1,133231,-0.0818663164706094,0.146759064718174,0.577315421392417
102,1,137074,-0.0943892434067292,0.146528824127069,0.519884548316073
103,1,137304,-0.134114314139442,0.146492072853309,0.360551226458055
104,1,139686,-0.0756885674580814,0.146803360681314,0.606471995871849
105,1,149562,-0.0308748646944595,0.147184484998588,0.833968333785961
106,1,150447,-0.0174950081249102,0.14882345540576,0.906486764419916
108,1,154084,0.00478066163717539,0.149285947616435,0.974471392183862
110,1,157269,-0.0327342466742757,0.146566380508251,0.82339949507648
111,1,160054,-0.0407465994814007,0.147953439603029,0.783168924845975
112,1,166222,-0.0260649839346694,0.146868362261251,0.859239650364081
113,1,166416,-0.0159516880245777,0.146574276577887,0.913399112990501
114,1,167326,-0.0797256886691633,0.147348576002289,0.588801570933081
115,1,168836,-0.078166279534495,0.146652096081218,0.594365605115306
116,1,171200,-0.198666515969081,0.146549833277516,0.176085391643732
117,1,171431,-0.235826845289813,0.147314338868001,0.110306635422949
118,1,173339,-0.222338499396965,0.146220252097245,0.129262332793306
119,1,173845,-0.212177597128889,0.14614104787206,0.147426325388875
120,1,175121,-0.190550228973677,0.145934121365998,0.192495462036121
121,1,175281,-0.193277045310717,0.146048610931461,0.186567258703872
122,1,175315,-0.19873934920846,0.14598163260441,0.174255740378456
123,1,175523,-0.207597758389195,0.146778355812231,0.158136979230098
124,1,175541,-0.19655983559696,0.14621914351947,0.179720295729812
125,1,175653,-0.20018930692291,0.146670287798934,0.173155871285191
128,1,175856,-0.206743121448737,0.149078972805232,0.166377035501469
129,1,175876,-0.200442331692741,0.146806528609796,0.173012430087459
130,1,175989,-0.199347171669886,0.147231812757396,0.176612738406884
131,1,176001,-0.200120515654046,0.148000007753341,0.177187988692882
133,1,177692,-0.24478581141788,0.145783339928721,0.0940160801464461
134,1,178191,-0.243768284047375,0.145934071141323,0.0957266006924795
135,1,178224,-0.24478581141788,0.145783339928721,0.0940160801464461
136,1,178960,-0.248249330895513,0.146940491514263,0.0920152414822283
140,1,183802,-0.211721511895885,0.145948405607841,0.147762554698121
141,1,183954,-0.201427772026346,0.147058231574631,0.171646728431069
142,1,184450,-0.122755367985339,0.146011395602189,0.40107135766238
144,1,184718,-0.160991690495171,0.146737959149714,0.273329220009896
145,1,185296,-0.145061780026881,0.146160582362427,0.321642163488208
146,1,185438,-0.180468034026434,0.146055769604982,0.21742505743279
147,1,185469,-0.182166012869487,0.146261505595174,0.213780848895344
148,1,185503,-0.155943301097713,0.145967608719768,0.286096381808986
149,1,185705,-0.171949628192899,0.147553871940816,0.244670424558188
150,1,185749,-0.132913912150434,0.147668066209196,0.368688271421292
151,1,185806,-0.202991465685606,0.147640035582699,0.170032013210812
152,1,185879,-0.185994812207769,0.148420370395343,0.210976069942436
153,1,185916,-0.125459501552916,0.148532470467594,0.398872544336686
154,1,185941,-0.0732945255360709,0.149279212992446,0.623738973221562
155,1,185954,-0.103829445704972,0.149664293241365,0.488295916807862
156,1,186055,-0.158564153685673,0.146534422911989,0.27994899115322
157,1,186896,-0.173407029716748,0.148897844665149,0.244965755034028
161,1,190132,-0.0342525917296671,0.146952132725452,0.815829156521992
162,1,190148,-0.016764463575193,0.147005056251872,0.909270880095362
163,1,190165,-0.030600682297324,0.148128452903699,0.836455367566793
164,1,190169,-0.0156055980398868,0.147950345048343,0.916055945678064
165,1,190933,-0.12682304916961,0.146597547829924,0.387565778408721
166,1,192149,0.0738916284843598,0.147900396060751,0.617665197497071
168,1,192303,0.19030392732649,0.176090752529088,0.280561663903104
171,1,192795,0.0451207396042048,0.146455363492275,0.758199163078765
173,1,194187,0.0682152160851865,0.146551435585785,0.641882344001001
174,1,194867,0.0290108475375991,0.146508487660894,0.843147472653454
190,2,8314,0.100442713516677,0.148901443818718,0.500397927475656
194,2,8498,-0.00970977425716835,0.148778273009451,0.948001235546421
195,2,8651,-0.00439945226265626,0.148918288892578,0.976448438240679
197,2,9812,0.0157200024991526,0.149800979234758,0.916483614343711
198,2,9932,0.00457231055382845,0.149212697919928,0.975571642291783
199,2,10135,-0.0151462649133454,0.14863927853748,0.91889432085785
200,2,11616,0.0425083258260117,0.148466456642716,0.774804044057879
201,2,12133,0.049967387539757,0.149050258968181,0.737644302511039
202,2,12194,0.0647641960344059,0.149610732673931,0.665362903319932
203,2,12359,0.0257853380306088,0.149206584711596,0.86289482539931
204,2,13061,0.0414739802319402,0.149185585089581,0.781173121236722
205,2,14298,0.029156268748455,0.149664555555968,0.84565315469713
206,2,15222,0.0492214236861728,0.151109416141617,0.74481887177278
207,2,17986,0.0294091169967495,0.148475444022889,0.843101225974124
208,2,19770,0.0439218401791657,0.149492023228629,0.769077865201788
209,2,19836,0.0231413536403628,0.149094456231122,0.876742345760973
210,2,19851,0.0272967404549309,0.149529027681184,0.855254776478997
211,2,21595,-0.0113095595037924,0.148917256410929,0.939505672453009
212,2,22385,-0.00912171323646072,0.149058593208999,0.951238155879147
213,2,23441,-0.0174956715543155,0.150504248814341,0.907522870605819
214,2,24209,-0.00305486207901806,0.149267748769536,0.983683473502129
215,2,24341,-0.00518814547441693,0.149620647530557,0.972358231047732
216,2,26815,0.0342384993591831,0.149430493852159,0.818903219242742
217,2,28209,0.0636537019958334,0.149453495177216,0.670433171407767
221,2,41245,-0.121891835744952,0.148777088367914,0.413172789389442
222,2,43214,-0.180950106921709,0.151026081094702,0.231667054492088
223,2,47104,-0.00491563798356365,0.147113837552625,0.973363459542571
224,2,50915,0.0656628275314538,0.14851839166847,0.658673717817092
225,2,55834,0.0466075254931159,0.147852230227148,0.752772951003316
226,2,56422,0.056346731319511,0.148107045920428,0.703843207445394
227,2,57715,0.0469136886032964,0.147627966216174,0.750837287605805
228,2,59046,0.0360508013803229,0.148383589179901,0.80817997833804
229,2,59191,0.0317275423301867,0.147536667250353,0.829853674167289
230,2,59383,0.0418493407899148,0.147572013415803,0.776893999131194
231,2,59477,0.0450711776568682,0.149790282121944,0.763671554646062
233,2,60471,0.0116073284539648,0.147786310490212,0.93744198369996
234,2,60478,0.0133514325493607,0.147954538868124,0.928147598616593
235,2,60786,0.0301561056490296,0.147704244987972,0.838341854665137
236,2,61035,0.0292901258794167,0.147694084959078,0.842911858805781
237,2,61071,0.0521522411631508,0.14700607190814,0.722979375049673
238,2,61675,0.0297462361849153,0.147447070226095,0.840234795288107
240,2,62939,0.0972586569502265,0.14710963783748,0.508959937544416
241,2,63527,0.0843170086334322,0.147685062019325,0.568414144549912
242,2,63857,0.0714683156507375,0.147738640097119,0.628864456649791
243,2,65527,-0.027298708996799,0.147293202327567,0.853072073212919
247,2,67976,-0.0107154378161575,0.149420907004161,0.94287083594631
250,2,72389,0.0949659766936999,0.14841448598179,0.522672185162982
251,2,72392,-0.0389393828295692,0.149495934937484,0.79465221430831
252,2,73646,0.0780213673908325,0.146386160529482,0.594380566462953
253,2,74564,0.117869231076903,0.146022800653424,0.420096283118089
254,2,74739,0.162401123614703,0.146383100021636,0.268001945862191
257,2,80873,0.225613905852882,0.146496602028279,0.124441048104406
258,2,81501,0.243232795686536,0.146392126354308,0.0974977348229633
259,2,83526,0.246466527859651,0.146147908322079,0.0925987600308011
260,2,83845,0.256896250686295,0.146237080868815,0.0798341278945677
263,2,84447,0.251865713958276,0.148144862237078,0.0899870547072461
264,2,87391,0.319527264276323,0.145234017171066,0.0284482761305645
265,2,87562,0.306858779280356,0.145683755836869,0.0358807487217363
266,2,87849,0.3279995933759,0.145539222186242,0.0248289827098689
267,2,87878,0.32749688586282,0.146176795500946,0.025685495437552
269,2,89785,0.280250939487124,0.146471254757286,0.0565117701283026
272,2,93721,0.255643681746056,0.146152216951782,0.0811323696820799
273,2,93952,0.253810765168057,0.145739613216962,0.08246080706028
274,2,95085,0.300747929020558,0.145691920389496,0.0397219903851934
