SNP,Chr,Pos,Effect,SE,ERG11_MID2_MTX_Metformin_avg_logratio_Fitness_minus_ref.GLM
8,1,27243,-0.0418408614296504,0.086952802180231,0.630679249637979
9,1,27272,-0.0434783491123503,0.0856437947475669,0.612005401117766
16,1,27843,-0.0197357455896433,0.0836413550464112,0.813603042096573
17,1,27848,-0.0197357455896433,0.0836413550464112,0.813603042096573
18,1,28495,0.0261614110044863,0.0836377151574737,0.754621561762974
19,1,28975,0.00551147347653133,0.0830896396658931,0.947151331191677
26,1,31435,-0.00256723261089187,0.0828698995467027,0.975303737169947
29,1,36146,-0.00863602750923875,0.0824414181412412,0.916630898891249
31,1,37409,0.0111744388918151,0.0828863217394768,0.89283384313784
32,1,37478,-0.0049006859215085,0.0829592997437616,0.952927091341015
33,1,39144,-0.122987521331134,0.0823212949624179,0.136070495572678
34,1,41499,-0.053399431582682,0.0823030222476072,0.516879858608425
37,1,51248,-0.0813179332148967,0.0825892800595363,0.325491812690652
38,1,51462,-0.0850722555834925,0.0826908795147669,0.304278762266766
39,1,52124,-0.0943610785605204,0.0825499723992598,0.253780739772318
40,1,52667,-0.169682901951768,0.082074671122545,0.0394228557460693
42,1,59265,-0.0980924510539552,0.0823631040260599,0.234463353228758
43,1,60165,-0.0965756133618326,0.0823056964595254,0.241435754380552
44,1,62308,-0.0680992573915966,0.0822955751079456,0.408515048501562
45,1,62869,-0.0521457992731015,0.0823182337962928,0.526839604016262
49,1,66841,0.00276783673099895,0.0824036950444632,0.973224081165823
50,1,66948,-0.011082216834037,0.0829074505775482,0.893739911095598
51,1,68621,-0.105927546794268,0.082492506223747,0.199953694490177
52,1,69417,-0.0845032102824159,0.0823433085555091,0.305485672395586
56,1,74327,-0.0792207410225595,0.0828121669725708,0.339407885960134
57,1,74572,-0.0712636238834626,0.0826116553820541,0.388924388570918
58,1,75211,-0.0848026695811068,0.0824244410790573,0.304252993879053
59,1,76030,-0.0257901409376912,0.082536517754932,0.754868274233511
60,1,80108,-0.105324499959585,0.0823378006924324,0.201675457256393
61,1,81262,-0.0837762393088897,0.0823766228553727,0.309854484711063
62,1,81999,-0.147004860583696,0.0823277168175498,0.0750214501496648
63,1,82431,-0.157977290111575,0.082663625933537,0.056803226321317
64,1,83284,-0.138843549441872,0.0821538250211539,0.0919024431278221
65,1,83613,-0.103720535577682,0.082291471946147,0.208356017457608
66,1,84112,-0.103962002368413,0.082299718676061,0.20734664931494
68,1,84858,-0.0187638214694558,0.0827122935908356,0.82066664313473
69,1,85751,-0.0550683215077254,0.0830065855550598,0.507493897133085
70,1,87445,-0.00919872187076987,0.0832324560996795,0.912061026617902
