SNP,Chr,Pos,Effect,SE,GTR1_SLM4_MTX_5.FC_avg_logratio_Fitness_minus_ref.GLM
8,1,27243,-0.0311539128905456,0.146549833270713,0.831775416309794
9,1,27272,0.030913625289146,0.144348849731232,0.830546610857201
16,1,27843,0.263764889796387,0.14024174033889,0.060823840149455
17,1,27848,0.263764889796387,0.14024174033889,0.060823840149455
18,1,28495,0.287187430064735,0.140113638890792,0.0411346499960161
19,1,28975,0.261490276772337,0.139309305299885,0.0613360565341078
26,1,31435,0.236191347325538,0.139064821492942,0.0903085059433211
29,1,36146,0.125210206094339,0.138751920417326,0.36745793951303
31,1,37409,0.186727509216984,0.13930888396095,0.18098230581198
32,1,37478,0.187843461508929,0.139425002236345,0.178756668822247
33,1,39144,0.134199990441728,0.138961691815349,0.334838585266789
34,1,41499,0.0926612438276021,0.138671511238105,0.504438278248134
37,1,51248,-0.153542946354877,0.139109967438416,0.270452436910082
38,1,51462,-0.109414553841086,0.139417193675108,0.433097451514181
39,1,52124,0.0331426204862734,0.139338642416284,0.812130289981906
40,1,52667,-0.0560796849792489,0.139094459261425,0.687062112181337
42,1,59265,0.28915836387699,0.138201991296107,0.0371265960239399
43,1,60165,0.24214200109475,0.138352237463484,0.0809552159539238
44,1,62308,0.0981476084432773,0.138700059968585,0.479645181039766
45,1,62869,0.147498201892066,0.138558744182346,0.287821961277855
49,1,66841,0.163835809565453,0.138572273246892,0.237877274898302
50,1,66948,0.155995941988054,0.139451535863048,0.264054780500965
51,1,68621,-0.033838911954277,0.139308400241839,0.808218933053562
52,1,69417,-0.00315196541811696,0.138951113364744,0.981915164975195
56,1,74327,0.136978894715622,0.139524807076609,0.32689393875107
57,1,74572,0.0852343114274851,0.139269324210502,0.540924688263171
58,1,75211,0.148138764604632,0.138865521307649,0.286800873928003
59,1,76030,0.133741187900512,0.138906910766078,0.33630114027636
60,1,80108,-0.0457718780669156,0.139034952962191,0.742191218847121
61,1,81262,-0.0150084591702054,0.139001429692876,0.914078123539259
62,1,81999,-0.070213932373558,0.139293069065517,0.614524248198475
63,1,82431,-0.00235506418434109,0.14000274942692,0.986588475979296
64,1,83284,-0.00581358721053088,0.138983682207438,0.966658443092796
65,1,83613,0.0272428134155891,0.138961146746234,0.844686764081099
66,1,84112,0.0188772742937235,0.138980394911671,0.892035558483963
68,1,84858,0.110193694931022,0.139252826259516,0.4292880283491
69,1,85751,0.0773758379426048,0.139888547216153,0.580528011875861
70,1,87445,0.091077135415766,0.140161195556795,0.516242239215773
71,1,87467,-0.0380823408304456,0.140964615232376,0.787198634427045
72,1,89070,0.0704757697482278,0.14004661677691,0.615115871070957
73,1,89616,0.0909608593070698,0.139259061955763,0.514067168957556
74,1,89679,0.0583478523769611,0.139326230555508,0.675627346384569
75,1,89880,0.0980119327802713,0.139298501910917,0.482139005995214
76,1,91472,0.0630599362924313,0.14039074064932,0.653581444792674
77,1,93789,-0.0506619153706852,0.138957866846455,0.715639727896168
78,1,94351,-0.0416459921061627,0.139332177536773,0.76519439799992
79,1,99148,-0.0217405682553427,0.138979209616817,0.875783229517367
82,1,106800,0.00550960861394309,0.13917119106468,0.968443404644162
83,1,107970,0.0295575419526057,0.138750266131276,0.831428935209573
84,1,109000,-0.0463919827971296,0.138981792476083,0.738729442106238
85,1,112549,-0.109193586175587,0.138724684824884,0.431737185807168
86,1,112742,-0.0686094402920998,0.139339475159475,0.622749376614821
87,1,113050,0.0276376360215415,0.139145053043136,0.842670722970479
88,1,113135,-0.0319614329487487,0.138787973514863,0.818000104423031
89,1,114076,0.0167399164409679,0.138795538891351,0.904069784659645
90,1,114628,0.000779375943275706,0.139149527938575,0.99553423906979
91,1,116283,-0.056631757119562,0.139891000117471,0.685849339267021
93,1,127853,0.101397132101862,0.139558637371256,0.46797963600302
94,1,128302,0.127007421341117,0.138962157410228,0.361355776946354
95,1,128704,0.0121147662068549,0.139263478498806,0.930727436666414
96,1,128911,0.0650495594446875,0.139237345677681,0.640655969512435
97,1,130267,0.0231011070723812,0.139208933622912,0.868294779777507
98,1,130271,0.0197759689073921,0.139375618183862,0.887248050101041
99,1,130613,0.100264389096138,0.14058083494255,0.476183822560821
100,1,132012,-0.043624305181061,0.140364273110957,0.75614103817608
101,1,133231,0.018941317944864,0.139383671866405,0.891983032063995
102,1,137074,-0.0453589641198978,0.139168141551597,0.744671030982117
103,1,137304,-0.0639434607928817,0.139195859868123,0.646245789158523
104,1,139686,0.0111088538058969,0.139419185967354,0.936537299347254
105,1,149562,0.0455404208697683,0.139717481388615,0.744657986697781
106,1,150447,0.054884868200383,0.141258318209178,0.697848800789912
108,1,154084,0.103219588091464,0.141618507251849,0.466572638474262
110,1,157269,-0.00716994150416062,0.139152305061069,0.958935643957473
111,1,160054,0.0361049571812831,0.140461748461833,0.797293974343274
112,1,166222,0.073392963982968,0.139381176076113,0.598827822873544
113,1,166416,0.0848383011752023,0.139079545626973,0.54225533350322
114,1,167326,0.0246329260545115,0.139937428531153,0.860372768464152
115,1,168836,0.0496814107022424,0.139255281191132,0.721480900830829
116,1,171200,0.0200379535467039,0.139484889480747,0.885853453958635
117,1,171431,-0.0398677898356266,0.140343763709253,0.776521449856199
118,1,173339,-0.0479976766602027,0.139244841094153,0.730525301170587
119,1,173845,-0.0464293272837346,0.139130884014345,0.738796763249122
120,1,175121,-0.068360266829472,0.138829256468002,0.622738933142457
121,1,175281,-0.0434943536415623,0.138975689818067,0.754493018129515
122,1,175315,-0.0592374475087746,0.138915439482241,0.670055849142946
123,1,175523,-0.0595876670606084,0.139702509460006,0.669979832344928
124,1,175541,-0.0515127221771855,0.139141194351253,0.711441307064323
125,1,175653,-0.116419897562422,0.139470999250595,0.404437241520943
128,1,175856,-0.0316036557660642,0.141903376622097,0.823888080275178
129,1,175876,-0.0378764049377658,0.139723962427266,0.786487765931388
130,1,175989,-0.0452339724315512,0.140116519299256,0.747014279755738
131,1,176001,-0.0424436540833023,0.140849296819777,0.763331984710689
133,1,177692,-0.0475532048644707,0.138928161579236,0.732339157110211
134,1,178191,-0.0586074550116097,0.139054198082343,0.673666959336136
135,1,178224,-0.0475532048644707,0.138928161579236,0.732339157110211
136,1,178960,-0.0624318441499933,0.140021573262376,0.655962305719476
140,1,183802,-0.0108571764129013,0.138967510013365,0.937770942544263
141,1,183954,-0.012242231524715,0.139978927200413,0.930357317177125
142,1,184450,0.0293586749967863,0.138746030388977,0.832541138129861
144,1,184718,-0.0343813942752441,0.139531197540963,0.805510796086132
145,1,185296,-0.000638100070761122,0.138951210487417,0.996338513684221
146,1,185438,0.0203224339445006,0.138953565294795,0.8838048206472
147,1,185469,0.0192848542880896,0.139154533716661,0.889856421418224
148,1,185503,0.0141595097162374,0.138796352577827,0.918801550015218
149,1,185705,-0.00572079541121803,0.140349332737772,0.967509382594164
150,1,185749,-0.0105394628075645,0.140348541985299,0.940181726263323
151,1,185806,-0.0485502254718894,0.140513309697589,0.729908929595908
152,1,185879,-0.0901693267147411,0.141134586151095,0.523309499695591
153,1,185916,0.0479767695899554,0.141128834187505,0.734096248840277
154,1,185941,0.0542896824417596,0.141737360980604,0.701927957981623
155,1,185954,0.0187891198525736,0.142177315740875,0.894938784824177
156,1,186055,0.0254000715822487,0.13933663346528,0.855457552177142
157,1,186896,0.0161920939211675,0.141625054981679,0.90904063452111
161,1,190132,-0.0603625047556351,0.139482951882396,0.665454127446447
162,1,190148,-0.0476370541641324,0.139538992848369,0.733014000279095
163,1,190165,-0.0659503687103953,0.140590640414081,0.639291305662866
