SNP,Chr,Pos,Effect,SE,SNA4_VAC8_noMTX_Trifluoperazine_avg_logratio_Fitness_minus_ref.GLM
8,1,27243,-0.0207950551237299,0.0652968505369889,0.750317166659354
9,1,27272,-0.0437412141483159,0.0642833348548189,0.496669363799739
16,1,27843,0.177610460096847,0.0620879824034033,0.00447974733568366
17,1,27848,0.177610460096847,0.0620879824034033,0.00447974733568366
18,1,28495,0.181399092230346,0.0620579741816661,0.00368962966044391
19,1,28975,0.174787821441104,0.0616871714701529,0.00486940053768983
26,1,31435,0.147652182290106,0.0617211321558438,0.0172680227488659
29,1,36146,0.0974885636611293,0.0616807386873599,0.114879987549806
31,1,37409,0.114202868534294,0.0619357261320687,0.0660366006010636
32,1,37478,0.104458133559993,0.0620381496778421,0.0931096552895099
33,1,39144,0.0632956224134629,0.0619109568907255,0.307308093525744
34,1,41499,0.0370961602544924,0.0617990341790374,0.548710886653389
37,1,51248,0.109019446103213,0.061822035817256,0.0786914052080379
38,1,51462,0.103468499953587,0.0619335864287968,0.0956798581335325
39,1,52124,0.114632865815934,0.0617932648824925,0.0644150581692525
40,1,52667,0.120896583978733,0.0616593857585553,0.0506980932621098
42,1,59265,0.180949384482982,0.0612099070206248,0.00332389046318707
43,1,60165,0.121567394060328,0.0615771218300065,0.0491347941702059
44,1,62308,0.0437129349033616,0.0618042638160935,0.479858995117775
45,1,62869,0.0323173524308124,0.0618163460958832,0.601444032726583
49,1,66841,0.0671028991149642,0.0617662448151431,0.278042992434309
50,1,66948,0.0799473672580954,0.0621035115108274,0.198824637353378
51,1,68621,0.0610562243801928,0.0619953696085321,0.325371620974709
52,1,69417,0.0548403160126009,0.0618472960309105,0.375841352835795
56,1,74327,0.020602874590417,0.062246886761948,0.740851122604771
57,1,74572,-0.000257397511878449,0.0620907967618173,0.996694719266392
58,1,75211,0.00952291086312079,0.0619755397143677,0.87796881575099
59,1,76030,0.0545292759843352,0.0619096202135718,0.379031630953062
60,1,80108,0.0409631318325476,0.0619245888561713,0.508723088839963
61,1,81262,-0.0106507423727348,0.0619369390330041,0.863566673922531
62,1,81999,-0.00328439371449585,0.0620905521914958,0.957844027615956
63,1,82431,0.0219148017048147,0.0623738145722175,0.72553826323846
64,1,83284,0.00787266160015999,0.0619293381256148,0.898915194752113
65,1,83613,0.051410620749504,0.061863445324247,0.406516215646378
66,1,84112,0.0586221037058889,0.0618521076914327,0.343890541233219
68,1,84858,0.0665951992995593,0.0620043143158886,0.283537753613246
69,1,85751,0.0170462997960121,0.0623542129463098,0.784722170006998
70,1,87445,-0.0107758237877349,0.0624900077595823,0.86318986096428
71,1,87467,-0.0106710831586331,0.0628172239449369,0.865205663822516
72,1,89070,-0.00936955319102339,0.0624246301956892,0.880776293119473
73,1,89616,0.0102709345352961,0.0620883917153883,0.868704650707648
74,1,89679,0.0157372452412149,0.062093011736038,0.800070881568269
75,1,89880,0.00812622918283451,0.0621128894876639,0.895984318736097
76,1,91472,0.00484890759257883,0.0625749247791877,0.938277945346573
77,1,93789,-0.0302359775557438,0.0619098429624031,0.625578818314835
78,1,94351,-0.00745313616438991,0.0620924792819805,0.90452542570317
79,1,99148,0.00774091364162867,0.0619293851734842,0.900598019388587
82,1,106800,0.0821324895457562,0.0618600257517873,0.185130178856916
83,1,107970,0.0615633314675915,0.0617436825021793,0.319409128610237
84,1,109000,0.0674988158974936,0.061835256938384,0.275757348071213
85,1,112549,0.0167987448560782,0.0618629564118716,0.786128537274995
86,1,112742,0.000888264039777098,0.0621104426449375,0.98859763082367
87,1,113050,0.0309794656973273,0.0619840457010038,0.617529122835642
88,1,113135,-0.00366654705584551,0.0618477326328792,0.952759888046688
89,1,114076,0.0234502543337514,0.0618354452102231,0.704740309456209
90,1,114628,0.0138380349543143,0.0620001305939356,0.823513899040729
91,1,116283,0.0142118622074596,0.0623447792728543,0.819812481922533
93,1,127853,0.0469632313491136,0.0621830618446452,0.450607676594314
94,1,128302,0.0270646395130907,0.0619774947060776,0.662606824797156
95,1,128704,0.0441832782607037,0.0620113692923061,0.4766241138532
96,1,128911,0.0294923317664258,0.062042957478572,0.634829090592274
97,1,130267,0.0187158240472463,0.0620253942401696,0.76302449769495
98,1,130271,0.0199335766056599,0.0620979556940146,0.748398730259933
99,1,130613,0.0155920190442711,0.0626819118052998,0.80370014196678
100,1,132012,0.00485332626871271,0.0625538116305112,0.938201003251566
101,1,133231,-0.0228149064148741,0.0620985890333735,0.71354222012002
102,1,137074,-0.0243651443399567,0.0620085675629532,0.694606957767742
103,1,137304,-0.0320493189009555,0.0620202306550661,0.605650175695722
104,1,139686,0.00723572517762359,0.0621240259762538,0.907344510075427
105,1,149562,-0.0331190637029724,0.0622419919962953,0.594990356376019
106,1,150447,-0.048471876083639,0.0629047472638577,0.441483241021986
108,1,154084,-0.0231806310517517,0.0631400825937749,0.713741890559739
110,1,157269,-0.0314419531846667,0.06198338599312,0.612286198803996
111,1,160054,-0.0628467135768198,0.062505640376142,0.31536570905309
112,1,166222,-0.0669976580845277,0.0620296974948869,0.2808394810211
113,1,166416,-0.0577912486995837,0.0619296328532634,0.351366930594536
114,1,167326,-0.0584933687575064,0.0622805594747359,0.348274647339773
115,1,168836,-0.0940710514047684,0.0618605170723842,0.129231295857158
116,1,171200,-0.0723522222474597,0.0620363466090245,0.244285526654099
117,1,171431,-0.0961075988914279,0.0623342629500413,0.124015672482283
118,1,173339,-0.0893081846617546,0.0618751000019249,0.149805269166418
119,1,173845,-0.096047391840181,0.0617948805618283,0.121010444972806
120,1,175121,-0.0480360380700513,0.0618301946845876,0.437736533797636
121,1,175281,-0.0645262892876307,0.061840338315298,0.297461538536961
122,1,175315,-0.0610514237708601,0.0618308085617518,0.324125393681536
123,1,175523,-0.0707627215949946,0.0621529379144614,0.255673083218845
124,1,175541,-0.062964742422432,0.0619222041847446,0.309927741927323
125,1,175653,-0.0565604540182978,0.0621361711477407,0.363303280884438
128,1,175856,-0.0575599591169155,0.0631617940601368,0.362754075862601
129,1,175876,-0.0437539384748806,0.0622233847149141,0.482410095613548
130,1,175989,-0.0540301122191449,0.0623783536109955,0.386986552208408
131,1,176001,-0.0587250301775121,0.0626921169255149,0.349542432281116
133,1,177692,-0.0622040002876439,0.0618275541117055,0.315062068867616
134,1,178191,-0.0490669617533646,0.0619225655234441,0.428664182372587
135,1,178224,-0.0622040002876439,0.0618275541117055,0.315062068867616
136,1,178960,-0.0822165467411748,0.0622570498206364,0.187490912950123
140,1,183802,-0.0682352658877484,0.0618173383363184,0.270422741748595
141,1,183954,-0.0718240711791154,0.062257499399895,0.249419537340597
142,1,184450,-0.070368420284859,0.0617150832718652,0.254970063805993
144,1,184718,-0.0692389572720289,0.0620706177573582,0.265400655438032
145,1,185296,-0.0536776354785157,0.061850185556716,0.386057626274351
146,1,185438,-0.0707687616900703,0.0618043863539689,0.252966535144474
147,1,185469,-0.0717974565741349,0.0618905572715131,0.246803794108691
148,1,185503,-0.0755901536028447,0.0617170439285409,0.221472644934837
149,1,185705,-0.0879596648844079,0.0623638014383732,0.159293846022367
150,1,185749,-0.0978732912487016,0.0623219448557282,0.117207115548155
151,1,185806,-0.0654238525356618,0.0625258969330007,0.296116288332765
152,1,185879,-0.08091319272026,0.0627778434541075,0.198283337139624
153,1,185916,-0.0849718664946494,0.0627339574115357,0.176449733459264
154,1,185941,-0.0845853001172733,0.0630101261790142,0.180326389829122
155,1,185954,-0.0978774943128889,0.0631406973268578,0.122001782843532
156,1,186055,-0.0858373822519949,0.0619224882400448,0.166558678874845
157,1,186896,-0.0819813306637607,0.0629577289664817,0.193709096526666
161,1,190132,0.0848635922838071,0.0620052611310182,0.171978598634278
162,1,190148,0.0859594278844348,0.0620197857388991,0.166621780527456
163,1,190165,0.086926517881524,0.062495154672893,0.165122126507678
164,1,190169,0.0879178978639117,0.0624128609673886,0.159818768373053
165,1,190933,-0.0186654018783802,0.0620725334519779,0.763817947554773
166,1,192149,-0.017977235896972,0.0625807194643983,0.774078151414983
168,1,192303,-0.000644635594192255,0.0746143326230553,0.99311158834587
171,1,192795,-0.0340024346013679,0.0619365233747083,0.583360471661595
173,1,194187,0.0407778682425842,0.0619763016657686,0.510993287521564
174,1,194867,0.106321064068472,0.0617216715317093,0.0858387376678486
190,2,8314,0.00424340502200643,0.0630295683440306,0.946361856549605
194,2,8498,-0.0278527831404164,0.0629202018910384,0.658276747576954
195,2,8651,-0.0143690863987008,0.0629919496370217,0.819692890198855
197,2,9812,-0.00524608894194589,0.0633702897483664,0.934069675803652
198,2,9932,-0.00517293365668303,0.0631205408216693,0.934730334788659
199,2,10135,-0.00252495428853738,0.0628792664114948,0.96799178104235
200,2,11616,-0.034612388675034,0.0627856478467129,0.581791418598578
201,2,12133,-0.0151268480974738,0.0630572377120912,0.810554190517964
202,2,12194,-0.00522353585286506,0.0633056227465734,0.934285560762009
203,2,12359,-0.0124722581408456,0.0631176505172661,0.843469162326399
204,2,13061,-0.0338305364655277,0.0630908063991933,0.592144416914649
205,2,14298,-0.0141335522443835,0.0633111398572347,0.823478175803466
206,2,15222,-0.0374442232452251,0.0639019569311762,0.55827440561797
207,2,17986,-0.0324064172864019,0.0627889830318417,0.606096319087842
208,2,19770,-0.0490817737741926,0.0631929777754585,0.43785789644461
209,2,19836,-0.0457674161429069,0.0630261329055794,0.468218393163976
210,2,19851,-0.0412055964698856,0.063219829444626,0.514965437881842
211,2,21595,-0.0165547088133643,0.0629904298478211,0.792847973883729
212,2,22385,-0.0130006282339121,0.0630524045790611,0.836763187085114
213,2,23441,-0.0124583389334367,0.063665184333025,0.844969105053172
214,2,24209,-0.00250796081252136,0.0631442417334369,0.96834043189055
215,2,24341,0.00582389226896263,0.0632929799604605,0.926738458746438
216,2,26815,-0.0146828064290716,0.0632130609463697,0.81645912055744
217,2,28209,-0.0173447962856332,0.0632324249291282,0.784012807044377
221,2,41245,-0.0514356084302543,0.0629370792330374,0.414334262996329
222,2,43214,-0.0550304668836837,0.0639509033908567,0.390091394485136
223,2,47104,-0.064836558990637,0.0621375285949368,0.297460263618305
224,2,50915,-0.0686790925478676,0.0627383389110818,0.274398415041275
225,2,55834,-0.087737310706627,0.0623797978270549,0.160454823519004
226,2,56422,-0.0815902903170848,0.0625155323989177,0.192701965093609
227,2,57715,-0.0736176346576977,0.0623365813454615,0.238409704828941
228,2,59046,-0.0888014746178716,0.0625973884355223,0.1568941168711
229,2,59191,-0.0906251353887471,0.0622294810135307,0.146197028599277
230,2,59383,-0.0839694607786685,0.0622739464020635,0.178398024679628
231,2,59477,-0.0813272704166227,0.0632255148774278,0.199179787371533
233,2,60471,-0.0796148285193686,0.0623744299630614,0.202652654005267
234,2,60478,-0.077729272421964,0.0624526642049614,0.214100464114125
235,2,60786,-0.0476654163049816,0.0624351072867619,0.445711357007198
236,2,61035,-0.0700078505496673,0.0623709190866344,0.262436663118112
237,2,61071,-0.0803460099405654,0.0620514963679429,0.196225867731134
238,2,61675,-0.0493524863407687,0.0623224121456768,0.428956705549362
240,2,62939,-0.0478488446293525,0.0622178211968413,0.442375688651787
241,2,63527,-0.00818177176483925,0.0625021459967437,0.895925935455761
242,2,63857,-0.0455688049518524,0.0624711387889526,0.466217672688856
243,2,65527,-0.0700366654766755,0.0622004899377347,0.260937827602664
