SNP,Chr,Pos,Effect,SE,ERV25_RBD2_noMTX_noDrug_avg_logratio_Fitness_minus_ref.GLM
8,1,27243,-0.00799640657511169,0.0734446266713823,0.913362171808278
9,1,27272,-0.0737995427979949,0.072236154205271,0.30764965605455
16,1,27843,0.0680806347488427,0.0705382010887767,0.335125521645228
17,1,27848,0.0680806347488427,0.0705382010887767,0.335125521645228
18,1,28495,0.0691494942588093,0.0705364008544394,0.327590835069469
19,1,28975,0.0902855298240384,0.0699954586861328,0.197937766745141
26,1,31435,0.108274926266845,0.069736618863192,0.121408437092747
29,1,36146,0.088934334020533,0.0694523956922461,0.201207340892159
31,1,37409,0.0681333885516642,0.0698958944661298,0.330335002603654
32,1,37478,0.0659850824368693,0.0699619750378061,0.346245969156308
33,1,39144,0.022761736934098,0.0697198888982933,0.744259169064508
34,1,41499,0.0403811513650219,0.0695037739590233,0.561616452897427
37,1,51248,-0.0138537528968574,0.0698290858443949,0.842850109377552
38,1,51462,-0.00828920658418777,0.0699262811058796,0.905705584208057
39,1,52124,-0.0172328161698306,0.0698269550836589,0.805211749483513
40,1,52667,-0.0504811345531698,0.0696692714750071,0.469188180208799
42,1,59265,-0.074613413059969,0.0695726396092976,0.28424906100952
43,1,60165,-0.0433899386585548,0.0695949231653367,0.533382192062026
44,1,62308,-0.00166308023812533,0.069556592311375,0.980938112638205
45,1,62869,-0.0213920075783763,0.0695385919669503,0.758546945317194
49,1,66841,-0.0198387226464317,0.0695726774994732,0.775695642390642
50,1,66948,-0.0167737896732748,0.070002021934967,0.81076498202984
51,1,68621,-0.0676345667048944,0.0697251968770317,0.332702604030614
52,1,69417,-0.0557101809441598,0.069570069598756,0.423798805031237
56,1,74327,-0.00918561733027994,0.0700143613469127,0.895694849752965
57,1,74572,-0.0235801491604065,0.0698183838672994,0.735763244038724
58,1,75211,-0.00498893286641261,0.0697018641589984,0.942980419744123
59,1,76030,0.00459353593699202,0.0697019411537937,0.947492714379525
60,1,80108,-0.0676639182442178,0.0695927667902355,0.331575145924098
61,1,81262,-0.0848902832546534,0.0695128589408241,0.222818880823976
62,1,81999,-0.0825121413266761,0.0696914272061819,0.237223936030993
63,1,82431,-0.11880334283383,0.0698746919329125,0.0899676748769773
64,1,83284,-0.0413119505787613,0.0696149567361142,0.553270122159607
65,1,83613,-0.0570210047798161,0.0695758375665327,0.41302463450071
66,1,84112,-0.0478287355273055,0.0696031361508234,0.492430889660677
68,1,84858,-0.0266124383612707,0.0698318823172501,0.703363530409693
69,1,85751,-0.0243134190248767,0.0701213924425675,0.728998320083065
70,1,87445,-0.00145097696298271,0.0702815468631124,0.983540343941535
71,1,87467,-0.0336342160990663,0.0706268326881026,0.634209181777701
72,1,89070,-0.00694493283048704,0.0702063703166573,0.921256596382325
73,1,89616,-0.00427786706737025,0.0698292920003482,0.951185394696915
74,1,89679,-0.0123808584705478,0.069835396964604,0.85938519934001
75,1,89880,-0.0081941617427333,0.0698548399170114,0.906686892960126
76,1,91472,-0.0182611672787272,0.070368016678518,0.795393448595652
77,1,93789,-0.0117362389384077,0.0696468720388777,0.866278083703729
78,1,94351,-0.0380518490022049,0.0698036038380429,0.586010225975176
79,1,99148,-0.0442607502278117,0.0696098223411634,0.525292335610802
82,1,106800,-0.0373695879692905,0.0697152554241825,0.592274225898656
83,1,107970,-0.0190250706075648,0.06952962390537,0.784532546631049
84,1,109000,-0.0214703410189358,0.0696501708287547,0.758066547425249
85,1,112549,0.0400427855730778,0.0695480417985619,0.565146165295674
86,1,112742,0.0613739926480383,0.0697753532158179,0.379677593227342
87,1,113050,0.00828073679512101,0.0697328727521709,0.905541444012195
88,1,113135,0.0183023060346553,0.0695498269818486,0.792585515831189
89,1,114076,-0.0308663604114217,0.0695372447765367,0.657399560685504
90,1,114628,-0.000235151981078551,0.0697326135899987,0.997311287529978
91,1,116283,-0.0274358217075825,0.0701052537276105,0.695773285575466
93,1,127853,-0.0531003042801254,0.0699328177538298,0.448177155606108
94,1,128302,0.029437184723722,0.0697034553345929,0.673048344951793
95,1,128704,0.0444223383978104,0.0697504027695812,0.524618585521567
96,1,128911,0.0417728403210159,0.0697627683088174,0.549700874604597
97,1,130267,-0.0160368485166994,0.0697598812203413,0.818313190459286
98,1,130271,-0.0217434613832229,0.0698383169215609,0.755725946866161
99,1,130613,0.00374262800925688,0.0705003484970641,0.957692889863244
100,1,132012,0.0267640157012342,0.0703365618433314,0.703793100285823
101,1,133231,0.0329697712147725,0.0698297308299196,0.637114895582459
102,1,137074,0.0744041743471374,0.0696399252623823,0.286064507995436
103,1,137304,0.0585762281329341,0.0697069916009619,0.401297396210292
104,1,139686,0.0617968221287734,0.0697909129865592,0.376513194632795
105,1,149562,0.075181277251396,0.0699133489144505,0.282952767161976
106,1,150447,0.0961697588840198,0.0706192751067284,0.174127530888166
108,1,154084,0.0959748890851448,0.0708393450217568,0.176339861299292
110,1,157269,0.089199293497973,0.0695724664909107,0.200646746700473
111,1,160054,0.05275717255045,0.0703407731485627,0.453740653899806
112,1,166222,0.0566238555927713,0.0698111017979469,0.417854193363366
113,1,166416,0.054827970486508,0.069673179282003,0.431850375982698
114,1,167326,0.0328855533496852,0.0701086877613524,0.639312517456329
115,1,168836,0.0722178094893016,0.0696922704621488,0.300800242188047
116,1,171200,0.0429908987359916,0.0698652558154531,0.538726585986001
117,1,171431,0.0423916553627977,0.0703029258694394,0.546905434146723
118,1,173339,0.0596104724250968,0.0697199654854531,0.393131836268486
119,1,173845,0.0810341619079162,0.0696007594064808,0.24510037495838
120,1,175121,0.0735075512085113,0.0694859445660065,0.290835103543268
121,1,175281,0.0696028287972978,0.0695565736201738,0.317674232351924
122,1,175315,0.0744992838344013,0.0695202411904384,0.284622825277347
123,1,175523,0.0736824971878884,0.0699178690151416,0.292675324164724
124,1,175541,0.0722542901835462,0.0696358604407081,0.30016572617029
125,1,175653,0.0627600370432498,0.0698828684142526,0.369757847923859
128,1,175856,0.0419567229120547,0.0710825864002977,0.555398580459405
129,1,175876,0.0521315468381741,0.0699727765781449,0.456751659527062
130,1,175989,0.0566805640433704,0.0701627418605171,0.419724315792501
131,1,176001,0.0556773901109076,0.0705312751472779,0.430408138056334
133,1,177692,0.079620448707479,0.0695041584048882,0.252757652823569
134,1,178191,0.0718549915621726,0.0695973700452942,0.302573647311128
135,1,178224,0.079620448707479,0.0695041584048882,0.252757652823569
136,1,178960,0.0672131692687029,0.0700981545800153,0.338293781553404
140,1,183802,0.0395208672897015,0.0696102239676886,0.570568939604805
141,1,183954,0.0325979724673589,0.0701275524948494,0.642333847077265
142,1,184450,0.0589245912033002,0.0694640514540205,0.396859881025778
144,1,184718,0.0759594916708435,0.0698129265152464,0.277318266805246
145,1,185296,0.0584247296137976,0.0695637613517983,0.401548019476178
146,1,185438,0.0430594526536824,0.0695987941361091,0.536525534363436
147,1,185469,0.0407063258890155,0.0697033536317571,0.559597474717632
148,1,185503,0.0301655214091846,0.0695381160412453,0.664699857057344
149,1,185705,0.0327654200554532,0.0703124169639942,0.641504598454039
150,1,185749,0.0514209670812076,0.0702807715432316,0.464867294885696
151,1,185806,0.0486582899865534,0.0703803225477076,0.489792412587373
152,1,185879,0.0465864843132491,0.0707248202508484,0.510517427674041
153,1,185916,0.0676768358326974,0.0706443127933115,0.338721380523766
154,1,185941,0.0567608733781167,0.0709799596086079,0.424437111631857
155,1,185954,0.0686868756268384,0.0711578527783225,0.335068050968124
156,1,186055,0.0478693498691263,0.0697831672641917,0.493180585207992
157,1,186896,0.019840407908111,0.0709666410566514,0.779968308909678
161,1,190132,0.0444397765223414,0.0698782220151809,0.525214379784845
162,1,190148,0.0472355307286475,0.0698941271893354,0.499600320317321
163,1,190165,0.0541749874294829,0.0704177485072738,0.442207675124226
164,1,190169,0.0640940493137754,0.0703061585548475,0.362579320240568
165,1,190933,0.0274602473629858,0.0698027625229907,0.69426324790106
166,1,192149,-0.0601313579110059,0.0703160753647444,0.393043686469194
