SNP,Chr,Pos,Effect,SE,SSH1_PIS1_noMTX_5.FC_avg_logratio_Fitness_minus_ref.GLM
8,1,27243,-0.0400111192393862,0.101236163987638,0.692915154295142
9,1,27272,-0.125419701760397,0.0995142440478433,0.208386751270677
16,1,27843,0.0778336900187713,0.0972898934459887,0.424238268262663
17,1,27848,0.0778336900187713,0.0972898934459887,0.424238268262663
18,1,28495,0.100779413429087,0.0972317861049651,0.300684818197731
19,1,28975,0.0949318345958332,0.0965966453411302,0.326396030639473
26,1,31435,0.0878051110092327,0.096359159055182,0.36279737016971
29,1,36146,0.0578514736792566,0.0959255634711849,0.546837995335076
31,1,37409,0.142340053984639,0.0961960266602663,0.139848537543235
32,1,37478,0.118915057734123,0.0963692253417612,0.218041463939088
33,1,39144,0.143528291360936,0.0958321396028452,0.135103502384653
34,1,41499,0.132236932468679,0.0956107711985696,0.167515826427094
37,1,51248,0.302531217042938,0.094921478918375,0.00156495914572514
38,1,51462,0.290264141449862,0.0951621934279268,0.00245976442606731
39,1,52124,0.175846050072154,0.0958215419820205,0.0673260113726858
40,1,52667,0.162221287224132,0.0957346818490975,0.0910545202146377
42,1,59265,0.140163079010859,0.0957846782705127,0.144271259403008
43,1,60165,0.127413495100774,0.0957623306655573,0.184206549728251
44,1,62308,0.0837523861290662,0.0957929082244375,0.382545655260769
45,1,62869,0.101916349571456,0.0957309648573033,0.287779143944351
49,1,66841,0.239135453842181,0.0950816020467492,0.0123449987178812
50,1,66948,0.211592426603565,0.0958591662304373,0.0279341336734788
51,1,68621,0.342412657607893,0.094515939402801,0.000334175051942494
52,1,69417,0.254081312404057,0.0950448909652402,0.00786027798244303
56,1,74327,0.11206613741292,0.0963455069076611,0.245546484465765
57,1,74572,0.168195166977941,0.0958558523783282,0.0801837390347082
58,1,75211,0.0889049581126387,0.0959809009332646,0.354934568215329
59,1,76030,0.171541515379576,0.0956627585453781,0.0737984561963316
60,1,80108,0.101178651334994,0.0959237080292357,0.292246186495133
61,1,81262,0.00445579026173994,0.0960381389801236,0.963020821104845
62,1,81999,-0.0063995290238702,0.0962723686650826,0.947038753421532
63,1,82431,-0.0319554785222185,0.0967137477472098,0.741283941908625
64,1,83284,-0.0467185938560213,0.0959926214764926,0.626780474259838
65,1,83613,-0.0289950519775701,0.0960018375089068,0.762810098932425
66,1,84112,-0.0172965985392278,0.0960204089949724,0.85715025874025
68,1,84858,0.0263328150568054,0.0962856335259562,0.784639256921585
69,1,85751,-0.055354176370047,0.0966467386260404,0.567180303077806
70,1,87445,-0.104262498087083,0.0967369955970424,0.281861915779577
71,1,87467,-0.0607797160225945,0.0973495540107933,0.532804273594896
72,1,89070,-0.0261729548160538,0.0967836476759844,0.786989465776086
73,1,89616,0.0016115201581119,0.0962729329996566,0.98665422837436
74,1,89679,-0.00585965899803535,0.0962846573780288,0.951507009188408
75,1,89880,-0.026224971734826,0.0962994436329234,0.785529553380051
76,1,91472,-0.0137369923504162,0.0970216889341849,0.887487146502691
77,1,93789,-0.0754774771125929,0.0959407529323234,0.431979919633058
78,1,94351,-0.0329579432821845,0.0962615605618781,0.732269404371703
79,1,99148,-0.034309941114824,0.096007456440521,0.721030289389924
82,1,106800,-0.0623458808321734,0.0960970726443335,0.516902279790233
83,1,107970,0.0231039902881637,0.0958615904947977,0.809684150951193
84,1,109000,-0.0434596787568311,0.0960105714689849,0.651075151604783
85,1,112549,-0.0392077143153038,0.0959070152885131,0.682927250033883
86,1,112742,-0.0584135256656265,0.0962532592674215,0.54432516866798
87,1,113050,-0.032500820027976,0.0961258845565154,0.735483659175167
88,1,113135,-0.0286594199771507,0.0958844380399929,0.765195719507851
89,1,114076,-0.0367957844359628,0.0958765704889893,0.701370443088842
90,1,114628,-0.0285933631116111,0.0961271258325274,0.766295171057447
91,1,116283,-0.034291506157047,0.0966566578356395,0.722968928705196
93,1,127853,-0.00833353244954807,0.0964928729727611,0.931225848510539
94,1,128302,0.03038949534671,0.0961096350856101,0.752040522550736
95,1,128704,0.00802974704087139,0.0962179790780733,0.933538089326116
96,1,128911,0.0561360377528845,0.0961831819955009,0.559837464144661
97,1,130267,-0.0653931856976899,0.096120968935224,0.496746703240276
98,1,130271,-0.0658996161360676,0.0962342227730906,0.493929863627514
99,1,130613,-0.0651110367683,0.0971362220964967,0.503100728176917
100,1,132012,-0.0466599281833721,0.0969599097829651,0.630651852458407
101,1,133231,-0.12928675587718,0.0960572984156244,0.179187647917337
102,1,137074,-0.053490122609712,0.0961243431347598,0.578243535061717
103,1,137304,-0.0674107619667434,0.0961329892424277,0.483625214186062
104,1,139686,-0.128107453544447,0.096084716031648,0.183300977475217
105,1,149562,-0.029142371837646,0.0965336346659372,0.762915015855222
106,1,150447,-0.0447303690033211,0.097587973297218,0.646976274401783
108,1,154084,-0.0745515767094653,0.0978381644501897,0.446575548750253
110,1,157269,-0.0092750640346006,0.096140180675505,0.92319857069591
111,1,160054,-0.0302109044893261,0.0970415489392146,0.75574168661855
112,1,166222,-0.0302493859943539,0.0963235726816494,0.753676705909991
113,1,166416,-0.0320063629903047,0.0961263545485758,0.739361100525939
114,1,167326,-0.0498337122900637,0.0966513884593877,0.606454717418155
115,1,168836,-0.0500849109095341,0.0961926470086727,0.602921037105543
116,1,171200,-0.0804580680556573,0.0962784981203233,0.40389991667056
117,1,171431,-0.0375717259685577,0.0969547337527093,0.698606146135634
118,1,173339,-0.0616143960597617,0.0961653094886708,0.522124654204333
119,1,173845,-0.097451607757497,0.0960014316626456,0.310750655183175
120,1,175121,-0.0527194639043545,0.0959097885961484,0.582888099222758
121,1,175281,-0.0788200005772373,0.0959407058699561,0.411888081895558
122,1,175315,-0.0676299511167987,0.0959346456521107,0.481300885702897
123,1,175523,-0.0787183679026778,0.0964551421805603,0.414985443016044
124,1,175541,-0.0734289689198199,0.0960726110997198,0.445194908310594
125,1,175653,-0.0561934500187698,0.0964099470590283,0.560360052416732
128,1,175856,-0.0710850194183891,0.097975679741525,0.468603127397835
129,1,175876,-0.0837004842437943,0.096443258609452,0.386053556449835
130,1,175989,-0.0922392318556908,0.0966970098873303,0.340787241508003
131,1,176001,-0.094318968167681,0.0971965084113074,0.332514258746828
133,1,177692,-0.0516650703961706,0.0959627610469449,0.59064944847525
134,1,178191,-0.0487421012264125,0.0960624497298965,0.612190929545402
135,1,178224,-0.0516650703961706,0.0959627610469449,0.59064944847525
136,1,178960,-0.0421350489814826,0.0967429164743481,0.663439408682229
140,1,183802,-0.0757452325801402,0.0959295644724589,0.430296027162997
141,1,183954,-0.0593006078667089,0.0966617359493537,0.53995022880869
142,1,184450,-0.0414878178954329,0.0958410337146454,0.665365164178783
