SNP,Chr,Pos,Effect,SE,PLM2_HNM1_noMTX_5.FC_avg_logratio_Fitness_minus_ref.GLM
8,1,27243,-0.0214103380721593,0.0522564596805145,0.682262379824126
9,1,27272,-0.0333272653686049,0.0514533564018952,0.517588389350588
16,1,27843,0.0485183928045021,0.0501994176234504,0.334449204228253
17,1,27848,0.0485183928045021,0.0501994176234504,0.334449204228253
18,1,28495,0.0449008275331354,0.0502097671608476,0.371789533566251
19,1,28975,0.0491610743385287,0.0498619985444543,0.324836516095019
26,1,31435,0.0485985402315566,0.0497310924730609,0.329126262889076
29,1,36146,-0.00647820728463577,0.0495403348731162,0.896034656456182
31,1,37409,-0.000197962069055813,0.0498093977386534,0.996831147423876
32,1,37478,-0.00907451480174246,0.0498498772666134,0.855658292839976
33,1,39144,-0.0499048419151169,0.0495535919174249,0.314582169719213
34,1,41499,-0.0371234455379041,0.0494476192104812,0.453295425582308
37,1,51248,-0.0222553782839999,0.0496836020967858,0.654469749597704
38,1,51462,-0.0284526105676284,0.0497420641316845,0.567684002259424
39,1,52124,-0.0494072514480164,0.0496280989749715,0.320150793545875
40,1,52667,-0.0592094724054673,0.0495178944286595,0.232608950186151
42,1,59265,-0.0555425234164035,0.0495048536511408,0.262641537440259
43,1,60165,-0.0614032571952954,0.0494476819164439,0.215141318222091
44,1,62308,-0.0121969599256646,0.0494968090136394,0.805501040031414
45,1,62869,-0.0162077652790669,0.0494873306275081,0.743473733573329
49,1,66841,0.0480300036841303,0.0494521446467694,0.332092767276093
50,1,66948,0.0446882175403577,0.0497652665097913,0.369808233466952
51,1,68621,-0.00931948087474327,0.0496846290851753,0.851319384276173
52,1,69417,-0.00445476946815002,0.0495549990940319,0.928421271852474
56,1,74327,-0.0204119930073504,0.0498161738692256,0.682240596671855
57,1,74572,-0.017542765937815,0.0496865887398035,0.724247878082213
58,1,75211,-0.0156625929844386,0.0495977654779788,0.752346779334309
59,1,76030,-0.00565524452211341,0.0496038576013064,0.909296139491289
60,1,80108,-0.0143490417392735,0.0495871612448826,0.772468051596743
61,1,81262,-0.011397900070012,0.0495705816541461,0.818277208840786
62,1,81999,-0.0190947528621674,0.0496849677610808,0.700975287612426
63,1,82431,-0.0149243288776694,0.049924286779385,0.765162308205842
64,1,83284,-0.0264372346684636,0.0495472918761144,0.593970875448942
65,1,83613,-0.00688806618072411,0.0495604504317618,0.889542740247443
66,1,84112,-0.00722456552752375,0.0495657768736576,0.884196312003334
68,1,84858,-0.0265991529540431,0.0496869973785245,0.592755811910307
69,1,85751,-0.0266449928892309,0.0498913200786806,0.593635701570852
70,1,87445,-0.0206783205513314,0.0500048707792856,0.679472289620847
71,1,87467,-0.0241293784214701,0.0502624175420672,0.631476373574367
72,1,89070,-0.0277837910942217,0.0499422545628873,0.578345738440166
73,1,89616,-0.027823739674583,0.0496732908170034,0.575742770047987
74,1,89679,-0.0129872821543067,0.049696847003569,0.793990356846119
75,1,89880,-0.0189585734654067,0.0497040056858682,0.703114063015221
76,1,91472,-0.0262371556882379,0.050063792931955,0.600555638939865
77,1,93789,-0.033866541838785,0.0495344826064823,0.494615503304323
78,1,94351,-0.0228473177332713,0.0496828409553986,0.645897409615112
79,1,99148,0.00443826803712347,0.0495667054997343,0.928702501007142
82,1,106800,-0.00712297078522132,0.0496326809890225,0.885966363439056
83,1,107970,-0.00722032717023199,0.0494855884871493,0.884077554825571
84,1,109000,-0.036498052541342,0.0495362181819327,0.46173623501384
85,1,112549,0.0324067244632507,0.0494881261076048,0.512998273775429
86,1,112742,0.0250977379563649,0.0496931470998093,0.613835855001442
87,1,113050,0.0137567613806495,0.0496220681547301,0.781765232334237
88,1,113135,0.0217190520347996,0.0494875663785772,0.661017736881449
89,1,114076,0.00397062069644018,0.0495006148757624,0.936112858594957
90,1,114628,0.0166229017320767,0.0496184076294743,0.737812896932978
91,1,116283,-0.00562417192383813,0.0499014135285224,0.910327975728015
93,1,127853,0.0148073114414498,0.0498031634646997,0.766399629502189
94,1,128302,0.0207559053633962,0.0496057737206253,0.675896605570682
95,1,128704,0.0324801122914106,0.049637369792632,0.513313729886681
96,1,128911,0.0467732653475317,0.0496105386495077,0.346423369650299
97,1,130267,0.0112122566043545,0.0496458291193648,0.821452767849892
98,1,130271,0.00832584963540667,0.0497063677731449,0.867072040224823
99,1,130613,0.0032500741017516,0.0501725666956179,0.948387496114053
100,1,132012,0.0250000124655488,0.0500486830040276,0.617728589641288
101,1,133231,0.018169833677505,0.0497016904039264,0.714899120210904
102,1,137074,-0.00412187733304364,0.0496399139220914,0.933870341289232
103,1,137304,-0.019113991542194,0.0496472307805786,0.700472146321772
104,1,139686,-0.0138186106728782,0.0497174708646248,0.781219024453573
105,1,149562,-0.0154148445567169,0.0498295916258171,0.757236894808681
106,1,150447,-0.0180439020792147,0.0503799902747166,0.720440555292828
108,1,154084,-0.0183950074308376,0.050535336100059,0.716073789163754
