SNP,Chr,Pos,Effect,SE,MID2_TPO4_noMTX_Trifluoperazine_avg_logratio_Fitness_minus_ref.GLM
8,1,27243,0.0244672697985444,0.0530648457679287,0.645023399057123
9,1,27272,-0.00149350848835961,0.0522836087748215,0.977227254136417
16,1,27843,0.0263752240828321,0.0510273124774658,0.605560513352379
17,1,27848,0.0263752240828321,0.0510273124774658,0.605560513352379
18,1,28495,0.0407659793005219,0.0510013123058972,0.424646815625618
19,1,28975,0.0199730865690593,0.0506950777332317,0.693830198542618
26,1,31435,-0.00174735966596715,0.0505717921442458,0.972456457303381
29,1,36146,-0.0136219232139447,0.0503058834280795,0.786717033508258
31,1,37409,-0.00526192673596032,0.0505823575045852,0.917207064546518
32,1,37478,-0.0170367358187376,0.0506184948421942,0.736640041999593
33,1,39144,-0.0696062972982662,0.0502592337392233,0.16694378364827
34,1,41499,-0.0413914190511535,0.050207497635314,0.410264958132161
37,1,51248,0.00702063437772447,0.0504683365144834,0.889442803688377
38,1,51462,0.00864656366062353,0.0505360617604418,0.864245602136398
39,1,52124,0.0102788695430238,0.0504667545410293,0.838724017107585
40,1,52667,-0.0382936601169192,0.0503475977974407,0.447412322269603
42,1,59265,0.0283778795014958,0.0503407616622331,0.573305538163096
43,1,60165,0.0213676937671746,0.0503125050362898,0.67131451424463
44,1,62308,-0.0237684583579266,0.0502540898517727,0.636529997301917
45,1,62869,-0.0295407256356418,0.050239099213183,0.556906463135097
49,1,66841,0.0159926343086161,0.0502801808744625,0.750619662101094
50,1,66948,0.00277358369415129,0.0505957897248665,0.956314098850919
51,1,68621,0.0103362025924267,0.0504559402254466,0.837802694207012
52,1,69417,-0.00583140835525026,0.0503244001815399,0.907816421053861
56,1,74327,0.0121922588646654,0.0505978811854571,0.809723049991584
57,1,74572,-0.00108996698202513,0.0504672902275238,0.982781235504971
58,1,75211,-0.0157933734396868,0.0503683122656975,0.754042168786753
59,1,76030,0.0424986458425932,0.0503245164251925,0.398966557424231
60,1,80108,0.0180133020344367,0.0503542887489711,0.720758250408471
61,1,81262,-0.0320919592500505,0.0503153912670485,0.524006997379606
62,1,81999,0.00957435149921454,0.050464750718921,0.849634814167459
63,1,82431,-0.000424115431480937,0.0507062175050353,0.993331160438109
64,1,83284,0.00419652692270536,0.0503367455945834,0.933605348870641
65,1,83613,0.00928440575379623,0.050329268399534,0.85374810993501
66,1,84112,0.0315258364830551,0.050309266804932,0.531299785210356
68,1,84858,0.0277882052338057,0.0504576364505416,0.582171599983243
69,1,85751,0.0329282979361919,0.0506564826299562,0.516094814987446
70,1,87445,0.0351480110994716,0.0507594784357746,0.489114844004093
71,1,87467,0.0285939451854253,0.0510371622531357,0.57565929232109
72,1,89070,0.0278102632249286,0.0507186861735788,0.583816173831551
73,1,89616,0.0253929154949126,0.0504492231784367,0.615041913931629
74,1,89679,0.0421643342016641,0.0504237988819311,0.40360858567942
75,1,89880,0.0305325467262482,0.0504603419921633,0.545514574041689
76,1,91472,0.0372084267749826,0.0508226830440724,0.464579627027781
77,1,93789,0.032227893620692,0.05030800663008,0.522190675719356
78,1,94351,0.0152315613661575,0.0504632083324115,0.76295560831231
79,1,99148,0.00343783747246072,0.0503369085769927,0.945588234521653
82,1,106800,0.0256562955764026,0.0503866395575079,0.610938263361066
83,1,107970,0.0163666576292545,0.0502482575381949,0.744832283101063
84,1,109000,0.0317354745571233,0.0503160317938252,0.528629832919086
85,1,112549,0.0135989552382073,0.0502821762473504,0.786969981451775
86,1,112742,0.00913572259382439,0.0504809633516786,0.856492143196977
87,1,113050,0.0170195471487443,0.0503902361462419,0.73574869164194
88,1,113135,-0.0100592693548081,0.0502671591421851,0.841504993842995
89,1,114076,-0.0169876474423504,0.0502618785441008,0.735577104491119
90,1,114628,0.00173252366089356,0.0503971002846097,0.97259559761854
91,1,116283,-0.00610925161982467,0.050676445448363,0.904112839305994
93,1,127853,-0.0193727727481157,0.050572622453113,0.701899634229936
94,1,128302,-0.0240645608132244,0.0503725540871084,0.633136930851552
95,1,128704,-0.0102710989797705,0.0504360310519877,0.83874744196547
96,1,128911,-0.0117781330918625,0.0504406806864794,0.815504914918896
97,1,130267,-0.0426953055387856,0.0503694294207764,0.397211043911839
98,1,130271,-0.0435128777428495,0.0504273532579826,0.38878795771462
99,1,130613,-0.0419580298440342,0.0509032815965862,0.41034295100428
100,1,132012,-0.0140505922075829,0.0508385937022368,0.782420652458813
101,1,133231,-0.0354055698633102,0.0504481213724162,0.483253024213605
102,1,137074,-0.0360787046582264,0.0503749205967302,0.474339102189489
103,1,137304,-0.0288996821926511,0.0504055657145492,0.566777486712688
104,1,139686,-0.00895992337726645,0.0504930492771552,0.859257773573683
105,1,149562,-0.00885645524961914,0.050608302869719,0.861179929969913
106,1,150447,0.00106129566949015,0.0511718516588516,0.98346491141742
108,1,154084,-0.00308293646747076,0.0513297150424731,0.952140691073532
110,1,157269,-0.00506601403067147,0.0503976564474168,0.91998791628426
111,1,160054,-0.0276418114809425,0.0508559269547865,0.587106808101052
112,1,166222,-0.0265231480903489,0.0504811676374091,0.599630296864677
113,1,166416,-0.0269039035160198,0.0503780309054436,0.593649728708257
114,1,167326,-0.0421748039125182,0.0506350365221092,0.405454479682288
115,1,168836,-0.00700458438210882,0.0504431983825668,0.88963930811389
116,1,171200,-0.015816365346874,0.0505131062279257,0.754378898176567
117,1,171431,-0.0230682554500901,0.0508206910631196,0.650169213144672
118,1,173339,-0.0547569430542477,0.0503559222844796,0.277602740678099
119,1,173845,-0.0366957445299941,0.0503605183823889,0.466692190469036
120,1,175121,-0.0320269721484665,0.0502695583754041,0.524469608221904
121,1,175281,-0.0280980324395587,0.0503189855636112,0.576926487032417
122,1,175315,-0.0295857577922254,0.0503007150489313,0.556789147075639
123,1,175523,-0.0305740373763679,0.05058433000123,0.545954598881297
124,1,175541,-0.0289231746687707,0.0503804328098916,0.566268868742523
125,1,175653,-0.0269320167320664,0.0505431184085456,0.594471104980995
128,1,175856,-0.0224276612474107,0.051384318570783,0.662763333119686
129,1,175876,-0.0149366132864586,0.0506042537949167,0.768041232302735
130,1,175989,-0.025578469145701,0.050736636336282,0.614476103280785
131,1,176001,-0.0403380742589822,0.0509741714424047,0.429275014710677
133,1,177692,-0.0306362261738248,0.0502989336266726,0.542861196040637
134,1,178191,-0.0251923124337925,0.0503574780974261,0.617197027224781
135,1,178224,-0.0306362261738248,0.0502989336266726,0.542861196040637
136,1,178960,-0.048839011732943,0.0506606523241221,0.335684663052902
