SNP,Chr,Pos,Effect,SE,ERV25_EMP47_MTX_Trifluoperazine_avg_logratio_Fitness_minus_ref.GLM
8,1,27243,-0.124594994399829,0.182961460404338,0.496324037272948
9,1,27272,0.0695084201624383,0.180294179285059,0.700078622535489
16,1,27843,0.120238185360372,0.175949063921719,0.494821809759333
17,1,27848,0.120238185360372,0.175949063921719,0.494821809759333
18,1,28495,0.0974219058790972,0.175991890444848,0.580231089494924
19,1,28975,0.0864018331176712,0.174830873593648,0.62147065072019
26,1,31435,0.0494787374618185,0.174408093337672,0.776810296132542
29,1,36146,-0.10313019597872,0.173441713398011,0.552485039768507
31,1,37409,-0.0171685382601545,0.1744644017292,0.921664880609998
32,1,37478,-0.0219769229797482,0.174612855576405,0.899913722424539
33,1,39144,-0.0306791252545922,0.173812282705986,0.859996686571756
34,1,41499,-0.0682971619979598,0.173299694504778,0.693746228658157
37,1,51248,-0.280701572045385,0.173433304468399,0.106448272915709
38,1,51462,-0.264840915854543,0.173740781034583,0.128317886544544
39,1,52124,-0.204371097964444,0.173735431408726,0.240253630104536
40,1,52667,-0.260421752431941,0.173243035390035,0.133677360072752
42,1,59265,-0.115926054387981,0.173599349230105,0.504710815004622
43,1,60165,-0.108763214867552,0.173481141001966,0.531100245469229
44,1,62308,-0.124178885645865,0.173260782922098,0.474022878389743
45,1,62869,-0.174340249360373,0.173116516064194,0.314591499332279
49,1,66841,-0.0645408165206857,0.173412708949504,0.709981846321742
50,1,66948,-0.11365024232853,0.174406324540824,0.515057069245629
51,1,68621,-0.167175682282151,0.173810833473466,0.336795667776202
52,1,69417,-0.226254160181435,0.173159465795243,0.192191364361631
56,1,74327,-0.137468209431196,0.174378583849065,0.431031636771411
57,1,74572,-0.122713746189418,0.173944776546712,0.480979755332847
58,1,75211,-0.122921930638328,0.173626826058465,0.47943340864856
59,1,76030,-0.0915617332202124,0.17368168947771,0.598398865064708
60,1,80108,-0.0998145197064432,0.17362770754885,0.565740906105361
61,1,81262,-0.0704890675504075,0.173602759340371,0.68496175584999
62,1,81999,-0.179519782151012,0.17380491585696,0.302366736615891
63,1,82431,-0.241694419238452,0.174417595128075,0.166706428377979
64,1,83284,-0.163944978040673,0.173399270634696,0.345062247911654
65,1,83613,-0.112537262382889,0.17349619174426,0.516990251582542
66,1,84112,-0.110280659826673,0.173519439301155,0.525480124809189
68,1,84858,0.0142545973067777,0.174107039525322,0.934794419150092
69,1,85751,-0.00188613184656897,0.174824295936582,0.991398101788108
70,1,87445,-0.0118577193133762,0.175192754400015,0.946075629304528
71,1,87467,-0.0730792695890326,0.176068080622186,0.678348252805384
72,1,89070,0.0101508477951027,0.175007981368569,0.953779695616452
73,1,89616,0.0187738670406196,0.174064487838755,0.914171343802504
74,1,89679,0.0529115748723676,0.174066618515979,0.761327460779503
75,1,89880,0.0442936671668048,0.174117549339053,0.799342825773709
76,1,91472,0.086915003741654,0.175365058736564,0.620468636184692
77,1,93789,0.107179665447233,0.173524943844389,0.537196785874854
78,1,94351,-0.0117816776321923,0.174074491417737,0.94607724401792
79,1,99148,-0.000402303747941174,0.173618685964118,0.998152477603596
82,1,106800,-0.0251508495431128,0.173847725023208,0.885052630342835
83,1,107970,0.0342777185456514,0.173328213222407,0.843345179133983
84,1,109000,0.0672176854930625,0.173606434874689,0.698853098822236
85,1,112549,-0.116541236154138,0.173335779437898,0.501804688585705
86,1,112742,-0.0807773675919699,0.174069391274483,0.642896042295481
87,1,113050,-0.0306426281127211,0.173821902898418,0.860169175368881
88,1,113135,-0.0603114088758338,0.173357083220569,0.728120569998306
89,1,114076,0.0755030677672132,0.173340224442628,0.663409658839868
90,1,114628,0.169309053985533,0.173591698282503,0.33006487672458
91,1,116283,0.134504589099178,0.174645572274192,0.441721595721964
93,1,127853,0.275882664080595,0.173847777929977,0.113425880344153
94,1,128302,0.247530706951862,0.173296563711976,0.15407106368608
95,1,128704,0.263953485954418,0.173401462340773,0.128851674642806
96,1,128911,0.335826298807766,0.173068334083186,0.0531238933556004
97,1,130267,0.319590212923997,0.173072533098033,0.065646638100834
98,1,130271,0.317218817826434,0.173292274205768,0.0680118421088454
99,1,130613,0.402192261010315,0.17443128679302,0.0217045416722365
100,1,132012,0.0350597536819736,0.175356949421198,0.841647604790033
101,1,133231,-0.0781050126133973,0.174072846198194,0.653929496628023
102,1,137074,-0.0731765356008501,0.173831212828712,0.674038167124532
103,1,137304,-0.127978806250967,0.173801847096616,0.462007415271476
104,1,139686,-0.0226861091560736,0.174159668335945,0.896434600973106
105,1,149562,-0.0606801491894326,0.174531300866848,0.728291577396579
106,1,150447,-0.0383283823211737,0.176485668425344,0.828196960312861
108,1,154084,-0.03231557568681,0.177034388564999,0.855264999862744
110,1,157269,-0.138120119253401,0.173674036440982,0.426982941566367
111,1,160054,-0.137705361023721,0.175327947447642,0.432736583824818
112,1,166222,-0.146777781424051,0.174007894500859,0.399513266976683
113,1,166416,-0.127128194814725,0.173697813440217,0.464719558050584
114,1,167326,-0.167405711239635,0.174590134704713,0.338290692160834
115,1,168836,-0.100674924615568,0.173906365831864,0.563023791258789
116,1,171200,-0.177349367149813,0.173993598031477,0.308764915799046
117,1,171431,-0.288279426152232,0.174664668131145,0.099735506682642
118,1,173339,-0.210852725195009,0.173611423176424,0.225365033427891
119,1,173845,-0.234106117049423,0.173382401164916,0.177807278538762
120,1,175121,-0.228070313146455,0.173059687925295,0.18840149036439
121,1,175281,-0.223924807430574,0.173222830610505,0.196960991862428
122,1,175315,-0.227458835384983,0.173154994783633,0.18982922720626
123,1,175523,-0.214254584385649,0.174188298218708,0.219509804097547
124,1,175541,-0.226326565266418,0.173430915287659,0.192744409600345
125,1,175653,-0.246483406558257,0.173904744577541,0.157263447584877
128,1,175856,-0.239411041107022,0.176819435080685,0.176607016867541
129,1,175876,-0.226354557721944,0.174144940313217,0.194515755941526
130,1,175989,-0.225446553442066,0.174647506189689,0.197594861569827
131,1,176001,-0.227708640111594,0.175553552434796,0.195447569817495
133,1,177692,-0.226899308055675,0.173157074371561,0.19092369067988
134,1,178191,-0.225511004019347,0.173334973208707,0.194102677371844
135,1,178224,-0.226899308055675,0.173157074371561,0.19092369067988
136,1,178960,-0.279728492373425,0.174329424752658,0.109476746304328
140,1,183802,-0.301892320369398,0.172854336492234,0.0815916754644368
141,1,183954,-0.279513901267275,0.174229407522916,0.109545169159803
