SNP,Chr,Pos,Effect,SE,SRO9_SGN1_MTX_noDrug_avg_logratio_Fitness_minus_ref.GLM
8,1,27243,-0.150430828501162,0.139834444356916,0.282761227536978
9,1,27272,-0.116016192676397,0.137821782272712,0.400478691619531
16,1,27843,0.0817335999186875,0.134625590888226,0.544163004843899
17,1,27848,0.0817335999186875,0.134625590888226,0.544163004843899
18,1,28495,0.0524581199505608,0.134669099032917,0.697116462765078
19,1,28975,0.0419105836832136,0.13377906404077,0.754251383662736
26,1,31435,0.033300935595594,0.13343139521847,0.803062385339687
29,1,36146,-0.000558105214662596,0.132755074209307,0.996648060621812
31,1,37409,0.0621408944560533,0.133431880605166,0.641708510146069
32,1,37478,0.0483692278335784,0.133562795223362,0.717459653781918
33,1,39144,0.0811018550507163,0.132907930308865,0.542114803674919
34,1,41499,0.0499942427753149,0.132582458784517,0.706340461409258
37,1,51248,-0.0613982670636514,0.133133503593875,0.644954797299947
38,1,51462,-0.0482452031568756,0.133329463989298,0.717680985804196
39,1,52124,-0.0503249758428823,0.133146665134422,0.705682670933007
40,1,52667,-0.100977647237297,0.132851507901408,0.447714672760592
42,1,59265,0.147289592396919,0.132661672842354,0.267640632094055
43,1,60165,0.153589001989948,0.132540820848996,0.247318879975695
44,1,62308,0.0735518405995047,0.132588854096581,0.579426400366733
45,1,62869,0.0745500253317452,0.132570607382008,0.574239919422598
49,1,66841,0.127906994508756,0.132517729219138,0.335102079912463
50,1,66948,0.090050957206464,0.133420769906861,0.500155980970223
51,1,68621,-0.0199655782035097,0.133140917492879,0.880883202438105
52,1,69417,-0.0110704022724771,0.132791370287664,0.933607076933737
56,1,74327,0.0339818322475361,0.133510511226548,0.799237798192397
57,1,74572,0.0383242379712323,0.133151658360821,0.773650399162365
58,1,75211,0.0639766827719205,0.132880907539707,0.630488772380045
59,1,76030,0.0571900514737012,0.132889672623016,0.667198314943612
60,1,80108,-0.00856214630634383,0.132892319150353,0.948664946705645
61,1,81262,-0.0774396518611679,0.132778903503169,0.560115898705737
62,1,81999,-0.0745535867093,0.133108148385128,0.575767961392898
63,1,82431,-0.105103174383988,0.133680664960498,0.432262728263332
64,1,83284,-0.0449741848868655,0.132802463739475,0.7350711799278
65,1,83613,-7.48972783231883e-05,0.132809398814122,0.999550355080963
66,1,84112,-0.0842324804025739,0.13274835168518,0.5261476306816
68,1,84858,0.0388519798667823,0.133182852829801,0.770672771181999
69,1,85751,-0.0209559630045157,0.133741736879441,0.875578919850712
70,1,87445,-0.0256443394344155,0.134022168214958,0.848366089973391
71,1,87467,-0.0977224866061274,0.134630333174334,0.46840686905322
72,1,89070,-0.024064973653563,0.133881402318474,0.857453195640604
73,1,89616,-0.0318665565062247,0.133156480031949,0.810998980770198
74,1,89679,-0.0231638495375636,0.133178438311441,0.862019445869962
75,1,89880,-0.0208503607032696,0.133213268266931,0.875713696930318
76,1,91472,-0.0137536684175248,0.13420474159899,0.91843171064396
77,1,93789,0.0256569408210072,0.13281701520172,0.846932933036063
78,1,94351,-0.0194063339291409,0.133169598924714,0.884220510827391
79,1,99148,0.0151380736668195,0.132821591456157,0.909324000409563
82,1,106800,-0.00802948369494252,0.133002512884504,0.951894384956133
83,1,107970,0.00849084038591259,0.132608388370158,0.948983030328148
84,1,109000,-0.00528839864958966,0.132842562351106,0.968267491468106
85,1,112549,-0.12867878214178,0.132515612539286,0.332190156598585
86,1,112742,-0.0933061264018246,0.133116847421317,0.483805969548102
87,1,113050,-0.0818486958805958,0.13291398277123,0.538422053089195
88,1,113135,-0.0910808730919951,0.132558021303814,0.49246964210624
89,1,114076,-0.0191451241126956,0.132642720515125,0.885317493033474
90,1,114628,0.0708521401949001,0.13292872671552,0.594363091545626
91,1,116283,0.0395712768743518,0.133705253124166,0.767435397973595
93,1,127853,0.0414474688574225,0.133454633782258,0.756308191961836
94,1,128302,0.02703533040473,0.132952389277164,0.838981805258171
95,1,128704,0.00478552234669161,0.13309228420475,0.971337430538661
96,1,128911,0.0497110239859481,0.133080958960281,0.7089710214158
97,1,130267,0.0307874125985272,0.133034071492206,0.817118715898285
98,1,130271,0.0283317097064214,0.133193533333898,0.831675283644615
99,1,130613,0.0731351131079735,0.134390473247136,0.586648352768938
100,1,132012,-0.157336563258382,0.133899851096532,0.240774031782834
101,1,133231,-0.18457638882639,0.1328467044385,0.165588771231442
102,1,137074,-0.130540695066027,0.132838421059408,0.326426748297642
103,1,137304,-0.203696941967233,0.132623832234704,0.125458707256534
104,1,139686,-0.134102451090975,0.133049793708831,0.314187206854349
105,1,149562,-0.149131919894175,0.133308975638232,0.264031487055523
106,1,150447,-0.134194685645368,0.134837351312055,0.320304293152943
108,1,154084,-0.126961041932986,0.135274877450483,0.348608087640768
110,1,157269,-0.195206500717317,0.132578870610046,0.141809249832704
111,1,160054,-0.187020893902908,0.133879282701993,0.163310127775714
112,1,166222,-0.174210792174423,0.13293289791931,0.190873091011619
113,1,166416,-0.172776081792102,0.13266702445841,0.193653081914909
114,1,167326,-0.199412358831681,0.133319237116194,0.135612067035959
115,1,168836,-0.194873780078822,0.132702532087105,0.142858746902293
116,1,171200,-0.196222051942885,0.132896856654821,0.140701530756369
117,1,171431,-0.278641554975286,0.133316468975279,0.0373261104062481
118,1,173339,-0.248601868139353,0.132436332218816,0.0613230904016879
119,1,173845,-0.25393859042898,0.13229674310412,0.0557317195544338
120,1,175121,-0.264324169053947,0.131973939248273,0.0459575034145284
121,1,175281,-0.271319378762844,0.132047202324939,0.0406421708266751
122,1,175315,-0.278261255883631,0.131964194640886,0.0356822177619849
123,1,175523,-0.270669765040975,0.132765753609923,0.0422244785509742
124,1,175541,-0.275563564177301,0.132188876993509,0.0378221657337633
125,1,175653,-0.301450493903825,0.132452667589595,0.0234498888730093
128,1,175856,-0.260363965579196,0.134913683087589,0.0544256906007096
129,1,175876,-0.243162296389168,0.132916461030888,0.0681775083361441
130,1,175989,-0.248603579074714,0.133270847563345,0.0629545948854692
131,1,176001,-0.250329148796293,0.133963003986387,0.0625004322862126
